id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/13/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2520667349,6,1,1,0,17,f0zsn74nz0o01gr30weun240i,1,7.9,33.4,2023-03-16T13:00:57.425Z,2023-03-30T03:50:30Z,4100682009,1,,4100682003,141,7.7,4100682005,212,32.4,4100681999,56,Back,4100682001,140,33.9,4148945587,178,,4100681997,157,,4100682007,213,5.7,bodbz7zwlae3zytzhmbk5ncwk,Abdulkarim Sultan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667353,7,1,1,0,20,f0zsn74nz0o01gr30weun240i,0,34.2,7.7,2023-03-16T13:01:00.574Z,2023-03-30T03:50:34Z,4100682031,56,Right,4100682033,140,60.5,4100682035,141,6.5,4100682039,213,6.3,4148945599,388,,4100682029,168,,4100682027,3,,4100682037,212,27.6,8tvytrvm8g922nxp2sjc7lxp1,A. Sayoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667359,6,12,1,0,21,7w4300dn2tnd0eqmbtk531tkx,1,41.8,96,2023-03-16T13:01:01.969Z,2023-03-30T03:50:37Z,4100682053,140,46.7,4100682055,141,100.0,4100682051,56,Back,4100682059,213,0.7,4100682069,167,,4148945613,178,,4100682057,212,6.6,,,,3uwyni9c8q0rprd1nhtt073e1,I. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667361,7,5,1,0,22,7w4300dn2tnd0eqmbtk531tkx,0,48.7,101.4,2023-03-16T13:01:02.951Z,2023-03-30T03:50:40Z,4100706779,233,8,4100682063,347,,4100682061,56,Back,,,,,,,,,,,,,,,,3uwyni9c8q0rprd1nhtt073e1,I. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667385,8,5,1,0,22,f0zsn74nz0o01gr30weun240i,1,51.3,-1.4,2023-03-16T13:01:02.951Z,2023-03-30T03:50:39Z,4100706771,233,7,4100682159,56,Right,4100682161,347,,,,,,,,,,,,,,,,,8tvytrvm8g922nxp2sjc7lxp1,A. Sayoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667387,9,1,1,0,29,f0zsn74nz0o01gr30weun240i,1,51.8,0,2023-03-16T13:01:10.170Z,2023-03-30T03:50:51Z,4100682165,56,Right,4100682163,107,,4100682169,141,8.8,4100682171,212,15.4,4100682173,213,0.4,4100682167,140,65.0,,,,,,,8tvytrvm8g922nxp2sjc7lxp1,A. Sayoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667393,10,1,1,0,31,f0zsn74nz0o01gr30weun240i,1,66.5,10.6,2023-03-16T13:01:11.902Z,2023-03-30T03:51:02Z,4100682197,56,Right,4100682201,141,11.8,4148945651,178,,4100682205,213,3.0,4100682203,212,4.9,4100682199,140,61.9,,,,,,,f0fot1juj3i62tt8i2vybnjdh,K. Musona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667399,11,1,1,0,33,f0zsn74nz0o01gr30weun240i,1,63.7,11,2023-03-16T13:01:13.527Z,2023-03-30T03:51:25Z,4100682225,213,5.7,4100682223,212,9.9,4100682219,140,71.7,4100682221,141,3.2,4148945809,178,,4100682217,56,Right,,,,,,,3hzwwygv4u0vn68g4z3taqj1l,Alfa Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667405,12,1,1,0,34,f0zsn74nz0o01gr30weun240i,1,71.4,3.1,2023-03-16T13:01:14.291Z,2023-03-30T03:51:35Z,4148945873,178,,4100682251,212,10.2,4100682247,140,81.1,4100682253,213,6.2,4100682249,141,2.6,4100682245,56,Right,,,,,,,8tvytrvm8g922nxp2sjc7lxp1,A. Sayoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667411,13,1,1,0,35,f0zsn74nz0o01gr30weun240i,1,81.1,2.6,2023-03-16T13:01:15.465Z,2023-03-30T03:52:09Z,4100682269,141,10.4,4100682265,56,Right,4100682271,212,5.5,4148946075,178,,4100682273,213,1.9,4100682267,140,79.6,,,,,,,egk2nnpvvup731trr0x2kj696,G. Mbenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523236923,799,45,1,0,36,7w4300dn2tnd0eqmbtk531tkx,0,26.1,87.6,2023-03-16T13:01:16.728Z,2023-03-30T03:52:15Z,4114292181,56,Back,4114292183,285,,4114569491,233,1073,,,,,,,,,,,,,,,,5sjuufrdq1rx6senkjjgtimsp,Khaled Al Samiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523236921,1073,3,1,0,36,f0zsn74nz0o01gr30weun240i,1,73.9,12.4,2023-03-16T13:01:16.728Z,2023-03-30T03:52:15Z,4114292217,464,,4114569483,233,799,4114292179,286,,4114292177,56,Right,4148946103,178,,,,,,,,,,,8tvytrvm8g922nxp2sjc7lxp1,A. Sayoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667415,14,3,1,0,37,f0zsn74nz0o01gr30weun240i,0,77.6,16.2,2023-03-16T13:01:17.849Z,2023-03-30T03:52:19Z,4148946143,178,,4100682281,56,Right,4100682299,233,8,4100682283,286,,4114292275,464,,,,,,,,,,,8tvytrvm8g922nxp2sjc7lxp1,A. Sayoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667419,8,7,1,0,37,7w4300dn2tnd0eqmbtk531tkx,1,22.4,83.8,2023-03-16T13:01:17.897Z,2023-03-30T03:52:21Z,4100682291,285,,4100682289,56,Back,4100682295,233,14,4114292315,385,,4148946165,178,,,,,,,,,,,4k6v874ygp633amqtbp1g9nth,Lucas Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667423,9,52,1,0,40,7w4300dn2tnd0eqmbtk531tkx,1,3.4,70.8,2023-03-16T13:01:20.984Z,2023-03-30T03:52:25Z,4114292463,376,,4148946189,178,,,,,,,,,,,,,,,,,,,,8i6yz8rk72m7ovjuxjn0vcxqt,Douglas Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667443,10,1,1,0,47,7w4300dn2tnd0eqmbtk531tkx,1,9.2,49.4,2023-03-16T13:01:28.123Z,2023-03-30T03:52:28Z,4100682389,141,26.5,4100682391,212,15.6,4100682393,213,4.7,4100682383,123,,4100682385,56,Back,4100682387,140,9.6,4148946201,178,,,,,8i6yz8rk72m7ovjuxjn0vcxqt,Douglas Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667455,11,1,1,0,50,7w4300dn2tnd0eqmbtk531tkx,1,11.6,19.5,2023-03-16T13:01:31.128Z,2023-03-30T03:52:32Z,4100682461,213,5.6,4100682455,140,23.6,4100682453,56,Back,4100682459,212,16.0,4100682457,141,4.9,4148946215,178,,,,,,,,3par6lcu330qnblngnl7b209h,Mohammed Al Khabrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667461,12,1,1,0,54,7w4300dn2tnd0eqmbtk531tkx,1,24.8,2.5,2023-03-16T13:01:35.256Z,2023-03-30T03:52:34Z,4100682487,212,11.2,4148946219,178,,4100682481,56,Back,4100682485,141,10.4,4100682483,140,34.2,4100682489,213,0.5,,,,,,,4xf79nz0hvi8o83ta08cftffu,Omar Al Oudah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525896793,1278,67,1,0,56,7w4300dn2tnd0eqmbtk531tkx,1,33.4,6.6,2023-03-16T13:01:36.900Z,2023-03-30T12:55:37Z,4149188359,233,1938,,,,,,,,,,,,,,,,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525896791,1938,67,1,0,56,f0zsn74nz0o01gr30weun240i,0,66.6,93.4,2023-03-16T13:01:36.901Z,2023-03-30T11:07:16Z,4149188363,233,1278,,,,,,,,,,,,,,,,,,,,,,bhdvvtp8iu46et3iqfn6c8f3e,Hussain Qasim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525878691,1935,43,1,0,56,f0zsn74nz0o01gr30weun240i,1,0,0,2023-03-16T13:01:36.975Z,2023-03-30T11:07:08Z,4149103007,399,106130,4149188323,144,83,,,,,,,,,,,,,,,,,,,bhdvvtp8iu46et3iqfn6c8f3e,Hussain Qasim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667463,13,1,1,0,57,7w4300dn2tnd0eqmbtk531tkx,0,34.2,10.4,2023-03-16T13:01:37.610Z,2023-03-30T03:52:37Z,4100682499,212,1.1,4100682495,140,33.5,4100682493,56,Back,4100682553,236,,4100682555,233,15,4100682559,286,,4148946229,178,,4100682501,213,2.3,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,4100682497,141,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667475,15,74,1,0,57,f0zsn74nz0o01gr30weun240i,1,72.3,93.5,2023-03-16T13:01:37.730Z,2023-03-30T03:52:41Z,4100682561,233,13,4148946255,178,,4100682535,285,,4100682533,56,Left,,,,,,,,,,,,,f0fot1juj3i62tt8i2vybnjdh,K. Musona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667467,14,61,1,0,57,7w4300dn2tnd0eqmbtk531tkx,1,33.5,11.6,2023-03-16T13:01:37.915Z,2023-03-30T03:52:46Z,4148946267,21,,4100682507,56,Back,4148946269,178,,,,,,,,,,,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667479,16,49,1,0,58,f0zsn74nz0o01gr30weun240i,1,70.5,95,2023-03-16T13:01:38.882Z,2023-03-30T03:52:50Z,,,,,,,,,,,,,,,,,,,,,,,,,f0fot1juj3i62tt8i2vybnjdh,K. Musona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667483,17,1,1,0,59,f0zsn74nz0o01gr30weun240i,0,70.5,95,2023-03-16T13:01:40.234Z,2023-03-30T03:52:54Z,4100682577,213,1.6,4100682589,233,15,4100682587,236,,4148946325,178,,4100682575,212,0.2,4100682573,141,95.3,4100682571,140,70.5,4100682569,56,Left,f0fot1juj3i62tt8i2vybnjdh,K. Musona,4100682593,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667481,15,74,1,0,59,7w4300dn2tnd0eqmbtk531tkx,1,34.8,3.8,2023-03-16T13:01:40.278Z,2023-03-30T03:52:58Z,4100682565,56,Back,4148946335,178,,4100682597,233,17,4100682567,285,,,,,,,,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667485,16,5,1,1,1,7w4300dn2tnd0eqmbtk531tkx,0,32,-1.4,2023-03-16T13:01:41.929Z,2023-03-30T03:53:00Z,4100682631,233,18,4100682581,347,,4100682579,56,Back,,,,,,,,,,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667491,18,5,1,1,1,f0zsn74nz0o01gr30weun240i,1,68,101.4,2023-03-16T13:01:41.929Z,2023-03-30T03:53:00Z,4100682627,233,16,4100682613,347,,4100682611,56,Left,,,,,,,,,,,,,,,,f0fot1juj3i62tt8i2vybnjdh,K. Musona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667549,19,1,1,1,19,f0zsn74nz0o01gr30weun240i,1,63.8,100,2023-03-16T13:01:59.767Z,2023-03-30T03:53:06Z,4100682827,212,15.6,4100682823,140,76.6,4100682819,107,,4100682825,141,89.7,4100682821,56,Left,4100682829,213,5.7,,,,,,,bhdvvtp8iu46et3iqfn6c8f3e,Hussain Qasim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667553,20,1,1,1,20,f0zsn74nz0o01gr30weun240i,0,76.3,90,2023-03-16T13:02:00.769Z,2023-03-30T03:53:10Z,4100682849,213,5.4,4100682837,3,,4100682841,56,Center,4100682843,140,83.2,4100682845,141,78.0,4148946453,388,,4100682839,168,,4100682847,212,10.9,egk2nnpvvup731trr0x2kj696,G. Mbenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667541,17,49,1,1,21,7w4300dn2tnd0eqmbtk531tkx,1,19.2,24,2023-03-16T13:02:02.245Z,2023-03-30T03:53:14Z,,,,,,,,,,,,,,,,,,,,,,,,,3uwyni9c8q0rprd1nhtt073e1,I. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667555,18,1,1,1,22,7w4300dn2tnd0eqmbtk531tkx,0,19.2,24,2023-03-16T13:02:02.857Z,2023-03-30T03:53:16Z,4100682859,212,23.7,4100682851,157,,4100682861,213,0.0,4148946499,178,,4100682855,140,41.8,4100682853,56,Back,4100682863,1,,4100682857,141,25.0,3uwyni9c8q0rprd1nhtt073e1,I. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667565,21,1,1,1,24,f0zsn74nz0o01gr30weun240i,1,69.6,82.8,2023-03-16T13:02:04.639Z,2023-03-30T03:53:21Z,4100682887,140,81.4,4148946511,178,,4100682885,56,Left,4100682883,3,,4100682893,213,0.3,4100682889,141,88.1,4100682891,212,12.9,,,,7ieikgigejp7rmvrsra8mj1lh,Dener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667567,22,61,1,1,25,f0zsn74nz0o01gr30weun240i,0,81.2,88.1,2023-03-16T13:02:05.933Z,2023-03-30T03:53:27Z,4148946571,178,,4100682897,56,Left,,,,,,,,,,,,,,,,,,,9i2vkt05nwdi1v6iqiyv3hl91,Mohammed Harzan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667569,19,1,1,1,27,7w4300dn2tnd0eqmbtk531tkx,1,32.8,33.6,2023-03-16T13:02:08.240Z,2023-03-30T03:53:31Z,4148946601,178,,4100682907,212,17.4,4100682909,213,1.3,4100682901,56,Back,4100682903,140,37.7,4100682905,141,58.1,,,,,,,4k6v874ygp633amqtbp1g9nth,Lucas Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667571,20,1,1,1,28,7w4300dn2tnd0eqmbtk531tkx,1,37.7,58.1,2023-03-16T13:02:09.243Z,2023-03-30T03:53:33Z,4100682919,212,4.4,4100682921,213,3.5,4100682913,56,Back,4100682915,140,33.8,4148946615,178,,4100682917,141,55.7,,,,,,,netr5hv4nn69u7twf7u892hh,Fábio Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667577,21,1,1,1,29,7w4300dn2tnd0eqmbtk531tkx,1,33.8,55.7,2023-03-16T13:02:10.011Z,2023-03-30T03:53:37Z,4100682957,213,1.8,4148946683,178,,4100682949,56,Back,4100682953,141,78.1,4100682955,212,15.8,4100682951,140,29.7,,,,,,,5sjuufrdq1rx6senkjjgtimsp,Khaled Al Samiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667585,22,1,1,1,33,7w4300dn2tnd0eqmbtk531tkx,1,33.5,67.3,2023-03-16T13:02:13.892Z,2023-03-30T03:53:43Z,4100682987,196,,4148946767,178,,4100682997,213,5.3,4100682985,155,,4100682999,1,,4100682995,212,51.7,4100682993,141,3.8,4100682989,56,Right,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,4100682991,140,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667587,23,1,1,1,39,7w4300dn2tnd0eqmbtk531tkx,1,61.6,4,2023-03-16T13:02:19.566Z,2023-03-30T03:53:48Z,4100683007,140,57.6,4100683009,141,22.8,4100683013,213,1.9,4100683011,212,13.5,4148946797,178,,4100683005,56,Center,,,,,,,4xf79nz0hvi8o83ta08cftffu,Omar Al Oudah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667591,24,1,1,1,41,7w4300dn2tnd0eqmbtk531tkx,1,58,22.8,2023-03-16T13:02:21.978Z,2023-03-30T03:53:50Z,4100683037,212,14.5,4100683039,213,5.8,4100683031,56,Right,4100683035,141,12.0,4100683033,140,69.9,4148946825,178,,,,,,,,4k6v874ygp633amqtbp1g9nth,Lucas Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667593,25,1,1,1,42,7w4300dn2tnd0eqmbtk531tkx,1,69.9,12,2023-03-16T13:02:22.866Z,2023-03-30T03:53:53Z,4100683049,212,10.5,4148946845,178,,4100683045,140,67.2,4100683043,56,Center,4100683051,213,1.8,4100683047,141,26.8,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667597,26,1,1,1,43,7w4300dn2tnd0eqmbtk531tkx,1,67.2,26.8,2023-03-16T13:02:23.898Z,2023-03-30T03:53:57Z,4100683067,213,1.9,4148946871,178,,4100683065,212,9.5,4100683063,141,40.1,4100683061,140,64.4,4100683059,56,Center,,,,,,,2cso52su6r9afugn6mhw2bl9m,Hamad Al Abdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667613,27,1,1,1,45,7w4300dn2tnd0eqmbtk531tkx,1,64.4,40.1,2023-03-16T13:02:25.661Z,2023-03-30T03:54:01Z,4100683125,140,66.8,4100683131,213,1.5,4100683123,56,Left,4100683121,155,,4100683129,212,29.4,4100683127,141,83.2,4148946907,178,,,,,4k6v874ygp633amqtbp1g9nth,Lucas Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667623,28,1,1,1,49,7w4300dn2tnd0eqmbtk531tkx,1,66,83.8,2023-03-16T13:02:29.661Z,2023-03-30T03:54:04Z,4148946921,178,,4100683177,212,10.6,4100683179,213,0.2,4100683171,56,Left,4100683173,140,76.0,4100683175,141,86.3,,,,,,,netr5hv4nn69u7twf7u892hh,Fábio Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520667631,29,1,1,1,51,7w4300dn2tnd0eqmbtk531tkx,1,76,86.3,2023-03-16T13:02:31.914Z,2023-03-30T03:54:07Z,4100683209,140,79.3,4100683213,212,13.8,4100683215,213,5.0,4100683211,141,66.7,4100683207,56,Center,4148946939,178,,,,,,,,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
