id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value
2498665787,590,1,2,58,32,2kzl64gp8x37bon8tyxojqrr1,1,20.8,20.7,2023-01-19T16:20:20.055Z,2023-01-21T12:02:16Z,3984718235,140,29.1,3984718239,141,1.7,3986852967,178,,3984718243,212,15.6,3984718231,56,Back,3984718247,213,5.3,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498665801,591,1,2,58,34,2kzl64gp8x37bon8tyxojqrr1,1,29.1,2.3,2023-01-19T16:20:22.279Z,2023-01-21T12:02:18Z,3984718329,212,8.9,3984718325,140,29.8,3984718323,56,Back,3984718327,141,15.3,3984718331,213,1.5,3986853009,178,,,,,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498665819,592,1,2,58,35,2kzl64gp8x37bon8tyxojqrr1,1,29.8,15.3,2023-01-19T16:20:23.544Z,2023-01-21T12:02:21Z,3986853157,178,,3984718413,56,Back,3984718419,212,7.5,3984718415,140,35.3,3984718417,141,8.2,3984718421,213,5.6,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498665823,593,1,2,58,37,2kzl64gp8x37bon8tyxojqrr1,1,35.3,8.2,2023-01-19T16:20:24.839Z,2023-01-21T12:02:23Z,3984718443,56,Back,3984718449,212,7.8,3984718445,140,28.7,3986853201,178,,3984718451,213,3.6,3984718447,141,2.8,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498665841,594,1,2,58,37,2kzl64gp8x37bon8tyxojqrr1,1,28.7,2.8,2023-01-19T16:20:25.712Z,2023-01-21T12:02:39Z,3984718563,141,17.3,3986853597,178,,3984718565,212,17.1,3984718567,213,2.5,3984718561,140,15.4,3984718559,56,Back,,,,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498665895,595,1,2,58,41,2kzl64gp8x37bon8tyxojqrr1,1,13.3,21.5,2023-01-19T16:20:28.952Z,2023-01-21T12:03:03Z,3984718839,213,1.6,3984718835,141,70.8,3986854067,178,,3984718833,140,11.9,3984718841,1,,3984718831,56,Back,3984718837,212,33.6,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498665907,596,1,2,58,52,2kzl64gp8x37bon8tyxojqrr1,1,40,66.1,2023-01-19T16:20:40.009Z,2023-01-21T12:03:08Z,3984718905,212,14.9,3986854189,178,,3984718899,56,Back,3984718903,141,87.8,3984718901,140,37.8,3984718907,213,1.7,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498665923,597,1,2,58,55,2kzl64gp8x37bon8tyxojqrr1,1,41.5,86.9,2023-01-19T16:20:43.031Z,2023-01-21T12:03:11Z,3984719021,140,51.8,3984719027,212,10.8,3984719019,56,Left,3986854265,178,,3984719029,213,6.2,3984719025,141,85.9,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498665931,598,1,2,58,55,2kzl64gp8x37bon8tyxojqrr1,1,52.2,85.7,2023-01-19T16:20:43.658Z,2023-01-21T12:03:15Z,3984719053,56,Back,3984719061,213,4.4,3984719059,212,10.2,3984719055,140,49.6,3986854345,178,,3984719057,141,71.2,,,,,,,aatjvj13ffwrj81vcfy68fnit,A. Hamed Allah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498665941,599,1,2,58,59,2kzl64gp8x37bon8tyxojqrr1,1,52,57.8,2023-01-19T16:20:47.096Z,2023-01-21T12:03:18Z,3984719111,212,18.0,3984719107,140,50.1,3986854447,178,,3984719113,213,4.6,3984719105,56,Center,3984719109,141,31.5,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498665945,600,1,2,59,1,2kzl64gp8x37bon8tyxojqrr1,1,49.9,31.2,2023-01-19T16:20:49.674Z,2023-01-21T12:03:21Z,3984719131,140,54.0,3984719137,213,5.0,3984719135,212,16.0,3986854485,178,,3984719133,141,8.6,3984719129,56,Right,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498665949,601,1,2,59,4,2kzl64gp8x37bon8tyxojqrr1,1,54.3,8.6,2023-01-19T16:20:51.873Z,2023-01-21T12:03:23Z,3984719157,141,22.2,3984719159,212,9.8,3984719155,140,51.2,3984719161,213,1.9,3986854547,178,,3984719153,56,Center,,,,,,,1omzj46rrvsev6v03nd72dgwl,Abdulrahman Al Obud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498665959,602,1,2,59,5,2kzl64gp8x37bon8tyxojqrr1,1,51.1,22.4,2023-01-19T16:20:53.100Z,2023-01-21T12:03:27Z,3984719265,213,4.7,3984719257,56,Right,3984719263,212,11.9,3986854619,178,,3984719259,140,50.8,3984719261,141,4.9,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498665963,603,1,2,59,6,2kzl64gp8x37bon8tyxojqrr1,1,47.7,5,2023-01-19T16:20:54.698Z,2023-01-21T12:03:30Z,3984719295,140,38.3,3984719299,212,15.8,3986854699,178,,3984719293,56,Back,3984719301,213,2.2,3984719297,141,23.1,,,,,,,1omzj46rrvsev6v03nd72dgwl,Abdulrahman Al Obud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498665971,604,1,2,59,9,2kzl64gp8x37bon8tyxojqrr1,1,38.4,23.6,2023-01-19T16:20:57.041Z,2023-01-21T12:03:32Z,3984719351,213,1.2,3984719347,141,39.2,3986854771,178,,3984719345,140,42.5,3984719349,212,11.4,3984719343,56,Back,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498665983,605,1,2,59,11,2kzl64gp8x37bon8tyxojqrr1,1,37.2,40.6,2023-01-19T16:20:59.001Z,2023-01-21T12:03:34Z,3986854817,178,,3984719421,56,Back,3984719427,212,20.1,3984719423,140,36.4,3984719429,213,1.6,3984719425,141,70.2,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498665991,606,1,2,59,12,2kzl64gp8x37bon8tyxojqrr1,1,36.8,70.2,2023-01-19T16:21:00.644Z,2023-01-21T12:03:37Z,3984719463,140,55.9,3984719469,213,0.7,3984719465,141,95.0,3986854877,178,,3984719461,56,Left,3984719467,212,26.2,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666013,607,1,2,59,16,2kzl64gp8x37bon8tyxojqrr1,1,57.1,92.9,2023-01-19T16:21:03.854Z,2023-01-21T12:04:14Z,3986855431,178,,3984719605,56,Left,3984719609,141,83.9,3984719613,213,5.1,3984719611,212,6.6,3984719607,140,59.4,,,,,,,bg3kdsod1j0u3yk1jw5ndu9sk,Zakaria Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666019,608,3,2,59,20,2kzl64gp8x37bon8tyxojqrr1,0,70.4,77.5,2023-01-19T16:21:08.170Z,2023-01-21T12:04:50Z,3986855865,178,,3984719679,211,,3984719669,56,Center,3984719671,286,,3985578889,464,,,,,,,,,,,aatjvj13ffwrj81vcfy68fnit,A. Hamed Allah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666045,486,12,2,59,21,ebcxfnmnxrxvv6lcjsahgd38j,1,19.6,27.8,2023-01-19T16:21:09.400Z,2023-01-21T12:04:55Z,3984719787,56,Back,3984720001,233,609,3984719791,141,27.2,3984719793,212,3.1,3986855919,389,,3984719999,397,,3984719795,213,6.1,3984719789,140,22.5,d3hiwrqyxc7ff8vlwk35tnsru,Sami Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666029,609,74,2,59,21,2kzl64gp8x37bon8tyxojqrr1,1,75.2,72.1,2023-01-19T16:21:09.477Z,2023-01-21T12:05:01Z,3984719699,56,Center,3984719947,285,,3986856015,178,,3984719945,397,,3984720019,233,486,,,,,,,,,,aatjvj13ffwrj81vcfy68fnit,A. Hamed Allah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666047,487,52,2,59,24,ebcxfnmnxrxvv6lcjsahgd38j,1,7.5,54.5,2023-01-19T16:21:12.448Z,2023-01-21T12:05:05Z,3985579045,376,,3986856067,389,,,,,,,,,,,,,,,,,,,,5hewtfw3vtddu8u3qmueyv4yd,V. Stojković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666125,488,80,2,59,27,ebcxfnmnxrxvv6lcjsahgd38j,0,14.9,46.9,2023-01-19T16:21:15.040Z,2023-01-21T12:05:09Z,3986856169,178,,,,,,,,,,,,,,,,,,,,,,,5hewtfw3vtddu8u3qmueyv4yd,V. Stojković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666207,489,1,2,59,44,ebcxfnmnxrxvv6lcjsahgd38j,0,14.9,42,2023-01-19T16:21:32.651Z,2023-01-21T12:05:11Z,3984720651,56,Center,3984720657,212,74.2,3986856205,178,,3984720661,1,,3984720659,213,6.2,3984720655,141,30.4,3984720649,155,,3984720653,140,85.2,5hewtfw3vtddu8u3qmueyv4yd,V. Stojković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666205,610,52,2,59,52,2kzl64gp8x37bon8tyxojqrr1,1,13.8,72.4,2023-01-19T16:21:40.303Z,2023-01-21T12:05:15Z,3986856261,178,,3985579223,376,,,,,,,,,,,,,,,,,,,,5il4uc7d941ndwjl0qu97y7dh,Marcelo Grohe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666235,611,1,2,59,54,2kzl64gp8x37bon8tyxojqrr1,1,13.8,69.9,2023-01-19T16:21:42.157Z,2023-01-21T12:05:18Z,3984720813,213,0.0,3984720809,212,6.5,3984720805,140,20.0,3984720803,56,Back,3984720807,141,70.0,3984720801,123,,3986856283,178,,,,,5il4uc7d941ndwjl0qu97y7dh,Marcelo Grohe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666251,612,1,2,59,57,2kzl64gp8x37bon8tyxojqrr1,1,24.2,69.6,2023-01-19T16:21:45.596Z,2023-01-21T12:05:21Z,3986856359,178,,3984720927,141,89.3,3984720931,213,1.2,3984720929,212,14.6,3984720925,140,29.8,3984720923,56,Back,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666259,613,1,2,60,0,2kzl64gp8x37bon8tyxojqrr1,1,31.3,89,2023-01-19T16:21:48.502Z,2023-01-21T11:46:05Z,3984720971,213,0.5,3984720969,212,9.0,3984720965,140,38.7,3986831195,178,,3984720963,56,Back,3984720967,141,95.7,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666285,614,1,2,60,2,2kzl64gp8x37bon8tyxojqrr1,1,38.6,95.7,2023-01-19T16:21:49.886Z,2023-01-21T11:46:12Z,3984721093,140,33.9,3984721095,141,89.0,3984721099,213,3.9,3984721091,56,Back,3984721097,212,6.7,3986831423,178,,,,,,,,bg3kdsod1j0u3yk1jw5ndu9sk,Zakaria Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666313,615,1,2,60,5,2kzl64gp8x37bon8tyxojqrr1,1,34.9,86.2,2023-01-19T16:21:53.305Z,2023-01-21T12:21:04Z,3984721247,56,Back,3986831497,178,,3984721251,141,57.3,3984721253,212,20.8,3984721255,213,4.4,3984721249,140,28.5,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666331,616,1,2,60,9,2kzl64gp8x37bon8tyxojqrr1,1,28.1,50.6,2023-01-19T16:21:57.247Z,2023-01-21T11:46:20Z,3984721355,213,4.6,3984721349,140,25.9,3986831651,178,,3984721353,212,15.2,3984721347,56,Back,3984721351,141,28.5,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666355,617,1,2,60,13,2kzl64gp8x37bon8tyxojqrr1,1,30.5,28.5,2023-01-19T16:22:01.377Z,2023-01-21T11:46:26Z,3984721485,212,25.8,3984721483,141,41.3,3984721487,213,2.8,3984721481,140,7.4,3984721479,56,Back,3986831753,178,,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666379,618,1,2,60,17,2kzl64gp8x37bon8tyxojqrr1,0,3.8,43.5,2023-01-19T16:22:05.446Z,2023-01-21T11:46:29Z,3984721611,1,,3984721607,212,40.5,3984721601,56,Back,3986831815,178,,3984721603,140,29.5,3984721599,155,,3984721609,213,5.4,3984721605,141,0.0,5il4uc7d941ndwjl0qu97y7dh,Marcelo Grohe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666411,490,5,2,60,20,ebcxfnmnxrxvv6lcjsahgd38j,1,64.5,101.7,2023-01-19T16:22:07.742Z,2023-01-21T11:46:35Z,3984721813,347,,3984721811,56,Left,3984721815,233,619,,,,,,,,,,,,,,,,5hewtfw3vtddu8u3qmueyv4yd,V. Stojković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666383,619,5,2,60,20,2kzl64gp8x37bon8tyxojqrr1,0,35.5,-1.7,2023-01-19T16:22:07.742Z,2023-01-21T11:46:36Z,3984721625,56,Back,3984721627,347,,3984721835,233,490,,,,,,,,,,,,,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666425,491,1,2,60,26,ebcxfnmnxrxvv6lcjsahgd38j,1,58.8,100,2023-01-19T16:22:14.645Z,2023-01-21T11:46:39Z,3984721873,56,Back,3984721881,141,92.2,3984721887,213,3.5,3984721877,140,43.5,3984721883,212,17.4,3984721869,107,,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666451,492,1,2,60,30,ebcxfnmnxrxvv6lcjsahgd38j,1,43.5,81.8,2023-01-19T16:22:18.651Z,2023-01-21T11:46:43Z,3984722005,213,4.1,3986832293,178,,3984721997,56,Back,3984722003,212,9.3,3984722001,141,70.8,3984721999,140,38.2,,,,,,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666465,493,1,2,60,35,ebcxfnmnxrxvv6lcjsahgd38j,1,36.4,65.6,2023-01-19T16:22:23.142Z,2023-01-21T11:46:46Z,3986832343,178,,3984722053,141,84.8,3984722055,212,13.1,3984722049,56,Back,3984722051,140,37.6,3984722057,213,1.5,,,,,,,d3hiwrqyxc7ff8vlwk35tnsru,Sami Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666499,494,1,2,60,37,ebcxfnmnxrxvv6lcjsahgd38j,1,37.6,84.8,2023-01-19T16:22:24.992Z,2023-01-21T11:46:51Z,3986832507,178,,3984722235,213,5.2,3984722231,141,75.2,3984722229,140,41.2,3984722233,212,7.5,3984722227,56,Back,,,,,,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666509,495,1,2,60,43,ebcxfnmnxrxvv6lcjsahgd38j,1,41.1,72.7,2023-01-19T16:22:31.400Z,2023-01-21T11:46:55Z,3984722291,140,38.6,3984722297,213,1.8,3984722295,212,10.1,3984722289,56,Back,3984722293,141,87.0,3986832645,178,,,,,,,,beeunz2xxmos83md5kmsy4hqt,Víctor Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666529,496,1,2,60,45,ebcxfnmnxrxvv6lcjsahgd38j,1,38.6,87,2023-01-19T16:22:33.119Z,2023-01-21T11:46:59Z,3984722387,212,9.6,3984722381,56,Back,3986832731,178,,3984722383,140,46.7,3984722385,141,80.6,3984722389,213,5.8,,,,,,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666557,497,1,2,60,46,ebcxfnmnxrxvv6lcjsahgd38j,1,46.7,80.6,2023-01-19T16:22:34.573Z,2023-01-21T11:47:01Z,3984722543,141,96.1,3986832839,178,,3984722539,56,Back,3984722545,212,17.0,3984722541,140,34.0,3984722547,213,2.5,,,,,,,cd3zg2t4cq4ghoh61kri7vaad,A. Nwakaeme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666561,498,1,2,60,53,ebcxfnmnxrxvv6lcjsahgd38j,0,33.3,96.3,2023-01-19T16:22:40.744Z,2023-01-21T11:47:15Z,3984722565,56,Back,3984722645,233,620,3984722573,213,6.0,3986833247,178,,3984722571,212,2.0,3984722569,141,95.4,3984722567,140,35.1,3984722649,286,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,3984722643,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666567,620,74,2,60,53,2kzl64gp8x37bon8tyxojqrr1,1,67.2,5.6,2023-01-19T16:22:40.856Z,2023-01-21T11:47:22Z,3984722627,285,,3986833361,178,,3984722625,56,Right,3984722655,233,498,,,,,,,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666571,621,49,2,60,54,2kzl64gp8x37bon8tyxojqrr1,1,67.4,13.4,2023-01-19T16:22:41.765Z,2023-01-28T10:43:45Z,,,,,,,,,,,,,,,,,,,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501192505,1914,67,2,60,54,2kzl64gp8x37bon8tyxojqrr1,1,66.7,6.8,2023-01-19T16:22:41.804Z,2023-01-28T11:02:41Z,3997955125,233,1494,,,,,,,,,,,,,,,,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501192503,1494,67,2,60,54,ebcxfnmnxrxvv6lcjsahgd38j,0,33.3,93.2,2023-01-19T16:22:41.805Z,2023-01-28T10:43:37Z,3997955141,233,1914,,,,,,,,,,,,,,,,,,,,,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666583,622,1,2,60,57,2kzl64gp8x37bon8tyxojqrr1,1,65.4,20.1,2023-01-19T16:22:44.832Z,2023-01-21T11:47:44Z,3984722713,56,Center,3986833987,178,,3984722719,212,11.6,3984722715,140,58.8,3984722721,213,2.2,3984722717,141,33.7,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666597,623,1,2,60,59,2kzl64gp8x37bon8tyxojqrr1,1,58.7,33.6,2023-01-19T16:22:47.657Z,2023-01-21T11:47:47Z,3984722801,1,,3986834073,178,,3984722791,56,Back,3984722797,212,37.7,3984722793,140,49.3,3984722799,213,1.8,3984722795,141,87.1,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666607,624,1,2,61,2,2kzl64gp8x37bon8tyxojqrr1,1,49.3,87.2,2023-01-19T16:22:50.061Z,2023-01-21T11:47:51Z,3984722841,56,Back,3984722847,212,11.4,3986834189,178,,3984722843,140,46.0,3984722849,213,4.4,3984722845,141,71.2,,,,,,,bg3kdsod1j0u3yk1jw5ndu9sk,Zakaria Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666627,625,1,2,61,6,2kzl64gp8x37bon8tyxojqrr1,0,46.5,67.9,2023-01-19T16:22:54.187Z,2023-01-21T11:47:54Z,3984722939,1,,3984722935,212,38.2,3986834303,178,,3984722929,56,Center,3984722933,141,53.3,3984722937,213,6.0,3984722931,140,81.6,3984722927,155,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666633,499,1,2,61,8,ebcxfnmnxrxvv6lcjsahgd38j,1,18.9,44.5,2023-01-19T16:22:56.167Z,2023-01-21T11:48:03Z,3984722971,141,30.5,3984722969,140,22.7,3984722965,3,,3986834579,388,,3984722967,56,Back,3984722975,213,5.1,3984722973,212,10.3,,,,d3hiwrqyxc7ff8vlwk35tnsru,Sami Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666637,500,49,2,61,9,ebcxfnmnxrxvv6lcjsahgd38j,1,22.7,30.5,2023-01-19T16:22:57.428Z,2023-01-21T11:48:11Z,,,,,,,,,,,,,,,,,,,,,,,,,9vsqe0uy76u157na942hdokx5,Mohammed Al Baqawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666647,501,1,2,61,10,ebcxfnmnxrxvv6lcjsahgd38j,1,22.7,30.5,2023-01-19T16:22:58.158Z,2023-01-21T11:48:15Z,3984723039,141,25.3,3984723035,56,Back,3986834839,178,,3984723043,213,6.0,3984723041,212,12.8,3984723037,140,34.4,,,,,,,9vsqe0uy76u157na942hdokx5,Mohammed Al Baqawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666661,502,1,2,61,13,ebcxfnmnxrxvv6lcjsahgd38j,1,37.1,19.9,2023-01-19T16:23:00.999Z,2023-01-21T11:48:19Z,3984723101,212,8.0,3984723097,140,34.2,3986834967,178,,3984723103,213,4.3,3984723095,56,Back,3984723099,141,9.1,,,,,,,61u0tfe67undvqqutes55k2xh,Ricardo Ryller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666679,503,1,2,61,17,ebcxfnmnxrxvv6lcjsahgd38j,1,38.4,5.6,2023-01-19T16:23:04.726Z,2023-01-21T11:48:24Z,3984723177,141,2.6,3986835055,178,,3984723173,56,Right,3984723181,213,6.2,3984723175,140,55.6,3984723179,212,18.2,,,,,,,azjpcg32pigro8iunnll88wyd,Ali Al Zaqan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666683,504,1,2,61,18,ebcxfnmnxrxvv6lcjsahgd38j,1,55.6,2.6,2023-01-19T16:23:06.656Z,2023-01-21T11:48:27Z,3984723193,140,54.8,3986835175,178,,3984723197,212,5.0,3984723199,213,1.7,3984723195,141,9.8,3984723191,56,Right,,,,,,,5zmh9fz8vr0jcgt8zic0vyve2,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666693,505,1,2,61,20,ebcxfnmnxrxvv6lcjsahgd38j,0,54.8,9.8,2023-01-19T16:23:08.108Z,2023-01-21T11:48:35Z,3986835309,178,,3984723241,141,12.3,3984723237,56,Right,3984723243,212,20.8,3984723245,213,0.1,3984723239,140,74.5,,,,,,,azjpcg32pigro8iunnll88wyd,Ali Al Zaqan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666691,626,49,2,61,23,2kzl64gp8x37bon8tyxojqrr1,1,28.9,91.8,2023-01-19T16:23:10.847Z,2023-01-21T11:48:52Z,,,,,,,,,,,,,,,,,,,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666701,627,1,2,61,23,2kzl64gp8x37bon8tyxojqrr1,1,26.1,91.2,2023-01-19T16:23:10.868Z,2023-01-21T11:49:15Z,3984723293,140,8.4,3984723299,213,4.0,3984723295,141,60.6,3986835931,178,,3984723297,212,27.9,3984723291,56,Back,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666721,628,1,2,61,26,2kzl64gp8x37bon8tyxojqrr1,1,8.8,56.3,2023-01-19T16:23:14.482Z,2023-01-21T11:49:20Z,3984723413,213,5.4,3984723409,141,23.6,3984723405,56,Back,3986836067,178,,3984723407,140,26.5,3984723411,212,29.0,,,,,,,5il4uc7d941ndwjl0qu97y7dh,Marcelo Grohe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666739,629,1,2,61,30,2kzl64gp8x37bon8tyxojqrr1,1,29,25.8,2023-01-19T16:23:17.925Z,2023-01-21T11:49:26Z,3984723475,140,31.4,3984723479,212,14.0,3986836163,178,,3984723473,56,Back,3984723481,213,4.9,3984723477,141,5.5,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498666761,630,1,2,61,32,2kzl64gp8x37bon8tyxojqrr1,1,34.1,6.8,2023-01-19T16:23:20.381Z,2023-01-21T11:49:32Z,3984723581,213,1.3,3984723573,56,Back,3986836329,178,,3984723575,140,37.2,3984723579,212,12.9,3984723577,141,25.2,,,,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
