id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2533144875,1,34,16,0,0,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2023-04-14T17:53:43.736Z,2023-04-18T13:11:42Z,4187734267,30,"77988i6l4je97ycm9rthdims5, 2xoesy83pz2opdvnkdbraacph, d597taqcmedln0e50xgdyt8gk, 6q8kbaw3h6n77ekwl6fr0e9qt, 9brcp1e0kz59x1g4j73a54m50, 1x2kly8qv2vxujs6d0tgdt0id, 1imyf62l4rk4oyith29w5bhzp, a7sgm3cmjoxjjxanrad02l2lm, bia0lpc5wkxjcyc92d12apas5, 7rno5g3b18rzi95yfx6u9bs9h, 4c540mry6f9esodej103n6xka, bzvpk1shkgjuuzmr0e7mrfaad, aervyzt3cfxxktpj81yjxo9d6, 3ps4l9x2ndwkypm1y4z6h5uxh, 9p1b5iftds5x02tx2eyseaklx, 9j37dmdxamf5ykbw9l24wlt6, 8hw7lxbdh3zllchj5arfyc8np, dvt8h9sh00qsqzhrb3y4fco9h, c12jn6s39vsx86muur0cv16hg, 5brwa0y63724t6s3y6gtz28yx",4187734271,59,"48, 2, 12, 11, 5, 32, 7, 6, 99, 27, 16, 1, 8, 13, 14, 15, 17, 18, 49, 98",4187734269,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4187967123,197,608,4187734279,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187734273,130,8,4187734275,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187734277,194,1imyf62l4rk4oyith29w5bhzp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533146777,1,34,16,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2023-04-14T17:58:28.334Z,2023-04-14T19:02:24Z,4187743791,59,"1, 22, 3, 33, 4, 2, 27, 18, 9, 10, 7, 6, 8, 14, 16, 17, 23, 55, 66, 98",4187743789,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4187743787,30,"85paqhbw10m5ra3set109qz9, 9vsqe0uy76u157na942hdokx5, 483s97qezyiz91n8qzwjd7uuh, 7qmg0s07y1tkthgu8zwa599ed, d3hiwrqyxc7ff8vlwk35tnsru, ettpwvqyj8pyfhwpc7q84svhm, 9k81fwyq8bbyhckt5t80fvwet, 5zmh9fz8vr0jcgt8zic0vyve2, cd3zg2t4cq4ghoh61kri7vaad, beeunz2xxmos83md5kmsy4hqt, 6m2uqbr8e3v4hcg8r02ee1ec5, dozljiegaplgkxwywguqomeei, 28pvmv8slheuqzsh4eok2t905, 5ubo5fzjm4klr35vzszmyquc4, 6ryod1z32yns7blzdxvhwmzqi, 576sxo24s5ktc0t9chfh9v4d1, 9q7c1bn4dgyhoqto46puqeevp, 82kieoxo5yd4n8ox13dtl4zbp, arqaprcadqfrz0tj3iouo98t1, 1dtpzd3m6rhsrc1vk1ddzk2jt",4187743795,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187743793,130,11,4187743799,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187968563,197,18162,4187743797,194,d3hiwrqyxc7ff8vlwk35tnsru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533188801,2,32,1,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2023-04-14T19:00:14.612Z,2023-04-14T19:00:14Z,4187973249,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533188833,2,32,1,0,0,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2023-04-14T19:00:14.612Z,2023-04-18T12:20:46Z,4187973411,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533188865,3,1,1,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,50,50,2023-04-14T19:00:14.712Z,2023-04-14T19:02:42Z,4187973587,56,Back,4187973591,141,39.5,4187973589,140,34.0,4187973597,279,S,4187973595,213,3.5,4187973593,212,18.3,,,,,,,cd3zg2t4cq4ghoh61kri7vaad,A. Nwakaeme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533188927,4,1,1,0,4,ebcxfnmnxrxvv6lcjsahgd38j,1,34.9,36.4,2023-04-14T19:00:19.586Z,2023-04-14T20:04:22Z,4187973883,212,17.7,4187973877,141,15.3,4187973887,213,4.1,4187973873,140,25.1,4187973867,56,Back,,,,,,,,,,5zmh9fz8vr0jcgt8zic0vyve2,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533188941,5,1,1,0,7,ebcxfnmnxrxvv6lcjsahgd38j,1,25.1,15.3,2023-04-14T19:00:22.514Z,2023-04-14T19:00:23Z,4187973947,140,21.3,4187973949,141,39.7,4187973945,56,Back,4187973951,212,17.1,4187973953,213,1.8,,,,,,,,,,ettpwvqyj8pyfhwpc7q84svhm,Mukhir Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189031,6,1,1,0,9,ebcxfnmnxrxvv6lcjsahgd38j,1,21.3,39.7,2023-04-14T19:00:23.777Z,2023-04-14T19:00:30Z,4187974391,213,1.6,4187974385,140,19.4,4187974383,56,Back,4187974389,212,31.1,4187974387,141,85.3,,,,,,,,,,d3hiwrqyxc7ff8vlwk35tnsru,Sami Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189083,7,1,1,0,15,ebcxfnmnxrxvv6lcjsahgd38j,0,25.6,94.8,2023-04-14T19:00:30.097Z,2023-04-14T19:00:33Z,4187974591,56,Center,4187974589,155,,4187974601,1,,4187974595,141,54.0,4187974599,213,5.8,4187974593,140,78.3,4187974597,212,61.9,,,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189107,3,1,1,0,19,7dkxxicrwn77jpdfkwpnlnnyn,1,24.3,49.1,2023-04-14T19:00:34.216Z,2023-04-18T12:25:33Z,4187974717,213,1.1,4187974709,56,Back,4187974715,212,18.7,4187974713,141,73.8,4200107125,3,,4187974711,140,32.2,,,,,,,9brcp1e0kz59x1g4j73a54m50,Saad Al Mosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
