id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2503644929,9,1,1,0,15,2kzl64gp8x37bon8tyxojqrr1,1,32.8,44.9,2023-02-04T13:01:17.987Z,2023-02-23T10:13:36Z,4050466535,178,,4010823725,141,35.5,4010823727,212,14.0,4010823729,213,3.6,4010823719,56,Back,4010823723,140,20.9,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503644983,10,1,1,0,19,2kzl64gp8x37bon8tyxojqrr1,1,22.1,31.7,2023-02-04T13:01:21.993Z,2023-02-23T10:13:43Z,4050466615,178,,4010823975,213,2.6,4010823969,140,9.4,4010823971,141,44.3,4010823973,212,15.9,4010823967,56,Back,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645017,11,1,1,0,22,2kzl64gp8x37bon8tyxojqrr1,1,9.7,50.9,2023-02-04T13:01:24.982Z,2023-02-23T10:13:48Z,4010824145,212,23.8,4010824147,213,1.2,4050466673,178,,4010824139,56,Back,4010824143,141,83.1,4010824141,140,18.5,,,,,,,5il4uc7d941ndwjl0qu97y7dh,Marcelo Grohe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645063,12,1,1,0,25,2kzl64gp8x37bon8tyxojqrr1,1,20.3,83.9,2023-02-04T13:01:28.073Z,2023-02-23T10:14:01Z,4050466813,178,,4010824361,141,96.5,4010824363,212,17.3,4010824357,140,34.6,4010824353,56,Back,4010824365,213,0.5,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645099,13,1,1,0,27,2kzl64gp8x37bon8tyxojqrr1,1,36,96.8,2023-02-04T13:01:30.636Z,2023-02-23T10:13:58Z,4010824561,213,3.4,4050466955,178,,4010824557,212,12.6,4010824555,141,91.7,4010824553,140,24.5,4010824551,56,Back,,,,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645183,14,1,1,0,31,2kzl64gp8x37bon8tyxojqrr1,1,25.7,91.1,2023-02-04T13:01:34.270Z,2023-02-23T10:14:08Z,4010824961,141,76.4,4010824963,212,14.6,4010824957,56,Back,4010824965,213,3.9,4010824959,140,15.6,4050467253,178,,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645193,15,1,1,0,33,2kzl64gp8x37bon8tyxojqrr1,1,15.6,76.4,2023-02-04T13:01:36.250Z,2023-02-23T10:14:17Z,4010825021,56,Back,4050467453,178,,4010825023,140,26.0,4010825029,213,0.9,4010825025,141,96.6,4010825027,212,17.5,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645221,16,1,1,0,35,2kzl64gp8x37bon8tyxojqrr1,0,26,96.6,2023-02-04T13:01:38.093Z,2023-02-23T10:14:21Z,4010825195,1,,4010825187,140,66.8,4010825185,56,Left,4050467573,178,,4010825191,212,42.9,4010825189,141,98.3,4010825193,213,0.0,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505385381,802,49,1,0,40,f0zsn74nz0o01gr30weun240i,1,42.4,12.1,2023-02-04T13:01:42.750Z,2023-02-23T10:14:47Z,,,,,,,,,,,,,,,,,,,,,,,,,b6o9hx5v7y8t4hc6t3k4vrv11,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645285,3,1,1,0,40,f0zsn74nz0o01gr30weun240i,1,34.2,6.5,2023-02-04T13:01:42.755Z,2023-02-23T10:14:45Z,4010825501,157,,4010825511,213,0.0,4010825503,56,Right,4010825513,1,,4010825509,212,27.9,4010825507,141,7.9,4010825505,140,60.8,4050468347,178,,b6o9hx5v7y8t4hc6t3k4vrv11,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645331,4,1,1,0,42,f0zsn74nz0o01gr30weun240i,0,60.8,7.9,2023-02-04T13:01:44.971Z,2023-02-23T10:14:52Z,4010825757,168,,4010825755,3,,4010825763,141,14.8,4010825761,140,70.9,4010825759,56,Right,4050468521,388,,4010825765,212,11.6,4010825767,213,0.4,f0fot1juj3i62tt8i2vybnjdh,K. Musona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645349,17,43,1,0,45,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2023-02-04T13:01:48.267Z,2023-02-04T13:01:51Z,4010826193,144,49,,,,,,,,,,,,,,,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505385389,822,49,1,0,45,2kzl64gp8x37bon8tyxojqrr1,1,24.7,73.8,2023-02-04T13:01:48.660Z,2023-02-23T10:14:58Z,,,,,,,,,,,,,,,,,,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645425,18,1,1,0,46,2kzl64gp8x37bon8tyxojqrr1,1,21,74.9,2023-02-04T13:01:48.715Z,2023-02-23T10:15:01Z,4010826245,212,25.1,4010826247,213,4.7,4050468773,178,,4010826241,140,20.3,4010826239,56,Back,4010826243,141,38.0,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645455,19,1,1,0,50,2kzl64gp8x37bon8tyxojqrr1,1,24.1,28.4,2023-02-04T13:01:52.819Z,2023-02-23T10:15:06Z,4010826435,213,0.2,4010826427,56,Back,4010826433,212,19.6,4050468939,178,,4010826431,141,35.5,4010826429,140,42.2,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645495,20,1,1,0,51,2kzl64gp8x37bon8tyxojqrr1,1,42.2,35.5,2023-02-04T13:01:53.852Z,2023-02-23T10:15:10Z,4010826673,141,5.0,4019906219,155,,4010826665,56,Back,4050469063,178,,4010826669,140,41.3,4010826675,212,20.8,4010826677,213,4.7,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645549,21,1,1,0,55,2kzl64gp8x37bon8tyxojqrr1,1,41.3,5,2023-02-04T13:01:57.840Z,2023-02-23T10:15:23Z,4010826981,213,2.5,4010826975,141,18.8,4010826969,56,Back,4010826971,140,28.0,4050469395,178,,4010826979,212,16.8,,,,,,,8g2nbo0z5g733zb4wzuo2390q,Muhannad Al Shanqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645645,22,1,1,0,57,2kzl64gp8x37bon8tyxojqrr1,0,28,18.8,2023-02-04T13:02:00.207Z,2023-02-23T10:15:30Z,4050469591,178,,4019906291,155,,4010827487,212,62.1,4010827485,141,9.2,4010827483,140,86.8,4010827481,56,Right,4010827491,1,,4010827489,213,6.2,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645637,5,43,1,1,1,f0zsn74nz0o01gr30weun240i,1,0,0,2023-02-04T13:02:04.359Z,2023-02-04T13:02:08Z,4010827785,144,49,,,,,,,,,,,,,,,,,,,,,,bodbz7zwlae3zytzhmbk5ncwk,Abdulkarim Sultan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645665,6,12,1,1,3,f0zsn74nz0o01gr30weun240i,1,16.4,90.9,2023-02-04T13:02:06.368Z,2023-02-23T10:15:36Z,4010827601,140,25.6,4010827603,141,100.0,4050469737,178,,4010828227,167,,4010827605,212,11.9,4010827599,56,Back,4010827607,213,0.6,,,,bodbz7zwlae3zytzhmbk5ncwk,Abdulkarim Sultan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645669,7,5,1,1,4,f0zsn74nz0o01gr30weun240i,0,23.8,100.9,2023-02-04T13:02:07.381Z,2023-02-23T10:15:40Z,4010827617,347,,4010827615,56,Back,4010827945,233,23,,,,,,,,,,,,,,,,bodbz7zwlae3zytzhmbk5ncwk,Abdulkarim Sultan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645727,23,5,1,1,4,2kzl64gp8x37bon8tyxojqrr1,1,76.2,-0.9,2023-02-04T13:02:07.381Z,2023-02-23T10:15:40Z,4010827893,56,Right,4010827895,347,,4010827913,233,7,,,,,,,,,,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645857,24,1,1,1,12,2kzl64gp8x37bon8tyxojqrr1,1,78.7,0,2023-02-04T13:02:14.718Z,2023-02-23T10:15:46Z,4010828587,140,62.6,4010828585,56,Right,4010828583,107,,4010828589,141,10.1,4010828593,213,2.7,4010828591,212,18.8,,,,,,,8g2nbo0z5g733zb4wzuo2390q,Muhannad Al Shanqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503645913,25,1,1,1,14,2kzl64gp8x37bon8tyxojqrr1,1,62.2,11.6,2023-02-04T13:02:17.656Z,2023-02-23T10:15:49Z,4050470069,178,,4010828901,212,23.9,4010828903,213,3.0,4010828899,141,16.0,4010828895,56,Back,4010828897,140,39.6,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503646051,26,1,1,1,18,2kzl64gp8x37bon8tyxojqrr1,1,39.6,16,2023-02-04T13:02:21.200Z,2023-02-23T10:15:57Z,4010829653,141,52.4,4010829649,56,Back,4010829651,140,29.6,4050470189,178,,4010829655,212,26.9,4010829657,213,2.0,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503646099,27,1,1,1,24,2kzl64gp8x37bon8tyxojqrr1,1,30.7,71.7,2023-02-04T13:02:27.186Z,2023-02-23T10:16:06Z,4010829945,141,96.3,4010829947,212,24.3,4010829941,56,Back,4050470337,178,,4010829943,140,47.5,4010829949,213,0.8,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503646131,28,1,1,1,29,2kzl64gp8x37bon8tyxojqrr1,1,63.7,96.2,2023-02-04T13:02:31.787Z,2023-02-23T10:16:11Z,4050470495,178,,4010830115,141,82.2,4010830117,212,11.4,4010830113,140,57.7,4010830111,56,Left,4010830119,213,4.1,,,,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503646149,29,50,1,1,30,2kzl64gp8x37bon8tyxojqrr1,1,57.1,80.4,2023-02-04T13:02:33.415Z,2023-02-23T10:58:24Z,4010830201,56,Left,4010830289,233,8,4010830203,286,,,,,,,,,,,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503646161,8,7,1,1,31,f0zsn74nz0o01gr30weun240i,0,42.9,19.6,2023-02-04T13:02:34.056Z,2023-02-23T10:58:27Z,4019907111,385,,4010830253,56,Back,4010830277,233,29,4010830255,285,,4050470741,178,,,,,,,,,,,3hzwwygv4u0vn68g4z3taqj1l,Alfa Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503646215,30,1,1,1,33,2kzl64gp8x37bon8tyxojqrr1,1,46.2,39.1,2023-02-04T13:02:36.554Z,2023-02-23T10:16:30Z,4010830569,140,68.4,4010830575,213,5.6,4010830571,141,9.8,4010830573,212,30.7,4010830567,56,Right,4050470989,178,,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503646239,31,1,1,1,36,2kzl64gp8x37bon8tyxojqrr1,1,68.4,9.8,2023-02-04T13:02:39.485Z,2023-02-23T10:16:40Z,4010830693,212,11.5,4010830689,140,65.8,4010830687,56,Center,4010830691,141,26.3,4050471185,178,,4010830695,213,1.8,,,,,,,8g2nbo0z5g733zb4wzuo2390q,Muhannad Al Shanqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503646263,32,1,1,1,39,2kzl64gp8x37bon8tyxojqrr1,1,65.1,23.8,2023-02-04T13:02:41.811Z,2023-02-23T10:16:47Z,4010830815,140,66.9,4050471309,178,,4010830825,213,4.9,4010830823,212,11.5,4010830819,141,7.1,4010830811,56,Right,,,,,,,29i4ruk1vkwrl1w9vg9ggqpqt,Hélder Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503646285,33,1,1,1,40,2kzl64gp8x37bon8tyxojqrr1,1,66.9,7.1,2023-02-04T13:02:43.126Z,2023-02-23T10:16:52Z,4010830947,141,11.9,4010830945,140,81.3,4050471469,178,,4010830951,213,0.2,4010830949,212,15.5,4010830943,56,Right,,,,,,,8g2nbo0z5g733zb4wzuo2390q,Muhannad Al Shanqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503646317,9,43,1,1,40,f0zsn74nz0o01gr30weun240i,1,0,0,2023-02-04T13:02:43.148Z,2023-02-04T13:03:08Z,4010831113,285,0,4010831111,56,Back,4010833195,144,7,4010831153,233,34,,,,,,,,,,,,,bhdvvtp8iu46et3iqfn6c8f3e,Hussain Qasim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505385607,823,3,1,1,41,2kzl64gp8x37bon8tyxojqrr1,0,63.9,4.3,2023-02-04T13:02:44.649Z,2023-02-23T11:00:15Z,4019907365,465,,4019907367,467,bhdvvtp8iu46et3iqfn6c8f3e,4050471777,178,,4019907361,56,Right,4019907363,286,,,,,,,,,,,29i4ruk1vkwrl1w9vg9ggqpqt,Hélder Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503646289,34,4,1,1,42,2kzl64gp8x37bon8tyxojqrr1,1,80.8,6.6,2023-02-04T13:02:44.897Z,2023-02-23T10:17:11Z,4011063745,233,11,4010832705,265,,4010830965,286,,4010832701,13,,4010832703,152,,4010830963,56,Right,,,,,,,29i4ruk1vkwrl1w9vg9ggqpqt,Hélder Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503646637,11,4,1,1,42,f0zsn74nz0o01gr30weun240i,0,19.2,93.4,2023-02-04T13:02:44.898Z,2023-02-23T10:17:10Z,4010832695,285,,4011063749,233,34,4010832687,13,,4050471875,178,,4010832691,152,,4010832689,56,Back,4010832693,265,,,,,bhdvvtp8iu46et3iqfn6c8f3e,Hussain Qasim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503646387,10,43,1,1,43,f0zsn74nz0o01gr30weun240i,1,0,0,2023-02-04T13:02:46.638Z,2023-02-04T13:03:00Z,4010831471,347,0,4010832491,144,5,4010831469,56,Back,,,,,,,,,,,,,,,,bhdvvtp8iu46et3iqfn6c8f3e,Hussain Qasim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503647173,35,1,1,2,26,2kzl64gp8x37bon8tyxojqrr1,0,76.8,4.3,2023-02-04T13:03:28.804Z,2023-02-23T10:17:32Z,4010835309,213,1.1,4010835297,155,,4010835295,5,,4010835301,56,Center,4010835293,2,,4019907519,224,,4019907521,20,,4050472329,178,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,4010835303,140,90.8,4010835305,141,45.7,4010835307,212,31.8,4010835299,152,,,,,,,,,,,,,,,,,,,,,,,,
2503777503,794,44,1,2,27,f0zsn74nz0o01gr30weun240i,1,6.7,51.8,2023-02-04T13:03:30.381Z,2023-02-23T11:25:55Z,4011494761,56,Back,4011494763,285,,4011494779,233,36,,,,,,,,,,,,,,,,b6o9hx5v7y8t4hc6t3k4vrv11,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503647177,36,44,1,2,27,2kzl64gp8x37bon8tyxojqrr1,0,93.3,48.2,2023-02-04T13:03:30.382Z,2023-02-23T10:17:40Z,4011494837,233,794,4010835317,56,Center,4010835321,286,,,,,,,,,,,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503700657,440,12,1,2,27,f0zsn74nz0o01gr30weun240i,1,8.9,54.8,2023-02-04T13:03:30.469Z,2023-02-23T11:25:56Z,4011111299,56,Back,4050472527,388,,4011111305,212,12.7,4011111307,213,6.0,4011111303,141,49.9,4011111301,140,20.6,4011111501,15,,,,,b6o9hx5v7y8t4hc6t3k4vrv11,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503701309,441,4,1,2,29,f0zsn74nz0o01gr30weun240i,1,19.4,49.2,2023-02-04T13:03:31.805Z,2023-02-23T10:17:59Z,4011114591,152,,4011114589,56,Back,4011114593,265,,4011114595,285,,4011492191,233,37,4011114587,13,,,,,,,,8tvytrvm8g922nxp2sjc7lxp1,A. Sayoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503647293,37,4,1,2,29,2kzl64gp8x37bon8tyxojqrr1,0,80.6,50.8,2023-02-04T13:03:31.806Z,2023-02-23T10:17:58Z,4050472845,178,,4011492153,152,,4011492151,13,,4010835811,56,Center,4011492219,233,441,4011492155,265,,4011492157,286,,,,,29i4ruk1vkwrl1w9vg9ggqpqt,Hélder Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503647561,12,43,1,2,47,f0zsn74nz0o01gr30weun240i,1,0,0,2023-02-04T13:03:50.493Z,2023-02-04T13:52:45Z,4011114917,144,52,,,,,,,,,,,,,,,,,,,,,,c2mhdatj96x8eug6mekactrkl,Victor Braga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
