id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/15/value
2549898043,1,34,16,0,0,c9swyor08g9pedxpe3n321svu,1,0,0,2023-05-16T17:10:11.325Z,2023-05-16T18:33:21Z,4283837355,59,"1, 66, 12, 8, 70, 5, 19, 43, 9, 17, 10, 2, 4, 11, 14, 28, 31, 39, 56, 96",4283837361,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4283837357,130,4,4283837351,30,"9vt5q842htj38cblrh1v62qj9, aq8pym2fuweqbkxbbu7hqn0x6, 7ci2qun6rv54fhho6bmgyv3dh, 2i9cy7dt9zn1jz96h61oo2m6t, 574pdpfxal0lsopnsnz17ciqd, av4e1au7cz1s6rmz5u45l4yjt, 2lkra7wic5b481l7qybjh8lx, 2v2v3wzd9pv8j9phh6s0isdn8, 6wjktx17kp8g29h9gw27lwez9, a3t7bral3j0l1czbmojwqnob9, f53lu15h3s3mhmj2u7ztabd1x, 1nrxtmfkuqg2uz7pvgcgwgj4l, p3ebcmbu5i9le8czo76ngm0a, 5muk6frafyj5lj1jdg54z2thx, hki3chjlidmwubff6srauj56, d25hyz1ov3mdflbnbyc9okrmd, eetv8nak7fg6paegpiduuk2qx, 9svamil6fsbtowhtk0p7xz2tw, 2ibtue1dtek9mwj0fn8cn7jmc, 1jfxkmks9lci345fiz9z2gfl5",4283837353,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4283974547,197,618,4283837359,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4283974545,194,9vt5q842htj38cblrh1v62qj9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549898969,1,34,16,0,0,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2023-05-16T17:12:16.434Z,2023-05-16T20:54:12Z,4283842673,30,"5il4uc7d941ndwjl0qu97y7dh, 56umgnm066b18r5v5m7xduead, dfp7gtib09b9l0bdqfl89m356, 82t3ag5zwejftjmznthvsjtn9, 4upzspmuautmtl51yxe3kva39, eqdev00exzhrls89wj77cdzp, cfjp3mf7meekpcsx7hjrql79, 79n11s84csv7ur8atv9qbi3o4, 6lpj04km1rma60n8l66q0hd5h, 1cpbxhov5ypi6ez7k09oxo5w5, aatjvj13ffwrj81vcfy68fnit, du6wgayjqw7jqjh770c43vvmd, 29i4ruk1vkwrl1w9vg9ggqpqt, d3sjamk5urj3zpdece4bopadx, 1omzj46rrvsev6v03nd72dgwl, dertlfklisnxnba0zl5lpp7u1, 38qgiazulsyaxmvqqrdjlw2l0, 3is4y6lh7y7chpmqtnx02ngno, 7us8hoqv66v0fqos94zxijk2y, 1ow25k1m9n3pf4r5s0erkqw2d",4283842681,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4283842679,130,18,4283982525,194,4upzspmuautmtl51yxe3kva39,4283979495,197,621,4283842683,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4283842675,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4283842677,59,"34, 33, 95, 20, 26, 5, 19, 14, 10, 90, 9, 11, 17, 21, 24, 27, 36, 38, 70, 80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924669,2,32,1,0,0,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2023-05-16T18:31:18.101Z,2023-05-16T18:31:22Z,4283983977,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924635,3,32,1,0,0,c9swyor08g9pedxpe3n321svu,1,0,0,2023-05-16T18:31:18.101Z,2023-05-19T14:06:26Z,4283983777,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924659,4,1,1,0,0,c9swyor08g9pedxpe3n321svu,1,50.2,49.7,2023-05-16T18:31:18.201Z,2023-05-16T18:31:21Z,4283983913,140,33.8,4283983911,56,Back,4283983921,279,S,4283983919,213,3.1,4283983917,212,17.3,4283983915,141,51.2,,,,,,,6wjktx17kp8g29h9gw27lwez9,O. Ighalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924679,5,1,1,0,3,c9swyor08g9pedxpe3n321svu,1,33.6,51.2,2023-05-16T18:31:21.761Z,2023-05-16T18:31:23Z,4283984009,212,13.5,4283984003,56,Back,4283984005,140,20.8,4283984011,213,3.3,4283984007,141,48.9,,,,,,,,,,f53lu15h3s3mhmj2u7ztabd1x,L. Vietto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924709,6,1,1,0,5,c9swyor08g9pedxpe3n321svu,0,20.8,48.9,2023-05-16T18:31:23.504Z,2023-05-16T18:31:27Z,4283984149,212,56.9,4283984151,213,6.1,4283984153,1,,4283984145,141,36.3,4283984141,140,74.4,4283984133,157,,4283984137,56,Center,,,,9vt5q842htj38cblrh1v62qj9,Abdullah Al Muaiouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924727,3,1,1,0,9,2kzl64gp8x37bon8tyxojqrr1,0,26.3,68.3,2023-05-16T18:31:27.323Z,2023-05-16T18:31:29Z,4283984227,141,61.7,4283984223,56,Back,4283984225,140,37.8,4283984221,3,,4283984231,213,5.9,4283984229,212,12.9,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924741,7,1,1,0,11,c9swyor08g9pedxpe3n321svu,1,63.4,35.1,2023-05-16T18:31:29.456Z,2023-05-16T18:31:30Z,4283984297,56,Center,4283984305,213,4.6,4283984299,140,62.6,4283984303,212,5.7,4283984301,141,26.8,,,,,,,,,,f53lu15h3s3mhmj2u7ztabd1x,L. Vietto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924749,8,1,1,0,12,c9swyor08g9pedxpe3n321svu,1,62.6,26.8,2023-05-16T18:31:30.576Z,2023-05-16T18:38:29Z,4283984339,213,5.6,4283984333,140,68.1,4283984331,56,Right,4283984337,212,7.3,4283984335,141,20.2,,,,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924773,9,1,1,0,13,c9swyor08g9pedxpe3n321svu,1,68.1,20.2,2023-05-16T18:31:31.424Z,2023-05-16T18:31:38Z,4283984473,56,Right,4283984483,213,5.0,4283984481,212,12.2,4283984479,141,3.1,4283984475,140,71.6,,,,,,,,,,a3t7bral3j0l1czbmojwqnob9,M. Marega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924957,16,1,1,0,16,c9swyor08g9pedxpe3n321svu,1,56.3,7.2,2023-05-16T18:31:34.352Z,2023-05-16T19:23:29Z,4283985503,213,2.9,4283985501,212,19.9,4283985499,141,13.1,4283985497,140,37.7,4283985495,56,Back,,,,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924781,10,1,1,0,20,c9swyor08g9pedxpe3n321svu,1,47.9,9.8,2023-05-16T18:31:38.257Z,2023-05-16T19:23:31Z,4283984517,56,Back,4283984521,140,49.1,4283984525,141,17.7,4283984531,213,1.3,4283984529,212,5.5,,,,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924787,11,1,1,0,21,c9swyor08g9pedxpe3n321svu,1,49.1,17.7,2023-05-16T18:31:39.456Z,2023-05-16T18:31:40Z,4283984541,141,9.5,4283984545,213,3.8,4283984537,56,Back,4283984543,212,9.1,4283984539,140,42.2,,,,,,,,,,2i9cy7dt9zn1jz96h61oo2m6t,Abdullah Otayf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924831,12,1,1,0,22,c9swyor08g9pedxpe3n321svu,1,42.2,9.5,2023-05-16T18:31:40.208Z,2023-05-16T18:38:47Z,4283984785,212,29.3,4283984779,56,Back,4283984781,140,21.0,4283984787,213,2.4,4283984783,141,37.5,,,,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924869,13,1,1,0,27,c9swyor08g9pedxpe3n321svu,1,21,35.5,2023-05-16T18:31:45.296Z,2023-05-16T18:31:53Z,4283985047,140,91.8,4283985057,213,6.1,4283985039,155,,4283985055,212,75.4,4283985043,56,Right,4283985059,1,,4283985051,141,17.2,,,,9vt5q842htj38cblrh1v62qj9,Abdullah Al Muaiouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924887,4,43,1,0,32,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2023-05-16T18:31:50.154Z,2023-05-16T18:31:53Z,4283985127,167,0,4283985129,56,Back,4283985169,144,7,4283985131,285,0,,,,,,,,,,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924871,14,61,1,0,32,c9swyor08g9pedxpe3n321svu,0,91.4,19.4,2023-05-16T18:31:50.464Z,2023-05-16T18:31:50Z,4283985063,56,Right,,,,,,,,,,,,,,,,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924889,5,5,1,0,33,2kzl64gp8x37bon8tyxojqrr1,1,-1,75.6,2023-05-16T18:31:51.664Z,2023-05-16T18:56:11Z,4283985135,346,,4283985133,56,Back,4283985137,233,15,,,,,,,,,,,,,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924883,15,5,1,0,33,c9swyor08g9pedxpe3n321svu,0,101,24.4,2023-05-16T18:31:51.664Z,2023-05-16T18:31:52Z,4283985143,233,5,4283985117,346,,4283985115,56,Center,,,,,,,,,,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924953,6,1,1,0,45,2kzl64gp8x37bon8tyxojqrr1,1,4.2,55.2,2023-05-16T18:32:03.177Z,2023-05-16T18:32:03Z,4283985493,237,,4283985483,140,5.3,4283985479,56,Back,4283985489,213,1.4,4283985487,212,8.2,4283985485,141,67.2,4283985475,124,,,,,5il4uc7d941ndwjl0qu97y7dh,Marcelo Grohe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924979,7,1,1,0,45,2kzl64gp8x37bon8tyxojqrr1,1,6.4,71.7,2023-05-16T18:32:03.849Z,2023-05-16T18:32:09Z,4283985629,56,Back,4283985637,213,0.8,4283985633,141,83.6,4283985635,212,10.9,4283985631,140,13.3,,,,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925043,8,1,1,0,51,2kzl64gp8x37bon8tyxojqrr1,1,21,83.1,2023-05-16T18:32:09.769Z,2023-05-16T18:32:17Z,4283985951,141,64.2,4283985955,213,4.1,4283985949,140,11.6,4283985953,212,16.2,4283985947,56,Back,,,,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925051,9,1,1,0,59,2kzl64gp8x37bon8tyxojqrr1,1,11.6,53.6,2023-05-16T18:32:17.866Z,2023-05-16T18:32:18Z,4283986009,140,11.4,4283986015,213,4.7,4283986011,141,28.7,4283986007,56,Back,4283986013,212,16.9,,,,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925075,10,1,1,1,0,2kzl64gp8x37bon8tyxojqrr1,1,11.4,28.7,2023-05-16T18:32:18.585Z,2023-05-16T18:32:23Z,4283986129,141,10.0,4283986133,213,5.5,4283986131,212,17.5,4283986125,56,Back,4283986127,140,22.9,,,,,,,,,,eqdev00exzhrls89wj77cdzp,Omar Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
