id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/12/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2470635387,6,1,1,0,7,7dkxxicrwn77jpdfkwpnlnnyn,1,63.7,55.2,2022-10-11T17:30:29.155Z,2022-10-16T20:43:58Z,3836864513,140,53.2,3836864517,212,18.1,3836864511,56,Center,3836864519,213,2.2,3836864515,141,76.4,3850914205,178,,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635403,7,1,1,0,11,7dkxxicrwn77jpdfkwpnlnnyn,1,52.8,76.8,2022-10-11T17:30:32.777Z,2022-10-16T20:44:03Z,3836864625,212,17.9,3836864619,56,Back,3836864627,213,3.6,3850914389,178,,3836864623,141,64.0,3836864621,140,37.9,,,,,,,9kbzdpxg4ud1m8wppt1s1roq,Abdullah Khateeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635427,8,1,1,0,13,7dkxxicrwn77jpdfkwpnlnnyn,1,38.5,69.1,2022-10-11T17:30:35.566Z,2022-10-16T20:44:08Z,3836864745,56,Left,3836864749,141,96.4,3836864751,212,23.0,3850914669,178,,3836864753,213,0.9,3836864747,140,51.5,,,,,,,9p1b5iftds5x02tx2eyseaklx,D. Velkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635451,9,1,1,0,18,7dkxxicrwn77jpdfkwpnlnnyn,1,52.5,82.2,2022-10-11T17:30:40.646Z,2022-10-16T20:44:13Z,3836864925,213,3.5,3836864919,140,38.4,3836864917,56,Back,3836864923,212,16.0,3850914927,178,,3836864921,141,73.2,,,,,,,9kbzdpxg4ud1m8wppt1s1roq,Abdullah Khateeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635473,10,1,1,0,23,7dkxxicrwn77jpdfkwpnlnnyn,1,33.7,69.7,2022-10-11T17:30:44.886Z,2022-10-16T20:44:22Z,3850915375,178,,3836865051,213,0.8,3836865037,56,Back,3836865043,141,94.5,3836865047,212,22.8,3836865039,140,48.3,,,,,,,9p1b5iftds5x02tx2eyseaklx,D. Velkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635499,11,1,1,0,26,7dkxxicrwn77jpdfkwpnlnnyn,1,49.9,93.2,2022-10-11T17:30:48.408Z,2022-10-16T20:44:29Z,3836865219,212,12.3,3850915745,178,,3836865217,141,86.7,3836865213,56,Back,3836865215,140,39.0,3836865221,213,3.5,,,,,,,9kbzdpxg4ud1m8wppt1s1roq,Abdullah Khateeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635505,12,1,1,0,30,7dkxxicrwn77jpdfkwpnlnnyn,0,37.3,76.9,2022-10-11T17:30:52.246Z,2022-10-16T20:44:35Z,3836865261,1,,3836865255,141,0.0,3836865257,212,57.3,3836865253,140,58.2,3836865247,155,,3836865259,213,5.1,3836865249,196,,3836865251,56,Right,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,3850916073,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635589,6,5,1,0,34,ebcxfnmnxrxvv6lcjsahgd38j,1,41.5,100.9,2022-10-11T17:30:55.862Z,2022-10-16T20:44:41Z,3836865709,233,13,3836865705,56,Back,3836865707,347,,,,,,,,,,,,,,,,,6m2uqbr8e3v4hcg8r02ee1ec5,A. Trajkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635509,13,5,1,0,34,7dkxxicrwn77jpdfkwpnlnnyn,0,58.5,-0.9,2022-10-11T17:30:55.862Z,2022-10-16T20:44:42Z,3836865753,233,6,3836865277,347,,3836865275,56,Right,,,,,,,,,,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635605,7,1,1,0,44,ebcxfnmnxrxvv6lcjsahgd38j,0,40.5,100,2022-10-11T17:31:06.506Z,2022-10-16T20:44:52Z,3836865803,140,54.4,3836865807,212,15.2,3836865809,213,6.0,3836865801,56,Left,3836865805,141,94.1,3836865799,107,,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635619,16,8,1,0,46,7dkxxicrwn77jpdfkwpnlnnyn,1,42.3,4.1,2022-10-11T17:31:08.346Z,2022-10-16T20:44:59Z,3836865857,56,Back,3850917287,178,,3840227305,385,,,,,,,,,,,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635623,8,5,1,0,47,ebcxfnmnxrxvv6lcjsahgd38j,1,54.5,100.8,2022-10-11T17:31:09.056Z,2022-10-16T20:45:03Z,3836865867,347,,3836865865,56,Left,3836865889,233,17,,,,,,,,,,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635625,17,5,1,0,47,7dkxxicrwn77jpdfkwpnlnnyn,0,45.5,-0.8,2022-10-11T17:31:09.056Z,2022-10-16T20:45:02Z,3836865875,347,,3836865873,56,Back,3836865905,233,8,,,,,,,,,,,,,,,,1imyf62l4rk4oyith29w5bhzp,Mohammed Al Kuwaykibi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635713,9,1,1,0,58,ebcxfnmnxrxvv6lcjsahgd38j,1,63.1,100,2022-10-11T17:31:19.896Z,2022-10-16T20:45:06Z,3836866331,56,Center,3836866337,141,77.9,3836866333,140,75.5,3836866341,212,20.3,3836866327,107,,3836866345,213,5.4,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635723,10,3,1,0,59,ebcxfnmnxrxvv6lcjsahgd38j,1,71.6,73.8,2022-10-11T17:31:21.696Z,2022-10-16T20:45:13Z,3836866423,233,18,3840227735,464,,3850918085,178,,3836866393,56,Center,3836866395,286,,,,,,,,,,,cd3zg2t4cq4ghoh61kri7vaad,A. Nwakaeme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635711,18,45,1,0,59,7dkxxicrwn77jpdfkwpnlnnyn,0,28.4,26.2,2022-10-11T17:31:21.696Z,2022-10-16T20:45:14Z,3836866463,233,10,3836866325,285,,3836866323,56,Back,,,,,,,,,,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480762707,1118,83,1,1,1,7dkxxicrwn77jpdfkwpnlnnyn,1,28.5,35.4,2022-10-11T17:31:23.016Z,2022-11-03T05:12:12Z,3890422453,399,93887,,,,,,,,,,,,,,,,,,,,,,4c540mry6f9esodej103n6xka,Faisal Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635741,11,1,1,1,1,ebcxfnmnxrxvv6lcjsahgd38j,1,72.6,64.2,2022-10-11T17:31:23.257Z,2022-11-03T05:12:22Z,3836866485,140,69.5,3836866491,213,4.5,3850918581,178,,3836866489,212,14.0,3836866487,141,44.2,3836866483,56,Center,,,,,,,cd3zg2t4cq4ghoh61kri7vaad,A. Nwakaeme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635749,12,1,1,1,2,ebcxfnmnxrxvv6lcjsahgd38j,1,69.5,44.2,2022-10-11T17:31:23.777Z,2022-10-16T20:45:29Z,3836866529,56,Center,3836866535,212,5.7,3850918911,178,,3836866537,213,0.7,3836866533,141,49.7,3836866531,140,73.6,,,,,,,5zmh9fz8vr0jcgt8zic0vyve2,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635753,13,61,1,1,3,ebcxfnmnxrxvv6lcjsahgd38j,0,73.6,49.7,2022-10-11T17:31:24.867Z,2022-10-16T20:45:33Z,3836866545,56,Center,3850919203,178,,,,,,,,,,,,,,,,,,,,cd3zg2t4cq4ghoh61kri7vaad,A. Nwakaeme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635745,19,49,1,1,3,7dkxxicrwn77jpdfkwpnlnnyn,1,18.6,36,2022-10-11T17:31:25.517Z,2022-10-16T20:45:39Z,,,,,,,,,,,,,,,,,,,,,,,,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635755,20,61,1,1,4,7dkxxicrwn77jpdfkwpnlnnyn,0,18.6,36,2022-10-11T17:31:26.157Z,2022-10-16T20:45:47Z,3836866557,56,Back,3850919797,178,,,,,,,,,,,,,,,,,,,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473854109,839,43,1,1,5,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2022-10-11T17:31:27.118Z,2022-11-03T05:12:48Z,3890422969,144,82,3853851251,178,0,,,,,,,,,,,,,,,,,,,6m2uqbr8e3v4hcg8r02ee1ec5,A. Trajkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635841,15,49,1,1,5,ebcxfnmnxrxvv6lcjsahgd38j,1,79.8,61.8,2022-10-11T17:31:27.177Z,2022-10-16T20:45:59Z,,,,,,,,,,,,,,,,,,,,,,,,,6m2uqbr8e3v4hcg8r02ee1ec5,A. Trajkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480762935,1119,83,1,1,6,7dkxxicrwn77jpdfkwpnlnnyn,1,21.8,37.8,2022-10-11T17:31:28.087Z,2022-11-03T05:13:11Z,3890423283,399,85085,,,,,,,,,,,,,,,,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635789,14,15,1,1,6,ebcxfnmnxrxvv6lcjsahgd38j,1,79.1,61.1,2022-10-11T17:31:28.092Z,2022-10-16T20:46:04Z,3836868083,458,,3836868087,147,49.5,3836868097,233,21,3836866755,56,Center,3850920503,178,,3836866751,22,,3836868075,76,,3836867965,20,,6m2uqbr8e3v4hcg8r02ee1ec5,A. Trajkovski,3836868079,103,12.7,3836868081,215,3836868077,102,53.7,3836868085,146,97.6,3836866753,18,,,,,,,,,,,,,,,,,,,,,,,,,
2470635809,21,10,1,1,7,7dkxxicrwn77jpdfkwpnlnnyn,1,1.9,45.1,2022-10-11T17:31:28.917Z,2022-10-16T20:46:12Z,3840228593,377,,3840228591,179,,3836866859,182,,3836866861,56,Back,3836866855,173,,3836867979,233,14,,,,,,,77988i6l4je97ycm9rthdims5,Paulo Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635999,16,2,1,1,7,ebcxfnmnxrxvv6lcjsahgd38j,1,78.9,62.4,2022-10-11T17:31:29.186Z,2022-11-03T05:13:35Z,3836867875,140,91.3,3836867877,141,63.2,3836867873,56,Center,3836867871,7,cd3zg2t4cq4ghoh61kri7vaad,3850921981,178,,,,,,,,,,,6m2uqbr8e3v4hcg8r02ee1ec5,A. Trajkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635831,22,55,1,1,7,7dkxxicrwn77jpdfkwpnlnnyn,1,12,66.6,2022-10-11T17:31:29.187Z,2022-11-03T05:13:35Z,,,,,,,,,,,,,,,,,,,,,,,,,9kbzdpxg4ud1m8wppt1s1roq,Abdullah Khateeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473854129,840,43,1,1,11,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2022-10-11T17:31:33.115Z,2022-11-03T05:13:25Z,3890423447,144,82,3853851321,178,0,,,,,,,,,,,,,,,,,,,6m2uqbr8e3v4hcg8r02ee1ec5,A. Trajkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473854145,841,43,1,1,12,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2022-10-11T17:31:34.520Z,2022-11-03T05:13:27Z,3853851389,178,0,3890423461,144,82,,,,,,,,,,,,,,,,,,,6m2uqbr8e3v4hcg8r02ee1ec5,A. Trajkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470636083,23,1,1,1,59,7dkxxicrwn77jpdfkwpnlnnyn,0,16.2,17,2022-10-11T17:32:20.989Z,2022-10-16T20:47:00Z,3836868367,140,67.8,3836868363,241,,3836868361,157,,3836868375,1,,3850923105,178,,3836868369,141,11.4,3836868359,5,,3836868371,212,54.3,77988i6l4je97ycm9rthdims5,Paulo Victor,3836868365,56,Right,3836868373,213,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,
2470636089,17,1,1,2,2,ebcxfnmnxrxvv6lcjsahgd38j,0,37.5,68.1,2022-10-11T17:32:24.214Z,2022-10-16T20:47:08Z,3836868413,212,8.0,3836868409,140,45.0,3836868411,141,66.3,3836868407,56,Back,3850923493,388,,3836868415,213,6.1,3836868405,3,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470636107,24,1,1,2,3,7dkxxicrwn77jpdfkwpnlnnyn,0,53.8,21.3,2022-10-11T17:32:25.424Z,2022-10-16T20:47:13Z,3836868531,1,,3836868525,141,46.8,3836868519,157,,3836868527,212,43.3,3836868523,140,91.6,3836868521,56,Center,3850923681,178,,3836868529,213,0.4,a7sgm3cmjoxjjxanrad02l2lm,Ibrahim Mahnashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470636111,18,52,1,2,7,ebcxfnmnxrxvv6lcjsahgd38j,1,13.3,50.6,2022-10-11T17:32:29.557Z,2022-10-16T20:47:22Z,3840229213,377,,3850924123,178,,,,,,,,,,,,,,,,,,,,85paqhbw10m5ra3set109qz9,Muslim Al Furayj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470636163,19,1,1,2,9,ebcxfnmnxrxvv6lcjsahgd38j,1,12.1,50.3,2022-10-11T17:32:31.178Z,2022-10-16T20:47:39Z,3836868805,141,70.2,3836868799,123,,3836868807,212,20.3,3836868803,140,26.5,3836868801,56,Back,3850924685,178,,3836868809,213,0.7,,,,85paqhbw10m5ra3set109qz9,Muslim Al Furayj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470636165,20,1,1,2,14,ebcxfnmnxrxvv6lcjsahgd38j,0,28.7,70.8,2022-10-11T17:32:35.998Z,2022-10-16T20:47:50Z,3836868827,213,6.1,3836868823,141,59.4,3836868821,140,65.7,3836868825,212,39.6,3850925259,178,,3836868819,56,Center,3836868817,155,,3836868879,1,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470636199,25,1,1,2,17,7dkxxicrwn77jpdfkwpnlnnyn,1,25.1,31.2,2022-10-11T17:32:38.961Z,2022-10-16T20:47:58Z,3836869009,213,1.0,3836869001,56,Back,3836869003,140,30.8,3836869007,212,11.6,3850925549,388,,3836868999,3,,3836869005,141,45.8,,,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470636201,26,49,1,2,19,7dkxxicrwn77jpdfkwpnlnnyn,1,29.8,49.4,2022-10-11T17:32:40.939Z,2022-10-16T20:48:03Z,,,,,,,,,,,,,,,,,,,,,,,,,a7sgm3cmjoxjjxanrad02l2lm,Ibrahim Mahnashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470636207,27,1,1,2,20,7dkxxicrwn77jpdfkwpnlnnyn,0,29.8,49.4,2022-10-11T17:32:41.948Z,2022-10-16T20:48:09Z,3836869029,141,24.5,3836869021,56,Back,3836869035,213,4.7,3836869033,212,16.9,3836869025,140,29.8,3850926103,178,,,,,,,,a7sgm3cmjoxjjxanrad02l2lm,Ibrahim Mahnashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470636211,21,49,1,2,21,ebcxfnmnxrxvv6lcjsahgd38j,1,70.3,63.6,2022-10-11T17:32:43.197Z,2022-10-16T20:48:14Z,,,,,,,,,,,,,,,,,,,,,,,,,6m2uqbr8e3v4hcg8r02ee1ec5,A. Trajkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470636225,22,1,1,2,22,ebcxfnmnxrxvv6lcjsahgd38j,1,70.3,62.7,2022-10-11T17:32:43.792Z,2022-10-16T20:48:20Z,3836869119,56,Center,3836869125,212,4.0,3836869127,213,5.5,3836869123,141,58.4,3850926725,178,,3836869121,140,72.9,,,,,,,6m2uqbr8e3v4hcg8r02ee1ec5,A. Trajkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470636229,23,1,1,2,22,ebcxfnmnxrxvv6lcjsahgd38j,0,73,58.4,2022-10-11T17:32:44.487Z,2022-10-16T20:48:26Z,3836869147,56,Center,3836869153,212,16.0,3836869151,141,58.8,3836869149,140,88.2,3836869145,168,,3850926993,178,,3836869155,213,0.0,,,,cd3zg2t4cq4ghoh61kri7vaad,A. Nwakaeme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
