id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/12/value,assist,qualifier/18/value
2495223393,967,43,1,0,10,4djrvao40r1vgr4psfl5dzc80,1,0,0,2022-12-31T17:30:23.113Z,2023-01-06T05:48:35Z,3966595825,233,1122,3966752337,144,67,,,,,,,,,,,,,,,,,,,5yrugwes9msd3cd5hhrluivah,Ahmed Al Zain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495257335,1550,67,1,0,10,4djrvao40r1vgr4psfl5dzc80,0,59.7,33.3,2022-12-31T17:30:23.113Z,2023-01-06T05:48:45Z,3966752379,233,1876,,,,,,,,,,,,,,,,,,,,,,9d3t6xtk6bceipt63k6c5rnit,Nono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494377993,4,1,1,0,10,c9swyor08g9pedxpe3n321svu,0,39,69.4,2022-12-31T17:30:23.169Z,2023-01-06T06:17:14Z,3962146183,212,27.0,3962146177,56,Left,3962146187,1,,3962146175,157,,3962146179,140,61.9,3966560309,178,,3962146181,141,87.4,3962146185,213,0.5,d25hyz1ov3mdflbnbyc9okrmd,Mohammed Kanno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378001,6,1,1,0,13,4djrvao40r1vgr4psfl5dzc80,1,40.1,17,2022-12-31T17:30:26.216Z,2023-01-05T18:45:00Z,3962146213,141,30.4,3962146207,3,,3962146209,56,Back,3962146211,140,34.8,3962146215,212,10.7,3966560385,388,,3962146217,213,2.1,,,,cp8kbj12wth398bnglywepk9,Ibrahim Al Nakhli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378003,7,1,1,0,15,4djrvao40r1vgr4psfl5dzc80,1,34.8,30.4,2022-12-31T17:30:27.859Z,2023-01-05T18:45:05Z,3962146233,213,5.6,3962146231,212,7.5,3966560475,178,,3962146225,56,Back,3962146229,141,23.7,3962146227,140,40.5,,,,,,,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378007,8,1,1,0,17,4djrvao40r1vgr4psfl5dzc80,1,40.5,23.7,2022-12-31T17:30:29.805Z,2023-01-05T18:45:09Z,3962146243,56,Right,3966560511,178,,3962146247,141,6.2,3962146245,140,59.5,3962146249,212,23.2,3962146251,213,5.7,,,,,,,cgwl99clcp8j1z4tq5n0bh9ed,A. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378011,9,1,1,0,19,4djrvao40r1vgr4psfl5dzc80,1,59.5,6.2,2022-12-31T17:30:32.147Z,2023-01-05T18:45:14Z,3962146267,56,Center,3962146273,212,37.2,3966560631,178,,3962146265,155,,3962146269,140,75.0,3962146271,141,55.4,3962146277,1,,3962146275,213,1.1,12aymg9roti0joastjxyswzqh,Abdulaziz Majrashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378013,10,61,1,0,21,4djrvao40r1vgr4psfl5dzc80,1,75,55.4,2022-12-31T17:30:34.171Z,2023-01-05T18:45:38Z,3966561159,21,,3966561163,178,,3962146281,56,Center,,,,,,,,,,,,,,,,5yrugwes9msd3cd5hhrluivah,Ahmed Al Zain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378017,11,1,1,0,28,4djrvao40r1vgr4psfl5dzc80,0,94.3,86.5,2022-12-31T17:30:40.949Z,2023-01-05T18:45:57Z,3962146313,140,92.4,3962146319,213,3.1,3962146315,141,86.6,3962146317,212,2.0,3962146311,56,Left,3966561415,178,,,,,,,,6yga33ui0heg0zkpe4r3kznmy,Abdulelah Al Shammry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378023,5,61,1,0,28,c9swyor08g9pedxpe3n321svu,1,11.2,15.6,2022-12-31T17:30:41.182Z,2023-01-05T18:46:06Z,3966561509,178,,3962146357,56,Back,,,,,,,,,,,,,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378027,6,49,1,0,29,c9swyor08g9pedxpe3n321svu,1,9.3,19.2,2022-12-31T17:30:42.082Z,2023-01-05T18:46:09Z,,,,,,,,,,,,,,,,,,,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378031,7,1,1,0,29,c9swyor08g9pedxpe3n321svu,1,9.3,19.2,2022-12-31T17:30:42.106Z,2023-01-05T18:46:14Z,3962146403,141,26.7,3966561609,178,,3962146399,56,Back,3962146401,140,11.8,3962146407,213,1.1,3962146405,212,5.7,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378033,8,1,1,0,30,c9swyor08g9pedxpe3n321svu,1,11.8,26.7,2022-12-31T17:30:43.449Z,2023-01-05T18:46:19Z,3962146411,56,Back,3962146417,212,8.9,3962146415,141,34.8,3962146419,213,2.5,3962146413,140,5.2,3966561681,178,,,,,,,,2rke2vs37xud2tqb5frwmusbt,Abdulelah Al Malki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378035,9,1,1,0,31,c9swyor08g9pedxpe3n321svu,1,5.2,34.8,2022-12-31T17:30:44.384Z,2023-01-05T18:46:23Z,3962146431,212,54.2,3962146435,1,,3962146425,56,Right,3962146429,141,7.3,3962146427,140,53.7,3962146433,213,5.9,3962146423,157,,3966561745,178,,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378041,10,1,1,0,37,c9swyor08g9pedxpe3n321svu,0,53.1,5.6,2022-12-31T17:30:50.390Z,2023-01-05T18:46:30Z,3962146473,213,3.0,3962146467,140,47.7,3962146469,141,6.6,3962146465,56,Back,3966561943,178,,3962146503,233,12,3962146507,286,,3962146471,212,5.7,6wjktx17kp8g29h9gw27lwez9,O. Ighalo,3962146501,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378045,12,74,1,0,38,4djrvao40r1vgr4psfl5dzc80,1,53.7,95,2022-12-31T17:30:50.595Z,2023-01-05T18:46:33Z,3962146493,56,Left,3962146509,233,10,3962146495,285,,3966561971,178,,,,,,,,,,,,,,9d3t6xtk6bceipt63k6c5rnit,Nono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378047,11,5,1,0,38,c9swyor08g9pedxpe3n321svu,1,47.3,-1.6,2022-12-31T17:30:51.377Z,2023-01-05T18:46:39Z,3962146497,56,Back,3962146499,347,,3962146517,233,13,,,,,,,,,,,,,,,,6wjktx17kp8g29h9gw27lwez9,O. Ighalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378049,13,5,1,0,38,4djrvao40r1vgr4psfl5dzc80,0,52.7,101.6,2022-12-31T17:30:51.377Z,2023-01-05T18:46:38Z,3962146515,347,,3962146513,56,Left,3962146521,233,11,,,,,,,,,,,,,,,,9d3t6xtk6bceipt63k6c5rnit,Nono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378051,12,1,1,0,42,c9swyor08g9pedxpe3n321svu,1,46.3,0,2022-12-31T17:30:54.870Z,2023-01-05T18:46:44Z,3962146533,212,10.0,3962146527,56,Back,3962146535,213,2.6,3962146529,140,38.0,3962146525,107,,3962146531,141,6.2,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378053,13,1,1,0,45,c9swyor08g9pedxpe3n321svu,1,38.4,6.2,2022-12-31T17:30:58.171Z,2023-01-05T18:46:48Z,3962146543,140,31.4,3962146541,56,Back,3962146545,141,23.6,3962146549,213,2.1,3966562321,178,,3962146547,212,13.9,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378055,14,1,1,0,48,c9swyor08g9pedxpe3n321svu,1,31.4,27,2022-12-31T17:31:00.508Z,2023-01-05T18:46:50Z,3962146561,212,23.5,3966562347,178,,3962146563,213,1.6,3962146557,140,30.9,3962146555,56,Back,3962146559,141,61.5,,,,,,,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378057,15,1,1,0,51,c9swyor08g9pedxpe3n321svu,1,33,67.3,2022-12-31T17:31:04.083Z,2023-01-05T18:46:55Z,3962146571,141,93.3,3962146575,213,1.1,3962146569,140,41.2,3962146573,212,19.7,3962146567,56,Back,3966562391,178,,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378059,16,1,1,0,54,c9swyor08g9pedxpe3n321svu,1,42,88.1,2022-12-31T17:31:06.619Z,2023-01-05T18:46:58Z,3962146583,141,82.6,3966562415,178,,3962146581,140,43.7,3962146579,56,Back,3962146585,212,4.1,3962146587,213,5.2,,,,,,,14dpnweb51v7re2xa3qkpulex,Nasser Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378063,17,1,1,0,54,c9swyor08g9pedxpe3n321svu,1,43.1,83.9,2022-12-31T17:31:07.402Z,2023-01-05T18:47:04Z,3962146613,212,8.1,3962146609,140,39.9,3962146607,56,Back,3962146611,141,94.7,3966562493,178,,3962146615,213,2.0,,,,,,,2rke2vs37xud2tqb5frwmusbt,Abdulelah Al Malki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378077,18,1,1,0,55,c9swyor08g9pedxpe3n321svu,1,40.7,91.2,2022-12-31T17:31:08.481Z,2023-01-05T18:47:54Z,3962146685,212,14.7,3962146687,213,4.2,3962146681,140,33.6,3962146679,56,Back,3966562545,178,,3962146683,141,72.6,,,,,,,14dpnweb51v7re2xa3qkpulex,Nasser Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378081,19,1,1,0,58,c9swyor08g9pedxpe3n321svu,1,32.4,67.6,2022-12-31T17:31:10.980Z,2023-01-05T18:47:22Z,3962146711,213,5.0,3966562599,178,,3962146703,56,Back,3962146709,212,23.6,3962146705,140,39.5,3962146707,141,34.6,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378083,20,1,1,1,1,c9swyor08g9pedxpe3n321svu,1,38.2,33.6,2022-12-31T17:31:14.346Z,2023-01-05T18:47:27Z,3962146717,140,55.5,3962146719,141,3.4,3962146715,56,Right,3962146721,212,27.4,3966562767,178,,3962146723,213,5.4,,,,,,,d25hyz1ov3mdflbnbyc9okrmd,Mohammed Kanno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378095,21,1,1,1,6,c9swyor08g9pedxpe3n321svu,1,53.5,3.4,2022-12-31T17:31:18.843Z,2023-01-05T18:47:33Z,3962146759,56,Right,3962146763,141,13.2,3962146765,212,7.4,3962146767,213,2.0,3962146761,140,50.4,3966562849,178,,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378101,22,1,1,1,8,c9swyor08g9pedxpe3n321svu,1,47.2,11.9,2022-12-31T17:31:21.021Z,2023-01-05T18:47:57Z,3962146803,213,2.4,3962146797,140,38.5,3962146801,212,12.4,3962146795,56,Back,3962146799,141,24.3,3966563357,178,,,,,,,,d25hyz1ov3mdflbnbyc9okrmd,Mohammed Kanno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378105,23,1,1,1,10,c9swyor08g9pedxpe3n321svu,1,38.6,24.7,2022-12-31T17:31:22.561Z,2023-01-05T18:48:06Z,3966563501,178,,3962146833,212,13.1,3962146835,213,1.2,3962146829,140,43.6,3962146827,56,Back,3962146831,141,42.4,,,,,,,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378109,24,1,1,1,13,c9swyor08g9pedxpe3n321svu,1,43.3,44.3,2022-12-31T17:31:25.784Z,2023-01-05T18:48:19Z,3966563693,178,,3962146861,56,Back,3962146863,140,40.2,3962146865,141,70.6,3962146869,213,1.8,3962146867,212,18.2,,,,,,,2rke2vs37xud2tqb5frwmusbt,Abdulelah Al Malki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378133,25,1,1,1,15,c9swyor08g9pedxpe3n321svu,1,42.8,71.8,2022-12-31T17:31:27.748Z,2023-01-05T18:48:23Z,3962146983,212,24.2,3966563789,178,,3962146979,140,58.8,3962146981,141,97.4,3962146977,56,Left,3962146985,213,0.8,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378145,26,1,1,1,19,c9swyor08g9pedxpe3n321svu,1,60.7,93.9,2022-12-31T17:31:31.587Z,2023-01-05T18:48:28Z,3962147019,212,21.6,3962147015,140,41.4,3962147017,141,82.7,3962147021,213,3.5,3966563907,178,,3962147013,56,Back,,,,,,,14dpnweb51v7re2xa3qkpulex,Nasser Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494986697,1014,3,1,1,20,c9swyor08g9pedxpe3n321svu,0,39.6,79,2022-12-31T17:31:33.435Z,2023-01-05T18:48:38Z,3966564065,178,,3965347479,286,,3965347483,467,6yga33ui0heg0zkpe4r3kznmy,3965347481,464,,3965347477,56,Back,,,,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378147,27,4,1,1,21,c9swyor08g9pedxpe3n321svu,1,41,81.1,2022-12-31T17:31:33.912Z,2023-01-05T18:48:42Z,3962147073,233,14,3962147033,286,,3962147025,13,,3962147029,152,,3962147027,56,Back,3962147031,265,,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378155,14,4,1,1,21,4djrvao40r1vgr4psfl5dzc80,0,59,18.9,2022-12-31T17:31:33.913Z,2023-01-05T18:48:41Z,3962147059,13,,3966564117,178,,3962147063,152,,3962147077,233,27,3962147065,265,,3962147067,285,,3962147061,56,Right,,,,6yga33ui0heg0zkpe4r3kznmy,Abdulelah Al Shammry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378187,28,1,1,1,38,c9swyor08g9pedxpe3n321svu,1,40,81.4,2022-12-31T17:31:50.625Z,2023-01-05T18:48:45Z,3962147221,155,,3962147225,56,Center,3962147229,141,26.2,3962147219,5,,3962147233,213,5.2,3966564183,178,,3962147231,212,42.3,3962147235,1,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,3962147227,140,58.5,3962147223,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378189,29,1,1,1,40,c9swyor08g9pedxpe3n321svu,1,57.1,21,2022-12-31T17:31:52.746Z,2023-01-05T18:48:50Z,3962147251,141,5.8,3962147247,56,Right,3962147255,213,4.9,3962147249,140,59.3,3962147253,212,10.6,3966564211,178,,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378191,30,1,1,1,42,c9swyor08g9pedxpe3n321svu,1,60.6,7,2022-12-31T17:31:55.314Z,2023-01-05T18:48:56Z,3962147263,140,46.4,3962147261,56,Back,3966564293,178,,3962147265,141,28.2,3962147269,213,2.4,3962147267,212,20.7,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378201,31,1,1,1,46,c9swyor08g9pedxpe3n321svu,1,46,28.3,2022-12-31T17:31:58.537Z,2023-01-05T18:49:00Z,3966564323,178,,3962147303,140,43.0,3962147307,212,29.5,3962147305,141,71.4,3962147309,213,1.7,3962147301,56,Back,,,,,,,d25hyz1ov3mdflbnbyc9okrmd,Mohammed Kanno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378211,32,1,1,1,50,c9swyor08g9pedxpe3n321svu,1,56.3,77.9,2022-12-31T17:32:03.402Z,2023-01-05T18:49:03Z,3962147343,140,68.5,3966564349,178,,3962147341,56,Left,3962147345,141,96.8,3962147349,213,0.8,3962147347,212,18.1,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378217,33,1,1,1,54,c9swyor08g9pedxpe3n321svu,1,79.3,93.1,2022-12-31T17:32:06.503Z,2023-01-05T18:49:08Z,3962147377,212,15.2,3962147375,141,85.7,3962147379,213,5.9,3962147371,56,Left,3962147373,140,93.0,3966564449,178,,,,,,,,2ghv5nqgyn0wv9ekdx1ow0445,Salem Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378227,34,1,1,1,56,c9swyor08g9pedxpe3n321svu,0,95.3,86.1,2022-12-31T17:32:08.914Z,2023-01-05T18:49:11Z,3962147407,213,4.6,3962147399,56,Center,3962147395,2,,3966564523,178,,3965348169,72,,3962147403,141,77.7,3962147405,212,5.7,3962147397,155,,14dpnweb51v7re2xa3qkpulex,Nasser Al Dawsari,3962147401,140,94.7,3965348167,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
