id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2460578951,1,34,16,0,0,c9swyor08g9pedxpe3n321svu,1,0,0,2022-09-16T17:16:23.463Z,2022-09-16T18:02:21Z,3783447071,197,16915,3783348379,59,"1, 2, 12, 6, 70, 5, 17, 7, 9, 19, 29, 4, 8, 10, 14, 15, 16, 21, 66, 96",3783348385,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783348369,30,"9vt5q842htj38cblrh1v62qj9, 1nrxtmfkuqg2uz7pvgcgwgj4l, 7ci2qun6rv54fhho6bmgyv3dh, 3xtzd4wqoq2b6ak1k2tep9oet, 574pdpfxal0lsopnsnz17ciqd, av4e1au7cz1s6rmz5u45l4yjt, a3t7bral3j0l1czbmojwqnob9, 36cdm30lm4hf1t6ajakity8k5, 6wjktx17kp8g29h9gw27lwez9, 2lkra7wic5b481l7qybjh8lx, 2ghv5nqgyn0wv9ekdx1ow0445, p3ebcmbu5i9le8czo76ngm0a, 2i9cy7dt9zn1jz96h61oo2m6t, f53lu15h3s3mhmj2u7ztabd1x, hki3chjlidmwubff6srauj56, dw77jbua2ppd6hru05mlhbetx, 14dpnweb51v7re2xa3qkpulex, c4zklinh3sa5kchbvjugn0s0l, aq8pym2fuweqbkxbbu7hqn0x6, 1jfxkmks9lci345fiz9z2gfl5",3783348813,194,36cdm30lm4hf1t6ajakity8k5,3783348387,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783348375,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3783348383,130,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460582607,1,34,16,0,0,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2022-09-16T17:24:36.172Z,2022-09-16T18:04:20Z,3783367933,130,8,3783367937,194,bl117o6ogkgnnbv2gl0ozpn85,3783367935,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783367931,59,"1, 5, 3, 4, 14, 6, 74, 76, 9, 87, 24, 2, 8, 13, 17, 27, 49, 80, 88, 90",3783367929,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3783367939,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783367927,30,"8qps88s8g1c8xw5uiz5gyh4ut, 29ddbk46e5uzbuxrmmlfr8y6s, 3a591b3l0o7ucdb8w72vjz4kp, bl117o6ogkgnnbv2gl0ozpn85, 5bd2bm6ukc4u58hd0idimecid, a9yimyxegu9sx46hqvwswjs2d, b21fztzyrqua7i6lkfk7wh979, ciw54ghi1jv1xb5dmtv558xjp, aotysrmw0ffmznm2u4ya487o5, 5fpfdgzit3468e1a04ooetsr9, 6rsym2764y5k4vw569ab62x3o, 8po9k5w3ds7hoai833haglrf8, asbde52lbf3tbai74qhux8xjp, 64122p1l6bayb1x6lfi9w85m2, 2gwlr4pwk004ck0jrgn7z6ytx, 7fjkirlsme7wdpjibaw136s4, c79pr94ulryjygvurdgku45w5, a9xl33f68np358angkw5o606i, 6wto8d6jcd41bo451wwbjng89, c7da9wqhoce68v0tvfhb4itjo",3783444073,197,4607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598379,2,32,1,0,0,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2022-09-16T18:00:20.439Z,2022-09-16T18:00:22Z,3783452271,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598373,2,32,1,0,0,c9swyor08g9pedxpe3n321svu,1,0,0,2022-09-16T18:00:20.439Z,2022-09-24T12:39:03Z,3783452257,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598383,3,1,1,0,0,2xl3g56k2mbuwdbre46s29vt4,1,49.9,50.3,2022-09-16T18:00:20.460Z,2022-09-24T05:07:24Z,3783452293,56,Back,3783452297,141,55.0,3783452295,140,41.6,3799820291,178,,3783452299,212,9.3,3783452303,279,S,3783452301,213,2.8,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598413,4,1,1,0,2,2xl3g56k2mbuwdbre46s29vt4,1,41.6,54.8,2022-09-16T18:00:22.661Z,2022-09-24T05:07:24Z,3783452443,56,Back,3799820299,178,,3783452451,140,35.7,3783452455,212,11.1,3783452453,141,41.3,3783452457,213,4.1,,,,,,,5fpfdgzit3468e1a04ooetsr9,Anselmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598429,5,1,1,0,3,2xl3g56k2mbuwdbre46s29vt4,1,37.4,39.3,2022-09-16T18:00:23.980Z,2022-09-24T05:07:25Z,3783452533,1,,3783452529,212,43.8,3783452531,213,0.8,3783452525,140,66.6,3783452521,155,,3783452523,56,Left,3783452527,141,85.3,3799820307,178,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598437,6,44,1,0,6,2xl3g56k2mbuwdbre46s29vt4,1,68.2,86.4,2022-09-16T18:00:26.521Z,2022-09-24T07:42:40Z,3783452559,286,,3783452565,233,3,3783452557,56,Left,,,,,,,,,,,,,,,,6rsym2764y5k4vw569ab62x3o,Abdulaziz Noor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598433,3,44,1,0,6,c9swyor08g9pedxpe3n321svu,0,31.8,13.6,2022-09-16T18:00:26.522Z,2022-09-24T05:07:25Z,3783452581,233,6,3783452549,56,Back,3783452551,285,,,,,,,,,,,,,,,,,1nrxtmfkuqg2uz7pvgcgwgj4l,Mohammed Al Burayk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460598443,7,1,1,0,6,2xl3g56k2mbuwdbre46s29vt4,1,66.7,85.3,2022-09-16T18:00:26.601Z,2022-09-24T07:42:40Z,3783452601,140,59.3,3783452603,141,72.1,3783452611,156,,3783452605,212,11.9,3799820315,388,,3783452597,3,,3783452607,213,4.0,3783452599,56,Center,6rsym2764y5k4vw569ab62x3o,Abdulaziz Noor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
