id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2491763537,9,1,1,0,17,f0zsn74nz0o01gr30weun240i,0,36.9,97.5,2022-12-16T12:30:35.144Z,2022-12-21T04:54:06Z,3948251375,213,4.7,3952766679,178,,3948251367,56,Back,3948251373,212,4.6,3948251369,140,36.9,3948251371,141,90.7,,,,,,,bhdvvtp8iu46et3iqfn6c8f3e,Hussain Qasim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763539,4,8,1,0,18,d47tf49ishm9qnfd8zyc8wv0j,1,55.1,11,2022-12-16T12:30:36.228Z,2022-12-21T04:54:41Z,3952766737,178,,3951647943,385,,3948251377,56,Right,,,,,,,,,,,,,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763559,10,1,1,0,21,f0zsn74nz0o01gr30weun240i,1,38.9,88.1,2022-12-16T12:30:38.974Z,2022-12-21T04:54:47Z,3952767045,178,,3948251465,56,Back,3948251473,213,4.6,3948251469,141,56.6,3948251471,212,21.5,3948251467,140,37.2,,,,,,,f0fot1juj3i62tt8i2vybnjdh,K. Musona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763569,11,1,1,0,23,f0zsn74nz0o01gr30weun240i,1,37.5,61.5,2022-12-16T12:30:41.089Z,2022-12-21T04:54:52Z,3948251525,213,0.0,3948251517,56,Center,3948251519,140,63.2,3948251521,141,63.1,3948251523,212,27.0,3952767093,178,,,,,,,,3s3rnrrv8i4rb0x7vaa5mhvpx,Mukhtar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763575,12,1,1,0,24,f0zsn74nz0o01gr30weun240i,0,63.2,62.6,2022-12-16T12:30:42.839Z,2022-12-21T04:54:57Z,3952767129,178,,3948251549,212,22.9,3948251545,140,77.2,3948251551,213,0.9,3948251543,56,Left,3948251547,141,88.4,,,,,,,7ieikgigejp7rmvrsra8mj1lh,Dener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492619433,1567,43,1,0,27,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2022-12-16T12:30:45.410Z,2022-12-21T07:41:25Z,3952820697,144,67,3952820607,233,1260,,,,,,,,,,,,,,,,,,,9o288vygjpcv3noeqnrnqh3ah,Saeed Al Hamsal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492619431,1260,43,1,0,27,f0zsn74nz0o01gr30weun240i,1,0,0,2022-12-16T12:30:45.411Z,2022-12-21T07:41:26Z,3952820611,233,1567,3952820699,144,67,,,,,,,,,,,,,,,,,,,egk2nnpvvup731trr0x2kj696,G. Mbenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763573,5,8,1,0,27,d47tf49ishm9qnfd8zyc8wv0j,1,25.3,6.8,2022-12-16T12:30:45.412Z,2022-12-21T07:39:41Z,3952767261,389,,3951647991,385,,3948251541,56,Back,,,,,,,,,,,,,,,,9o288vygjpcv3noeqnrnqh3ah,Saeed Al Hamsal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763577,6,5,1,0,28,d47tf49ishm9qnfd8zyc8wv0j,0,28.2,-1.8,2022-12-16T12:30:46.664Z,2022-12-21T04:55:22Z,3948251553,56,Back,3948251693,233,13,3948251555,347,,,,,,,,,,,,,,,,,6msbre1fcjcrvqyzoozo43sb8,Nawaf Al Saadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763597,13,5,1,0,28,f0zsn74nz0o01gr30weun240i,1,71.8,101.8,2022-12-16T12:30:46.664Z,2022-12-21T04:55:21Z,3948251689,233,6,3948251683,347,,3948251681,56,Left,,,,,,,,,,,,,,,,egk2nnpvvup731trr0x2kj696,G. Mbenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763605,14,1,1,0,35,f0zsn74nz0o01gr30weun240i,1,71.9,100,2022-12-16T12:30:53.465Z,2022-12-21T04:55:27Z,3948251723,107,,3948251727,140,68.3,3948251731,212,8.1,3948251729,141,91.5,3948251725,56,Left,3948251733,213,4.2,,,,,,,bhdvvtp8iu46et3iqfn6c8f3e,Hussain Qasim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763609,15,1,1,0,36,f0zsn74nz0o01gr30weun240i,1,66.4,90.3,2022-12-16T12:30:54.295Z,2022-12-21T04:55:44Z,3948251747,212,5.6,3948251743,140,69.9,3948251741,56,Left,3952767511,178,,3948251749,213,0.9,3948251745,141,96.5,,,,,,,7ieikgigejp7rmvrsra8mj1lh,Dener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763615,16,1,1,0,38,f0zsn74nz0o01gr30weun240i,1,69.9,96.5,2022-12-16T12:30:56.250Z,2022-12-21T04:55:48Z,3948251783,212,10.6,3948251785,213,3.3,3948251779,140,59.9,3952767553,178,,3948251777,56,Left,3948251781,141,94.7,,,,,,,bhdvvtp8iu46et3iqfn6c8f3e,Hussain Qasim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763617,17,1,1,0,39,f0zsn74nz0o01gr30weun240i,1,59.9,94.7,2022-12-16T12:30:57.244Z,2022-12-21T04:55:51Z,3948251791,56,Left,3948251797,212,9.5,3948251793,140,68.6,3952767599,178,,3948251795,141,98.3,3948251799,213,0.3,,,,,,,7ieikgigejp7rmvrsra8mj1lh,Dener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763621,18,1,1,0,41,f0zsn74nz0o01gr30weun240i,1,68.6,98.3,2022-12-16T12:30:59.017Z,2022-12-21T04:55:59Z,3948251817,56,Left,3948251825,213,5.2,3952767709,178,,3948251821,141,87.5,3948251819,140,72.0,3948251823,212,8.2,,,,,,,bhdvvtp8iu46et3iqfn6c8f3e,Hussain Qasim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763631,19,1,1,0,42,f0zsn74nz0o01gr30weun240i,1,70.8,88.9,2022-12-16T12:31:00.362Z,2022-12-21T04:56:06Z,3948251889,212,10.7,3948251885,140,60.7,3948251883,56,Left,3948251891,213,3.3,3948251887,141,86.9,3952767827,178,,,,,,,,egk2nnpvvup731trr0x2kj696,G. Mbenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763643,20,1,1,0,43,f0zsn74nz0o01gr30weun240i,0,60.7,86.8,2022-12-16T12:31:00.966Z,2022-12-21T04:56:10Z,3952767863,178,,3948251953,141,73.8,3948251957,213,6.1,3948251947,155,,3948251951,140,100.0,3948251959,1,,3948251955,212,43.4,3948251949,56,Center,3s3rnrrv8i4rb0x7vaa5mhvpx,Mukhtar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763639,7,5,1,0,46,d47tf49ishm9qnfd8zyc8wv0j,1,-1.1,25.8,2022-12-16T12:31:04.573Z,2022-12-21T04:56:15Z,3948251975,233,21,3948251929,56,Back,3948251931,346,,,,,,,,,,,,,,,,,6msbre1fcjcrvqyzoozo43sb8,Nawaf Al Saadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763645,21,5,1,0,46,f0zsn74nz0o01gr30weun240i,0,101.1,74.2,2022-12-16T12:31:04.573Z,2022-12-21T04:56:15Z,3948251961,56,Center,3948251979,233,7,3948251963,346,,,,,,,,,,,,,,,,,3s3rnrrv8i4rb0x7vaa5mhvpx,Mukhtar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763719,8,1,1,1,6,d47tf49ishm9qnfd8zyc8wv0j,1,4.1,48.5,2022-12-16T12:31:24.065Z,2022-12-21T04:56:20Z,3948252371,237,,3948252359,56,Back,3948252365,212,16.4,3948252367,213,5.1,3948252363,141,25.9,3948252357,124,,3948252361,140,9.6,,,,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763733,9,1,1,1,13,d47tf49ishm9qnfd8zyc8wv0j,0,22,26.7,2022-12-16T12:31:31.638Z,2022-12-21T04:56:24Z,3948252439,155,,3948252447,212,37.7,3948252443,140,57.9,3948252451,1,,3948252441,56,Center,3948252449,213,6.3,3952768057,178,,3948252445,141,26.1,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763743,22,44,1,1,15,f0zsn74nz0o01gr30weun240i,1,38.1,76.2,2022-12-16T12:31:33.854Z,2022-12-21T06:09:41Z,3948252487,56,Back,3948252491,233,10,3948252489,285,,,,,,,,,,,,,,,,,2zayusqc1wlmawb2kojmtsmad,Abdul Muhsen Fallatah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763735,10,44,1,1,15,d47tf49ishm9qnfd8zyc8wv0j,0,61.9,23.8,2022-12-16T12:31:33.855Z,2022-12-21T04:56:29Z,3948252461,286,,3948252459,56,Center,3948252497,233,22,,,,,,,,,,,,,,,,17rl734wbbzbxvj33id7j9l62,Abdulfattah Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763749,23,1,1,1,15,f0zsn74nz0o01gr30weun240i,0,34.1,78.4,2022-12-16T12:31:33.894Z,2022-12-21T06:09:42Z,3948252509,56,Center,3948252515,212,22.7,3952768243,388,,3948252517,213,6.1,3948252507,3,,3948252513,141,70.8,3948252511,140,55.2,,,,2zayusqc1wlmawb2kojmtsmad,Abdul Muhsen Fallatah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763745,11,44,1,1,17,d47tf49ishm9qnfd8zyc8wv0j,1,44.7,29.9,2022-12-16T12:31:35.258Z,2022-12-21T06:09:42Z,3948252499,56,Back,3948252501,285,,3948252535,233,24,,,,,,,,,,,,,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763751,24,44,1,1,17,f0zsn74nz0o01gr30weun240i,0,55.3,70.1,2022-12-16T12:31:35.259Z,2022-12-21T04:56:40Z,3948252531,56,Center,3948252533,286,,3948252539,233,11,,,,,,,,,,,,,,,,7ieikgigejp7rmvrsra8mj1lh,Dener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763755,12,1,1,1,17,d47tf49ishm9qnfd8zyc8wv0j,1,44.7,30.6,2022-12-16T12:31:35.328Z,2022-12-21T06:09:43Z,3948252549,141,29.4,3948252553,213,6.2,3948252543,3,,3948252545,56,Center,3952768339,388,,3948252551,212,14.2,3948252547,140,58.2,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763757,13,1,1,1,18,d47tf49ishm9qnfd8zyc8wv0j,1,58.2,29.4,2022-12-16T12:31:36.481Z,2022-12-21T04:56:52Z,3948252559,56,Center,3948252565,212,6.4,3948252567,213,0.8,3952768417,178,,3948252563,141,36.3,3948252561,140,62.3,3948252557,3,,,,,6msbre1fcjcrvqyzoozo43sb8,Nawaf Al Saadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763763,14,1,1,1,19,d47tf49ishm9qnfd8zyc8wv0j,0,62.3,36.3,2022-12-16T12:31:37.680Z,2022-12-21T04:56:59Z,3948252597,141,0.0,3948252593,56,Right,3952768517,178,,3948252591,155,,3948252601,213,5.2,3948252599,212,28.3,3948252595,140,73.8,,,,483n2f7a1xkseruh77bj7rxed,S. Bguir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763765,15,5,1,1,22,d47tf49ishm9qnfd8zyc8wv0j,0,75.5,-1.6,2022-12-16T12:31:40.790Z,2022-12-21T04:57:03Z,3948252609,56,Right,3948252777,233,25,3948252611,347,,,,,,,,,,,,,,,,,bgac6td6x8qi2o7o5ofrj3t1x,Sari Amro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763801,25,5,1,1,22,f0zsn74nz0o01gr30weun240i,1,24.5,101.6,2022-12-16T12:31:40.790Z,2022-12-21T04:57:02Z,3948252767,56,Back,3948252769,347,,3948252773,233,15,,,,,,,,,,,,,,,,3s3rnrrv8i4rb0x7vaa5mhvpx,Mukhtar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763803,26,1,1,1,34,f0zsn74nz0o01gr30weun240i,0,23.8,100,2022-12-16T12:31:51.978Z,2022-12-21T04:57:05Z,3948252789,141,94.5,3948252783,107,,3948252787,140,40.0,3948252791,212,17.7,3948252793,213,6.0,3948252785,56,Back,,,,,,,bhdvvtp8iu46et3iqfn6c8f3e,Hussain Qasim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492612499,1120,67,1,1,35,d47tf49ishm9qnfd8zyc8wv0j,1,55.9,6.3,2022-12-16T12:31:53.432Z,2022-12-21T06:09:43Z,3952792055,233,974,,,,,,,,,,,,,,,,,,,,,,9o288vygjpcv3noeqnrnqh3ah,Saeed Al Hamsal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492612497,974,67,1,1,35,f0zsn74nz0o01gr30weun240i,0,44.1,93.7,2022-12-16T12:31:53.433Z,2022-12-21T05:56:31Z,3952792063,233,1120,,,,,,,,,,,,,,,,,,,,,,egk2nnpvvup731trr0x2kj696,G. Mbenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763809,16,8,1,1,35,d47tf49ishm9qnfd8zyc8wv0j,1,55.8,6.5,2022-12-16T12:31:53.442Z,2022-12-21T06:09:44Z,3952768737,178,,3948252823,56,Right,3951648257,385,,,,,,,,,,,,,,,,,9o288vygjpcv3noeqnrnqh3ah,Saeed Al Hamsal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763813,17,5,1,1,36,d47tf49ishm9qnfd8zyc8wv0j,0,54.6,-1,2022-12-16T12:31:54.292Z,2022-12-21T04:57:19Z,3948252925,233,27,3948252831,347,,3948252829,56,Right,,,,,,,,,,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763831,27,5,1,1,36,f0zsn74nz0o01gr30weun240i,1,45.4,101,2022-12-16T12:31:54.292Z,2022-12-21T04:57:19Z,3948252915,56,Back,3948252921,233,17,3948252917,347,,,,,,,,,,,,,,,,,bhdvvtp8iu46et3iqfn6c8f3e,Hussain Qasim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763837,28,1,1,1,50,f0zsn74nz0o01gr30weun240i,1,45.5,100,2022-12-16T12:32:07.961Z,2022-12-21T04:57:23Z,3948252959,141,92.1,3948252953,107,,3948252961,212,12.6,3948252957,140,55.9,3948252963,213,5.8,3948252955,56,Left,,,,,,,bhdvvtp8iu46et3iqfn6c8f3e,Hussain Qasim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763841,29,1,1,1,50,f0zsn74nz0o01gr30weun240i,1,55.8,92.1,2022-12-16T12:32:08.802Z,2022-12-21T04:57:34Z,3948252981,141,96.9,3948252977,56,Left,3948252983,212,4.1,3948252985,213,2.2,3952768923,178,,3948252979,140,53.5,,,,,,,f0fot1juj3i62tt8i2vybnjdh,K. Musona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763853,30,1,1,1,51,f0zsn74nz0o01gr30weun240i,1,53.5,96.9,2022-12-16T12:32:09.824Z,2022-12-21T04:57:38Z,3948253049,141,89.9,3948253045,56,Back,3948253047,140,48.5,3948253051,212,7.1,3948253053,213,3.9,3952768969,178,,,,,,,,bhdvvtp8iu46et3iqfn6c8f3e,Hussain Qasim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492612585,983,67,1,1,52,f0zsn74nz0o01gr30weun240i,1,50.8,90.3,2022-12-16T12:32:10.357Z,2022-12-21T06:09:44Z,3952792555,233,1126,,,,,,,,,,,,,,,,,,,,,,f0fot1juj3i62tt8i2vybnjdh,K. Musona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492612583,1126,67,1,1,52,d47tf49ishm9qnfd8zyc8wv0j,0,49.2,9.7,2022-12-16T12:32:10.358Z,2022-12-21T05:57:44Z,3952792563,233,983,,,,,,,,,,,,,,,,,,,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763855,31,1,1,1,54,f0zsn74nz0o01gr30weun240i,0,46.9,90,2022-12-16T12:32:12.124Z,2022-12-21T04:57:41Z,3952769007,178,,3948253063,212,24.9,3948253061,141,75.6,3948253057,56,Center,3948253065,213,5.9,3948253059,140,68.7,,,,,,,f0fot1juj3i62tt8i2vybnjdh,K. Musona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763857,18,49,1,1,55,d47tf49ishm9qnfd8zyc8wv0j,1,32.6,32.7,2022-12-16T12:32:13.032Z,2022-12-21T04:57:46Z,,,,,,,,,,,,,,,,,,,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492612635,993,83,1,1,56,f0zsn74nz0o01gr30weun240i,1,67.2,68,2022-12-16T12:32:14.620Z,2022-12-21T05:58:16Z,3952792801,399,83684,,,,,,,,,,,,,,,,,,,,,,egk2nnpvvup731trr0x2kj696,G. Mbenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491763871,19,1,1,1,58,d47tf49ishm9qnfd8zyc8wv0j,0,36.1,39.1,2022-12-16T12:32:16.355Z,2022-12-21T04:57:52Z,3948253147,141,41.9,3948253151,213,0.1,3948253143,56,Center,3952769127,178,,3948253149,212,16.6,3948253145,140,51.8,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
