id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2511249037,1,34,16,0,0,6ttwlm6op92r4670oayg5md7h,1,0,0,2023-02-23T16:21:42.596Z,2023-02-23T17:26:51Z,4050845201,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4050845203,59,"1, 32, 27, 28, 12, 19, 10, 44, 17, 88, 11, 7, 8, 9, 14, 16, 18, 23, 45, 82",4050886893,197,684,4050845209,194,3nahof9wwcvyylv87fjhhpt5h,4050845211,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4050845199,30,"6veqhleq95267xca919eg02j9, 7a8ee7ohk4hnmaaw1imxeqsid, 6yaoc71surv8vh9hjfli7dwid, a04wl977uhtaea8pztvmdag2d, 829ypq99t1vn90xey32mwt7th, 3nahof9wwcvyylv87fjhhpt5h, 6ygvaf7gjckdemde0ec0tem6t, 6bl8ekn7ahyf7z4ri1cknbnfu, 1l0bb9txaodn0kqc5rca35rdh, 3kfeazpv3d1wy6e333pudwkid, 2neoemoj0t2ssvjhhii62rvje, 77d2ej6852gf2ynsb8h01thwp, 3akxznb8k4r088rrqbbj04m39, 7gvqqqfoak5692c4xnrcrqe39, 9ex7z7sbghe3zx17a4u7gsay2, 70848f3slhydvi4p0wq4enqol, 3q942kxc3baiiwdozn97dgqtx, d21tm0cmhxpy6rq71iyu5yzf9, 6f7isvwcywig1hlvfed4q0hgq, 9yceimet7wbytfai5ivr0v4k5",4050845205,130,11,4050845207,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,
2511252813,1,34,16,0,0,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2023-02-23T16:45:55.015Z,2023-02-23T17:37:59Z,4050867541,194,5il4uc7d941ndwjl0qu97y7dh,4050867533,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4050867539,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4050867531,30,"5il4uc7d941ndwjl0qu97y7dh, 56umgnm066b18r5v5m7xduead, dfp7gtib09b9l0bdqfl89m356, emkg78pm7xdjkkt2w0yd8vh79, eqdev00exzhrls89wj77cdzp, 82t3ag5zwejftjmznthvsjtn9, 29i4ruk1vkwrl1w9vg9ggqpqt, cfjp3mf7meekpcsx7hjrql79, 1cpbxhov5ypi6ez7k09oxo5w5, 6lpj04km1rma60n8l66q0hd5h, du6wgayjqw7jqjh770c43vvmd, 6hjb8mpl2trtom06smg2s0jdg, bg3kdsod1j0u3yk1jw5ndu9sk, 79n11s84csv7ur8atv9qbi3o4, e6prms9eb7zao76xzfbmdbbx0, d3sjamk5urj3zpdece4bopadx, 3is4y6lh7y7chpmqtnx02ngno, 7us8hoqv66v0fqos94zxijk2y, 1ow25k1m9n3pf4r5s0erkqw2d, 5nknza12d4vlska3oip4gmlg4",4050867543,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4050888707,197,620,4050867537,130,8,4050867535,59,"34, 33, 95, 3, 5, 20, 17, 19, 90, 10, 11, 7, 12, 14, 16, 21, 38, 70, 80, 15",,,,,,,,,,,,,,,,,,,,,,,,,,,
2511256043,2,32,1,0,0,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2023-02-23T17:31:14.507Z,2023-03-15T10:07:51Z,4050888947,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511256047,2,32,1,0,0,6ttwlm6op92r4670oayg5md7h,1,0,0,2023-02-23T17:31:14.507Z,2023-02-23T17:31:17Z,4050888977,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511256055,3,1,1,0,0,6ttwlm6op92r4670oayg5md7h,1,49.6,50.4,2023-02-23T17:31:14.524Z,2023-03-15T18:20:15Z,4050888995,141,61.0,4050888997,212,23.2,4050889001,279,S,4099578411,178,,4050888991,56,Back,4050888999,213,2.8,4050888993,140,28.6,,,,3kfeazpv3d1wy6e333pudwkid,D. Đoković,,,,,,,,,,,,,,,,,,,,,,,,,
2511256059,4,1,1,0,2,6ttwlm6op92r4670oayg5md7h,1,28.6,61,2023-02-23T17:31:16.867Z,2023-03-15T18:20:19Z,4050889025,140,20.5,4050889035,212,12.0,4099578429,178,,4050889021,56,Back,4050889039,213,3.9,4050889031,141,48.6,,,,,,,a04wl977uhtaea8pztvmdag2d,Pablo Santos,,,,,,,,,,,,,,,,,,,,,,,,,
2511256063,5,43,1,0,6,6ttwlm6op92r4670oayg5md7h,1,0,0,2023-02-23T17:31:20.845Z,2023-02-23T17:31:45Z,4050889057,213,4.8,4050889055,212,15.2,4050889405,144,1,4050889053,141,26.3,4050889049,56,Back,4050889051,140,21.9,,,,,,,829ypq99t1vn90xey32mwt7th,Mohammed Salem,,,,,,,,,,,,,,,,,,,,,,,,,
2511256069,6,1,1,0,6,6ttwlm6op92r4670oayg5md7h,0,22.6,25.3,2023-02-23T17:31:20.903Z,2023-03-15T18:20:22Z,4099578481,178,,4050889097,212,49.4,4050889095,141,14.5,4050889099,213,6.1,4050889093,140,69.1,4050889101,1,,4050889091,56,Right,4050889089,155,,3nahof9wwcvyylv87fjhhpt5h,Abdullah Al Fahad,,,,,,,,,,,,,,,,,,,,,,,,,
2511256079,3,44,1,0,9,2kzl64gp8x37bon8tyxojqrr1,1,32.8,82.4,2023-02-23T17:31:23.776Z,2023-03-15T22:28:23Z,4050889147,285,,4050889145,56,Back,4050889161,233,7,,,,,,,,,,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,
2511256073,7,44,1,0,9,6ttwlm6op92r4670oayg5md7h,0,67.2,17.6,2023-02-23T17:31:23.777Z,2023-03-15T18:20:29Z,4050889115,56,Right,4050889117,286,,4050889165,233,3,,,,,,,,,,,,,,,,1l0bb9txaodn0kqc5rca35rdh,Júlio Tavares,,,,,,,,,,,,,,,,,,,,,,,,,
