id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,assist,qualifier/17/value
2543107045,5,1,1,0,10,4djrvao40r1vgr4psfl5dzc80,1,23.3,60,2023-05-03T18:31:06.960Z,2023-05-03T18:31:09Z,4247683503,140,10.2,4247683501,56,Back,4247683505,141,44.8,4247683509,213,3.8,4247683507,212,17.2,,,,,,,,,,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107073,6,1,1,0,12,4djrvao40r1vgr4psfl5dzc80,0,9.2,43,2023-05-03T18:31:09.025Z,2023-05-03T18:31:11Z,4247683673,141,25.7,4247683671,140,35.8,4247683675,212,30.3,4247683669,56,Back,4247683679,1,,4247683677,213,5.9,4247683667,157,,,,,exmyiidka52uylmreef9fpn85,M. Zeghba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107121,7,1,1,0,16,2xl3g56k2mbuwdbre46s29vt4,1,59,83.8,2023-05-03T18:31:12.513Z,2023-05-03T18:51:34Z,4247683951,141,88.8,4247683953,212,19.4,4247683955,213,0.2,4247683947,56,Left,4247683949,140,77.2,4247683945,3,,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107127,8,49,1,0,18,2xl3g56k2mbuwdbre46s29vt4,1,77.2,89.8,2023-05-03T18:31:14.594Z,2023-05-03T18:31:14Z,,,,,,,,,,,,,,,,,,,,,,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107147,9,61,1,0,19,2xl3g56k2mbuwdbre46s29vt4,0,77.2,90,2023-05-03T18:31:16.274Z,2023-05-03T18:31:16Z,4247684063,56,Left,,,,,,,,,,,,,,,,,,,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107171,7,1,1,0,20,4djrvao40r1vgr4psfl5dzc80,0,24.8,8.8,2023-05-03T18:31:16.849Z,2023-05-03T19:25:23Z,4247684199,1,,4247684195,212,12.4,4247684197,213,5.7,4247684187,157,,4247684193,141,0.0,4247684191,140,34.5,4247684189,56,Back,,,,cp8kbj12wth398bnglywepk9,Ibrahim Al Nakhli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107177,8,5,1,0,20,4djrvao40r1vgr4psfl5dzc80,0,31.4,-1.8,2023-05-03T18:31:16.964Z,2023-05-03T20:34:28Z,4247684225,347,,4247784675,233,10,4247684223,56,Back,,,,,,,,,,,,,,,,cp8kbj12wth398bnglywepk9,Ibrahim Al Nakhli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107165,10,5,1,0,20,2xl3g56k2mbuwdbre46s29vt4,1,68.6,101.8,2023-05-03T18:31:16.964Z,2023-05-03T18:51:37Z,4247684161,347,,4247684159,56,Left,4247784635,233,8,,,,,,,,,,,,,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107279,11,1,1,0,28,2xl3g56k2mbuwdbre46s29vt4,0,66.9,100,2023-05-03T18:31:25.283Z,2023-05-03T18:53:28Z,4247684837,212,12.0,4247684835,141,89.0,4247784921,107,,4247684839,213,5.5,4247684833,140,74.6,4247684831,56,Left,,,,,,,3a591b3l0o7ucdb8w72vjz4kp,Abdulelah Al Bukhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107297,9,43,1,0,32,4djrvao40r1vgr4psfl5dzc80,1,0,0,2023-05-03T18:31:28.545Z,2023-05-08T13:53:04Z,4247684909,56,Back,4262209151,144,8,,,,,,,,,,,,,,,,,,,6yga33ui0heg0zkpe4r3kznmy,Abdulelah Al Shammry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107303,10,49,1,0,32,4djrvao40r1vgr4psfl5dzc80,1,31.1,21.7,2023-05-03T18:31:28.977Z,2023-05-03T19:26:02Z,,,,,,,,,,,,,,,,,,,,,,,,,6yga33ui0heg0zkpe4r3kznmy,Abdulelah Al Shammry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107315,11,1,1,0,32,4djrvao40r1vgr4psfl5dzc80,0,31.1,21.7,2023-05-03T18:31:29.138Z,2023-05-03T19:26:05Z,4247685027,141,17.5,4247685029,212,15.4,4247685023,56,Back,4247685031,213,6.1,4247685025,140,45.5,,,,,,,,,,6yga33ui0heg0zkpe4r3kznmy,Abdulelah Al Shammry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107343,12,1,1,0,34,2xl3g56k2mbuwdbre46s29vt4,1,52.8,83.1,2023-05-03T18:31:31.154Z,2023-05-08T13:53:27Z,4262209577,212,6.6,4262209579,213,0.5,4262209573,140,58.3,4262209575,141,87.8,4247685159,56,Left,,,,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107365,13,49,1,0,37,2xl3g56k2mbuwdbre46s29vt4,1,62.9,94.1,2023-05-03T18:31:33.634Z,2023-05-03T18:31:33Z,,,,,,,,,,,,,,,,,,,,,,,,,3a591b3l0o7ucdb8w72vjz4kp,Abdulelah Al Bukhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107423,14,1,1,0,37,2xl3g56k2mbuwdbre46s29vt4,1,62.9,94.1,2023-05-03T18:31:34.114Z,2023-05-03T18:31:38Z,4247685609,212,7.7,4247685605,140,59.2,4247685607,141,84.3,4247685603,56,Left,4247685611,213,4.2,,,,,,,,,,3a591b3l0o7ucdb8w72vjz4kp,Abdulelah Al Bukhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107435,15,1,1,0,42,2xl3g56k2mbuwdbre46s29vt4,1,56.6,95.3,2023-05-03T18:31:38.754Z,2023-05-03T18:31:40Z,4247685667,213,3.5,4247685659,56,Back,4247685665,212,25.9,4247685663,141,82.8,4247685661,140,33.3,,,,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107457,16,1,1,0,43,2xl3g56k2mbuwdbre46s29vt4,1,33.3,82.8,2023-05-03T18:31:40.146Z,2023-05-03T18:31:42Z,4247685815,140,31.7,4247685819,212,26.4,4247685817,141,44.1,4247685813,56,Back,4247685821,213,4.6,,,,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107479,17,1,1,0,45,2xl3g56k2mbuwdbre46s29vt4,1,31.7,44.1,2023-05-03T18:31:41.969Z,2023-05-03T18:31:44Z,4247685887,56,Back,4247685891,141,63.9,4247685893,212,23.5,4247685895,213,2.5,4247685889,140,13.3,,,,,,,,,,2gwlr4pwk004ck0jrgn7z6ytx,Abdullah Al Hafith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107551,18,1,1,0,47,2xl3g56k2mbuwdbre46s29vt4,1,13.3,63.9,2023-05-03T18:31:44.226Z,2023-05-03T18:53:42Z,4247686297,212,55.2,4247686301,1,,4247686299,213,0.2,4247686295,141,79.1,4247686289,157,,4247686293,140,64.9,4247686291,56,Left,,,,8qps88s8g1c8xw5uiz5gyh4ut,M. Mohamedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107539,12,4,1,0,53,4djrvao40r1vgr4psfl5dzc80,1,36,26.2,2023-05-03T18:31:49.762Z,2023-05-08T13:54:06Z,4247686225,13,,4247686231,56,Back,4247686235,152,,4247686331,233,19,4247686239,286,,4262210583,294,,,,,,,,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107555,19,4,1,0,53,2xl3g56k2mbuwdbre46s29vt4,0,64,73.8,2023-05-03T18:31:49.763Z,2023-05-08T13:54:04Z,4247686325,285,,4262210553,294,,4247686323,152,,4247686345,233,12,4247686321,56,Center,4247686317,13,,,,,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107837,13,1,1,1,9,4djrvao40r1vgr4psfl5dzc80,1,29.9,18.4,2023-05-03T18:32:05.491Z,2023-05-03T19:26:46Z,4247687981,152,,4247687983,56,Back,4247687985,140,40.9,4247687989,212,11.8,4247687987,141,21.7,4247954235,189,,4247687991,213,0.2,4247687979,5,,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543157315,393,1,1,1,12,4djrvao40r1vgr4psfl5dzc80,1,41.7,27,2023-05-03T18:32:08.348Z,2023-05-03T19:27:00Z,4247956335,213,2.5,4247956321,56,Back,4247956323,140,26.4,4247956327,141,44.1,4247956331,212,19.8,,,,,,,,,,evyk938tt0eebkhxrwejaonv9,D. Antolić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107877,17,1,1,1,20,4djrvao40r1vgr4psfl5dzc80,1,33.6,66.5,2023-05-03T18:32:16.515Z,2023-05-03T19:27:08Z,4247688177,141,86.3,4247688179,212,13.5,4247688175,140,33.2,4247688183,213,1.6,4247688173,56,Back,,,,,,,,,,cgwl99clcp8j1z4tq5n0bh9ed,A. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107895,18,1,1,1,21,4djrvao40r1vgr4psfl5dzc80,1,33.1,89,2023-05-03T18:32:18.259Z,2023-05-03T19:27:24Z,4247688249,56,Back,4247688257,213,5.8,4247688255,212,5.2,4247688251,140,37.4,4247688253,141,85.1,,,,,,,,,,cp8kbj12wth398bnglywepk9,Ibrahim Al Nakhli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107979,19,1,1,1,23,4djrvao40r1vgr4psfl5dzc80,1,37.7,86,2023-05-03T18:32:19.571Z,2023-05-03T19:27:25Z,4247688637,213,1.1,4247688635,212,6.3,4247688633,141,94.2,4247688631,140,40.5,4247688629,56,Back,,,,,,,,,,evyk938tt0eebkhxrwejaonv9,D. Antolić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107983,20,1,1,1,26,4djrvao40r1vgr4psfl5dzc80,0,39.3,95.3,2023-05-03T18:32:22.754Z,2023-05-03T18:32:26Z,4247688669,141,94.4,4247688665,56,Back,4247688679,236,,4247688685,286,,4247688667,140,41.7,4247688663,155,,4247688671,212,2.6,4247688673,213,6.0,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,4247688681,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107927,20,74,1,1,26,2xl3g56k2mbuwdbre46s29vt4,1,58.9,2,2023-05-03T18:32:22.755Z,2023-05-03T19:10:14Z,4247688415,285,,4247688413,56,Right,4247688721,233,20,,,,,,,,,,,,,,,,b21fztzyrqua7i6lkfk7wh979,K. Yoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543108027,21,5,1,1,27,4djrvao40r1vgr4psfl5dzc80,1,38.3,101.4,2023-05-03T18:32:23.491Z,2023-05-03T20:34:29Z,4247688965,233,21,4247688947,347,,4247688945,56,Back,,,,,,,,,,,,,,,,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543107941,21,5,1,1,27,2xl3g56k2mbuwdbre46s29vt4,0,61.7,-1.4,2023-05-03T18:32:23.491Z,2023-05-03T18:32:30Z,4247688985,233,21,4247688473,347,,4247688471,56,Right,,,,,,,,,,,,,,,,b21fztzyrqua7i6lkfk7wh979,K. Yoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543108095,22,1,1,1,33,4djrvao40r1vgr4psfl5dzc80,1,37,100,2023-05-03T18:32:30.307Z,2023-05-03T18:32:34Z,4247689263,140,59.5,4247689261,56,Left,4247689271,1,,4247689259,107,,4247689269,213,6.2,4247689265,141,96.2,4247689267,212,23.8,,,,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543108169,23,61,1,1,37,4djrvao40r1vgr4psfl5dzc80,0,62.8,96.3,2023-05-03T18:32:33.906Z,2023-05-03T18:32:43Z,4247689621,56,Left,,,,,,,,,,,,,,,,,,,,,,9d3t6xtk6bceipt63k6c5rnit,Nono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543108185,22,5,1,1,39,2xl3g56k2mbuwdbre46s29vt4,1,37.8,-1.4,2023-05-03T18:32:35.794Z,2023-05-03T19:24:09Z,4247943373,233,24,4247689685,347,,4247689683,56,Back,,,,,,,,,,,,,,,,bl117o6ogkgnnbv2gl0ozpn85,Waleed Bakshwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543108225,24,5,1,1,39,4djrvao40r1vgr4psfl5dzc80,0,62.2,101.4,2023-05-03T18:32:35.794Z,2023-05-03T20:34:29Z,4247689885,56,Left,4247689887,347,,4247943419,233,22,,,,,,,,,,,,,,,,5x2mcnjeclk64b5l9o2h4d5g5,Mansour Hamzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543108257,23,1,1,1,45,2xl3g56k2mbuwdbre46s29vt4,1,39.4,0,2023-05-03T18:32:41.874Z,2023-05-03T18:32:45Z,4247690057,140,41.8,4247690059,141,19.7,4247690055,56,Back,4247690063,213,1.4,4247690061,212,14.5,4247690053,107,,,,,,,,dr08g6m75jde8h9p96jfwojit,Amiri Kurdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543108297,24,1,1,1,48,2xl3g56k2mbuwdbre46s29vt4,1,43.8,23.6,2023-05-03T18:32:45.122Z,2023-05-03T19:24:20Z,4247690275,140,63.3,4247690279,212,21.3,4247690277,141,32.4,4247690273,56,Center,4247690281,213,0.3,,,,,,,,,,bl117o6ogkgnnbv2gl0ozpn85,Waleed Bakshwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543108349,25,1,1,1,51,2xl3g56k2mbuwdbre46s29vt4,1,62.4,28.1,2023-05-03T18:32:47.730Z,2023-05-08T13:56:15Z,4247690557,140,75.9,4247690555,56,Center,4247690559,141,21.9,4262215051,168,,4247690561,212,14.8,4247690563,213,6.0,,,,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543108361,26,1,1,1,53,2xl3g56k2mbuwdbre46s29vt4,0,77.9,18.6,2023-05-03T18:32:49.458Z,2023-05-08T13:56:26Z,4247690621,2,,4262215351,20,,4247690629,141,53.8,4247690625,56,Center,4247690633,213,1.1,4247690631,212,26.4,4262215349,224,,4247690627,140,88.5,6wto8d6jcd41bo451wwbjng89,Alaa Hejji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543108417,25,12,1,1,54,4djrvao40r1vgr4psfl5dzc80,1,12.5,50.7,2023-05-03T18:32:51.012Z,2023-05-03T18:32:57Z,4247690913,56,Back,4247690929,213,4.6,4247690923,141,29.5,4247690917,140,11.6,4247690927,212,14.4,,,,,,,,,,bx6o57idb4mbv2xo70l9gkfs9,Abdullah Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543108423,26,49,1,2,1,4djrvao40r1vgr4psfl5dzc80,1,10.3,12.1,2023-05-03T18:32:57.620Z,2023-05-03T18:32:57Z,,,,,,,,,,,,,,,,,,,,,,,,,6yga33ui0heg0zkpe4r3kznmy,Abdulelah Al Shammry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543108439,27,61,1,2,2,4djrvao40r1vgr4psfl5dzc80,0,9.1,11.6,2023-05-03T18:32:59.316Z,2023-05-03T19:25:07Z,4247691023,56,Back,,,,,,,,,,,,,,,,,,,,,,6yga33ui0heg0zkpe4r3kznmy,Abdulelah Al Shammry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543156223,392,43,1,2,3,4djrvao40r1vgr4psfl5dzc80,1,0,0,2023-05-03T18:32:59.348Z,2023-05-08T13:56:46Z,4262216047,144,45,4247950511,56,Back,4247950513,285,0,,,,,,,,,,,,,,,,6yga33ui0heg0zkpe4r3kznmy,Abdulelah Al Shammry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543156113,403,43,1,2,3,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2023-05-03T18:32:59.348Z,2023-05-08T13:56:45Z,4262215997,144,3,4247950023,286,0,4247950523,233,392,4247950021,56,Left,,,,,,,,,,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543108457,27,43,1,2,3,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2023-05-03T18:32:59.730Z,2023-05-03T19:25:08Z,4247691137,286,0,4247691135,56,Left,4247947771,144,7,,,,,,,,,,,,,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543108463,28,49,1,2,4,2xl3g56k2mbuwdbre46s29vt4,1,96.1,88.5,2023-05-03T18:33:00.659Z,2023-05-03T18:33:00Z,,,,,,,,,,,,,,,,,,,,,,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543108509,29,1,1,2,4,2xl3g56k2mbuwdbre46s29vt4,1,95.8,87.6,2023-05-03T18:33:01.202Z,2023-05-03T18:33:03Z,4247691343,56,Left,4247691351,213,3.3,4247691349,212,16.7,4247691345,140,80.0,4247691347,141,84.6,,,,,,,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543108525,30,1,1,2,7,2xl3g56k2mbuwdbre46s29vt4,0,79.6,83.4,2023-05-03T18:33:03.523Z,2023-05-08T13:57:37Z,4247691451,140,93.0,4247691453,141,46.2,4262217771,223,,4262217773,20,,4247691449,56,Center,4247691445,2,,4247691457,213,5.2,4247691455,212,28.9,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,4247691447,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543108627,28,12,1,2,12,4djrvao40r1vgr4psfl5dzc80,1,9.7,57.9,2023-05-03T18:33:08.852Z,2023-05-08T13:58:05Z,4247692007,140,32.1,4247692013,213,6.3,4247692011,212,23.5,4247692005,56,Back,4247692009,141,57.8,,,,,,,,,,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543108633,29,49,1,2,13,4djrvao40r1vgr4psfl5dzc80,1,32.1,57.8,2023-05-03T18:33:09.740Z,2023-05-03T19:26:04Z,,,,,,,,,,,,,,,,,,,,,,,,,9d3t6xtk6bceipt63k6c5rnit,Nono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
