id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value
2546377287,553,1,2,55,16,o1iwuxbv233ayidxpibbxy59,1,65.1,93.8,2023-05-09T17:19:23.666Z,2023-05-09T17:19:25Z,4265114145,213,6.1,4265114143,212,13.4,4265114139,140,77.5,4265114141,141,89.3,4265114137,56,Left,,,,,,,,,,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377293,554,1,2,55,18,o1iwuxbv233ayidxpibbxy59,1,79.4,87.7,2023-05-09T17:19:25.378Z,2023-05-09T17:19:27Z,4265114179,56,Center,4265114185,212,14.1,4265114183,141,71.2,4265114181,140,87.6,4265114187,213,5.4,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377295,555,1,2,55,20,o1iwuxbv233ayidxpibbxy59,0,92.7,73.1,2023-05-09T17:19:27.507Z,2023-05-09T17:19:30Z,4265114273,233,479,4265114201,213,4.5,4265114271,236,,4265114193,56,Center,4265114195,140,92.5,4265114277,286,,4265114199,212,1.2,4265114197,141,71.4,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377301,479,74,2,55,20,6ttwlm6op92r4670oayg5md7h,1,6.2,25.2,2023-05-09T17:19:27.508Z,2023-05-09T17:22:04Z,4265114255,285,,4265114253,56,Back,4265114283,233,555,,,,,,,,,,,,,,,,3nahof9wwcvyylv87fjhhpt5h,Abdullah Al Fahad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377417,557,61,2,55,21,o1iwuxbv233ayidxpibbxy59,1,93.3,76.4,2023-05-09T17:19:28.684Z,2023-05-09T17:20:02Z,4265115013,56,Center,,,,,,,,,,,,,,,,,,,,,,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377311,480,5,2,55,22,6ttwlm6op92r4670oayg5md7h,1,-1.1,23.1,2023-05-09T17:19:28.995Z,2023-05-09T17:22:09Z,4265114989,233,556,4265114333,56,Back,4265115101,346,,,,,,,,,,,,,,,,,3nahof9wwcvyylv87fjhhpt5h,Abdullah Al Fahad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377305,556,5,2,55,22,o1iwuxbv233ayidxpibbxy59,0,101.1,76.9,2023-05-09T17:19:28.995Z,2023-05-09T17:20:05Z,4265115099,346,,4265114261,56,Center,4265115007,233,480,,,,,,,,,,,,,,,,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377463,481,1,2,56,3,6ttwlm6op92r4670oayg5md7h,0,5.2,40.4,2023-05-09T17:20:10.339Z,2023-05-09T17:20:20Z,4265115291,141,28.9,4265115295,213,6.2,4265115285,124,,4265115293,212,65.8,4265115297,1,,4265115299,74,,4265115289,140,67.4,4265115287,56,Center,6veqhleq95267xca919eg02j9,S. Lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377473,558,61,2,56,6,o1iwuxbv233ayidxpibbxy59,1,30,65,2023-05-09T17:20:13.669Z,2023-05-09T17:20:14Z,4265115365,189,,4265115343,56,Back,,,,,,,,,,,,,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377485,559,49,2,56,8,o1iwuxbv233ayidxpibbxy59,1,30.2,40.6,2023-05-09T17:20:15.302Z,2023-05-09T17:20:15Z,,,,,,,,,,,,,,,,,,,,,,,,,8j0yhxinglb5o5dpe2qd232dx,Naldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377509,560,1,2,56,8,o1iwuxbv233ayidxpibbxy59,1,30.4,39.9,2023-05-09T17:20:15.620Z,2023-05-09T17:20:18Z,4265115511,213,5.0,4265115505,140,36.2,4265115503,56,Back,4265115509,212,24.3,4265115507,141,5.3,,,,,,,,,,8j0yhxinglb5o5dpe2qd232dx,Naldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377533,561,1,2,56,11,o1iwuxbv233ayidxpibbxy59,0,39,5.3,2023-05-09T17:20:17.878Z,2023-05-09T17:20:22Z,4265115647,140,93.3,4265115649,141,32.8,4265115643,155,,4265115645,56,Center,4265115655,1,,4265115653,213,0.3,4265115651,212,60.0,,,,7msfk3faesnc4ls6893wdhi0a,Mohammed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377537,482,52,2,56,16,6ttwlm6op92r4670oayg5md7h,1,1.8,71.8,2023-05-09T17:20:23.283Z,2023-05-09T17:20:23Z,,,,,,,,,,,,,,,,,,,,,,,,,6veqhleq95267xca919eg02j9,S. Lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377583,483,1,2,56,17,6ttwlm6op92r4670oayg5md7h,1,4.6,74.7,2023-05-09T17:20:24.244Z,2023-05-09T17:20:32Z,4265115927,56,Back,4265115929,140,25.4,4265115925,123,,4265115931,141,96.9,4265115935,213,0.6,4265115933,212,26.5,,,,,,,6veqhleq95267xca919eg02j9,S. Lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377603,484,1,2,56,25,6ttwlm6op92r4670oayg5md7h,0,34.8,92.7,2023-05-09T17:20:31.844Z,2023-05-09T17:20:34Z,4265116059,1,,4265116057,213,0.0,4265116051,140,67.5,4265116055,212,34.4,4265116053,141,94.8,4265116049,56,Left,4265116047,155,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377633,563,1,2,56,28,o1iwuxbv233ayidxpibbxy59,1,33.8,10.6,2023-05-09T17:20:35.269Z,2023-05-09T17:21:02Z,4265116205,212,24.1,4265116203,141,7.7,4265116201,140,56.7,4265116199,56,Right,4265116197,3,,4265116207,213,6.2,,,,,,,7msfk3faesnc4ls6893wdhi0a,Mohammed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377637,564,49,2,56,33,o1iwuxbv233ayidxpibbxy59,1,56.6,9.7,2023-05-09T17:20:40.373Z,2023-05-09T17:21:03Z,,,,,,,,,,,,,,,,,,,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377655,565,1,2,56,34,o1iwuxbv233ayidxpibbxy59,1,53.1,15.4,2023-05-09T17:20:41.686Z,2023-05-09T17:20:48Z,4265116305,155,,4265116319,1,,4265116309,140,43.0,4265116307,56,Back,4265116311,141,69.0,4265116313,212,38.0,4265116315,213,1.9,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377667,566,1,2,56,41,o1iwuxbv233ayidxpibbxy59,1,62.6,81.1,2023-05-09T17:20:48.327Z,2023-05-09T17:20:50Z,4265116375,155,,4265116387,1,,4265116377,56,Center,4265116379,140,85.3,4265116381,141,43.2,4265116383,212,35.1,4265116385,213,5.5,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377669,567,44,2,56,43,o1iwuxbv233ayidxpibbxy59,1,85,40.6,2023-05-09T17:20:50.307Z,2023-05-09T17:20:51Z,4265116399,233,485,4265116391,56,Center,4265116393,286,,,,,,,,,,,,,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377665,485,44,2,56,43,6ttwlm6op92r4670oayg5md7h,0,15,59.4,2023-05-09T17:20:50.308Z,2023-05-09T17:20:51Z,4265116363,56,Back,4265116365,285,,4265116415,233,567,,,,,,,,,,,,,,,,829ypq99t1vn90xey32mwt7th,Mohammed Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377675,568,1,2,56,44,o1iwuxbv233ayidxpibbxy59,0,85.3,43.2,2023-05-09T17:20:50.902Z,2023-05-09T17:20:53Z,4265116427,213,1.0,4265116417,3,,4265116419,56,Center,4265116421,140,90.4,4265116425,212,10.7,4265116423,141,56.8,,,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377679,486,12,2,56,44,6ttwlm6op92r4670oayg5md7h,1,12.4,43.7,2023-05-09T17:20:51.700Z,2023-05-09T17:20:54Z,4265116465,167,,4265116449,56,Back,4265116451,140,7.7,4265116457,213,4.6,4265116455,212,30.8,4265116453,141,0.0,,,,,,,3nahof9wwcvyylv87fjhhpt5h,Abdullah Al Fahad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377681,487,5,2,56,46,6ttwlm6op92r4670oayg5md7h,0,7.8,-1.5,2023-05-09T17:20:53.531Z,2023-05-09T17:21:02Z,4265116461,347,,4265116619,233,569,4265116459,56,Back,,,,,,,,,,,,,,,,3nahof9wwcvyylv87fjhhpt5h,Abdullah Al Fahad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377709,569,5,2,56,46,o1iwuxbv233ayidxpibbxy59,1,92.2,101.5,2023-05-09T17:20:53.531Z,2023-05-09T17:22:09Z,4265116611,233,487,4265116605,56,Left,4265116607,347,,,,,,,,,,,,,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377731,570,1,2,56,58,o1iwuxbv233ayidxpibbxy59,1,90.4,100,2023-05-09T17:21:05.238Z,2023-05-09T17:21:06Z,4265116751,212,20.5,4265116753,213,3.7,4265116745,56,Left,4265116743,107,,4265116749,141,86.5,4265116747,140,73.6,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377735,571,1,2,56,59,o1iwuxbv233ayidxpibbxy59,1,73.6,86.5,2023-05-09T17:21:06.662Z,2023-05-09T17:21:07Z,4265116775,141,79.9,4265116773,140,77.4,4265116777,212,6.0,4265116779,213,5.4,4265116771,56,Left,,,,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377745,572,1,2,57,0,o1iwuxbv233ayidxpibbxy59,1,77.1,80.4,2023-05-09T17:21:07.430Z,2023-05-09T17:21:09Z,4265116827,213,1.6,4265116819,56,Left,4265116825,212,8.4,4265116823,141,92.8,4265116821,140,77.1,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377761,573,1,2,57,3,o1iwuxbv233ayidxpibbxy59,1,73.7,87,2023-05-09T17:21:09.862Z,2023-05-09T17:21:29Z,4265116937,213,4.0,4265116929,56,Center,4265116935,212,17.4,4265116933,141,66.9,4265116931,140,63.5,4265117077,210,15,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2546377763,574,15,2,57,8,o1iwuxbv233ayidxpibbxy59,1,69.7,51.4,2023-05-09T17:21:15.062Z,2023-05-09T17:21:29Z,4265116979,20,,4265116947,56,Center,4265117085,55,573,4265117095,146,98.0,4265117089,102,48.6,4265117097,147,50.5,4265116945,18,,4265117081,78,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,4265117091,103,4265117093,215,,7.0,,4265117083,29,4265117421,233,4265116943,22,,,,,,,,,,,,,488,,,,,,
2546377769,488,10,2,57,8,6ttwlm6op92r4670oayg5md7h,1,2.9,51,2023-05-09T17:21:15.162Z,2023-05-09T17:21:30Z,4265117425,233,574,4265116971,178,,4265116973,182,,4265117367,177,,4265116977,56,Back,,,,,,,,,,6veqhleq95267xca919eg02j9,S. Lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377773,489,52,2,57,10,6ttwlm6op92r4670oayg5md7h,1,2.9,51,2023-05-09T17:21:17.157Z,2023-05-09T17:21:17Z,,,,,,,,,,,,,,,,,,,,,,,,,6veqhleq95267xca919eg02j9,S. Lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377801,490,1,2,57,13,6ttwlm6op92r4670oayg5md7h,1,15.3,42.2,2023-05-09T17:21:20.101Z,2023-05-09T17:21:25Z,4265117175,56,Center,4265117173,199,,4265117177,140,67.3,4265117179,141,41.5,4265117185,1,,4265117183,213,6.3,4265117181,212,54.6,,,,6veqhleq95267xca919eg02j9,S. Lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377805,491,4,2,57,18,6ttwlm6op92r4670oayg5md7h,1,67.8,45.4,2023-05-09T17:21:24.805Z,2023-05-09T17:21:26Z,4265117195,13,,4265117203,286,,4265117201,265,,4265117273,233,575,4265117197,56,Center,4265117199,152,,,,,,,,1l0bb9txaodn0kqc5rca35rdh,Júlio Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546377809,575,4,2,57,18,o1iwuxbv233ayidxpibbxy59,0,32.2,54.6,2023-05-09T17:21:24.806Z,2023-05-09T17:21:26Z,4265117223,265,,4265117225,285,,4265117221,152,,4265117295,233,491,4265117219,56,Back,4265117217,13,,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378059,492,1,2,58,9,6ttwlm6op92r4670oayg5md7h,1,68,33,2023-05-09T17:22:16.504Z,2023-05-09T17:22:18Z,4265118605,56,Right,4265118603,152,,4265118609,141,13.5,4265118607,140,70.3,4265118601,5,,4265118611,212,13.5,4265118613,213,4.9,,,,6bl8ekn7ahyf7z4ri1cknbnfu,Sultan Al Farhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378071,493,1,2,58,11,6ttwlm6op92r4670oayg5md7h,1,70.3,13.5,2023-05-09T17:22:18.391Z,2023-05-09T17:22:20Z,4265118677,56,Right,4265118679,140,89.3,4265118685,213,6.0,4265118683,212,20.5,4265118681,141,6.4,,,,,,,,,,7a8ee7ohk4hnmaaw1imxeqsid,Mohammed Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378085,494,1,2,58,13,6ttwlm6op92r4670oayg5md7h,1,92.6,9.5,2023-05-09T17:22:20.072Z,2023-05-09T17:23:49Z,4265118747,213,1.7,4265118735,2,,4265118741,140,88.1,4265118737,155,,4265118739,56,Center,4265118745,212,30.0,4265118743,141,53.0,4265121743,210,15,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,4265121745,154,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2546378093,495,44,2,58,14,6ttwlm6op92r4670oayg5md7h,1,88.5,50.9,2023-05-09T17:22:21.200Z,2023-05-09T18:09:30Z,4265118807,233,576,4265118773,56,Center,4265118775,286,,,,,,,,,,,,,,,,,1l0bb9txaodn0kqc5rca35rdh,Júlio Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378089,576,44,2,58,14,o1iwuxbv233ayidxpibbxy59,0,11.5,49.1,2023-05-09T17:22:21.201Z,2023-05-09T17:22:50Z,4265118861,233,495,4265118771,285,,4265118769,56,Back,,,,,,,,,,,,,,,,8j0yhxinglb5o5dpe2qd232dx,Naldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378097,496,15,2,58,16,6ttwlm6op92r4670oayg5md7h,1,88.1,53,2023-05-09T17:22:23.134Z,2023-05-09T17:23:50Z,4265121773,146,89.7,4265121545,15,,4265121763,154,,4265118791,22,,4265121549,328,,4265121759,76,,4265121777,230,98.9,4265118795,56,Center,1l0bb9txaodn0kqc5rca35rdh,Júlio Tavares,4265121551,82,4265121771,103,19,,,4265121761,29,4265121585,233,4265118793,17,,4265121775,147,52.9,4265121765,55,494,4265121779,231,50.7,4265121769,102,577,,52.2,,,,
2546378105,577,10,2,58,16,o1iwuxbv233ayidxpibbxy59,1,11.1,51.2,2023-05-09T17:22:23.234Z,2023-05-09T17:24:19Z,4265118835,56,Back,4265118833,94,,4265121615,233,496,,,,,,,,,,,,,,,,8j0yhxinglb5o5dpe2qd232dx,Naldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378125,578,61,2,58,17,o1iwuxbv233ayidxpibbxy59,0,9.6,41.8,2023-05-09T17:22:24.273Z,2023-05-09T17:22:45Z,4265118949,56,Back,,,,,,,,,,,,,,,,,,,,,,7msfk3faesnc4ls6893wdhi0a,Mohammed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378123,497,44,2,58,18,6ttwlm6op92r4670oayg5md7h,1,87,55.4,2023-05-09T17:22:25.136Z,2023-05-09T18:09:30Z,4265118947,286,,4265118945,56,Center,4265119077,233,579,,,,,,,,,,,,,,,,1l0bb9txaodn0kqc5rca35rdh,Júlio Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378143,579,44,2,58,18,o1iwuxbv233ayidxpibbxy59,0,13,44.6,2023-05-09T17:22:25.137Z,2023-05-09T17:22:43Z,4265119101,233,497,4265119055,56,Back,4265119057,285,,,,,,,,,,,,,,,,,7msfk3faesnc4ls6893wdhi0a,Mohammed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378131,498,1,2,58,19,6ttwlm6op92r4670oayg5md7h,0,86.8,54.5,2023-05-09T17:22:26.472Z,2023-05-09T17:34:37Z,4265118985,213,5.8,4265118983,212,1.7,4265118981,141,53.4,4265118977,56,Center,4265118979,140,88.3,4265118975,3,,,,,,,,1l0bb9txaodn0kqc5rca35rdh,Júlio Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378223,581,61,2,58,21,o1iwuxbv233ayidxpibbxy59,1,12.4,49,2023-05-09T17:22:28.512Z,2023-05-09T17:22:42Z,4265119479,56,Back,,,,,,,,,,,,,,,,,,,,,,7msfk3faesnc4ls6893wdhi0a,Mohammed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378173,499,13,2,58,22,6ttwlm6op92r4670oayg5md7h,1,90.1,52.6,2023-05-09T17:22:29.392Z,2023-05-09T17:34:37Z,4265138477,458,,4265119801,108,,4265119507,72,,4265119803,328,,4265119807,231,50,4265119797,102,56.0,4265119799,103,84.7,4265119227,17,,3kfeazpv3d1wy6e333pudwkid,D. Đoković,4265119229,56,4265119805,230,98.2,Center,,4265119225,22,4265119779,77,,,,,,,,,,,,,,,,,,,,,
2546378177,500,5,2,58,22,6ttwlm6op92r4670oayg5md7h,0,100.8,50.6,2023-05-09T17:22:29.721Z,2023-05-09T17:23:31Z,4265119251,346,,4265119249,56,Center,4265119283,233,580,,,,,,,,,,,,,,,,3kfeazpv3d1wy6e333pudwkid,D. Đoković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378151,580,5,2,58,22,o1iwuxbv233ayidxpibbxy59,1,-0.8,49.4,2023-05-09T17:22:29.721Z,2023-05-09T17:22:34Z,4265119265,233,500,4265119105,56,Back,4265119107,346,,,,,,,,,,,,,,,,,7msfk3faesnc4ls6893wdhi0a,Mohammed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378263,582,1,2,58,44,o1iwuxbv233ayidxpibbxy59,1,3.3,50.2,2023-05-09T17:22:51.482Z,2023-05-09T17:22:53Z,4265119745,237,,4265119737,141,69.8,4265119741,213,0.6,4265119739,212,25.2,4265119733,56,Back,4265119735,140,23.7,4265119747,189,,4265119731,124,,ofynblpwoiwefv52bgqz30x6,Raghed Alaa Najjar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378289,583,1,2,58,48,o1iwuxbv233ayidxpibbxy59,1,27.6,65,2023-05-09T17:22:55.482Z,2023-05-09T17:22:57Z,4265119909,213,4.7,4265119907,212,24.3,4265119901,56,Back,4265119905,141,29.3,4265119903,140,28.0,,,,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378327,584,1,2,58,50,o1iwuxbv233ayidxpibbxy59,1,28.1,28.3,2023-05-09T17:22:57.450Z,2023-05-09T17:23:02Z,4265120055,56,Back,4265120061,141,6.5,4265120063,212,21.4,4265120065,213,5.5,4265120059,140,42.8,,,,,,,,,,8j0yhxinglb5o5dpe2qd232dx,Naldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378335,585,1,2,58,55,o1iwuxbv233ayidxpibbxy59,0,58.2,14,2023-05-09T17:23:02.330Z,2023-05-09T17:24:34Z,4265120101,1,,4265120091,56,Left,4265120093,140,64.4,4265120095,141,100.0,4265120089,196,,4265120099,213,1.5,4265120097,212,60.2,,,,7msfk3faesnc4ls6893wdhi0a,Mohammed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378485,504,5,2,58,56,6ttwlm6op92r4670oayg5md7h,1,37,-1.8,2023-05-09T17:23:03.303Z,2023-05-09T17:23:31Z,4265120987,233,586,4265120909,347,,4265120907,56,Back,,,,,,,,,,,,,,,,7a8ee7ohk4hnmaaw1imxeqsid,Mohammed Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378337,586,5,2,58,56,o1iwuxbv233ayidxpibbxy59,0,63,101.8,2023-05-09T17:23:03.303Z,2023-05-09T17:23:31Z,4265120103,56,Left,4265120105,347,,4265120991,233,504,,,,,,,,,,,,,,,,7msfk3faesnc4ls6893wdhi0a,Mohammed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378441,501,1,2,59,13,6ttwlm6op92r4670oayg5md7h,1,40.2,0,2023-05-09T17:23:19.738Z,2023-05-09T17:23:42Z,4265120673,56,Back,4265120675,140,36.8,4265120841,107,,4265120679,212,7.3,4265120677,141,7.3,4265120681,213,2.1,,,,,,,7a8ee7ohk4hnmaaw1imxeqsid,Mohammed Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378443,502,1,2,59,13,6ttwlm6op92r4670oayg5md7h,1,36.8,7.3,2023-05-09T17:23:20.570Z,2023-05-09T17:23:21Z,4265120693,213,5.5,4265120685,56,Back,4265120691,212,5.3,4265120689,141,2.0,4265120687,140,40.5,,,,,,,,,,6bl8ekn7ahyf7z4ri1cknbnfu,Sultan Al Farhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378449,503,1,2,59,14,6ttwlm6op92r4670oayg5md7h,0,37.3,2.5,2023-05-09T17:23:20.906Z,2023-05-09T17:24:58Z,4265123583,212,0.7,4265123585,213,0,4265123605,236,,4265123581,141,2.5,4265123579,140,38.0,4265123607,233,587,4265123611,286,,4265120723,56,Back,7a8ee7ohk4hnmaaw1imxeqsid,Mohammed Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378453,587,74,2,59,14,o1iwuxbv233ayidxpibbxy59,1,62.6,97.6,2023-05-09T17:23:20.907Z,2023-05-09T17:24:58Z,4265123613,233,503,4265120741,285,,4265120739,56,Left,,,,,,,,,,,,,,,,cm8m8mytnpgldxvoi9or35a09,Flávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378457,588,49,2,59,15,o1iwuxbv233ayidxpibbxy59,1,57.5,94.2,2023-05-09T17:23:22.124Z,2023-05-09T17:23:22Z,,,,,,,,,,,,,,,,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378459,589,1,2,59,15,o1iwuxbv233ayidxpibbxy59,1,57.5,94.2,2023-05-09T17:23:22.395Z,2023-05-09T17:23:23Z,4265120765,140,71.3,4265120763,56,Center,4265120769,212,19.2,4265120767,141,75.6,4265120771,213,5.6,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378475,590,1,2,59,16,o1iwuxbv233ayidxpibbxy59,1,71.4,75.6,2023-05-09T17:23:23.291Z,2023-05-09T17:23:26Z,4265120851,213,1.3,4265120843,56,Left,4265120845,140,74.2,4265120847,141,94.5,4265120849,212,13.2,,,,,,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378483,591,1,2,59,20,o1iwuxbv233ayidxpibbxy59,1,78.5,91.6,2023-05-09T17:23:26.763Z,2023-05-09T17:23:28Z,4265120897,140,68.6,4265120899,141,66.7,4265120901,212,19.9,4265120903,213,4.2,4265120895,56,Center,,,,,,,,,,cm8m8mytnpgldxvoi9or35a09,Flávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378501,592,1,2,59,21,o1iwuxbv233ayidxpibbxy59,1,67.7,63.7,2023-05-09T17:23:28.587Z,2023-05-09T17:23:32Z,4265121015,213,4.7,4265121013,212,24.1,4265121011,141,28.3,4265121009,140,68.1,4265121007,56,Center,,,,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378509,593,1,2,59,25,o1iwuxbv233ayidxpibbxy59,0,71.2,25.8,2023-05-09T17:23:32.091Z,2023-05-09T17:23:36Z,4265121055,2,,4265121067,213,0.7,4265121057,155,,4265121059,56,Center,4265121061,140,87.6,4265121065,212,21.7,4265121063,141,45.3,,,,7msfk3faesnc4ls6893wdhi0a,Mohammed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546378519,505,12,2,59,26,6ttwlm6op92r4670oayg5md7h,1,12.3,54,2023-05-09T17:23:33.657Z,2023-05-09T17:23:36Z,4265121119,140,5.4,4265121117,56,Back,4265121121,141,32.7,4265121153,15,,4265121123,212,16.2,4265121125,213,4.2,,,,,,,829ypq99t1vn90xey32mwt7th,Mohammed Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
