id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/17/value,qualifier/16/value
2457223621,1,34,16,0,0,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2022-09-08T16:59:13.047Z,2022-09-08T18:10:32Z,3765484773,30,"8qps88s8g1c8xw5uiz5gyh4ut, 84a84u8p0tc4v0rsnwjtdw8np, 3a591b3l0o7ucdb8w72vjz4kp, ciw54ghi1jv1xb5dmtv558xjp, 5bd2bm6ukc4u58hd0idimecid, a9yimyxegu9sx46hqvwswjs2d, 6rsym2764y5k4vw569ab62x3o, bl117o6ogkgnnbv2gl0ozpn85, aotysrmw0ffmznm2u4ya487o5, 5fpfdgzit3468e1a04ooetsr9, b21fztzyrqua7i6lkfk7wh979, 29ddbk46e5uzbuxrmmlfr8y6s, et956pmx883y3lica15q6zxii, asbde52lbf3tbai74qhux8xjp, 83slqifjhhsntty78s4747xed, 2gwlr4pwk004ck0jrgn7z6ytx, c79pr94ulryjygvurdgku45w5, 3hyvs17yubhqv97m863xlduj9, 6wto8d6jcd41bo451wwbjng89, c7da9wqhoce68v0tvfhb4itjo",3765484777,59,"1, 28, 3, 76, 14, 6, 24, 4, 9, 87, 74, 5, 7, 8, 12, 17, 49, 66, 88, 90",3765484785,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3765484781,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3765484783,194,bl117o6ogkgnnbv2gl0ozpn85,3765484779,130,8,3765484775,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3765619411,197,4607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457228403,1,34,16,0,0,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2022-09-08T17:07:47.858Z,2022-09-08T18:05:59Z,3765511437,194,6fy868uh27umb1dafjy7tk2xh,3765511439,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3765511435,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3765511431,59,"16, 14, 39, 89, 4, 19, 17, 8, 9, 10, 7, 1, 3, 6, 13, 18, 20, 21, 27, 88",3765511429,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3765619441,197,1311,3765511427,30,"7qirhp2v0034pkiwvnmsfd785, 1qt77p34tr6jf5vl5pzbh8zfu, 9o288vygjpcv3noeqnrnqh3ah, btjt8zqd248l6mk9b2obdsr1l, dxy1gb64e1hokq26qqnigirpx, bwew6i3fnis40s77t3e3sal0p, 4fkudkcxt03pqaqz58nofkag9, dp5fmyett2g7fvus88m85fsut, 17rl734wbbzbxvj33id7j9l62, 483n2f7a1xkseruh77bj7rxed, 6fy868uh27umb1dafjy7tk2xh, 9xp5dssep1sdnexngspcmkst1, jm8cn996mibk0hwauxvsb1lh, 7hi572oc3pv3uowvv4cupijmd, 97gy3oursbjphkf5t85x9wy96, 6msbre1fcjcrvqyzoozo43sb8, bvmo38wfbtnrk5hdbxgczkzpx, c706bwqqpdkdk2zqzmop9wm39, 7aeoxgg7e0g8t4ggq2l8nvb3d, 2ycm47qi7qr17i31a8f6oq9gq",3765511433,130,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457249273,2,32,1,0,0,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2022-09-08T18:00:14.251Z,2022-09-08T18:00:15Z,3765630193,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457249265,2,32,1,0,0,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2022-09-08T18:00:14.251Z,2022-09-21T08:39:45Z,3765630163,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457249289,3,1,1,0,0,2xl3g56k2mbuwdbre46s29vt4,1,50,50,2022-09-08T18:00:14.318Z,2022-09-18T08:18:27Z,3765630311,212,22.2,3765630315,279,S,3765630307,140,28.9,3789497701,178,,3765630313,213,3.1,3765630305,56,Back,3765630309,141,51.3,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457249307,4,1,1,0,3,2xl3g56k2mbuwdbre46s29vt4,1,28.6,48.8,2022-09-08T18:00:17.270Z,2022-09-18T08:18:28Z,3765630419,212,7.2,3765630415,140,31.6,3765630421,213,1.1,3765630417,141,58.4,3789497705,178,,3765630413,56,Back,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457249327,5,1,1,0,5,2xl3g56k2mbuwdbre46s29vt4,1,33,59.9,2022-09-08T18:00:19.347Z,2022-09-18T08:18:34Z,3765630545,56,Back,3765630549,141,52.8,3765630551,212,5.7,3765630553,213,4.1,3789497753,178,,3765630547,140,30.1,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457249341,6,1,1,0,8,2xl3g56k2mbuwdbre46s29vt4,1,29.8,49.9,2022-09-08T18:00:22.580Z,2022-09-18T08:18:40Z,3765630605,212,7.6,3765630601,140,33.2,3765630607,213,5.2,3765630599,56,Back,3765630603,141,40.1,3789497817,178,,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457249401,7,1,1,0,11,2xl3g56k2mbuwdbre46s29vt4,1,34.1,34.9,2022-09-08T18:00:25.405Z,2022-09-18T08:18:42Z,3789497837,178,,3765631005,213,1.6,3765631001,141,59.4,3765630997,56,Back,3765630999,140,33.3,3765631003,212,16.7,,,,,,,bl117o6ogkgnnbv2gl0ozpn85,Waleed Bakshwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457249421,8,1,1,0,15,2xl3g56k2mbuwdbre46s29vt4,1,37.8,68.1,2022-09-08T18:00:30.185Z,2022-09-18T08:18:45Z,3765631129,56,Back,3789497859,178,,3765631131,140,48.4,3765631135,212,20.4,3765631133,141,93.2,3765631137,213,1.0,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457249443,9,1,1,0,18,2xl3g56k2mbuwdbre46s29vt4,1,50.2,95.9,2022-09-08T18:00:32.974Z,2022-09-18T08:18:49Z,3765631235,213,0.0,3765631231,141,96.5,3789497893,178,,3765631229,140,58.9,3765631227,56,Left,3765631233,212,9.1,,,,,,,3a591b3l0o7ucdb8w72vjz4kp,Abdulelah Al Bukhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
