id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2460199933,1,34,16,0,0,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2022-09-15T16:43:40.948Z,2022-09-15T18:00:28Z,3781318169,194,1imyf62l4rk4oyith29w5bhzp,3781557685,197,608,3781318171,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3781318159,30,"77988i6l4je97ycm9rthdims5, 2xoesy83pz2opdvnkdbraacph, d597taqcmedln0e50xgdyt8gk, 5brwa0y63724t6s3y6gtz28yx, 1x2kly8qv2vxujs6d0tgdt0id, 9p1b5iftds5x02tx2eyseaklx, 1imyf62l4rk4oyith29w5bhzp, 6q8kbaw3h6n77ekwl6fr0e9qt, bia0lpc5wkxjcyc92d12apas5, 7rno5g3b18rzi95yfx6u9bs9h, 4dgh6inzkttm82amjagcy62mt, bzvpk1shkgjuuzmr0e7mrfaad, dpuogllbip7f2jpamgohjkfyt, a7sgm3cmjoxjjxanrad02l2lm, 9j37dmdxamf5ykbw9l24wlt6, 4c540mry6f9esodej103n6xka, 8hw7lxbdh3zllchj5arfyc8np, 9kbzdpxg4ud1m8wppt1s1roq, 8fnnkhu8buuejfilvhgtpv7ro, 1li4roqq55x7nss4ufnjt321g",3781318163,59,"48, 2, 12, 98, 32, 14, 7, 11, 99, 27, 10, 1, 4, 6, 15, 16, 17, 70, 29, 24",3781318165,130,8,3781318161,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3781318167,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460202329,1,34,16,0,0,6ttwlm6op92r4670oayg5md7h,1,0,0,2022-09-15T16:48:15.762Z,2022-09-15T18:06:59Z,3781331057,194,3nahof9wwcvyylv87fjhhpt5h,3781331049,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3781331051,59,"1, 27, 7, 28, 12, 19, 10, 88, 82, 11, 17, 4, 6, 8, 14, 18, 23, 32, 44, 74",3781331055,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3781331053,130,18,3781573999,197,684,3781331059,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3781331047,30,"6veqhleq95267xca919eg02j9, 6yaoc71surv8vh9hjfli7dwid, 77d2ej6852gf2ynsb8h01thwp, a04wl977uhtaea8pztvmdag2d, 829ypq99t1vn90xey32mwt7th, 3nahof9wwcvyylv87fjhhpt5h, 6ygvaf7gjckdemde0ec0tem6t, 3kfeazpv3d1wy6e333pudwkid, 9yceimet7wbytfai5ivr0v4k5, 2neoemoj0t2ssvjhhii62rvje, 1l0bb9txaodn0kqc5rca35rdh, 52gxk6j2kp1i7dkz1w7wfxzsa, 7raap8bz78dmxw9ngo1w73tux, 3akxznb8k4r088rrqbbj04m39, 9ex7z7sbghe3zx17a4u7gsay2, 3q942kxc3baiiwdozn97dgqtx, d21tm0cmhxpy6rq71iyu5yzf9, 7a8ee7ohk4hnmaaw1imxeqsid, 6bl8ekn7ahyf7z4ri1cknbnfu, 5sni2fs80zc0n2s2u3en54b56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460245543,2,32,1,0,0,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2022-09-15T18:00:12.532Z,2022-09-20T13:33:20Z,3781577489,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460245535,2,32,1,0,0,6ttwlm6op92r4670oayg5md7h,1,0,0,2022-09-15T18:00:12.532Z,2022-09-15T18:00:12Z,3781577439,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460245619,3,1,1,0,0,6ttwlm6op92r4670oayg5md7h,1,50.3,50.1,2022-09-15T18:00:12.592Z,2022-09-24T06:11:11Z,3799855741,178,,3781577883,141,64.6,3781577879,56,Back,3781577881,140,30.6,3781577885,212,22.9,3781577887,213,2.7,3781577889,279,S,,,,3kfeazpv3d1wy6e333pudwkid,D. Đoković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460245645,4,1,1,0,2,6ttwlm6op92r4670oayg5md7h,1,30.6,64.6,2022-09-15T18:00:15.275Z,2022-09-24T06:11:27Z,3799855923,178,,3781578037,56,Back,3781578043,212,22.4,3781578039,140,42.1,3781578041,141,92.4,3781578045,213,1.0,,,,,,,a04wl977uhtaea8pztvmdag2d,Pablo Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460245651,5,1,1,0,5,6ttwlm6op92r4670oayg5md7h,1,42,92.4,2022-09-15T18:00:17.542Z,2022-09-24T06:11:33Z,3799855991,178,,3781578089,212,24.1,3781578085,140,29.9,3781578091,213,4.2,3781578087,141,62.3,3781578083,56,Back,,,,,,,77d2ej6852gf2ynsb8h01thwp,Abdulmalek Al Shammary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460245677,6,1,1,0,6,6ttwlm6op92r4670oayg5md7h,1,29.9,62.3,2022-09-15T18:00:19.136Z,2022-09-24T06:11:38Z,3781578247,213,4.8,3781578241,140,30.6,3781578245,212,18.7,3781578243,141,34.8,3781578239,56,Back,3799856073,178,,,,,,,,a04wl977uhtaea8pztvmdag2d,Pablo Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460245695,7,1,1,0,9,6ttwlm6op92r4670oayg5md7h,1,30.6,34.8,2022-09-15T18:00:22.108Z,2022-09-24T06:11:43Z,3781578347,213,4.9,3781578345,212,14.7,3781578341,140,33.6,3781578343,141,13.7,3781578339,56,Back,3799856179,178,,,,,,,,829ypq99t1vn90xey32mwt7th,Mohammed Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460245727,8,1,1,0,12,6ttwlm6op92r4670oayg5md7h,1,33.6,13.7,2022-09-15T18:00:24.576Z,2022-09-24T06:11:46Z,3781578497,141,37.0,3781578495,140,28.6,3781578501,213,1.9,3781578493,56,Back,3799856221,178,,3781578499,212,16.7,,,,,,,3nahof9wwcvyylv87fjhhpt5h,Abdullah Al Fahad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460245755,9,1,1,0,14,6ttwlm6op92r4670oayg5md7h,1,28.6,37,2022-09-15T18:00:27.016Z,2022-09-24T06:11:51Z,3781578609,212,21.3,3781578611,213,1.5,3781578603,56,Back,3781578605,140,30.1,3781578607,141,68.2,3799856273,178,,,,,,,,829ypq99t1vn90xey32mwt7th,Mohammed Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460245831,10,1,1,0,16,6ttwlm6op92r4670oayg5md7h,1,30.2,68.2,2022-09-15T18:00:28.603Z,2022-09-24T06:11:55Z,3781578957,56,Back,3781578965,213,4.0,3781578961,141,37.7,3781578959,140,11.4,3799856325,178,,3781578963,212,28.6,,,,,,,a04wl977uhtaea8pztvmdag2d,Pablo Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460245877,11,1,1,0,20,6ttwlm6op92r4670oayg5md7h,1,11.4,37.7,2022-09-15T18:00:33.281Z,2022-09-24T06:12:00Z,3799856381,178,,3781579197,140,21.7,3781579195,56,Back,3781579203,213,5.3,3781579199,141,11.9,3781579201,212,20.6,,,,,,,6veqhleq95267xca919eg02j9,S. Lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460245919,12,1,1,0,24,6ttwlm6op92r4670oayg5md7h,1,21.7,11.9,2022-09-15T18:00:36.907Z,2022-09-24T06:12:04Z,3781579449,213,0.3,3781579451,1,,3781579443,140,52.1,3781579439,155,,3781579447,212,33.4,3799856433,178,,3781579445,141,26.4,3781579441,56,Center,3nahof9wwcvyylv87fjhhpt5h,Abdullah Al Fahad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460245985,13,1,1,0,27,6ttwlm6op92r4670oayg5md7h,0,52.1,26.4,2022-09-15T18:00:39.594Z,2022-09-24T06:12:08Z,3781579753,56,Center,3799856517,388,,3781579755,140,60.3,3781579751,168,,3781579757,141,34.8,3781579749,3,,3781579759,212,10.3,3781579761,213,0.6,1l0bb9txaodn0kqc5rca35rdh,Júlio Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460245981,3,44,1,0,29,7dkxxicrwn77jpdfkwpnlnnyn,1,37.5,69.5,2022-09-15T18:00:41.939Z,2022-09-24T07:11:14Z,3781579871,233,14,3781579745,285,,3781579743,56,Back,,,,,,,,,,,,,,,,9p1b5iftds5x02tx2eyseaklx,D. Velkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460245989,14,44,1,0,29,6ttwlm6op92r4670oayg5md7h,0,62.5,30.5,2022-09-15T18:00:41.940Z,2022-09-24T06:12:11Z,3781738869,233,3,3781579809,56,Center,3781579811,286,,,,,,,,,,,,,,,,,2neoemoj0t2ssvjhhii62rvje,K. El Berkaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246027,4,1,1,0,29,7dkxxicrwn77jpdfkwpnlnnyn,1,35.3,73.8,2022-09-15T18:00:42.066Z,2022-09-24T07:11:14Z,3799856597,388,,3781579983,140,49.3,3781579981,56,Back,3781579985,141,71.2,3781579979,3,,3781579987,212,14.8,3781579989,213,6.2,,,,9p1b5iftds5x02tx2eyseaklx,D. Velkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246029,5,49,1,0,31,7dkxxicrwn77jpdfkwpnlnnyn,1,55.2,67.3,2022-09-15T18:00:43.662Z,2022-09-24T06:12:20Z,,,,,,,,,,,,,,,,,,,,,,,,,bia0lpc5wkxjcyc92d12apas5,R. Quaison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246035,6,1,1,0,32,7dkxxicrwn77jpdfkwpnlnnyn,1,55.2,67.3,2022-09-15T18:00:44.977Z,2022-09-24T06:12:23Z,3781580009,56,Center,3799856725,178,,3781580011,140,56.2,3781580015,212,18.4,3781580017,213,4.8,3781580013,141,40.3,,,,,,,bia0lpc5wkxjcyc92d12apas5,R. Quaison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246071,7,1,1,0,33,7dkxxicrwn77jpdfkwpnlnnyn,1,56.2,40.3,2022-09-15T18:00:45.709Z,2022-09-24T06:12:29Z,3781580179,213,1.3,3799856773,178,,3781580177,212,10.1,3781580171,56,Center,3781580175,141,54.5,3781580173,140,58.9,,,,,,,1imyf62l4rk4oyith29w5bhzp,Mohammed Al Kuwaykibi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246079,8,61,1,0,33,7dkxxicrwn77jpdfkwpnlnnyn,1,58.9,54.5,2022-09-15T18:00:46.050Z,2022-09-24T06:12:35Z,3781580213,56,Center,3799856837,178,,,,,,,,,,,,,,,,,,,,bia0lpc5wkxjcyc92d12apas5,R. Quaison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
