id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2460246139,9,1,1,0,35,7dkxxicrwn77jpdfkwpnlnnyn,0,41.4,41.6,2022-09-15T18:00:47.696Z,2022-09-24T06:12:40Z,3781580503,140,96.9,3781580511,1,,3781580507,212,63.1,3799856903,388,,3781580501,56,Center,3781580505,141,77.3,3781580509,213,0.4,3781580499,157,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246165,15,49,1,0,40,6ttwlm6op92r4670oayg5md7h,1,6.4,23.6,2022-09-15T18:00:53.412Z,2022-09-24T06:12:47Z,,,,,,,,,,,,,,,,,,,,,,,,,6veqhleq95267xca919eg02j9,S. Lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246261,16,1,1,0,45,6ttwlm6op92r4670oayg5md7h,1,3.1,23.3,2022-09-15T18:00:57.913Z,2022-09-24T06:12:56Z,3799857081,178,,3781581123,141,47.5,3781581125,212,23.4,3781581121,140,18.9,3781581119,56,Back,3781581127,213,0.8,,,,,,,6veqhleq95267xca919eg02j9,S. Lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246295,17,1,1,0,47,6ttwlm6op92r4670oayg5md7h,1,19,47.5,2022-09-15T18:01:00Z,2022-09-24T06:13:01Z,3781581287,212,22.8,3781581281,140,24.5,3781581285,141,15.0,3781581289,213,5.0,3799857135,178,,3781581277,56,Back,,,,,,,829ypq99t1vn90xey32mwt7th,Mohammed Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246365,18,1,1,0,50,6ttwlm6op92r4670oayg5md7h,1,24.9,15,2022-09-15T18:01:03.164Z,2022-09-24T06:13:05Z,3799857167,178,,3781581681,213,1.8,3781581679,212,21.8,3781581677,141,46.1,3781581675,140,19.8,3781581673,56,Back,,,,,,,3nahof9wwcvyylv87fjhhpt5h,Abdullah Al Fahad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246401,19,1,1,0,55,6ttwlm6op92r4670oayg5md7h,1,21.5,45.8,2022-09-15T18:01:07.967Z,2022-09-24T06:13:08Z,3781581879,213,1.7,3799857209,178,,3781581871,56,Back,3781581875,141,69.3,3781581877,212,16.1,3781581873,140,19.4,,,,,,,829ypq99t1vn90xey32mwt7th,Mohammed Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246439,20,1,1,0,59,6ttwlm6op92r4670oayg5md7h,1,19.4,69.3,2022-09-15T18:01:12.151Z,2022-09-24T06:13:12Z,3781582047,56,Back,3799857253,178,,3781582049,140,32.5,3781582055,213,0.9,3781582051,141,95.6,3781582053,212,22.6,,,,,,,a04wl977uhtaea8pztvmdag2d,Pablo Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246469,21,1,1,1,2,6ttwlm6op92r4670oayg5md7h,1,32.5,95.6,2022-09-15T18:01:14.888Z,2022-09-24T06:13:16Z,3781582219,141,89.0,3781582221,212,30.9,3799857301,178,,3781582223,213,6.1,3781582213,155,,3781582215,56,Left,3781582217,140,61.6,,,,77d2ej6852gf2ynsb8h01thwp,Abdulmalek Al Shammary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246497,23,43,1,1,3,6ttwlm6op92r4670oayg5md7h,1,0,0,2022-09-15T18:01:15.754Z,2022-09-20T13:44:43Z,3781582367,56,Center,3795090639,144,61,,,,,,,,,,,,,,,,,,,1l0bb9txaodn0kqc5rca35rdh,Júlio Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246493,22,1,1,1,3,6ttwlm6op92r4670oayg5md7h,0,61.6,89,2022-09-15T18:01:16.113Z,2022-09-24T06:13:20Z,3781582357,212,11.6,3781582349,168,,3799857375,388,,3781582355,141,77.9,3781582351,56,Center,3781582353,140,70.0,3781582347,3,,3781582359,213,5.6,2neoemoj0t2ssvjhhii62rvje,K. El Berkaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460275571,338,61,1,1,4,6ttwlm6op92r4670oayg5md7h,0,76.1,75.1,2022-09-15T18:01:17.262Z,2022-09-24T06:13:31Z,3799857499,21,,3799857501,178,,3781739211,56,Center,,,,,,,,,,,,,,,,1l0bb9txaodn0kqc5rca35rdh,Júlio Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246461,10,49,1,1,5,7dkxxicrwn77jpdfkwpnlnnyn,1,30,20.9,2022-09-15T18:01:17.913Z,2022-09-24T06:13:34Z,,,,,,,,,,,,,,,,,,,,,,,,,9p1b5iftds5x02tx2eyseaklx,D. Velkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246489,11,1,1,1,5,7dkxxicrwn77jpdfkwpnlnnyn,1,30,20.9,2022-09-15T18:01:18.156Z,2022-09-24T06:13:38Z,3781582327,56,Back,3781582333,212,22.5,3781582329,140,11.6,3781582335,213,2.6,3781582331,141,37.9,3799857579,178,,,,,,,,9p1b5iftds5x02tx2eyseaklx,D. Velkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246543,12,1,1,1,10,7dkxxicrwn77jpdfkwpnlnnyn,1,10.7,40,2022-09-15T18:01:22.681Z,2022-09-24T06:13:40Z,3799857607,178,,3781582623,213,1.1,3781582619,141,79.3,3781582621,212,30.5,3781582615,56,Back,3781582617,140,24.7,,,,,,,77988i6l4je97ycm9rthdims5,Paulo Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246599,13,1,1,1,14,7dkxxicrwn77jpdfkwpnlnnyn,1,26.5,76.4,2022-09-15T18:01:26.777Z,2022-09-24T06:13:45Z,3781582873,56,Back,3799857653,178,,3781582877,141,66.9,3781582875,140,20.3,3781582881,213,3.9,3781582879,212,9.2,,,,,,,d597taqcmedln0e50xgdyt8gk,Sanousi Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246655,14,1,1,1,17,7dkxxicrwn77jpdfkwpnlnnyn,1,22,61.4,2022-09-15T18:01:30.425Z,2022-09-24T06:13:50Z,3781583141,141,19.7,3781583145,213,4.6,3781583143,212,28.4,3781583139,140,20.0,3781583137,56,Back,3799857709,178,,,,,,,,9p1b5iftds5x02tx2eyseaklx,D. Velkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246723,15,1,1,1,20,7dkxxicrwn77jpdfkwpnlnnyn,1,20,19.7,2022-09-15T18:01:33.515Z,2022-09-24T06:13:53Z,3781583499,212,25.3,3781583495,140,7.6,3799857771,178,,3781583497,141,51.6,3781583493,56,Back,3781583501,213,2.1,,,,,,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246767,16,1,1,1,26,7dkxxicrwn77jpdfkwpnlnnyn,1,14.3,55.2,2022-09-15T18:01:38.796Z,2022-09-24T06:14:02Z,3781583717,140,32.3,3799857855,178,,3781583715,56,Back,3781583729,1,,3781583719,141,96.2,3781583725,213,1.0,3781583723,212,33.7,,,,77988i6l4je97ycm9rthdims5,Paulo Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246829,17,1,1,1,29,7dkxxicrwn77jpdfkwpnlnnyn,1,31.8,97.1,2022-09-15T18:01:42.061Z,2022-09-24T06:14:09Z,3781584069,140,44.6,3781584073,212,13.9,3781584067,56,Back,3781584075,213,6.0,3781584071,141,92.0,3799857921,178,,,,,,,,d597taqcmedln0e50xgdyt8gk,Sanousi Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246847,18,3,1,1,31,7dkxxicrwn77jpdfkwpnlnnyn,1,50,91.1,2022-09-15T18:01:43.939Z,2022-09-24T06:14:19Z,3799858065,178,,3781584197,233,24,3795091337,465,,3781584165,286,,3781584163,56,Left,,,,,,,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246837,24,45,1,1,31,6ttwlm6op92r4670oayg5md7h,0,50,8.9,2022-09-15T18:01:43.939Z,2022-09-24T06:14:19Z,3781584113,285,,3781584201,233,18,3781584111,56,Right,,,,,,,,,,,,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246895,19,1,1,1,34,7dkxxicrwn77jpdfkwpnlnnyn,1,67.5,93.9,2022-09-15T18:01:47.244Z,2022-09-24T06:14:24Z,3781584377,56,Left,3799858135,178,,3781584383,212,7.1,3781584379,140,64.3,3781584385,213,4.2,3781584381,141,84.7,,,,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246931,20,1,1,1,37,7dkxxicrwn77jpdfkwpnlnnyn,1,64.3,84.7,2022-09-15T18:01:49.745Z,2022-09-24T06:14:28Z,3781584559,140,66.4,3781584563,212,13.6,3799858191,178,,3781584557,56,Center,3781584565,213,4.9,3781584561,141,64.9,,,,,,,4dgh6inzkttm82amjagcy62mt,N. Sliti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246975,21,1,1,1,38,7dkxxicrwn77jpdfkwpnlnnyn,1,66.4,64.9,2022-09-15T18:01:50.558Z,2022-09-24T06:14:35Z,3799858267,178,,3781584789,141,63.7,3781584785,56,Center,3781584791,212,9.2,3781584787,140,57.7,3781584793,213,3.2,,,,,,,7rno5g3b18rzi95yfx6u9bs9h,Vitinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246995,22,1,1,1,39,7dkxxicrwn77jpdfkwpnlnnyn,1,57.7,63.7,2022-09-15T18:01:52.041Z,2022-09-24T06:14:42Z,3781584895,141,9.7,3781584891,56,Right,3781584897,212,37.0,3781584893,140,61.8,3781584901,1,,3799858351,178,,3781584899,213,4.8,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460247011,23,1,1,1,42,7dkxxicrwn77jpdfkwpnlnnyn,1,69.6,4.4,2022-09-15T18:01:55.152Z,2022-09-24T06:14:47Z,3781584975,56,Right,3781584977,140,71.5,3781584979,141,17.9,3799858395,178,,3781584981,212,9.4,3781584983,213,1.4,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460247069,24,1,1,1,43,7dkxxicrwn77jpdfkwpnlnnyn,1,71.5,17.9,2022-09-15T18:01:56.094Z,2022-09-24T06:14:50Z,3781585289,56,Right,3781585293,141,12.9,3781585295,212,16.7,3781585291,140,87.1,3799858425,178,,3781585297,213,6.1,,,,,,,7rno5g3b18rzi95yfx6u9bs9h,Vitinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460247079,25,1,1,1,48,7dkxxicrwn77jpdfkwpnlnnyn,0,87.8,24.7,2022-09-15T18:02:00.913Z,2022-09-24T06:15:05Z,3781585347,56,Center,3781585353,212,3.8,3799858631,178,,3781585349,140,88.9,3781585355,213,1.3,3781585351,141,30.1,,,,,,,1imyf62l4rk4oyith29w5bhzp,Mohammed Al Kuwaykibi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460247103,25,61,1,1,48,6ttwlm6op92r4670oayg5md7h,1,13.4,67.6,2022-09-15T18:02:01.098Z,2022-09-24T06:15:11Z,3799858721,178,,3781585469,56,Back,,,,,,,,,,,,,,,,,,,a04wl977uhtaea8pztvmdag2d,Pablo Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460247195,26,13,1,1,51,7dkxxicrwn77jpdfkwpnlnnyn,1,74.3,66.6,2022-09-15T18:02:03.890Z,2022-09-24T06:15:14Z,3799858781,178,,3781587337,328,,3781587339,391,,3781585841,56,Center,3781587333,103,66.7,3781585837,22,,3781587329,81,,3781587335,215,,d597taqcmedln0e50xgdyt8gk,Sanousi Al Hawsawi,3781587331,102,32.8,3781587343,230,99.3,3781587341,458,3781587345,231,50.9,3781585839,18,3781586437,20,,,,,,,,,,,,,,,,,,,,,,
2460247207,26,5,1,1,53,6ttwlm6op92r4670oayg5md7h,1,-1.2,57.3,2022-09-15T18:02:05.664Z,2022-09-24T06:15:18Z,3781585957,233,27,3781585885,346,,3781585881,56,Back,,,,,,,,,,,,,,,,a04wl977uhtaea8pztvmdag2d,Pablo Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460247219,27,5,1,1,53,7dkxxicrwn77jpdfkwpnlnnyn,0,101.2,42.7,2022-09-15T18:02:05.664Z,2022-09-24T06:15:18Z,3781585903,56,Center,3781585905,346,,3781585979,233,26,,,,,,,,,,,,,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
