id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2528649065,141,50,1,15,50,4djrvao40r1vgr4psfl5dzc80,1,76.2,44.1,2023-04-04T19:18:57.357Z,2023-04-06T15:22:19Z,4163768377,56,Center,4163768379,286,,4163768503,233,155,,,,,,,,,,,,,,,,9d3t6xtk6bceipt63k6c5rnit,Nono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649081,155,7,1,15,50,2kzl64gp8x37bon8tyxojqrr1,0,23.8,55.9,2023-04-04T19:18:57.358Z,2023-04-06T15:22:20Z,4163768475,285,,4167656621,383,,4163768473,56,Back,4163768485,233,141,,,,,,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529379423,870,61,1,15,51,4djrvao40r1vgr4psfl5dzc80,1,73.9,38.3,2023-04-04T19:18:57.629Z,2023-04-06T15:22:33Z,4167656993,56,Center,,,,,,,,,,,,,,,,,,,,,,9d3t6xtk6bceipt63k6c5rnit,Nono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529379431,864,61,1,15,51,2kzl64gp8x37bon8tyxojqrr1,1,26.1,61.7,2023-04-04T19:18:57.689Z,2023-04-06T15:22:36Z,4167657049,56,Back,,,,,,,,,,,,,,,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529379471,865,61,1,15,51,2kzl64gp8x37bon8tyxojqrr1,0,27.3,59.1,2023-04-04T19:18:58.405Z,2023-04-06T15:22:52Z,4167657281,56,Back,,,,,,,,,,,,,,,,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649093,142,1,1,15,52,4djrvao40r1vgr4psfl5dzc80,1,73.2,56.1,2023-04-04T19:18:59.350Z,2023-04-04T19:19:00Z,4163768543,56,Center,4163768545,140,63.5,4163768549,212,10.4,4163768551,213,3.4,4163768547,141,52.8,,,,,,,,,,evyk938tt0eebkhxrwejaonv9,D. Antolić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649105,143,1,1,15,54,4djrvao40r1vgr4psfl5dzc80,1,63.3,52.7,2023-04-04T19:19:00.693Z,2023-04-04T19:19:01Z,4163768613,56,Center,4163768619,212,6.6,4163768615,140,66.0,4163768617,141,43.9,4163768621,213,5.2,,,,,,,,,,5s1ofruu4rz52k2ogzaujplw4,Bader Munshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649155,144,1,1,15,55,4djrvao40r1vgr4psfl5dzc80,1,66,43.9,2023-04-04T19:19:01.685Z,2023-04-04T19:19:06Z,4163768949,140,45.7,4163768951,141,56.9,4163768947,56,Back,4163768953,212,23.1,4163768955,213,2.7,,,,,,,,,,cgwl99clcp8j1z4tq5n0bh9ed,A. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649169,145,1,1,15,59,4djrvao40r1vgr4psfl5dzc80,1,45.7,56.9,2023-04-04T19:19:06.485Z,2023-04-04T19:19:08Z,4163769057,56,Left,4163769059,140,60.4,4163769065,213,0.9,4163769063,212,25.9,4163769061,141,87.4,,,,,,,,,,465tn4volgmbkntekrvwuvmne,Hassan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649177,146,1,1,16,1,4djrvao40r1vgr4psfl5dzc80,1,60.3,87.4,2023-04-04T19:19:08.021Z,2023-04-04T19:19:08Z,4163769097,140,62.8,4163769095,56,Center,4163769107,213,5.0,4163769101,141,72.9,4163769105,212,10.2,,,,,,,,,,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649203,147,1,1,16,2,4djrvao40r1vgr4psfl5dzc80,1,62.8,72.9,2023-04-04T19:19:08.710Z,2023-04-04T19:19:11Z,4163769269,56,Center,4163769271,140,52.9,4163769277,213,3.3,4163769273,141,70.2,4163769275,212,10.6,,,,,,,,,,evyk938tt0eebkhxrwejaonv9,D. Antolić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649205,148,1,1,16,4,4djrvao40r1vgr4psfl5dzc80,0,53.6,73.6,2023-04-04T19:19:11.413Z,2023-04-04T19:19:13Z,4163769285,56,Center,4163769293,213,0.1,4163769289,141,74.2,4163769377,236,,4163769379,233,156,4163769287,140,56.6,4163769383,286,,4163769291,212,3.2,5s1ofruu4rz52k2ogzaujplw4,Bader Munshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649217,156,74,1,16,4,2kzl64gp8x37bon8tyxojqrr1,1,41.3,20.2,2023-04-04T19:19:11.414Z,2023-04-04T19:28:00Z,4163769361,56,Back,4163769363,285,,4163769395,233,148,,,,,,,,,,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649277,149,1,1,16,8,4djrvao40r1vgr4psfl5dzc80,0,55.2,67.3,2023-04-04T19:19:15.254Z,2023-04-04T19:19:19Z,4163769703,213,5.4,4163769705,1,,4163769695,56,Center,4163769693,155,,4163769701,212,38.7,4163769697,140,79.2,4163769699,141,24.1,,,,5s1ofruu4rz52k2ogzaujplw4,Bader Munshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649281,157,49,1,16,11,2kzl64gp8x37bon8tyxojqrr1,1,21.7,78.4,2023-04-04T19:19:18.105Z,2023-04-04T19:19:18Z,,,,,,,,,,,,,,,,,,,,,,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649335,158,1,1,16,13,2kzl64gp8x37bon8tyxojqrr1,1,28.7,73.5,2023-04-04T19:19:19.897Z,2023-04-04T19:19:24Z,4163770001,212,9.1,4163769995,56,Back,4163769999,141,71.5,4163770003,213,3.3,4163769997,140,20.1,,,,,,,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649377,159,1,1,16,17,2kzl64gp8x37bon8tyxojqrr1,1,24.9,76.7,2023-04-04T19:19:23.896Z,2023-04-04T19:19:28Z,4163770235,212,19.0,4163770237,213,6.2,4163770231,140,43.0,4163770233,141,75.7,4163770229,56,Back,,,,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649387,160,1,1,16,21,2kzl64gp8x37bon8tyxojqrr1,0,55.7,57.4,2023-04-04T19:19:28.281Z,2023-04-04T19:19:29Z,4163770291,213,4.6,4163770289,212,5.2,4163770283,56,Center,4163770285,140,55.2,4163770287,141,49.8,,,,,,,,,,aatjvj13ffwrj81vcfy68fnit,A. Hamed Allah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649393,150,1,1,16,22,4djrvao40r1vgr4psfl5dzc80,1,43.6,52,2023-04-04T19:19:29.429Z,2023-04-06T15:24:51Z,4163770313,56,Center,4167659269,212,11.3,4167659271,213,5.4,4167659267,141,39.2,4167659265,140,50.4,,,,,,,,,,evyk938tt0eebkhxrwejaonv9,D. Antolić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649409,151,49,1,16,24,4djrvao40r1vgr4psfl5dzc80,1,51.8,36.4,2023-04-04T19:19:31.253Z,2023-04-04T19:19:31Z,,,,,,,,,,,,,,,,,,,,,,,,,cgwl99clcp8j1z4tq5n0bh9ed,A. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649437,152,1,1,16,25,4djrvao40r1vgr4psfl5dzc80,1,51.3,34.9,2023-04-04T19:19:31.557Z,2023-04-04T19:19:35Z,4163770511,56,Right,4163770517,212,24.5,4163770515,141,2.9,4163770519,213,5.2,4163770513,140,62.0,,,,,,,,,,cgwl99clcp8j1z4tq5n0bh9ed,A. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649451,153,1,1,16,28,4djrvao40r1vgr4psfl5dzc80,1,58,4.6,2023-04-04T19:19:34.964Z,2023-04-04T19:19:37Z,4163770643,141,14.6,4163770647,213,2.7,4163770645,212,17.1,4163770641,140,43.1,4163770639,56,Back,,,,,,,,,,970jrhb28ry898d1ocpad6dwp,Ammar Al Najjar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649499,154,1,1,16,30,4djrvao40r1vgr4psfl5dzc80,1,40.8,17.6,2023-04-04T19:19:36.997Z,2023-04-04T19:19:40Z,4163770863,213,1.0,4163770857,140,45.6,4163770859,141,28.5,4163770861,212,9.0,4163770855,56,Back,,,,,,,,,,cp8kbj12wth398bnglywepk9,Ibrahim Al Nakhli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649513,155,1,1,16,33,4djrvao40r1vgr4psfl5dzc80,1,48.4,39.7,2023-04-04T19:19:40.373Z,2023-04-04T19:19:42Z,4163770969,141,50.4,4163770967,140,44.8,4163770971,212,8.2,4163770973,213,2.0,4163770965,56,Back,,,,,,,,,,cgwl99clcp8j1z4tq5n0bh9ed,A. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649531,156,1,1,16,35,4djrvao40r1vgr4psfl5dzc80,1,44.9,53,2023-04-04T19:19:42.261Z,2023-04-04T19:19:43Z,4163771077,141,73.8,4163771075,140,32.1,4163771079,212,19.5,4163771073,56,Back,4163771081,213,2.3,,,,,,,,,,5s1ofruu4rz52k2ogzaujplw4,Bader Munshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649573,157,1,1,16,37,4djrvao40r1vgr4psfl5dzc80,1,32.1,73.8,2023-04-04T19:19:43.861Z,2023-04-04T19:19:46Z,4163771303,141,58.1,4163771305,212,13.9,4163771307,213,5.4,4163771301,140,40.6,4163771299,56,Back,,,,,,,,,,465tn4volgmbkntekrvwuvmne,Hassan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649607,158,1,1,16,40,4djrvao40r1vgr4psfl5dzc80,1,40,54.5,2023-04-04T19:19:46.740Z,2023-04-04T19:19:49Z,4163771453,140,48.7,4163771459,213,6.2,4163771451,56,Back,4163771457,212,9.2,4163771455,141,53.6,,,,,,,,,,cgwl99clcp8j1z4tq5n0bh9ed,A. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649619,159,1,1,16,42,4djrvao40r1vgr4psfl5dzc80,1,51.5,53.4,2023-04-04T19:19:49.269Z,2023-04-04T20:01:22Z,4163771531,141,64.3,4163771535,213,0.7,4163771533,212,10.9,4163771529,140,59.1,4163771527,56,Center,,,,,,,,,,evyk938tt0eebkhxrwejaonv9,D. Antolić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649643,160,1,1,16,43,4djrvao40r1vgr4psfl5dzc80,1,59.1,64.6,2023-04-04T19:19:50.101Z,2023-04-04T20:01:23Z,4163771671,140,36.7,4163771677,213,2.8,4163771669,56,Back,4163771675,212,25.0,4163771673,141,77.2,,,,,,,,,,9d3t6xtk6bceipt63k6c5rnit,Nono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649735,161,1,1,16,49,4djrvao40r1vgr4psfl5dzc80,1,22.7,93.9,2023-04-04T19:19:56.277Z,2023-04-04T19:20:00Z,4163772141,56,Back,4163772147,212,37.4,4163772151,1,,4163772149,213,4.4,4163772145,141,40.9,4163772143,140,13.1,,,,,,,465tn4volgmbkntekrvwuvmne,Hassan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649833,162,1,1,16,54,4djrvao40r1vgr4psfl5dzc80,1,13.1,40.4,2023-04-04T19:20:00.804Z,2023-04-04T19:20:09Z,4163772611,56,Back,4163772617,212,14.1,4163772615,141,23.0,4163772619,213,5.3,4163772613,140,20.4,,,,,,,,,,paq60rfkhm8gy9412w5tuo0k,Hawswi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649871,163,1,1,17,2,4djrvao40r1vgr4psfl5dzc80,0,40.8,33.4,2023-04-04T19:20:09.029Z,2023-04-06T15:25:44Z,4163772801,213,0.3,4163772803,1,,4163772799,212,40.2,4163772793,56,Center,4163772791,155,,4163772797,141,51.5,4163772795,140,77.2,,,,cp8kbj12wth398bnglywepk9,Ibrahim Al Nakhli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649897,161,44,1,17,5,2kzl64gp8x37bon8tyxojqrr1,1,24.3,45.8,2023-04-04T19:20:11.925Z,2023-04-04T19:20:14Z,4163772991,233,164,4163772913,285,,4163772907,56,Back,,,,,,,,,,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649877,164,44,1,17,5,4djrvao40r1vgr4psfl5dzc80,0,75.7,54.2,2023-04-04T19:20:11.926Z,2023-04-04T19:20:15Z,4163772825,56,Center,4163772827,286,,4163773067,233,161,,,,,,,,,,,,,,,,8cfopdu7tyfve6iu3sinme1gp,Bruno Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649927,162,1,1,17,5,2kzl64gp8x37bon8tyxojqrr1,0,23.8,59.2,2023-04-04T19:20:12.320Z,2023-04-07T13:24:10Z,4163773131,3,,4163773137,141,60.4,4163773135,140,23.1,4163773133,56,Back,4163773139,212,1.1,4163773141,213,2.3,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529380087,871,61,1,17,6,4djrvao40r1vgr4psfl5dzc80,1,75.3,38.6,2023-04-04T19:20:13.506Z,2023-04-06T15:26:20Z,4167661045,56,Center,,,,,,,,,,,,,,,,,,,,,,8cfopdu7tyfve6iu3sinme1gp,Bruno Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649933,163,49,1,17,8,2kzl64gp8x37bon8tyxojqrr1,1,28.8,62.9,2023-04-04T19:20:15.528Z,2023-04-04T19:20:16Z,,,,,,,,,,,,,,,,,,,,,,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649951,164,1,1,17,9,2kzl64gp8x37bon8tyxojqrr1,1,28.8,62.9,2023-04-04T19:20:15.672Z,2023-04-04T19:20:16Z,4163773249,213,5.1,4163773243,140,32.7,4163773247,212,10.1,4163773241,56,Back,4163773245,141,49.3,,,,,,,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649977,165,1,1,17,10,2kzl64gp8x37bon8tyxojqrr1,1,32.7,49.3,2023-04-04T19:20:16.840Z,2023-04-04T19:20:19Z,4163773405,140,30.4,4163773407,141,27.7,4163773403,56,Back,4163773411,213,4.5,4163773409,212,14.9,,,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649981,166,1,1,17,12,2kzl64gp8x37bon8tyxojqrr1,0,27.9,27.4,2023-04-04T19:20:19.336Z,2023-04-04T19:20:20Z,4163773417,56,Back,4163773419,140,35.4,4163773423,212,11.0,4163773421,141,38.7,4163773425,213,0.8,,,,,,,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528649987,165,49,1,17,14,4djrvao40r1vgr4psfl5dzc80,1,60.9,57.6,2023-04-04T19:20:20.838Z,2023-04-04T20:01:38Z,,,,,,,,,,,,,,,,,,,,,,,,,5s1ofruu4rz52k2ogzaujplw4,Bader Munshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528650007,166,1,1,17,14,4djrvao40r1vgr4psfl5dzc80,1,60.9,57.6,2023-04-04T19:20:20.948Z,2023-04-04T20:01:39Z,4163773565,141,54.2,4163773563,140,66.3,4163773561,56,Center,4163773567,212,6.1,4163773569,213,5.9,,,,,,,,,,5s1ofruu4rz52k2ogzaujplw4,Bader Munshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528650043,167,1,1,17,15,4djrvao40r1vgr4psfl5dzc80,1,66.3,54.2,2023-04-04T19:20:22.261Z,2023-04-06T15:28:26Z,4163773739,141,53.0,4163773737,140,78.4,4163773743,213,6.2,4163774497,210,13,4163773735,56,Center,4163774499,154,,4163773741,212,12.7,,,,9d3t6xtk6bceipt63k6c5rnit,Nono,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528650047,168,13,1,17,17,4djrvao40r1vgr4psfl5dzc80,1,80.5,57.7,2023-04-04T19:20:24.116Z,2023-04-06T15:28:26Z,4163773765,18,,4163774507,154,,4163774513,102,41.2,4163774329,72,,4163773767,56,Center,4163774505,29,,4163774519,230,97.7,4163774509,55,167,8cfopdu7tyfve6iu3sinme1gp,Bruno Duarte,4163774515,103,2.8,4163773763,22,,,4163774503,84,4163774517,215,,,4163774521,231,50.5,,,,,,,,,,,,,,,,,,
2528650059,167,5,1,17,18,2kzl64gp8x37bon8tyxojqrr1,1,-1,59.4,2023-04-04T19:20:25.496Z,2023-04-04T19:20:26Z,4163773847,233,169,4163773831,56,Back,4163773833,346,,,,,,,,,,,,,,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528650061,169,5,1,17,18,4djrvao40r1vgr4psfl5dzc80,0,101,40.6,2023-04-04T19:20:25.496Z,2023-04-04T19:27:55Z,4163773839,56,Center,4163773895,233,167,4163773841,346,,,,,,,,,,,,,,,,,970jrhb28ry898d1ocpad6dwp,Ammar Al Najjar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528650499,168,17,1,17,26,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2023-04-04T19:20:33.351Z,2023-04-04T19:22:27Z,4163776167,31,,4163776171,13,243,4163776169,392,,,,,,,,,,,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528650853,169,1,1,18,29,2kzl64gp8x37bon8tyxojqrr1,1,4.5,54.5,2023-04-04T19:21:36.135Z,2023-04-04T19:21:38Z,4163777901,237,,4163777891,140,13.4,4163777897,213,1.0,4163777887,124,,4163777889,56,Back,4163777895,212,17.9,4163777893,141,77.0,4163777903,189,,5il4uc7d941ndwjl0qu97y7dh,Marcelo Grohe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528650897,170,1,1,18,33,2kzl64gp8x37bon8tyxojqrr1,1,13.6,69.1,2023-04-04T19:21:40.327Z,2023-04-04T19:21:43Z,4163778111,141,32.9,4163778107,56,Back,4163778113,212,24.9,4163778115,213,4.9,4163778109,140,17.0,,,,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528650935,171,1,1,18,37,2kzl64gp8x37bon8tyxojqrr1,1,18.2,31.4,2023-04-04T19:21:43.607Z,2023-04-04T19:21:49Z,4163778321,213,5.4,4163778319,212,22.8,4163778311,140,32.5,4163778307,56,Back,4163778315,141,6.1,,,,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528650963,172,1,1,18,42,2kzl64gp8x37bon8tyxojqrr1,1,36.3,13.6,2023-04-04T19:21:48.935Z,2023-04-06T15:29:00Z,4163778445,213,2.5,4163778443,212,15.9,4163778439,140,24.5,4163778437,56,Back,4163778441,141,28.3,,,,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528650987,173,1,1,18,45,2kzl64gp8x37bon8tyxojqrr1,1,23.5,29.6,2023-04-04T19:21:51.719Z,2023-04-04T19:21:54Z,4163778561,212,22.3,4163778555,56,Back,4163778563,213,2.0,4163778557,140,15.4,4163778559,141,59.9,,,,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528651037,174,1,1,18,48,2kzl64gp8x37bon8tyxojqrr1,1,24.1,69.3,2023-04-04T19:21:54.551Z,2023-04-06T15:29:11Z,4163778813,140,39.6,4163778819,213,0.7,4163778817,212,21.2,4163778815,141,89.2,4163778811,56,Back,,,,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529380615,866,1,1,18,51,2kzl64gp8x37bon8tyxojqrr1,1,38.6,85.3,2023-04-04T19:21:57.855Z,2023-04-06T15:30:03Z,4167664223,212,17.7,4167664225,213,0.3,4167664221,141,93.4,4167664217,56,Left,4167664219,140,54.6,,,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528651089,175,43,1,18,51,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2023-04-04T19:21:58.055Z,2023-04-06T15:31:13Z,4163779097,213,0.1,4163779091,140,58.4,4163779089,56,Left,4167665277,144,1,4163779095,212,18.1,4163779093,141,97.4,,,,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529380617,867,3,1,18,53,2kzl64gp8x37bon8tyxojqrr1,0,58,91.6,2023-04-04T19:21:59.704Z,2023-04-06T15:31:25Z,4167664233,465,,4167664235,467,970jrhb28ry898d1ocpad6dwp,4167664231,286,,4167664229,56,Left,,,,,,,,,,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528651095,176,4,1,18,55,2kzl64gp8x37bon8tyxojqrr1,1,56,92.4,2023-04-04T19:22:02.118Z,2023-04-06T15:30:43Z,4163779121,152,,4163779119,56,Left,4163779233,233,170,4163779125,286,,4163779123,265,,4163779115,13,,,,,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528651113,170,4,1,18,55,4djrvao40r1vgr4psfl5dzc80,0,44,7.6,2023-04-04T19:22:02.119Z,2023-04-04T19:22:24Z,4163779201,265,,4163779195,13,,4163779255,233,176,4163779203,285,,4163779199,152,,4163779197,56,Back,,,,,,,970jrhb28ry898d1ocpad6dwp,Ammar Al Najjar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529380867,868,1,1,19,8,2kzl64gp8x37bon8tyxojqrr1,1,58.4,93.9,2023-04-04T19:22:15.235Z,2023-04-06T15:31:50Z,4167665825,212,17.5,4167665823,141,85.9,4167665815,5,,4167665827,213,3.5,4167665821,140,42.6,4167665859,189,,4167665819,56,Back,4167665817,152,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528651333,177,1,1,19,13,2kzl64gp8x37bon8tyxojqrr1,1,45.1,94,2023-04-04T19:22:19.847Z,2023-04-06T15:32:09Z,4163780279,140,73.2,4163780277,56,Left,4163780285,213,0.1,4163780283,212,29.6,4163780273,155,,4163780281,141,96.6,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528651335,178,3,1,19,13,2kzl64gp8x37bon8tyxojqrr1,0,70.4,97.5,2023-04-04T19:22:20.355Z,2023-04-07T13:23:21Z,4169211689,233,171,4167666483,464,,4163780291,286,,4163780289,56,Left,,,,,,,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528651313,171,7,1,19,13,4djrvao40r1vgr4psfl5dzc80,1,29.6,2.5,2023-04-04T19:22:20.356Z,2023-04-06T15:32:31Z,4163780173,56,Back,4163780355,233,178,4163780171,167,,4163780175,285,,4167666519,385,,,,,,,,,,,970jrhb28ry898d1ocpad6dwp,Ammar Al Najjar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528651317,172,5,1,19,14,4djrvao40r1vgr4psfl5dzc80,0,28.8,-1.8,2023-04-04T19:22:20.854Z,2023-04-04T19:22:27Z,4163780191,56,Back,4163780651,233,179,4163780195,347,,,,,,,,,,,,,,,,,970jrhb28ry898d1ocpad6dwp,Ammar Al Najjar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528651389,179,5,1,19,14,2kzl64gp8x37bon8tyxojqrr1,1,71.2,101.8,2023-04-04T19:22:20.854Z,2023-04-04T19:27:55Z,4163780607,56,Left,4163780611,233,172,4163780609,347,,,,,,,,,,,,,,,,,7us8hoqv66v0fqos94zxijk2y,Haroune Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528651521,180,1,1,19,31,2kzl64gp8x37bon8tyxojqrr1,1,57,100,2023-04-04T19:22:37.703Z,2023-04-04T20:03:32Z,4163781305,107,,4163781311,141,89.3,4163781313,212,15.0,4163781307,56,Back,4163781315,213,3.7,4163781309,140,44.8,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528651535,181,1,1,19,32,2kzl64gp8x37bon8tyxojqrr1,1,44.8,89.3,2023-04-04T19:22:38.758Z,2023-04-04T20:03:33Z,4163781381,212,15.3,4163781375,56,Back,4163781383,213,4.0,4163781379,141,71.8,4163781377,140,35.6,,,,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
