id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/13/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2495196541,1,34,16,0,0,c9swyor08g9pedxpe3n321svu,1,0,0,2023-01-05T16:21:01.599Z,2023-01-05T17:49:18Z,3966443073,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3966443079,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3966443081,194,9vt5q842htj38cblrh1v62qj9,3966443071,30,"9vt5q842htj38cblrh1v62qj9, aq8pym2fuweqbkxbbu7hqn0x6, 27jg2mdzgw4bt7l4215hq12sq, 3xtzd4wqoq2b6ak1k2tep9oet, inbrwc7gw6d1z8x60nl0padx, av4e1au7cz1s6rmz5u45l4yjt, 2lkra7wic5b481l7qybjh8lx, d25hyz1ov3mdflbnbyc9okrmd, 6wjktx17kp8g29h9gw27lwez9, 1jfxkmks9lci345fiz9z2gfl5, 2ghv5nqgyn0wv9ekdx1ow0445, p3ebcmbu5i9le8czo76ngm0a, 2i9cy7dt9zn1jz96h61oo2m6t, f53lu15h3s3mhmj2u7ztabd1x, 5muk6frafyj5lj1jdg54z2thx, 14dpnweb51v7re2xa3qkpulex, a3t7bral3j0l1czbmojwqnob9, c4zklinh3sa5kchbvjugn0s0l, 2rke2vs37xud2tqb5frwmusbt, 6155cf9oe0zhtal2k3qw9pi3t",3966443083,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3966443077,130,4,3966502407,197,1906,3966443075,59,"1, 66, 88, 6, 20, 5, 19, 28, 9, 96, 29, 4, 8, 10, 11, 16, 17, 21, 26, 32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495197571,1,34,16,0,0,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2023-01-05T16:29:36.933Z,2023-01-05T17:28:35Z,3966448497,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3966448495,30,"5il4uc7d941ndwjl0qu97y7dh, 8g2nbo0z5g733zb4wzuo2390q, bg3kdsod1j0u3yk1jw5ndu9sk, 6lpj04km1rma60n8l66q0hd5h, 82t3ag5zwejftjmznthvsjtn9, 4upzspmuautmtl51yxe3kva39, du6wgayjqw7jqjh770c43vvmd, emkg78pm7xdjkkt2w0yd8vh79, aatjvj13ffwrj81vcfy68fnit, 1cpbxhov5ypi6ez7k09oxo5w5, 29i4ruk1vkwrl1w9vg9ggqpqt, e6prms9eb7zao76xzfbmdbbx0, eqdev00exzhrls89wj77cdzp, d3sjamk5urj3zpdece4bopadx, 1omzj46rrvsev6v03nd72dgwl, dertlfklisnxnba0zl5lpp7u1, 38qgiazulsyaxmvqqrdjlw2l0, chjrxst4jz5dy3gbcr8ecxq1g, 7us8hoqv66v0fqos94zxijk2y, 1ow25k1m9n3pf4r5s0erkqw2d",3966448505,194,4upzspmuautmtl51yxe3kva39,3966448507,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3966448503,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3966504063,197,620,3966448501,130,8,3966448499,59,"34, 13, 12, 10, 20, 26, 11, 3, 9, 90, 17, 16, 5, 21, 24, 27, 36, 37, 70, 80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495207841,2,32,1,0,0,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2023-01-05T17:31:47.562Z,2023-01-10T09:30:42Z,3966506291,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495207825,2,32,1,0,0,c9swyor08g9pedxpe3n321svu,1,0,0,2023-01-05T17:31:47.562Z,2023-01-05T17:31:47Z,3966506221,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495207857,3,1,1,0,0,c9swyor08g9pedxpe3n321svu,1,50.1,50.1,2023-01-05T17:31:47.575Z,2023-01-12T10:27:29Z,3966506367,141,48.2,3974452433,178,,3966506365,140,35.3,3966506373,279,S,3966506363,56,Back,3966506371,213,3.2,3966506369,212,15.6,,,,6wjktx17kp8g29h9gw27lwez9,O. Ighalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495207871,4,1,1,0,2,c9swyor08g9pedxpe3n321svu,1,35.3,48.2,2023-01-05T17:31:49.566Z,2023-01-12T10:27:56Z,3966506457,212,13.8,3966506455,141,29.8,3974452847,178,,3966506451,56,Back,3966506453,140,40.9,3966506459,213,5.2,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495207881,5,1,1,0,4,c9swyor08g9pedxpe3n321svu,1,41.7,27.7,2023-01-05T17:31:51.787Z,2023-01-12T10:28:00Z,3966506509,56,Back,3966506517,213,4.5,3966506515,212,13.6,3966506513,141,8.0,3966506511,140,39.6,3974452897,178,,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495207885,6,1,1,0,6,c9swyor08g9pedxpe3n321svu,1,39.6,8,2023-01-05T17:31:54.048Z,2023-01-12T10:28:05Z,3966506543,140,25.6,3966506549,213,2.5,3966506541,56,Back,3974452925,178,,3966506547,212,18.0,3966506545,141,23.4,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495207899,7,1,1,0,9,c9swyor08g9pedxpe3n321svu,1,25.9,25,2023-01-05T17:31:57.118Z,2023-01-12T10:28:08Z,3966506615,140,21.9,3974452951,178,,3966506617,141,65.5,3966506619,212,27.9,3966506621,213,1.7,3966506613,56,Back,,,,,,,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495207911,8,1,1,0,13,c9swyor08g9pedxpe3n321svu,1,26.6,69.1,2023-01-05T17:32:01.110Z,2023-01-12T10:28:11Z,3966506687,212,20.6,3966506685,141,39.1,3966506681,56,Back,3966506683,140,29.2,3966506689,213,4.8,3974452961,178,,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
