id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/15/value,assist
2529002449,1,34,16,0,0,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2023-04-05T18:03:42.464Z,2023-04-05T19:03:54Z,4165656065,30,"e3q9barjksj9yb3obsi90i9jp, 96locb7oipzlke997xnx6ii38, b60up5thhuxb8e2bj4qry7ecq, dg7eawa1vjaz1uhrjhr7cucfe, 5etucjhifze9cu3fecy68dg16, 3wpliz4y0ex8jxtlt2enirc9h, 8btwu0jixlrcl9gj51uepz21g, 8zbaicqws2ux52rgiy95xetm2, tt0300qkkmgu52dbkxcaywut, en6ut1dhht8l7hrupqphorld5, clnli7y2s88p16yqtrbsb99sl, b07spq4zt9abj441qcwfts5p1, d5sexeurir6iq57sqk1d2xrs9, drlzps89wgzfvjmmvqnshmrkk, 53jsw38p3m81ohicrlus0j9ck, 92j12068e102fecql9i8bvehg, ql3ke0589k0ywxw4kzd5wgt0, exs0tbl2thbcz163r3vas74es, 8pelo35x9cxd3anj7xrfxk1nu, 6un0w34djb8ml6r3dmmbzaq96",4165748599,197,2937,4165656067,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4165656073,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4165656075,194,e3q9barjksj9yb3obsi90i9jp,4165656071,130,6,4165656069,59,"25, 6, 13, 8, 3, 4, 77, 17, 31, 70, 11, 10, 15, 18, 21, 22, 29, 20, 33, 94",4165656077,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529007005,1,34,16,0,0,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2023-04-05T18:18:09.014Z,2023-04-05T19:09:54Z,4165677019,194,bl117o6ogkgnnbv2gl0ozpn85,4165677009,30,"8qps88s8g1c8xw5uiz5gyh4ut, 8po9k5w3ds7hoai833haglrf8, dr08g6m75jde8h9p96jfwojit, bl117o6ogkgnnbv2gl0ozpn85, 2gwlr4pwk004ck0jrgn7z6ytx, a9yimyxegu9sx46hqvwswjs2d, b21fztzyrqua7i6lkfk7wh979, 6wto8d6jcd41bo451wwbjng89, 5fpfdgzit3468e1a04ooetsr9, ciw54ghi1jv1xb5dmtv558xjp, c79pr94ulryjygvurdgku45w5, 3a591b3l0o7ucdb8w72vjz4kp, et956pmx883y3lica15q6zxii, 64122p1l6bayb1x6lfi9w85m2, 37ge6lk134usu3w0xdqu6ngq2, 7fjkirlsme7wdpjibaw136s4, bx7lsguu67h38eanl7xf0hclw, 8wkq879j3x6n991v1tw6sxt78, a9xl33f68np358angkw5o606i, c7da9wqhoce68v0tvfhb4itjo",4165677013,59,"1, 2, 23, 4, 17, 6, 74, 88, 87, 76, 49, 3, 7, 13, 20, 27, 29, 46, 80, 90",4165748807,197,2908,4165677015,130,8,4165677011,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4165677017,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4165677021,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022225,2,32,1,0,0,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2023-04-05T19:00:20.808Z,2023-04-07T13:42:35Z,4165756081,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022221,2,32,1,0,0,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2023-04-05T19:00:20.808Z,2023-04-05T19:00:20Z,4165756049,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022261,3,1,1,0,0,dbhdov3cc47kcr1hjg5qr5qg7,1,49.2,49.5,2023-04-05T19:00:20.908Z,2023-04-05T19:00:25Z,4165756261,56,Back,4165756265,141,37.1,4165756267,212,16.8,4165756271,279,S,4165756269,213,3.7,4165756263,140,35.4,,,,,,,en6ut1dhht8l7hrupqphorld5,Rakan Shamlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022311,4,1,1,0,5,dbhdov3cc47kcr1hjg5qr5qg7,1,36,36.9,2023-04-05T19:00:26.252Z,2023-04-05T19:00:29Z,4165756533,212,17.9,4165756529,140,35.3,4165756535,213,4.7,4165756527,56,Back,4165756531,141,10.6,,,,,,,,,,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022313,5,1,1,0,9,dbhdov3cc47kcr1hjg5qr5qg7,1,35.3,10.6,2023-04-05T19:00:30.188Z,2023-04-05T19:00:30Z,4165756555,213,1.8,4165756549,140,31.4,4165756551,141,35.9,4165756547,56,Back,4165756553,212,17.7,,,,,,,,,,96locb7oipzlke997xnx6ii38,Mohammed Bassam Al Hurayji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022331,6,1,1,0,10,dbhdov3cc47kcr1hjg5qr5qg7,1,31.4,35.9,2023-04-05T19:00:31.132Z,2023-04-05T19:00:32Z,4165756637,141,70.1,4165756635,140,29.8,4165756641,213,1.6,4165756633,56,Back,4165756639,212,23.3,,,,,,,,,,5etucjhifze9cu3fecy68dg16,Mohammed Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022383,7,1,1,0,12,dbhdov3cc47kcr1hjg5qr5qg7,1,29.8,70.1,2023-04-05T19:00:32.845Z,2023-04-05T19:00:37Z,4165756927,141,95.6,4165756923,140,42.7,4165756919,56,Back,4165756933,213,0.9,4165756929,212,22.0,,,,,,,,,,3wpliz4y0ex8jxtlt2enirc9h,Maurício Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022417,8,1,1,0,17,dbhdov3cc47kcr1hjg5qr5qg7,1,57,87.2,2023-04-05T19:00:38.349Z,2023-04-05T19:00:43Z,4165757153,140,78.1,4165757159,213,5.8,4165757157,212,25.6,4165757149,155,,4165757151,56,Center,4165757155,141,68.4,,,,,,,b60up5thhuxb8e2bj4qry7ecq,Abdullah Al Yousif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022431,9,1,1,0,22,dbhdov3cc47kcr1hjg5qr5qg7,1,94.8,68.8,2023-04-05T19:00:43.661Z,2023-04-05T19:04:04Z,4165757261,141,30.1,4165757257,56,Center,4165757265,213,4.8,4165757259,140,96.1,4165757263,212,26.4,,,,,,,,,,tt0300qkkmgu52dbkxcaywut,R. López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022459,10,1,1,0,24,dbhdov3cc47kcr1hjg5qr5qg7,1,96.4,24.6,2023-04-05T19:00:45.581Z,2023-04-05T19:04:14Z,4165757439,212,24.3,4165757433,56,Center,4165757441,213,3.0,4165757435,140,73.5,4165757437,141,29.5,,,,,,,,,,8btwu0jixlrcl9gj51uepz21g,Yousef Fawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022485,11,1,1,0,27,dbhdov3cc47kcr1hjg5qr5qg7,1,73.5,29.5,2023-04-05T19:00:48.621Z,2023-04-05T19:00:51Z,4165757603,141,12.8,4165757601,140,57.0,4165757605,212,20.7,4165757607,213,3.7,4165757599,56,Right,,,,,,,,,,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022503,12,1,1,0,30,dbhdov3cc47kcr1hjg5qr5qg7,1,57.1,12.8,2023-04-05T19:00:51.597Z,2023-04-05T19:00:53Z,4165757723,141,35.5,4165757719,56,Center,4165757725,212,16.5,4165757721,140,62.6,4165757727,213,1.2,,,,,,,,,,5etucjhifze9cu3fecy68dg16,Mohammed Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022543,13,1,1,0,33,dbhdov3cc47kcr1hjg5qr5qg7,1,60,30.1,2023-04-05T19:00:53.822Z,2023-04-05T19:00:59Z,4165757957,212,25.3,4165757949,155,,4165757951,56,Right,4165757955,141,13.7,4165757953,140,81.6,4165757959,213,5.8,,,,,,,8zbaicqws2ux52rgiy95xetm2,Yahya Al Qarani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022551,14,1,1,0,39,dbhdov3cc47kcr1hjg5qr5qg7,1,84.7,14.7,2023-04-05T19:01:00.365Z,2023-04-05T19:01:01Z,4165758003,141,8.1,4165758001,140,88.2,4165757999,56,Right,4165758005,212,5.8,4165758007,213,5.4,,,,,,,,,,96locb7oipzlke997xnx6ii38,Mohammed Bassam Al Hurayji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022565,15,1,1,0,40,dbhdov3cc47kcr1hjg5qr5qg7,1,88.2,8.1,2023-04-05T19:01:01.565Z,2023-04-05T19:01:20Z,4165758079,212,14.3,4165758075,140,74.7,4165758081,213,3.0,4165758073,56,Right,4165758077,141,10.6,,,,,,,,,,8btwu0jixlrcl9gj51uepz21g,Yousef Fawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022615,16,1,1,0,42,dbhdov3cc47kcr1hjg5qr5qg7,1,74.7,10.6,2023-04-05T19:01:03.054Z,2023-04-07T16:48:08Z,4170212389,224,,4165758347,56,Center,4165758353,212,31.4,4170212391,20,,4165758345,155,,4165758343,2,,4165758351,141,53.8,4165758349,140,85.3,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,4165758355,213,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022621,17,61,1,0,43,dbhdov3cc47kcr1hjg5qr5qg7,0,85.3,53.8,2023-04-05T19:01:04.750Z,2023-04-05T19:02:07Z,4165758367,56,Center,,,,,,,,,,,,,,,,,,,,,,en6ut1dhht8l7hrupqphorld5,Rakan Shamlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022605,3,49,1,0,44,2xl3g56k2mbuwdbre46s29vt4,1,23.2,41.6,2023-04-05T19:01:05.323Z,2023-04-05T19:01:05Z,,,,,,,,,,,,,,,,,,,,,,,,,8po9k5w3ds7hoai833haglrf8,Ali Makki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022655,4,1,1,0,44,2xl3g56k2mbuwdbre46s29vt4,1,23.2,41.6,2023-04-05T19:01:05.363Z,2023-04-05T19:01:10Z,4165758511,141,61.4,4165758515,213,1.2,4165758505,56,Back,4165758509,140,28.1,4165758513,212,14.4,,,,,,,,,,8po9k5w3ds7hoai833haglrf8,Ali Makki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022661,5,50,1,0,48,2xl3g56k2mbuwdbre46s29vt4,1,26,56,2023-04-05T19:01:09.032Z,2023-04-05T19:02:00Z,4165758535,56,Back,4165758611,233,18,4165758537,285,,,,,,,,,,,,,,,,,5fpfdgzit3468e1a04ooetsr9,Anselmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022667,18,7,1,0,48,dbhdov3cc47kcr1hjg5qr5qg7,0,74,44,2023-04-05T19:01:09.033Z,2023-04-07T16:48:48Z,4170213419,383,,4165758565,56,Center,4165758567,286,,4165758589,233,5,,,,,,,,,,,,,en6ut1dhht8l7hrupqphorld5,Rakan Shamlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023059,10,61,1,0,49,2xl3g56k2mbuwdbre46s29vt4,1,28.3,56.3,2023-04-05T19:01:09.997Z,2023-04-05T19:02:01Z,4165761205,56,Back,,,,,,,,,,,,,,,,,,,,,,5fpfdgzit3468e1a04ooetsr9,Anselmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022699,6,1,1,0,50,2xl3g56k2mbuwdbre46s29vt4,1,24.4,66.6,2023-04-05T19:01:11.480Z,2023-04-05T19:01:13Z,4165758743,56,Back,4165758749,212,16.7,4165758751,213,1.6,4165758747,141,91.1,4165758745,140,23.6,,,,,,,,,,bl117o6ogkgnnbv2gl0ozpn85,Waleed Bakshwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022729,7,1,1,0,52,2xl3g56k2mbuwdbre46s29vt4,1,23.6,91.1,2023-04-05T19:01:13.351Z,2023-04-05T19:01:16Z,4165758953,212,10.5,4165758947,56,Back,4165758955,213,3.1,4165758951,141,91.1,4165758949,140,13.6,,,,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022773,8,1,1,0,55,2xl3g56k2mbuwdbre46s29vt4,1,13.6,91.1,2023-04-05T19:01:16.055Z,2023-04-05T19:01:20Z,4165759143,212,25.3,4165759139,140,7.7,4165759137,56,Back,4165759141,141,55.1,4165759145,213,4.5,,,,,,,,,,dr08g6m75jde8h9p96jfwojit,Amiri Kurdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022777,9,27,1,0,59,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2023-04-05T19:01:20.382Z,2023-04-05T19:01:27Z,4165759507,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022833,19,27,1,0,59,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2023-04-05T19:01:20.382Z,2023-04-05T19:01:27Z,4165759467,53,tt0300qkkmgu52dbkxcaywut,4165759465,41,Injury,4165759479,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023383,11,28,1,2,2,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2023-04-05T19:02:23.680Z,2023-04-05T19:05:31Z,4165762429,55,9,4165762587,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
