id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/15/value,assist
2529023401,20,28,1,2,2,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2023-04-05T19:02:23.680Z,2023-04-05T19:02:26Z,4165762565,233,11,4165762561,55,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023501,12,68,1,2,16,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2023-04-05T19:02:37.666Z,2023-04-05T19:02:37Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023527,21,68,1,2,16,dbhdov3cc47kcr1hjg5qr5qg7,0,0,0,2023-04-05T19:02:37.736Z,2023-04-07T16:49:45Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023537,13,1,1,2,18,2xl3g56k2mbuwdbre46s29vt4,1,13.6,39.4,2023-04-05T19:02:39.178Z,2023-04-07T16:49:51Z,4165763303,213,1.1,4170214965,189,,4165763299,141,72.9,4165763297,140,24.0,4165763295,56,Back,4165763301,212,25.3,,,,,,,8qps88s8g1c8xw5uiz5gyh4ut,M. Mohamedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023567,14,1,1,2,20,2xl3g56k2mbuwdbre46s29vt4,1,24,72.9,2023-04-05T19:02:40.905Z,2023-04-05T19:02:44Z,4165763461,212,15.8,4165763457,140,30.1,4165763459,141,94.1,4165763463,213,1.2,4165763455,56,Back,,,,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023649,15,1,1,2,23,2xl3g56k2mbuwdbre46s29vt4,1,35.3,90.3,2023-04-05T19:02:44.025Z,2023-04-05T19:02:52Z,4165763871,56,Back,4165763879,213,4.5,4165763875,141,51.2,4165763877,212,27.3,4165763873,140,29.5,,,,,,,,,,dr08g6m75jde8h9p96jfwojit,Amiri Kurdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023659,16,1,1,2,31,2xl3g56k2mbuwdbre46s29vt4,1,44.2,14.7,2023-04-05T19:02:52.065Z,2023-04-05T19:02:54Z,4165763937,140,53.0,4165763941,212,12.6,4165763943,213,5.5,4165763939,141,2.2,4165763935,56,Right,,,,,,,,,,bl117o6ogkgnnbv2gl0ozpn85,Waleed Bakshwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023691,17,1,1,2,33,2xl3g56k2mbuwdbre46s29vt4,1,53.4,2.9,2023-04-05T19:02:54.578Z,2023-04-05T19:02:58Z,4165764087,213,2.0,4165764081,140,44.7,4165764085,212,20.2,4165764079,56,Back,4165764083,141,29.4,,,,,,,,,,2gwlr4pwk004ck0jrgn7z6ytx,Abdullah Al Hafith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023715,18,1,1,2,37,2xl3g56k2mbuwdbre46s29vt4,1,48,41,2023-04-05T19:02:58.786Z,2023-04-05T19:03:02Z,4165764217,140,43.4,4165764221,212,17.5,4165764215,56,Back,4165764223,213,1.8,4165764219,141,65.8,,,,,,,,,,6wto8d6jcd41bo451wwbjng89,Alaa Hejji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023737,19,1,1,2,41,2xl3g56k2mbuwdbre46s29vt4,1,43.4,65.8,2023-04-05T19:03:02.050Z,2023-04-05T19:03:04Z,4165764367,212,23.5,4165764361,141,93.9,4165764353,56,Left,4165764371,213,1.0,4165764357,140,56.4,,,,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023763,20,1,1,2,43,2xl3g56k2mbuwdbre46s29vt4,1,54.2,94.8,2023-04-05T19:03:04.562Z,2023-04-05T19:03:06Z,4165764475,141,75.4,4165764479,213,4.7,4165764471,56,Center,4165764473,140,53.8,4165764477,212,13.2,,,,,,,,,,dr08g6m75jde8h9p96jfwojit,Amiri Kurdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023777,21,1,1,2,45,2xl3g56k2mbuwdbre46s29vt4,0,53.8,75.4,2023-04-05T19:03:06.794Z,2023-04-05T19:03:14Z,4165764541,212,9.9,4165764537,140,57.1,4165764535,56,Left,4165764543,213,1.2,4165764539,141,89.1,,,,,,,,,,b21fztzyrqua7i6lkfk7wh979,K. Yoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023771,22,8,1,2,46,dbhdov3cc47kcr1hjg5qr5qg7,1,41.9,12.4,2023-04-05T19:03:07.792Z,2023-04-07T16:50:26Z,4165764509,56,Back,4170215919,383,,,,,,,,,,,,,,,,,,,,8btwu0jixlrcl9gj51uepz21g,Yousef Fawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023785,23,49,1,2,47,dbhdov3cc47kcr1hjg5qr5qg7,1,41.6,12.8,2023-04-05T19:03:08.705Z,2023-04-05T19:03:08Z,,,,,,,,,,,,,,,,,,,,,,,,,8btwu0jixlrcl9gj51uepz21g,Yousef Fawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023803,24,1,1,2,48,dbhdov3cc47kcr1hjg5qr5qg7,1,41.6,12.8,2023-04-05T19:03:08.929Z,2023-04-05T19:03:09Z,4165764663,213,0.5,4165764655,56,Back,4165764659,141,17.2,4165764657,140,47.1,4165764661,212,6.5,,,,,,,,,,8btwu0jixlrcl9gj51uepz21g,Yousef Fawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023815,25,1,1,2,48,dbhdov3cc47kcr1hjg5qr5qg7,1,47.1,17.2,2023-04-05T19:03:09.601Z,2023-04-05T19:03:10Z,4165764729,56,Back,4165764737,212,6.9,4165764733,141,14.7,4165764743,213,3.4,4165764731,140,40.7,,,,,,,,,,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023825,26,1,1,2,49,dbhdov3cc47kcr1hjg5qr5qg7,1,40.7,14.7,2023-04-05T19:03:10.561Z,2023-04-05T19:03:11Z,4165764803,213,2.2,4165764797,140,35.4,4165764795,56,Back,4165764799,141,27.2,4165764801,212,10.2,,,,,,,,,,8btwu0jixlrcl9gj51uepz21g,Yousef Fawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023845,27,1,1,2,50,dbhdov3cc47kcr1hjg5qr5qg7,1,35.1,27.2,2023-04-05T19:03:11.569Z,2023-04-05T19:03:13Z,4165764931,141,57.1,4165764935,213,1.9,4165764927,56,Back,4165764929,140,28.6,4165764933,212,21.4,,,,,,,,,,5etucjhifze9cu3fecy68dg16,Mohammed Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023863,28,1,1,2,53,dbhdov3cc47kcr1hjg5qr5qg7,1,28.4,58.5,2023-04-05T19:03:14.064Z,2023-04-05T19:03:16Z,4165765051,140,32.5,4165765049,56,Back,4165765055,212,17.5,4165765057,213,1.3,4165765053,141,83.5,,,,,,,,,,3wpliz4y0ex8jxtlt2enirc9h,Maurício Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023895,29,1,1,2,54,dbhdov3cc47kcr1hjg5qr5qg7,0,33.5,90.1,2023-04-05T19:03:14.945Z,2023-04-07T16:51:42Z,4165765253,140,35.5,4165765259,213,0.3,4165765257,212,2.2,4165765255,141,90.9,4165765249,155,,4165765251,56,Back,,,,,,,b60up5thhuxb8e2bj4qry7ecq,Abdullah Al Yousif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529852603,970,61,1,2,54,2xl3g56k2mbuwdbre46s29vt4,1,68.1,11.5,2023-04-05T19:03:15.491Z,2023-04-07T16:51:47Z,4170217833,56,Right,,,,,,,,,,,,,,,,,,,,,,5fpfdgzit3468e1a04ooetsr9,Anselmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023901,22,45,1,3,1,2xl3g56k2mbuwdbre46s29vt4,0,34.6,5.9,2023-04-05T19:03:21.899Z,2023-04-05T19:03:24Z,4165765389,233,30,4165765277,56,Back,4165765281,285,,,,,,,,,,,,,,,,,8po9k5w3ds7hoai833haglrf8,Ali Makki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023917,30,3,1,3,1,dbhdov3cc47kcr1hjg5qr5qg7,1,65.4,94.1,2023-04-05T19:03:21.899Z,2023-04-07T16:52:03Z,4165765383,233,22,4165765365,286,,4165765363,56,Left,4170218223,465,,,,,,,,,,,,,,clnli7y2s88p16yqtrbsb99sl,A. Bukia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023997,31,1,1,3,3,dbhdov3cc47kcr1hjg5qr5qg7,1,77.8,93.1,2023-04-05T19:03:24.177Z,2023-04-07T16:52:10Z,4170218441,224,,4165765803,56,Right,4170218443,72,,4165765801,155,,4165765809,212,63.2,4165765813,1,,4165765799,2,,4165765805,140,94.2,clnli7y2s88p16yqtrbsb99sl,A. Bukia,4165765807,141,3.6,4165765811,213,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024035,32,1,1,3,11,dbhdov3cc47kcr1hjg5qr5qg7,1,94.1,4,2023-04-05T19:03:32.721Z,2023-04-05T19:03:34Z,4165765949,141,7.3,4165765951,212,9.5,4165765953,213,2.9,4165765947,140,85.3,4165765945,56,Right,,,,,,,,,,8btwu0jixlrcl9gj51uepz21g,Yousef Fawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024091,33,1,1,3,14,dbhdov3cc47kcr1hjg5qr5qg7,1,83.6,6.9,2023-04-05T19:03:35.041Z,2023-04-05T19:03:39Z,4165766237,56,Right,4165766241,141,9.9,4165766245,213,3.1,4165766243,212,27.2,4165766239,140,57.8,,,,,,,,,,96locb7oipzlke997xnx6ii38,Mohammed Bassam Al Hurayji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024139,34,1,1,3,19,dbhdov3cc47kcr1hjg5qr5qg7,1,57.8,7.9,2023-04-05T19:03:40.177Z,2023-04-05T19:03:43Z,4165766459,141,14.7,4165766455,56,Right,4165766463,213,0.5,4165766461,212,10.0,4165766457,140,66.2,,,,,,,,,,5etucjhifze9cu3fecy68dg16,Mohammed Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
