id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass
2495165879,647,49,1,0,7,7w4300dn2tnd0eqmbtk531tkx,1,44.8,91.6,2022-12-31T17:30:20.977Z,2023-01-06T03:54:59Z,,,,,,,,,,,,,,,,,,,,,,,,,5sjuufrdq1rx6senkjjgtimsp,Khaled Al Samiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494377989,5,43,1,0,7,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2022-12-31T17:30:21.531Z,2023-01-05T11:47:05Z,3962146161,141,72.9,3962146159,140,43.4,3966273889,144,1,3962146163,212,13.8,3962146157,56,Back,3962146165,213,4.9,,,,,,,6ry2ngrlp71y0q57zgz6wu2y2,Hussain Ali Alnwaiqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494377991,6,3,1,0,10,7w4300dn2tnd0eqmbtk531tkx,0,60,94.8,2022-12-31T17:30:24.317Z,2023-01-06T03:55:06Z,3962146171,56,Left,3966283759,233,5,3966711259,178,,3962146173,286,,3966273979,465,,,,,,,,,,,5sjuufrdq1rx6senkjjgtimsp,Khaled Al Samiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494377995,5,7,1,0,10,57jcqe38hakh2hfit2zsogsb,1,40,5.2,2022-12-31T17:30:24.405Z,2023-01-06T03:55:23Z,3966711279,178,,3962146191,285,,3962146189,56,Back,3966273963,385,,3962146195,233,6,,,,,,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494377999,7,5,1,0,11,57jcqe38hakh2hfit2zsogsb,0,41,-1.8,2022-12-31T17:30:25.736Z,2023-01-06T03:55:28Z,3962146203,56,Back,3962146259,233,7,3962146205,347,,,,,,,,,,,,,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378005,7,5,1,0,11,7w4300dn2tnd0eqmbtk531tkx,1,59,101.8,2022-12-31T17:30:25.736Z,2023-01-06T03:55:28Z,3962146237,56,Left,3962146255,233,7,3962146239,347,,,,,,,,,,,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494377997,6,43,1,0,13,57jcqe38hakh2hfit2zsogsb,1,0,0,2022-12-31T17:30:27.405Z,2022-12-31T17:30:30Z,3962146193,56,Back,3962146223,144,61,,,,,,,,,,,,,,,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378019,8,1,1,0,22,7w4300dn2tnd0eqmbtk531tkx,1,54.9,100,2022-12-31T17:30:36.138Z,2023-01-06T03:55:37Z,3962146333,56,Left,3962146331,107,,3962146339,212,37.1,3962146335,140,89.5,3962146341,213,6.1,3962146343,1,,3962146337,141,90.9,,,,6ry2ngrlp71y0q57zgz6wu2y2,Hussain Ali Alnwaiqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378025,9,1,1,0,27,7w4300dn2tnd0eqmbtk531tkx,0,96.1,90.3,2022-12-31T17:30:40.884Z,2023-01-06T03:55:47Z,3962146379,236,,3962146365,2,,3962146385,286,,3962146367,155,,3962146381,233,8,3962146373,141,83.8,3966274143,72,,3962146369,56,Left,22cd6gzfwo341qai1o6014251,S. Çikalleshi,3962146375,212,4.4,3962146377,213,4.7,3966711341,178,3966274141,224,3962146371,140,96.2,,,,,,,,,,,,,,,,,,,,,,
2494378021,8,12,1,0,27,57jcqe38hakh2hfit2zsogsb,1,2.7,12.3,2022-12-31T17:30:40.982Z,2023-01-06T03:55:57Z,3962146353,56,Back,3962146351,185,,3962146389,233,9,3966711367,178,,,,,,,,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378029,9,49,1,0,27,57jcqe38hakh2hfit2zsogsb,1,9.8,4.9,2022-12-31T17:30:41.712Z,2023-01-06T03:56:07Z,,,,,,,,,,,,,,,,,,,,,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378037,10,1,1,0,29,57jcqe38hakh2hfit2zsogsb,1,9.8,4.9,2022-12-31T17:30:42.961Z,2023-01-06T03:56:13Z,3962146447,141,4.6,3962146449,212,25.9,3962146445,140,34.5,3966711425,178,,3962146441,155,,3962146451,213,6.3,3962146443,56,Back,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378039,11,4,1,0,31,57jcqe38hakh2hfit2zsogsb,1,36.8,10.8,2022-12-31T17:30:45.183Z,2023-01-06T03:56:26Z,3962146457,56,Back,3962146459,152,,3962146455,13,,3962146485,233,10,3962146463,286,,3962146461,265,,,,,,,,4lhyi7xvorswax9xwmz4v5tqt,Talisca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378043,10,4,1,0,31,7w4300dn2tnd0eqmbtk531tkx,0,63.2,89.2,2022-12-31T17:30:45.184Z,2023-01-06T03:56:25Z,3962146489,233,11,3962146477,56,Left,3962146475,13,,3962146479,152,,3962146483,285,,3966711463,178,,3962146481,265,,,,,4k6v874ygp633amqtbp1g9nth,Lucas Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378061,12,1,1,0,52,57jcqe38hakh2hfit2zsogsb,1,38,20.7,2022-12-31T17:31:06.585Z,2023-01-06T03:56:44Z,3962146601,212,29.5,3962146599,141,64.0,3962146595,56,Back,3962146597,140,39.9,3966711531,178,,3962146603,213,1.5,3962146593,152,,3962146591,5,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378071,13,1,1,0,52,57jcqe38hakh2hfit2zsogsb,1,39.9,64,2022-12-31T17:31:06.695Z,2023-01-06T03:56:57Z,3962146635,212,7.7,3962146637,213,1.1,3962146633,141,74.1,3966711553,178,,3962146631,140,43.2,3962146629,56,Back,,,,,,,114zbg6z77mdio95dbl9v27dh,Álvaro González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378075,14,1,1,0,54,57jcqe38hakh2hfit2zsogsb,1,43.2,74.1,2022-12-31T17:31:08.617Z,2023-01-06T03:57:04Z,3962146675,213,0.7,3966711573,178,,3962146669,140,57.4,3962146667,56,Left,3962146673,212,18.9,3962146671,141,91.2,,,,,,,8h4z74vxc8qqbmwelwpo8oq5m,Ali Al Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378079,15,1,1,0,57,57jcqe38hakh2hfit2zsogsb,1,57.4,91.2,2022-12-31T17:31:10.879Z,2023-01-06T03:57:13Z,3966711613,178,,3962146691,56,Back,3962146693,140,46.1,3962146697,212,16.6,3962146695,141,74.2,3962146699,213,3.9,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378089,16,1,1,0,59,57jcqe38hakh2hfit2zsogsb,1,45.1,72.6,2022-12-31T17:31:13.444Z,2023-01-06T03:57:17Z,3962146739,212,26.5,3962146735,140,42.4,3962146741,213,4.6,3962146737,141,33.9,3966711625,178,,3962146733,56,Back,,,,,,,8h4z74vxc8qqbmwelwpo8oq5m,Ali Al Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378097,17,1,1,1,3,57jcqe38hakh2hfit2zsogsb,1,46.8,27.4,2022-12-31T17:31:17.152Z,2023-01-06T03:57:25Z,3962146775,141,5.8,3962146779,213,5.2,3962146777,212,16.9,3966711637,178,,3962146773,140,54.7,3962146771,56,Right,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378099,18,1,1,1,7,57jcqe38hakh2hfit2zsogsb,1,51.4,4.4,2022-12-31T17:31:20.961Z,2023-01-06T03:57:39Z,3962146789,212,14.2,3962146785,140,46.2,3962146787,141,23.6,3962146791,213,2.0,3962146783,56,Back,3966711691,178,,,,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378111,19,1,1,1,8,57jcqe38hakh2hfit2zsogsb,1,46.2,23.6,2022-12-31T17:31:22.026Z,2023-01-06T03:57:44Z,3966711707,178,,3962146877,140,58.2,3962146875,56,Right,3962146879,141,11.4,3962146883,213,5.7,3962146881,212,15.1,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378119,20,1,1,1,8,57jcqe38hakh2hfit2zsogsb,1,58.2,11.4,2022-12-31T17:31:22.823Z,2023-01-06T03:58:02Z,3962146913,213,2.1,3966711803,178,,3962146911,212,9.4,3962146905,56,Center,3962146909,141,23.4,3962146907,140,53.8,,,,,,,4lhyi7xvorswax9xwmz4v5tqt,Talisca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378127,21,1,1,1,10,57jcqe38hakh2hfit2zsogsb,0,53.8,23.4,2022-12-31T17:31:24.184Z,2023-01-06T03:58:10Z,3962146951,212,12.8,3962146953,213,5.4,3962146943,155,,3962146947,140,61.5,3966711831,178,,3962146949,141,8.9,3962146945,56,Right,,,,dayca044hynhii8kgr7g1azth,Luiz Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378123,11,1,1,1,13,7w4300dn2tnd0eqmbtk531tkx,1,34,90.2,2022-12-31T17:31:27.246Z,2023-01-06T03:58:31Z,3962146923,141,88.7,3962146921,140,48.3,3966711951,388,,3962146919,56,Back,3962146925,212,15.0,3962146927,213,6.2,3962146917,3,,,,,6ry2ngrlp71y0q57zgz6wu2y2,Hussain Ali Alnwaiqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378125,12,1,1,1,14,7w4300dn2tnd0eqmbtk531tkx,0,48.3,88.7,2022-12-31T17:31:28.570Z,2023-01-06T03:58:39Z,3962146937,141,84.7,3962146941,213,6.1,3962146935,140,62.3,3966711981,388,,3962146939,212,14.9,3962146931,3,,3962146933,56,Left,,,,b2klrrbklz788iu4vd46j0e3u,Ayman Al Hujaili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495166069,1011,1,1,1,15,57jcqe38hakh2hfit2zsogsb,1,55.4,8.4,2022-12-31T17:31:29.177Z,2023-01-06T03:58:48Z,3966274761,56,Right,3966274763,140,66.9,3966712043,178,,3966274759,3,,3966274767,212,12.1,3966274765,141,6.6,3966274769,213,6.2,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495166085,1012,44,1,1,16,57jcqe38hakh2hfit2zsogsb,1,66.9,6.6,2022-12-31T17:31:30.690Z,2023-01-06T05:29:35Z,3966274813,56,Right,3966274815,286,,3966392279,233,648,,,,,,,,,,,,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495166087,648,44,1,1,16,7w4300dn2tnd0eqmbtk531tkx,0,33.1,93.4,2022-12-31T17:31:30.691Z,2023-01-06T03:58:56Z,3966274817,56,Back,3966392283,233,1012,3966274819,285,,,,,,,,,,,,,,,,,6ry2ngrlp71y0q57zgz6wu2y2,Hussain Ali Alnwaiqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378141,22,1,1,1,16,57jcqe38hakh2hfit2zsogsb,0,61.4,8.9,2022-12-31T17:31:30.730Z,2023-01-06T05:29:36Z,3962146993,140,66.3,3962146991,56,Right,3966712125,388,,3962146999,213,0.6,3962146995,141,14.0,3962146997,212,6.2,3962146989,3,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378143,13,61,1,1,18,7w4300dn2tnd0eqmbtk531tkx,0,35.4,85.6,2022-12-31T17:31:32.069Z,2023-01-06T03:59:17Z,3966712211,21,,3966712213,388,,3962147003,56,Back,,,,,,,,,,,,,,,,5sjuufrdq1rx6senkjjgtimsp,Khaled Al Samiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378151,14,45,1,1,19,7w4300dn2tnd0eqmbtk531tkx,0,34.8,75,2022-12-31T17:31:33.689Z,2023-01-06T03:59:45Z,3962147069,233,23,3962147047,56,Back,3962147049,285,,,,,,,,,,,,,,,,,4k6v874ygp633amqtbp1g9nth,Lucas Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378153,23,3,1,1,19,57jcqe38hakh2hfit2zsogsb,1,65.2,25,2022-12-31T17:31:33.689Z,2023-01-06T03:59:44Z,3966712343,178,,3962147055,233,14,3966274969,464,,3962147051,56,Center,3962147053,286,,,,,,,,,,,4lhyi7xvorswax9xwmz4v5tqt,Talisca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378167,25,1,1,1,22,57jcqe38hakh2hfit2zsogsb,1,65.3,35.8,2022-12-31T17:31:36.827Z,2023-01-06T04:00:35Z,3962147121,212,35.0,3962147123,213,1.5,3962147117,140,68.3,3966712455,178,,3962147119,141,87.1,3962147125,1,,3962147115,56,Left,,,,4lhyi7xvorswax9xwmz4v5tqt,Talisca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378163,15,43,1,1,22,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2022-12-31T17:31:36.843Z,2023-01-05T11:53:12Z,3962147095,56,Back,3962147097,285,0,3966275003,144,45,,,,,,,,,,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378165,24,43,1,1,22,57jcqe38hakh2hfit2zsogsb,1,0,0,2022-12-31T17:31:36.843Z,2023-01-05T11:53:10Z,3962147099,56,Center,3962147101,286,0,3966274997,144,3,3962147103,233,15,,,,,,,,,,,,,4lhyi7xvorswax9xwmz4v5tqt,Talisca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378179,26,1,1,1,27,57jcqe38hakh2hfit2zsogsb,0,73.8,89.4,2022-12-31T17:31:41.023Z,2023-01-06T04:00:46Z,3966712555,178,,3962147165,56,Center,3962147167,140,100.0,3962147173,213,5.5,3966275077,224,,3962147161,2,,3962147175,1,,3962147169,141,45.8,19djqex4nu3lz6vw08f3fwv6x,G. Konan,3962147163,155,,3966275079,72,,3962147171,212,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,
2494378183,16,5,1,1,29,7w4300dn2tnd0eqmbtk531tkx,1,-1.1,55.8,2022-12-31T17:31:43.197Z,2023-01-06T04:00:57Z,3962147189,56,Back,3962147191,346,,3962147193,233,27,,,,,,,,,,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378181,27,5,1,1,29,57jcqe38hakh2hfit2zsogsb,0,101.1,44.2,2022-12-31T17:31:43.197Z,2023-01-06T04:00:58Z,3962147177,56,Center,3962147179,346,,3962147199,233,16,,,,,,,,,,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378243,17,1,1,1,59,7w4300dn2tnd0eqmbtk531tkx,1,5.3,48.7,2022-12-31T17:32:13.056Z,2023-01-06T04:01:31Z,3962147485,1,,3962147477,140,65.9,3962147489,74,,3962147479,141,50.4,3962147475,56,Center,3962147483,213,0.0,3962147481,212,63.6,3962147473,124,,8i6yz8rk72m7ovjuxjn0vcxqt,Douglas Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378247,18,1,1,2,2,7w4300dn2tnd0eqmbtk531tkx,0,66.4,49.1,2022-12-31T17:32:15.953Z,2023-01-06T04:01:38Z,3962147503,3,,3962147511,140,82.8,3962147521,213,0.0,3962147519,212,17.2,3966712745,388,,3962147515,141,49.6,3962147507,56,Center,,,,22cd6gzfwo341qai1o6014251,S. Çikalleshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378253,28,12,1,2,3,57jcqe38hakh2hfit2zsogsb,1,20.7,58.8,2022-12-31T17:32:17.801Z,2023-01-06T04:01:46Z,3962147549,167,,3962147533,56,Back,3962147537,141,0.0,3962147539,212,41.6,3966712781,178,,3962147541,213,4.8,3962147535,140,26.0,,,,114zbg6z77mdio95dbl9v27dh,Álvaro González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378265,19,5,1,2,7,7w4300dn2tnd0eqmbtk531tkx,1,72.8,101.3,2022-12-31T17:32:21.139Z,2023-01-06T04:01:54Z,3962147641,347,,3962147639,56,Left,3962147643,233,29,,,,,,,,,,,,,,,,22cd6gzfwo341qai1o6014251,S. Çikalleshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378255,29,5,1,2,7,57jcqe38hakh2hfit2zsogsb,0,27.2,-1.3,2022-12-31T17:32:21.139Z,2023-01-06T04:01:55Z,3962147543,56,Back,3962147649,233,19,3962147545,347,,,,,,,,,,,,,,,,,114zbg6z77mdio95dbl9v27dh,Álvaro González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378267,20,1,1,2,24,7w4300dn2tnd0eqmbtk531tkx,1,72.5,100,2022-12-31T17:32:38.384Z,2023-01-06T04:01:59Z,3962147657,140,71.9,3962147659,141,87.2,3962147655,56,Left,3962147663,213,4.6,3962147661,212,9.8,3962147653,107,,,,,,,,6ry2ngrlp71y0q57zgz6wu2y2,Hussain Ali Alnwaiqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494378269,21,1,1,2,25,7w4300dn2tnd0eqmbtk531tkx,1,71.7,87.1,2022-12-31T17:32:39.549Z,2023-01-06T04:02:10Z,3962147681,141,97.1,3962147683,212,7.8,3962147679,140,75.4,3966712839,178,,3962147677,56,Left,3962147685,213,1.1,,,,,,,b2klrrbklz788iu4vd46j0e3u,Ayman Al Hujaili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
