id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,assist,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId
2546695051,1,34,16,0,0,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2023-05-10T15:11:33.119Z,2023-05-10T16:07:12Z,4266784483,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4266821785,197,2937,4266784481,194,e3q9barjksj9yb3obsi90i9jp,4266784479,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4266784471,30,"e3q9barjksj9yb3obsi90i9jp, 96locb7oipzlke997xnx6ii38, bgzn0qcq2tcobzu1odwyaeeei, dg7eawa1vjaz1uhrjhr7cucfe, 5etucjhifze9cu3fecy68dg16, 3wpliz4y0ex8jxtlt2enirc9h, clnli7y2s88p16yqtrbsb99sl, 6un0w34djb8ml6r3dmmbzaq96, tt0300qkkmgu52dbkxcaywut, en6ut1dhht8l7hrupqphorld5, b07spq4zt9abj441qcwfts5p1, b60up5thhuxb8e2bj4qry7ecq, 8zbaicqws2ux52rgiy95xetm2, 92j12068e102fecql9i8bvehg, ql3ke0589k0ywxw4kzd5wgt0, exs0tbl2thbcz163r3vas74es, 8pelo35x9cxd3anj7xrfxk1nu, cznfldjv2fv42m6z68um5lzx0, 8btwu0jixlrcl9gj51uepz21g, 4ymo0battew5mb9h2d91gv9jo",4266784473,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4266784477,130,6,4266784475,59,"25, 6, 7, 8, 3, 4, 11, 94, 31, 70, 10, 13, 17, 22, 29, 20, 33, 19, 77, 90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546695113,1,34,16,0,0,f0zsn74nz0o01gr30weun240i,1,0,0,2023-05-10T15:12:34.731Z,2023-05-10T16:12:00Z,4266784869,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4266784873,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4266784871,194,f0fot1juj3i62tt8i2vybnjdh,4266784865,59,"1, 40, 12, 8, 4, 30, 10, 7, 9, 11, 75, 3, 6, 18, 19, 23, 26, 27, 32, 44",4266784863,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4266784867,130,6,4266784861,30,"c2mhdatj96x8eug6mekactrkl, 5ffogjpb96mfoihuw7pu5pl91, bhdvvtp8iu46et3iqfn6c8f3e, 7ieikgigejp7rmvrsra8mj1lh, bodbz7zwlae3zytzhmbk5ncwk, 3hzwwygv4u0vn68g4z3taqj1l, 8tvytrvm8g922nxp2sjc7lxp1, 3s3rnrrv8i4rb0x7vaa5mhvpx, egk2nnpvvup731trr0x2kj696, f0fot1juj3i62tt8i2vybnjdh, 9i2vkt05nwdi1v6iqiyv3hl91, 37ozmigs9h3hachibcihs8t05, a8tgq32yvdrxup21s75ktvtw4, 2ff2szax8e6tod2rts23ok9re, bkpoy149cdahszf7g50fdox04, 8y6x61qorr95ai62ko6yo6cr8, czk2wmpl7wu9ogvo8oyij1t5h, 9kn5o2yki8zu3wihjwqjort9l, 2j2uxep3rot3fwdq27b2im9qt, d0hq3mzumz2pvhkx2cxvalqsp",4266821921,197,3316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546702071,2,32,1,0,0,f0zsn74nz0o01gr30weun240i,1,0,0,2023-05-10T16:00:24.717Z,2023-05-10T16:00:24Z,4266824401,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546702089,2,32,1,0,0,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2023-05-10T16:00:24.717Z,2023-05-10T16:00:29Z,4266824485,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546702099,3,1,1,0,0,dbhdov3cc47kcr1hjg5qr5qg7,1,50,50,2023-05-10T16:00:24.817Z,2023-05-10T16:03:46Z,4266824545,140,36.2,4266824543,56,Back,4266824547,141,35.4,4266824551,213,3.7,4266824553,279,S,4266824549,212,17.6,,,,,,,en6ut1dhht8l7hrupqphorld5,Rakan Shamlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546702107,4,1,1,0,7,dbhdov3cc47kcr1hjg5qr5qg7,1,36.2,35.4,2023-05-10T16:00:32.671Z,2023-05-10T16:00:33Z,4266824591,141,21.1,4266824587,56,Back,4266824593,212,10.0,4266824595,213,5.0,4266824589,140,38.6,,,,,,,,,,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546702115,5,1,1,0,9,dbhdov3cc47kcr1hjg5qr5qg7,1,38.6,21.1,2023-05-10T16:00:33.967Z,2023-05-10T16:00:36Z,4266824623,141,24.5,4266824627,213,0.1,4266824625,212,18.6,4266824621,140,56.2,4266824619,56,Center,,,,,,,,,,96locb7oipzlke997xnx6ii38,Mohammed Bassam Al Hurayji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546702427,13,61,1,0,10,dbhdov3cc47kcr1hjg5qr5qg7,0,53.2,25.5,2023-05-10T16:00:35.169Z,2023-05-10T16:03:19Z,4266826347,56,Center,,,,,,,,,,,,,,,,,,,,,,en6ut1dhht8l7hrupqphorld5,Rakan Shamlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546702123,3,3,1,0,11,f0zsn74nz0o01gr30weun240i,0,43.8,78.9,2023-05-10T16:00:36.622Z,2023-05-10T16:02:48Z,4266824667,56,Back,4266827493,286,,4266827537,233,6,,,,,,,,,,,,,,,,9i2vkt05nwdi1v6iqiyv3hl91,Mohammed Harzan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546702117,6,7,1,0,11,dbhdov3cc47kcr1hjg5qr5qg7,0,56.2,21.1,2023-05-10T16:00:36.623Z,2023-05-10T16:03:21Z,4266827523,233,3,4266827509,285,,4266824635,56,Right,,,,,,,,,,,,,,,,en6ut1dhht8l7hrupqphorld5,Rakan Shamlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
