id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2531241915,1,34,16,0,0,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2023-04-09T18:06:20.702Z,2023-04-09T18:56:51Z,4177517451,59,"25, 6, 13, 8, 3, 4, 10, 17, 31, 70, 11, 15, 21, 22, 24, 20, 33, 19, 90, 94",4177517455,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4177714801,197,3205,4177517453,130,6,4177517457,194,e3q9barjksj9yb3obsi90i9jp,4177517459,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4177517447,30,"e3q9barjksj9yb3obsi90i9jp, 96locb7oipzlke997xnx6ii38, b60up5thhuxb8e2bj4qry7ecq, dg7eawa1vjaz1uhrjhr7cucfe, 5etucjhifze9cu3fecy68dg16, 3wpliz4y0ex8jxtlt2enirc9h, b07spq4zt9abj441qcwfts5p1, 8zbaicqws2ux52rgiy95xetm2, tt0300qkkmgu52dbkxcaywut, en6ut1dhht8l7hrupqphorld5, clnli7y2s88p16yqtrbsb99sl, d5sexeurir6iq57sqk1d2xrs9, 53jsw38p3m81ohicrlus0j9ck, 92j12068e102fecql9i8bvehg, 8fzdgtbrfz7oeki448trj105w, exs0tbl2thbcz163r3vas74es, 8pelo35x9cxd3anj7xrfxk1nu, cznfldjv2fv42m6z68um5lzx0, 4ymo0battew5mb9h2d91gv9jo, 6un0w34djb8ml6r3dmmbzaq96",4177517449,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531241953,1,34,16,0,0,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2023-04-09T18:06:22.967Z,2023-04-09T18:58:56Z,4177517691,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4177517683,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4177517675,59,"16, 39, 3, 21, 4, 19, 18, 34, 9, 10, 7, 25, 23, 8, 13, 20, 31, 33, 86, 88",4177517687,194,jm8cn996mibk0hwauxvsb1lh,4177721277,197,5702,4177517667,30,"7qirhp2v0034pkiwvnmsfd785, 9o288vygjpcv3noeqnrnqh3ah, jm8cn996mibk0hwauxvsb1lh, c706bwqqpdkdk2zqzmop9wm39, dxy1gb64e1hokq26qqnigirpx, bwew6i3fnis40s77t3e3sal0p, 6msbre1fcjcrvqyzoozo43sb8, pgyt3j19g11v27qx998bgmi1, 17rl734wbbzbxvj33id7j9l62, 483n2f7a1xkseruh77bj7rxed, 6fy868uh27umb1dafjy7tk2xh, dkupkrs36el2b809255l816tx, 87g8od8v77pe4m134wu8ipnu, dp5fmyett2g7fvus88m85fsut, 97gy3oursbjphkf5t85x9wy96, bvmo38wfbtnrk5hdbxgczkzpx, bgac6td6x8qi2o7o5ofrj3t1x, 4jspfn1jca5yzxbhn8p2p06ax, 7ueyn4p0d6gpkgz5yk4e1rzmc, 2ycm47qi7qr17i31a8f6oq9gq",4177517669,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4177517679,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279697,2,32,1,0,0,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2023-04-09T19:00:30.992Z,2023-04-09T19:00:31Z,4177726137,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279709,2,32,1,0,0,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2023-04-09T19:00:30.992Z,2023-04-10T08:40:47Z,4177726175,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279721,3,1,1,0,0,dbhdov3cc47kcr1hjg5qr5qg7,1,50.2,49.7,2023-04-09T19:00:31.092Z,2023-04-09T19:53:00Z,4177726261,213,3.4,4177726259,212,14.0,4177726263,279,S,4177726257,141,43.9,4177726253,56,Back,4177726255,140,37.4,,,,,,,en6ut1dhht8l7hrupqphorld5,Rakan Shamlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279749,4,1,1,0,2,dbhdov3cc47kcr1hjg5qr5qg7,1,38.1,43.3,2023-04-09T19:00:33.884Z,2023-04-09T19:52:50Z,4177726397,140,47.0,4177726399,141,20.3,4177726403,213,5.3,4177726395,56,Back,4177726401,212,18.2,,,,,,,,,,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279763,5,1,1,0,5,dbhdov3cc47kcr1hjg5qr5qg7,1,46.4,21.5,2023-04-09T19:00:36.204Z,2023-04-09T19:53:16Z,4177726477,56,Back,4177726479,140,35.2,4177726483,212,14.6,4177726481,141,8.8,4177726485,213,3.8,,,,,,,,,,b07spq4zt9abj441qcwfts5p1,A. Roa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279819,6,61,1,0,6,dbhdov3cc47kcr1hjg5qr5qg7,0,36.7,8.6,2023-04-09T19:00:37.755Z,2023-04-10T08:42:08Z,4177726769,56,Back,,,,,,,,,,,,,,,,,,,,,,96locb7oipzlke997xnx6ii38,Mohammed Bassam Al Hurayji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531302543,222,3,1,0,6,d47tf49ishm9qnfd8zyc8wv0j,0,60.6,85.5,2023-04-09T19:00:37.756Z,2023-04-10T11:29:42Z,4179557091,233,424,4177846037,56,Left,4179184145,286,,4179184333,465,,,,,,,,,,,,,,6fy868uh27umb1dafjy7tk2xh,Saleh  Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531323713,424,7,1,0,6,dbhdov3cc47kcr1hjg5qr5qg7,1,39.4,14.5,2023-04-09T19:00:37.757Z,2023-04-10T11:29:41Z,4179557073,233,222,4177966729,56,Back,4179184251,285,,4179184405,384,,,,,,,,,,,,,,96locb7oipzlke997xnx6ii38,Mohammed Bassam Al Hurayji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279855,7,1,1,0,10,dbhdov3cc47kcr1hjg5qr5qg7,1,56.1,20.7,2023-04-09T19:00:41.693Z,2023-04-09T19:53:30Z,4177726945,56,Center,4177726953,141,29.2,4177726951,140,61.2,4177726955,212,7.9,4177726959,213,0.8,,,,,,,,,,b07spq4zt9abj441qcwfts5p1,A. Roa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
