id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/19/value
2517540603,1,34,16,0,0,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2023-03-09T16:37:49.423Z,2023-03-09T17:45:16Z,4084118001,197,620,4084117995,130,8,4084117991,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4084117989,30,"5il4uc7d941ndwjl0qu97y7dh, 56umgnm066b18r5v5m7xduead, dfp7gtib09b9l0bdqfl89m356, emkg78pm7xdjkkt2w0yd8vh79, 82t3ag5zwejftjmznthvsjtn9, 4upzspmuautmtl51yxe3kva39, du6wgayjqw7jqjh770c43vvmd, cfjp3mf7meekpcsx7hjrql79, aatjvj13ffwrj81vcfy68fnit, 6lpj04km1rma60n8l66q0hd5h, 1cpbxhov5ypi6ez7k09oxo5w5, eqdev00exzhrls89wj77cdzp, bg3kdsod1j0u3yk1jw5ndu9sk, 79n11s84csv7ur8atv9qbi3o4, 5nknza12d4vlska3oip4gmlg4, e6prms9eb7zao76xzfbmdbbx0, d3sjamk5urj3zpdece4bopadx, 1omzj46rrvsev6v03nd72dgwl, 7us8hoqv66v0fqos94zxijk2y, 1ow25k1m9n3pf4r5s0erkqw2d",4084117999,194,4upzspmuautmtl51yxe3kva39,4084117993,59,"34, 33, 95, 3, 20, 26, 11, 19, 9, 10, 90, 5, 12, 14, 15, 16, 21, 24, 70, 80",4084117997,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4084118003,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517541007,1,34,16,0,0,57jcqe38hakh2hfit2zsogsb,1,0,0,2023-03-09T16:39:53.434Z,2023-03-09T17:33:04Z,4084120721,197,18425,4084120201,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4084120205,130,11,4084120211,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4084120199,30,"92mpk5ev1xz0pcw6bp24xjhwq, 74yjko6gbejstpnhkr1gn8xxx, 19djqex4nu3lz6vw08f3fwv6x, drd86nrgxki1eobo3pam0jk5x, 114zbg6z77mdio95dbl9v27dh, 4uyfs1epryrirnq46jttxm6sp, 1h4lbj5lsr3be6k2e5esd6356, dayca044hynhii8kgr7g1azth, h17s3qts1dz1zqjw19jazzkl, bfbozn43eclzjwzz8nt69ktsl, cpws4xoaun4lc21p379rpd59l, ej4r05u0q7ebnlwk9rlp7pv4l, 2gqls23835l3x6466sfwnthhx, 85oc68xls37jerkaimzc1lv8q, 12x5lacdmnvc801277ugw9ecp, rbhqo1mjhl4j1enpfpbehlgp, 8h4z74vxc8qqbmwelwpo8oq5m, 4u3pq05nvcw6aemv99pbiopp0, 1t15mjei0rp87wgz2jseajutx, eiarh2kihedqxxoftjyi55td5",4084120207,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4084120209,194,h17s3qts1dz1zqjw19jazzkl,4084120203,59,"44, 2, 13, 3, 21, 5, 16, 18, 7, 8, 29, 22, 4, 12, 14, 17, 19, 27, 77, 78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517550763,2,32,1,0,0,57jcqe38hakh2hfit2zsogsb,1,0,0,2023-03-09T17:32:19.663Z,2023-03-09T17:32:19Z,4084177863,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517550765,2,32,1,0,0,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2023-03-09T17:32:19.663Z,2023-03-26T09:51:16Z,4084177871,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517550777,3,1,1,0,0,2kzl64gp8x37bon8tyxojqrr1,1,50.4,49.3,2023-03-09T17:32:19.666Z,2023-03-27T04:44:06Z,4084177941,140,49.3,4084177953,279,S,4084177951,213,2.5,4084177947,212,1.5,4084295643,189,,4084177939,56,Back,4084177943,141,50.7,4125945195,178,,aatjvj13ffwrj81vcfy68fnit,A. Hamed Allah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517571433,472,1,1,0,2,2kzl64gp8x37bon8tyxojqrr1,1,48.2,53.3,2023-03-09T17:32:21.804Z,2023-03-27T04:44:09Z,4084296203,212,22.4,4084296197,56,Back,4084296199,140,34.2,4084296205,213,2.3,4125945217,178,,4084296201,141,78.2,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517550783,4,43,1,0,3,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2023-03-09T17:32:23.230Z,2023-03-09T18:22:08Z,4084177987,212,12.8,4084296527,144,1,4084177989,213,1.9,4084177977,56,Back,4084177981,140,32.8,4084177985,141,83.9,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517550791,5,1,1,0,4,2kzl64gp8x37bon8tyxojqrr1,1,32.8,83.9,2023-03-09T17:32:24.419Z,2023-03-27T04:44:19Z,4084178011,140,34.1,4084178009,56,Back,4084178015,212,8.2,4084178017,213,4.9,4084178013,141,72.0,4125945297,178,,,,,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517550801,6,1,1,0,6,2kzl64gp8x37bon8tyxojqrr1,1,34.1,72,2023-03-09T17:32:26.647Z,2023-03-27T04:44:28Z,4084178067,141,67.8,4084178063,56,Back,4084178069,212,9.4,4125945383,178,,4084178071,213,3.5,4084178065,140,25.6,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517550809,7,1,1,0,7,2kzl64gp8x37bon8tyxojqrr1,1,25.6,67.8,2023-03-09T17:32:27.632Z,2023-03-27T04:44:40Z,4084178129,56,Back,4084178137,213,0.9,4084178133,141,88.4,4084178131,140,35.3,4084178135,212,17.3,4125945497,178,,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
