id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value
2463193213,1293,43,1,0,11,57jcqe38hakh2hfit2zsogsb,1,0,0,2022-09-10T18:00:30.205Z,2022-09-22T07:24:58Z,3797204379,233,1319,3797225571,144,67,,,,,,,,,,,,,,,,,,,114zbg6z77mdio95dbl9v27dh,Álvaro González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463193211,1319,43,1,0,11,4djrvao40r1vgr4psfl5dzc80,1,0,0,2022-09-10T18:00:30.206Z,2022-09-22T07:24:57Z,3797204383,233,1293,3797225569,144,67,,,,,,,,,,,,,,,,,,,bx6o57idb4mbv2xo70l9gkfs9,Abdullah Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458153557,3,1,1,0,13,57jcqe38hakh2hfit2zsogsb,1,31.9,5.5,2022-09-10T18:00:32.482Z,2022-09-22T05:18:31Z,3770408607,213,6.0,3770408599,56,Back,3770408601,140,34.1,3797150961,178,,3770408605,212,2.4,3770408603,141,4.4,3770408609,1,,3770408597,157,,114zbg6z77mdio95dbl9v27dh,Álvaro González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458153559,4,49,1,0,14,57jcqe38hakh2hfit2zsogsb,1,30.9,3.1,2022-09-10T18:00:33.330Z,2022-09-22T05:18:39Z,,,,,,,,,,,,,,,,,,,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458153601,5,1,1,0,14,57jcqe38hakh2hfit2zsogsb,1,30.9,3.1,2022-09-10T18:00:33.697Z,2022-09-22T05:18:45Z,3770408911,213,2.6,3770408909,212,30.2,3770408903,56,Back,3797151173,178,,3770408905,140,6.8,3770408907,141,27.4,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458153637,6,1,1,0,21,57jcqe38hakh2hfit2zsogsb,1,11.2,51.9,2022-09-10T18:00:40.490Z,2022-09-22T05:18:48Z,3770409117,141,74.7,3797151205,178,,3770409115,140,20.3,3770409121,213,1.0,3770409119,212,18.2,3770409113,56,Back,,,,,,,9n8332rcl3v2jq0b791i0s5w5,D. Ospina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458153671,7,1,1,0,26,57jcqe38hakh2hfit2zsogsb,1,21.9,73.6,2022-09-10T18:00:45.154Z,2022-09-22T05:18:51Z,3770409339,141,51.9,3770409343,213,3.9,3770409341,212,20.7,3797151223,178,,3770409335,140,8.1,3770409331,56,Back,,,,,,,drd86nrgxki1eobo3pam0jk5x,Abdullah Madu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458153711,8,1,1,0,33,57jcqe38hakh2hfit2zsogsb,1,13.8,43.7,2022-09-10T18:00:52.839Z,2022-09-22T05:18:54Z,3797151249,178,,3770409579,213,5.3,3770409573,140,25.6,3770409571,56,Back,3770409577,212,21.9,3770409575,141,17.1,,,,,,,9n8332rcl3v2jq0b791i0s5w5,D. Ospina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458153723,9,1,1,0,39,57jcqe38hakh2hfit2zsogsb,1,31.7,8.3,2022-09-10T18:00:58.105Z,2022-09-22T05:18:56Z,3770409697,212,26.2,3797151275,178,,3770409691,56,Back,3770409695,141,42.8,3770409699,213,2.0,3770409693,140,20.6,,,,,,,114zbg6z77mdio95dbl9v27dh,Álvaro González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458153741,10,1,1,0,42,57jcqe38hakh2hfit2zsogsb,1,20.1,45.5,2022-09-10T18:01:01.411Z,2022-09-22T05:19:01Z,3770409797,56,Back,3770409803,212,18.6,3770409801,141,70.5,3770409799,140,27.4,3770409805,213,1.1,3797151319,178,,,,,,,,9n8332rcl3v2jq0b791i0s5w5,D. Ospina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458153809,11,1,1,0,45,57jcqe38hakh2hfit2zsogsb,1,32.6,77.6,2022-09-10T18:01:04.835Z,2022-09-22T05:19:03Z,3770410291,56,Back,3770410297,212,10.8,3770410295,141,77.0,3797151335,178,,3770410293,140,42.9,3770410299,213,6.2,,,,,,,drd86nrgxki1eobo3pam0jk5x,Abdullah Madu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458153819,12,1,1,0,51,57jcqe38hakh2hfit2zsogsb,1,69,75,2022-09-10T18:01:10.714Z,2022-09-22T05:19:20Z,3770410381,141,89.3,3770410377,56,Left,3797151515,178,,3770410385,213,0.6,3770410383,212,17.8,3770410379,140,83.2,,,,,,,cpws4xoaun4lc21p379rpd59l,Abdulrahman Ghareeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458153833,13,1,1,0,54,57jcqe38hakh2hfit2zsogsb,0,83.3,91.1,2022-09-10T18:01:13.587Z,2022-09-22T05:19:32Z,3770410449,141,52.5,3770410625,233,7,3770410441,2,,3770410453,213,5.2,3770410447,140,96.5,3781250419,224,,3797151631,178,,3770410451,212,29.7,19djqex4nu3lz6vw08f3fwv6x,G. Konan,3770410443,155,3781250421,72,3770410445,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458153853,7,41,1,0,56,4djrvao40r1vgr4psfl5dzc80,1,4.3,48.7,2022-09-10T18:01:14.992Z,2022-09-22T05:19:49Z,3770410595,141,32.5,3770410597,212,31.4,3770410593,140,32.3,3797151755,388,,3770410599,213,5.9,3781250487,378,,3770410629,233,13,,,,exmyiidka52uylmreef9fpn85,M. Zeghba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458153855,14,1,1,0,59,57jcqe38hakh2hfit2zsogsb,0,72.6,65.1,2022-09-10T18:01:18.806Z,2022-09-22T05:19:59Z,3770410613,140,85.2,3770410619,213,5.7,3770410611,56,Center,3770410617,212,15.8,3770410609,155,,3797151829,178,,3770410615,141,52.4,,,,dayca044hynhii8kgr7g1azth,Luiz Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458153869,8,12,1,1,0,4djrvao40r1vgr4psfl5dzc80,1,13.3,46.7,2022-09-10T18:01:19.698Z,2022-09-22T05:20:07Z,3770410735,140,21.4,3770410739,212,9.2,3770410741,213,0.4,3770410733,56,Back,3770410747,15,,3770410737,141,51.8,3797151889,388,,,,,624uaxchaea87v6na4wsd50x5,A. Bedrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463184805,858,67,1,1,3,57jcqe38hakh2hfit2zsogsb,1,81,51.6,2022-09-10T18:01:22.556Z,2022-09-22T07:25:03Z,3797164967,233,853,,,,,,,,,,,,,,,,,,,,,,8h4z74vxc8qqbmwelwpo8oq5m,Ali Al Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463184803,853,67,1,1,3,4djrvao40r1vgr4psfl5dzc80,0,19,48.4,2022-09-10T18:01:22.557Z,2022-09-22T05:40:56Z,3797164975,233,858,,,,,,,,,,,,,,,,,,,,,,bx6o57idb4mbv2xo70l9gkfs9,Abdullah Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458153909,15,8,1,1,3,57jcqe38hakh2hfit2zsogsb,1,78.4,52.1,2022-09-10T18:01:22.783Z,2022-09-22T07:25:03Z,3770411025,56,Center,3797152133,178,,3781250765,383,,,,,,,,,,,,,,,,,8h4z74vxc8qqbmwelwpo8oq5m,Ali Al Hassan,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458203473,416,1,1,1,4,57jcqe38hakh2hfit2zsogsb,1,80.8,50.5,2022-09-10T18:01:23.260Z,2022-09-22T05:20:36Z,3770685683,212,5.0,3770685679,140,85.4,3797152211,178,,3770685685,213,6.0,3770685681,141,48.6,3770685677,56,Center,,,,,,,8h4z74vxc8qqbmwelwpo8oq5m,Ali Al Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458153969,17,13,1,1,5,57jcqe38hakh2hfit2zsogsb,1,86.8,47,2022-09-10T18:01:24.159Z,2022-09-22T05:20:43Z,3770686887,328,,3770411473,17,,3770412267,230,99.4,3770412259,55,15,3770411475,56,Center,3770412257,29,,3770687067,154,,3770412269,231,50.4,4lhyi7xvorswax9xwmz4v5tqt,Talisca,3770412265,103,3770412255,75,3770411589,72,,,13.9,3797152271,178,3770411471,22,3770412263,102,39.3,,,,,,,,,,,,,,,,,,,,
2458154043,9,5,1,1,6,4djrvao40r1vgr4psfl5dzc80,1,-0.7,58.3,2022-09-10T18:01:25.234Z,2022-09-22T05:20:52Z,3770411919,56,Back,3770411921,346,,3770547121,233,16,,,,,,,,,,,,,,,,624uaxchaea87v6na4wsd50x5,A. Bedrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458153949,16,5,1,1,6,57jcqe38hakh2hfit2zsogsb,0,100.7,41.7,2022-09-10T18:01:25.234Z,2022-09-22T05:20:52Z,3770547181,233,9,3770411327,346,,3770411325,56,Center,,,,,,,,,,,,,,,,4lhyi7xvorswax9xwmz4v5tqt,Talisca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458154183,10,1,1,1,38,4djrvao40r1vgr4psfl5dzc80,1,4.3,56.9,2022-09-10T18:01:56.890Z,2022-09-22T05:20:59Z,3770412823,141,23.7,3770412819,56,Back,3770412817,124,,3770412831,237,,3770412825,212,28.1,3770412821,140,20.3,3770412827,213,5.4,,,,exmyiidka52uylmreef9fpn85,M. Zeghba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458154205,11,1,1,1,42,4djrvao40r1vgr4psfl5dzc80,0,21.8,23.4,2022-09-10T18:02:01.498Z,2022-09-22T05:21:01Z,3770412959,56,Center,3770412965,212,52.1,3770412961,140,70.6,3770413113,189,,3770412967,213,0.2,3770412969,1,,3770412963,141,37.3,3770412957,155,,cp8kbj12wth398bnglywepk9,Ibrahim Al Nakhli,3797152409,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458154219,18,49,1,1,45,57jcqe38hakh2hfit2zsogsb,1,28.8,83.2,2022-09-10T18:02:03.923Z,2022-09-22T05:21:10Z,,,,,,,,,,,,,,,,,,,,,,,,,drd86nrgxki1eobo3pam0jk5x,Abdullah Madu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458154243,19,1,1,1,45,57jcqe38hakh2hfit2zsogsb,1,29.3,83.6,2022-09-10T18:02:04.721Z,2022-09-22T05:21:17Z,3770413237,213,1.0,3770413231,141,90.2,3770413227,56,Back,3770413229,140,32.1,3797152597,178,,3770413233,212,5.4,,,,,,,drd86nrgxki1eobo3pam0jk5x,Abdullah Madu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458154281,20,1,1,1,49,57jcqe38hakh2hfit2zsogsb,1,30.4,91.4,2022-09-10T18:02:08.240Z,2022-09-22T05:21:24Z,3770413495,140,25.3,3770413493,56,Back,3770413499,212,5.4,3797152687,178,,3770413497,141,92.6,3770413501,213,3.0,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458154301,21,1,1,1,53,57jcqe38hakh2hfit2zsogsb,1,28.7,93,2022-09-10T18:02:12.771Z,2022-09-22T05:21:31Z,3797152761,178,,3770413619,155,,3770413623,140,55.9,3770413629,213,6.0,3770413627,212,29.6,3770413621,56,Left,3770413625,141,81.4,,,,drd86nrgxki1eobo3pam0jk5x,Abdullah Madu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458154319,22,1,1,1,56,57jcqe38hakh2hfit2zsogsb,1,56.4,79.6,2022-09-10T18:02:15.236Z,2022-09-22T05:21:41Z,3797152845,178,,3770413769,213,3.7,3770413763,140,44.1,3770413761,56,Back,3770413767,212,15.2,3770413765,141,67.9,,,,,,,bwj0ic6ljwuzim9zsmosx4hxx,V. Aboubakar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458154335,23,1,1,1,58,57jcqe38hakh2hfit2zsogsb,1,44.2,53,2022-09-10T18:02:17.211Z,2022-09-22T05:21:47Z,3770413847,56,Center,3770413853,212,12.9,3797152905,178,,3770413851,141,40.4,3770413849,140,53.4,3770413855,213,5.6,,,,,,,8h4z74vxc8qqbmwelwpo8oq5m,Ali Al Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458154361,24,1,1,2,2,57jcqe38hakh2hfit2zsogsb,1,54.6,34.9,2022-09-10T18:02:21.176Z,2022-09-22T05:21:50Z,3770414021,212,17.2,3770414015,56,Right,3797152937,178,,3770414017,140,57.6,3770414019,141,10.0,3770414023,213,4.9,,,,,,,4lhyi7xvorswax9xwmz4v5tqt,Talisca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458154377,25,1,1,2,4,57jcqe38hakh2hfit2zsogsb,1,58.7,7.7,2022-09-10T18:02:23.836Z,2022-09-22T05:21:54Z,3770414103,140,64.1,3770414109,213,6.0,3770414101,56,Right,3770414107,212,5.9,3797152981,178,,3770414105,141,5.2,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463187533,959,43,1,2,5,57jcqe38hakh2hfit2zsogsb,1,0,0,2022-09-10T18:02:24.538Z,2022-09-22T07:19:48Z,3797177469,178,0,3797221859,144,82,,,,,,,,,,,,,,,,,,,12x5lacdmnvc801277ugw9ecp,Sami Al Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458154411,26,1,1,2,7,57jcqe38hakh2hfit2zsogsb,1,64.6,4.9,2022-09-10T18:02:26.182Z,2022-09-22T05:21:57Z,3770414277,56,Right,3770414281,141,17.6,3770414285,213,2.3,3770414279,140,57.6,3770414283,212,11.3,3797153033,178,,,,,,,,12x5lacdmnvc801277ugw9ecp,Sami Al Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458154425,27,1,1,2,8,57jcqe38hakh2hfit2zsogsb,1,56.5,20.9,2022-09-10T18:02:27.801Z,2022-09-22T05:22:01Z,3770414389,212,5.4,3770414383,56,Center,3770414385,140,58.7,3797153077,178,,3770414387,141,28.0,3770414391,213,1.1,,,,,,,8h4z74vxc8qqbmwelwpo8oq5m,Ali Al Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458154475,28,1,1,2,10,57jcqe38hakh2hfit2zsogsb,1,58.6,29.4,2022-09-10T18:02:29.687Z,2022-09-22T05:22:05Z,3770414747,196,,3770414753,141,93.6,3770414755,212,43.7,3770414749,56,Left,3797153111,178,,3770414745,155,,3770414761,1,,3770414751,140,61.0,4lhyi7xvorswax9xwmz4v5tqt,Talisca,3770414757,213,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458154499,29,1,1,2,18,57jcqe38hakh2hfit2zsogsb,1,78.2,86.2,2022-09-10T18:02:36.921Z,2022-09-22T05:22:15Z,3797153213,178,,3770414953,140,77.5,3770414959,213,1.7,3770414951,56,Left,3770414957,212,6.4,3770414955,141,95.6,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458154553,30,1,1,2,21,57jcqe38hakh2hfit2zsogsb,1,75.9,92,2022-09-10T18:02:40.471Z,2022-09-22T05:22:24Z,3770415249,140,89.4,3770415827,210,13,3770415255,213,5.4,3770415829,154,,3770415253,212,23.5,3770415247,56,Center,3781253275,20,,3770415251,141,64.5,cpws4xoaun4lc21p379rpd59l,Abdulrahman Ghareeb,3770415243,2,3797153287,178,3781253273,223,,1,,3770415245,155,,,,,,,,,,,,,,,,,,,,,,,,,
2458154571,32,13,1,2,22,57jcqe38hakh2hfit2zsogsb,1,90.5,60.3,2022-09-10T18:02:41.532Z,2022-09-22T05:22:24Z,3770415849,73,,3770415561,328,,3770415855,55,30,3770415863,230,98.4,3797153349,388,,3770415337,56,Center,3770415865,231,51.6,3770415557,15,,bwj0ic6ljwuzim9zsmosx4hxx,V. Aboubakar,3770415853,154,3770415333,22,3770415851,29,,,,3770415335,17,3770415861,103,3770415859,102,61.3,15.3,,,,,,,,,,,,,,,,,,,
2458154631,12,5,1,2,23,4djrvao40r1vgr4psfl5dzc80,1,-1,46,2022-09-10T18:02:42.377Z,2022-09-22T05:22:28Z,3770547203,233,31,3770415675,346,,3770415673,56,Back,,,,,,,,,,,,,,,,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458154557,31,5,1,2,23,57jcqe38hakh2hfit2zsogsb,0,101,54,2022-09-10T18:02:42.377Z,2022-09-22T05:22:28Z,3770547235,233,12,3770415273,56,Center,3770415275,346,,,,,,,,,,,,,,,,,bwj0ic6ljwuzim9zsmosx4hxx,V. Aboubakar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458154883,13,1,1,2,52,4djrvao40r1vgr4psfl5dzc80,1,5,51,2022-09-10T18:03:11.001Z,2022-09-22T05:22:32Z,3770417179,212,62.2,3770417173,56,Center,3770417183,1,,3770417175,140,64.2,3770417181,213,6.2,3770417177,141,47.3,3770417171,124,,3770417187,74,,exmyiidka52uylmreef9fpn85,M. Zeghba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458154891,14,44,1,2,54,4djrvao40r1vgr4psfl5dzc80,1,62.6,50.8,2022-09-10T18:03:13.211Z,2022-09-22T07:25:04Z,3770417219,286,,3770417309,233,33,3770417215,56,Center,,,,,,,,,,,,,,,,8cfopdu7tyfve6iu3sinme1gp,Bruno Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458154903,33,44,1,2,54,57jcqe38hakh2hfit2zsogsb,0,37.4,49.2,2022-09-10T18:03:13.212Z,2022-09-22T05:22:40Z,3770417265,56,Back,3770417327,233,14,3770417267,285,,,,,,,,,,,,,,,,,114zbg6z77mdio95dbl9v27dh,Álvaro González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
