id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value,qualifier/18/value,qualifier/17/value
2451812441,118,1,1,12,40,6ttwlm6op92r4670oayg5md7h,1,48.2,69.7,2022-08-27T18:13:17.425Z,2022-09-04T01:06:51Z,3756360459,178,,3736596799,140,41.0,3736596809,213,3.9,3736596803,141,59.4,3736596797,56,Back,3736596807,212,10.3,,,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812531,119,1,1,12,44,6ttwlm6op92r4670oayg5md7h,1,39.3,58.5,2022-08-27T18:13:20.599Z,2022-09-04T01:06:56Z,3736597317,212,37.4,3736597315,141,4.9,3736597321,1,,3756360735,178,,3736597311,56,Back,3736597313,140,47.4,3736597319,213,4.9,,,,829ypq99t1vn90xey32mwt7th,Mohammed Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812575,120,1,1,12,48,6ttwlm6op92r4670oayg5md7h,1,52.6,10.1,2022-08-27T18:13:25.398Z,2022-09-04T01:07:02Z,3736597553,141,14.7,3756361059,178,,3736597555,212,10.6,3736597551,140,62.2,3736597549,56,Right,3736597557,213,0.3,,,,,,,6f7isvwcywig1hlvfed4q0hgq,Yahya Sunbul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812621,121,1,1,12,49,6ttwlm6op92r4670oayg5md7h,1,61.4,14.3,2022-08-27T18:13:26.006Z,2022-09-04T01:07:10Z,3736597833,56,Right,3736597841,213,5.5,3736597839,212,9.0,3736597837,141,4.9,3756361407,178,,3736597835,140,67.4,,,,,,,1l0bb9txaodn0kqc5rca35rdh,Júlio Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812669,122,1,1,12,52,6ttwlm6op92r4670oayg5md7h,1,67.1,8,2022-08-27T18:13:29.012Z,2022-09-04T01:07:16Z,3736598051,212,14.8,3736598049,141,24.9,3736598047,140,58.2,3756361717,178,,3736598045,56,Center,3736598053,213,2.3,,,,,,,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812739,123,1,1,12,54,6ttwlm6op92r4670oayg5md7h,1,58.9,25.2,2022-08-27T18:13:31.038Z,2022-09-04T01:07:21Z,3736598423,212,44.9,3736598429,1,,3736598419,140,80.1,3736598427,213,1.1,3736598417,56,Left,3756361979,178,,3736598415,155,,3736598421,141,82.6,6bl8ekn7ahyf7z4ri1cknbnfu,Sultan Al Farhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812747,124,61,1,12,57,6ttwlm6op92r4670oayg5md7h,0,80.1,82.6,2022-08-27T18:13:34.006Z,2022-09-04T01:07:33Z,3756362473,388,,3736598469,56,Left,,,,,,,,,,,,,,,,,,,9yceimet7wbytfai5ivr0v4k5,A. Mitriță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812759,109,5,1,12,59,d47tf49ishm9qnfd8zyc8wv0j,1,-1.2,19.8,2022-08-27T18:13:36.388Z,2022-09-04T01:07:37Z,3736598537,346,,3736598533,56,Back,3736598757,233,125,,,,,,,,,,,,,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812783,125,5,1,12,59,6ttwlm6op92r4670oayg5md7h,0,101.2,80.2,2022-08-27T18:13:36.388Z,2022-09-04T01:07:37Z,3736598779,233,109,3736598663,56,Left,3736598667,346,,,,,,,,,,,,,,,,,9yceimet7wbytfai5ivr0v4k5,A. Mitriță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813205,110,1,1,13,18,d47tf49ishm9qnfd8zyc8wv0j,1,2.9,51.9,2022-08-27T18:13:54.974Z,2022-09-04T01:07:42Z,3736601005,140,56.2,3736601001,124,,3736601011,213,0.2,3736601021,74,,3736601015,1,,3736601007,141,72.6,3736601009,212,57.7,3736601003,56,Center,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453322313,745,44,1,13,21,d47tf49ishm9qnfd8zyc8wv0j,1,60,72.3,2022-08-27T18:13:57.851Z,2022-09-08T06:19:16Z,3744717269,233,754,3744664371,56,Center,3744664373,286,,,,,,,,,,,,,,,,,17rl734wbbzbxvj33id7j9l62,Abdulfattah Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453322317,754,44,1,13,21,6ttwlm6op92r4670oayg5md7h,0,40,27.7,2022-08-27T18:13:57.852Z,2022-09-04T01:07:46Z,3744664385,285,,3744717273,233,745,3744664383,56,Back,,,,,,,,,,,,,,,,5n3pl3j98lkmzzus1b095bkd1,Renê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813217,111,1,1,13,21,d47tf49ishm9qnfd8zyc8wv0j,0,56.2,72.6,2022-08-27T18:13:57.996Z,2022-09-08T06:19:17Z,3736601099,213,5.4,3736601093,140,63.5,3756363317,388,,3736601091,56,Center,3736601095,141,58.1,3736601097,212,12.5,3736601089,3,,,,,17rl734wbbzbxvj33id7j9l62,Abdulfattah Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813211,126,49,1,13,23,6ttwlm6op92r4670oayg5md7h,1,37,41.6,2022-08-27T18:14:00.009Z,2022-09-04T01:08:06Z,,,,,,,,,,,,,,,,,,,,,,,,,829ypq99t1vn90xey32mwt7th,Mohammed Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813275,127,1,1,13,23,6ttwlm6op92r4670oayg5md7h,1,36.7,44,2022-08-27T18:14:00.028Z,2022-09-04T01:08:13Z,3736601453,140,14.4,3736601457,212,23.8,3756364135,178,,3736601455,141,37.4,3736601459,213,3.3,3736601451,56,Back,,,,,,,829ypq99t1vn90xey32mwt7th,Mohammed Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813361,128,1,1,13,27,6ttwlm6op92r4670oayg5md7h,1,11.4,33.1,2022-08-27T18:14:04.360Z,2022-09-04T01:08:21Z,3736601901,157,,3736601905,140,58.8,3736601907,141,5.9,3756364541,178,,3736601911,213,5.9,3736601909,212,53.1,3736601913,1,,3736601903,56,Right,6veqhleq95267xca919eg02j9,S. Lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813391,129,1,1,13,31,6ttwlm6op92r4670oayg5md7h,0,58.8,5.9,2022-08-27T18:14:07.613Z,2022-09-04T01:08:32Z,3736602071,56,Right,3736602087,212,2.6,3736602077,140,61.3,3736602069,3,,3736602091,213,0.1,3736602083,141,6.4,3756365105,388,,,,,1l0bb9txaodn0kqc5rca35rdh,Júlio Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813431,112,1,1,13,33,d47tf49ishm9qnfd8zyc8wv0j,1,43.1,94.7,2022-08-27T18:14:10.371Z,2022-09-04T01:08:48Z,3756365983,178,,3736602331,56,Back,3736602335,141,90.0,3736602337,212,5.4,3736602329,3,,3736602333,140,47.3,3736602341,213,5.7,,,,9o288vygjpcv3noeqnrnqh3ah,Saeed Al Hamsal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813447,113,49,1,13,36,d47tf49ishm9qnfd8zyc8wv0j,1,48.4,90.3,2022-08-27T18:14:13.440Z,2022-09-04T01:09:12Z,,,,,,,,,,,,,,,,,,,,,,,,,dp5fmyett2g7fvus88m85fsut,U. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813513,114,1,1,13,36,d47tf49ishm9qnfd8zyc8wv0j,1,50.3,90.6,2022-08-27T18:14:13.462Z,2022-09-04T01:09:20Z,3736602757,56,Left,3736602769,213,1.1,3756367493,178,,3736602765,141,98.3,3736602761,140,52.6,3736602767,212,5.8,,,,,,,dp5fmyett2g7fvus88m85fsut,U. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813563,115,1,1,13,39,d47tf49ishm9qnfd8zyc8wv0j,1,52.6,98.3,2022-08-27T18:14:16.165Z,2022-09-04T01:09:26Z,3736603057,212,31.1,3736603055,141,57.8,3736603051,56,Back,3736603053,140,38.9,3756367751,178,,3736603059,213,4.2,,,,,,,6fy868uh27umb1dafjy7tk2xh,Saleh  Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813599,116,1,1,13,42,d47tf49ishm9qnfd8zyc8wv0j,1,38.6,56.7,2022-08-27T18:14:19.562Z,2022-09-04T01:09:29Z,3736603237,141,34.8,3736603235,140,53.2,3736603233,56,Center,3756367943,178,,3736603241,213,5.5,3736603239,212,21.4,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813629,117,1,1,13,45,d47tf49ishm9qnfd8zyc8wv0j,1,49.4,35.7,2022-08-27T18:14:22.160Z,2022-09-04T01:09:32Z,3736603461,56,Back,3736603465,141,22.7,3736603467,212,14.2,3736603469,213,3.8,3756368041,178,,3736603463,140,38.8,,,,,,,70847l0k04al2d9ekrdw2r1ii,P. Mboungou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813669,118,1,1,13,47,d47tf49ishm9qnfd8zyc8wv0j,1,38.8,22.7,2022-08-27T18:14:24.201Z,2022-09-04T01:09:36Z,3756368257,178,,3736603695,56,Back,3736603703,213,5.4,3736603697,140,48.4,3736603699,141,4.6,3736603701,212,15.9,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813745,119,1,1,13,50,d47tf49ishm9qnfd8zyc8wv0j,1,45.8,6.1,2022-08-27T18:14:27.261Z,2022-09-04T01:09:44Z,3736604177,141,32.7,3736604173,56,Back,3736604181,213,1.7,3756368723,178,,3736604179,212,18.2,3736604175,140,43.8,,,,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813813,120,1,1,13,54,d47tf49ishm9qnfd8zyc8wv0j,1,43.8,32.7,2022-08-27T18:14:31.430Z,2022-09-04T01:09:47Z,3736604575,141,63.4,3736604571,56,Back,3756368907,178,,3736604583,213,1.6,3736604579,212,20.9,3736604573,140,42.9,,,,,,,btjt8zqd248l6mk9b2obdsr1l,Riyadh Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813829,121,1,1,13,59,d47tf49ishm9qnfd8zyc8wv0j,1,42.9,63.4,2022-08-27T18:14:36.041Z,2022-09-04T01:09:55Z,3736604671,140,62.8,3736604675,212,21.4,3736604677,213,6.1,3736604669,56,Center,3736604673,141,56.9,3756369409,178,,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813849,122,1,1,14,0,d47tf49ishm9qnfd8zyc8wv0j,1,62.8,56.9,2022-08-27T18:14:37.239Z,2022-09-04T01:10:01Z,3736604779,212,13.0,3736604773,56,Center,3756369685,178,,3736604775,140,70.7,3736604781,213,0.9,3736604777,141,71.7,,,,,,,483n2f7a1xkseruh77bj7rxed,S. Bguir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457141569,1336,67,1,14,1,d47tf49ishm9qnfd8zyc8wv0j,1,68.1,68.4,2022-08-27T18:14:38.566Z,2022-09-08T06:19:17Z,3765072221,233,1308,,,,,,,,,,,,,,,,,,,,,,17rl734wbbzbxvj33id7j9l62,Abdulfattah Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457141567,1308,67,1,14,1,6ttwlm6op92r4670oayg5md7h,0,31.9,31.6,2022-08-27T18:14:38.567Z,2022-09-08T05:39:19Z,3765072229,233,1336,,,,,,,,,,,,,,,,,,,,,,6f7isvwcywig1hlvfed4q0hgq,Yahya Sunbul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813905,123,1,1,14,2,d47tf49ishm9qnfd8zyc8wv0j,1,70.6,71.7,2022-08-27T18:14:38.634Z,2022-09-08T06:19:17Z,3736605089,56,Center,3756369965,178,,3736605097,213,3.8,3736605095,212,12.8,3736605091,140,61.0,3736605093,141,60.2,,,,,,,17rl734wbbzbxvj33id7j9l62,Abdulfattah Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813991,124,1,1,14,2,d47tf49ishm9qnfd8zyc8wv0j,1,61,60.2,2022-08-27T18:14:39.387Z,2022-09-04T01:10:18Z,3736605521,56,Left,3756370489,178,,3736605525,141,91.5,3736605527,212,29.6,3736605517,155,,3736605529,213,0.8,3736605523,140,80.6,,,,dp5fmyett2g7fvus88m85fsut,U. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457146511,1368,43,1,14,6,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2022-08-27T18:14:43.131Z,2022-09-08T06:20:51Z,3765092747,178,0,3765092777,144,82,,,,,,,,,,,,,,,,,,,6fy868uh27umb1dafjy7tk2xh,Saleh  Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814007,125,61,1,14,6,d47tf49ishm9qnfd8zyc8wv0j,0,90,83.8,2022-08-27T18:14:43.431Z,2022-09-04T01:10:32Z,3756371347,178,,3736605583,56,Left,,,,,,,,,,,,,,,,,,,6fy868uh27umb1dafjy7tk2xh,Saleh  Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457141605,1309,43,1,14,6,6ttwlm6op92r4670oayg5md7h,1,0,0,2022-08-27T18:14:43.475Z,2022-09-08T06:20:46Z,3765092727,144,82,3765072499,178,0,,,,,,,,,,,,,,,,,,,6f7isvwcywig1hlvfed4q0hgq,Yahya Sunbul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456302095,1249,43,1,14,7,6ttwlm6op92r4670oayg5md7h,1,0,0,2022-08-27T18:14:44.370Z,2022-09-08T06:20:43Z,3765092713,144,83,3760540089,399,111199,,,,,,,,,,,,,,,,,,,6f7isvwcywig1hlvfed4q0hgq,Yahya Sunbul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814001,130,49,1,14,7,6ttwlm6op92r4670oayg5md7h,1,10.7,23.7,2022-08-27T18:14:44.377Z,2022-09-08T06:21:06Z,,,,,,,,,,,,,,,,,,,,,,,,,6f7isvwcywig1hlvfed4q0hgq,Yahya Sunbul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814049,131,1,1,14,11,6ttwlm6op92r4670oayg5md7h,1,5.8,24.3,2022-08-27T18:14:47.607Z,2022-09-04T01:10:43Z,3736605847,140,10.9,3736605845,56,Back,3736605853,213,5.3,3756372011,178,,3736605851,212,10.2,3736605849,141,11.6,,,,,,,6f7isvwcywig1hlvfed4q0hgq,Yahya Sunbul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814087,132,1,1,14,14,6ttwlm6op92r4670oayg5md7h,1,4.9,5.6,2022-08-27T18:14:51.088Z,2022-09-04T01:10:48Z,3736606127,141,14.0,3756372319,178,,3736606131,213,0.2,3736606125,140,34.2,3736606123,56,Back,3736606129,212,31.3,,,,,,,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814105,133,1,1,14,17,6ttwlm6op92r4670oayg5md7h,0,34.2,10.6,2022-08-27T18:14:53.996Z,2022-09-04T01:10:54Z,3736606263,140,62.8,3756372581,178,,3736606267,141,0.0,3736606259,56,Right,3736606275,213,6.0,3736606271,212,31.1,,,,,,,2neoemoj0t2ssvjhhii62rvje,K. El Berkaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814171,126,5,1,14,20,d47tf49ishm9qnfd8zyc8wv0j,1,40.3,101.2,2022-08-27T18:14:57.418Z,2022-09-04T01:11:02Z,3736606723,347,,3736606721,56,Back,3736606751,233,134,,,,,,,,,,,,,,,,btjt8zqd248l6mk9b2obdsr1l,Riyadh Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814117,134,5,1,14,20,6ttwlm6op92r4670oayg5md7h,0,59.7,-1.2,2022-08-27T18:14:57.418Z,2022-09-04T01:11:02Z,3736606765,233,126,3736606321,56,Right,3736606325,347,,,,,,,,,,,,,,,,,2neoemoj0t2ssvjhhii62rvje,K. El Berkaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814259,127,1,1,14,23,d47tf49ishm9qnfd8zyc8wv0j,1,36.1,100,2022-08-27T18:15:00.131Z,2022-09-04T01:11:12Z,3736607275,56,Back,3736607285,1,,3736607277,140,19.4,3736607281,212,24.6,3736607283,213,3.9,3736607279,141,76.6,3736607273,107,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814291,128,1,1,14,28,d47tf49ishm9qnfd8zyc8wv0j,1,19.5,76.3,2022-08-27T18:15:05.046Z,2022-09-04T01:11:25Z,3736607465,141,66.7,3736607459,56,Back,3736607467,212,9.7,3756374087,178,,3736607469,213,5.5,3736607463,140,26.3,,,,,,,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456302299,1223,43,1,14,28,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2022-08-27T18:15:05.148Z,2022-09-05T13:10:47Z,3760541167,144,82,3760541097,178,0,,,,,,,,,,,,,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814375,129,1,1,14,33,d47tf49ishm9qnfd8zyc8wv0j,1,27,67.8,2022-08-27T18:15:10.220Z,2022-09-04T01:11:32Z,3736607993,141,90.5,3736607995,212,17.2,3736607991,140,34.3,3756374417,178,,3736607989,56,Back,3736607997,213,1.1,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814445,130,1,1,14,41,d47tf49ishm9qnfd8zyc8wv0j,1,36.1,91.7,2022-08-27T18:15:17.634Z,2022-09-04T01:11:37Z,3736608441,140,30.3,3736608445,212,31.4,3736608447,213,4.5,3736608439,56,Back,3736608443,141,46.4,3756374685,178,,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814519,131,1,1,14,47,d47tf49ishm9qnfd8zyc8wv0j,1,30.5,39.1,2022-08-27T18:15:24.543Z,2022-09-04T01:11:43Z,3736608907,212,19.7,3736608905,141,44.5,3756374933,178,,3736608901,56,Back,3736608903,140,12.1,3736608909,213,3.0,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814571,132,1,1,14,52,d47tf49ishm9qnfd8zyc8wv0j,1,12.1,44.5,2022-08-27T18:15:29.142Z,2022-09-04T01:11:50Z,3736609241,212,19.8,3736609239,141,18.0,3736609237,140,19.9,3736609243,213,5.1,3736609235,56,Back,3756375273,178,,,,,,,,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814599,133,1,1,14,55,d47tf49ishm9qnfd8zyc8wv0j,1,19.9,18,2022-08-27T18:15:31.941Z,2022-09-04T01:11:54Z,3736609411,213,0.5,3736609407,141,25.2,3756375495,178,,3736609405,140,28.6,3736609399,56,Back,3736609409,212,10.4,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456302509,1232,43,1,14,56,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2022-08-27T18:15:33.092Z,2022-09-05T13:12:28Z,3760542387,144,82,3760542345,178,0,,,,,,,,,,,,,,,,,,,btjt8zqd248l6mk9b2obdsr1l,Riyadh Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814607,134,61,1,14,56,d47tf49ishm9qnfd8zyc8wv0j,0,28.6,25.2,2022-08-27T18:15:33.140Z,2022-09-04T01:12:03Z,3736609443,56,Back,3756376003,178,,,,,,,,,,,,,,,,,,,,btjt8zqd248l6mk9b2obdsr1l,Riyadh Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814621,135,49,1,14,57,6ttwlm6op92r4670oayg5md7h,1,64.3,67.6,2022-08-27T18:15:34.172Z,2022-09-05T12:24:36Z,,,,,,,,,,,,,,,,,,,,,,,,,2neoemoj0t2ssvjhhii62rvje,K. El Berkaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814655,136,1,1,14,57,6ttwlm6op92r4670oayg5md7h,1,66.2,67.9,2022-08-27T18:15:34.312Z,2022-09-05T12:24:36Z,3736609699,141,69.1,3736609701,212,5.3,3756376725,178,,3736609695,56,Center,3736609703,213,3.0,3736609697,140,61.2,,,,,,,2neoemoj0t2ssvjhhii62rvje,K. El Berkaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814697,137,1,1,14,59,6ttwlm6op92r4670oayg5md7h,1,61.3,69.6,2022-08-27T18:15:36.343Z,2022-09-04T01:12:21Z,3736609929,140,57.8,3736609933,212,10.7,3736609935,213,1.9,3736609931,141,84.4,3736609927,56,Left,3756377143,178,,,,,,,,3kfeazpv3d1wy6e333pudwkid,D. Đoković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453322825,755,3,1,15,1,6ttwlm6op92r4670oayg5md7h,0,40,27.7,2022-08-27T18:15:38.182Z,2022-09-04T00:48:02Z,3744668063,56,Back,3744668069,467,70847l0k04al2d9ekrdw2r1ii,3744668067,465,,3744668065,286,,3756292107,178,,,,,,,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814755,138,43,1,15,2,6ttwlm6op92r4670oayg5md7h,1,0,0,2022-08-27T18:15:38.609Z,2022-08-27T18:15:43Z,3736610305,56,Left,3736610511,144,3,3736610309,286,0,,,,,,,,,,,,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814759,139,4,1,15,2,6ttwlm6op92r4670oayg5md7h,1,59.2,89,2022-08-27T18:15:38.772Z,2022-09-04T00:48:11Z,3736610319,56,Left,3736610323,265,,3736610325,286,,3736610321,152,,3736610317,13,,3736610539,233,135,,,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814795,135,4,1,15,2,d47tf49ishm9qnfd8zyc8wv0j,0,40.8,11,2022-08-27T18:15:38.773Z,2022-09-04T00:48:11Z,3756292685,178,,3736610529,152,,3736610565,233,139,3736610533,285,,3736610521,13,,3736610525,56,Back,3736610531,265,,,,,70847l0k04al2d9ekrdw2r1ii,P. Mboungou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456304005,1256,43,1,15,4,6ttwlm6op92r4670oayg5md7h,1,0,0,2022-08-27T18:15:40.713Z,2022-09-05T13:23:33Z,3760552665,178,0,3760552863,144,82,,,,,,,,,,,,,,,,,,,829ypq99t1vn90xey32mwt7th,Mohammed Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451815351,140,1,1,15,38,6ttwlm6op92r4670oayg5md7h,1,59.3,88.1,2022-08-27T18:16:15.325Z,2022-09-04T00:48:16Z,3756293161,178,,3736613617,212,15.2,3736613611,56,Back,3736613615,141,80.6,3736613607,5,,3736613613,140,45.7,3736613609,152,,3736613619,213,3.5,3kfeazpv3d1wy6e333pudwkid,D. Đoković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451815429,141,1,1,15,41,6ttwlm6op92r4670oayg5md7h,1,45.7,80.6,2022-08-27T18:16:17.901Z,2022-09-04T00:48:34Z,3736614075,213,0.4,3736614071,212,13.0,3736614065,56,Left,3736614067,140,57.0,3756294881,178,,3736614069,141,88.4,,,,,,,829ypq99t1vn90xey32mwt7th,Mohammed Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451815471,142,1,1,15,46,6ttwlm6op92r4670oayg5md7h,1,69.2,91.5,2022-08-27T18:16:22.582Z,2022-09-04T00:48:43Z,3756295615,178,,3736614273,212,22.8,3736614269,140,90.9,3736614267,56,Left,3736614275,213,6.2,3736614271,141,89.6,,,,,,,3kfeazpv3d1wy6e333pudwkid,D. Đoković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451815683,144,4,1,15,47,6ttwlm6op92r4670oayg5md7h,1,95.4,90.1,2022-08-27T18:16:24.533Z,2022-09-04T00:49:16Z,3736615333,152,,3736615329,13,,3736615695,233,136,3736972723,286,,3736615335,265,,3736615331,56,Left,,,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451815743,136,4,1,15,47,d47tf49ishm9qnfd8zyc8wv0j,0,4.6,9.9,2022-08-27T18:16:24.534Z,2022-09-04T00:49:15Z,3736615655,265,,3736615651,56,Back,3736615745,233,144,3756298005,178,,3736615657,285,,3736615649,13,,3736615653,152,,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
