id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/16/value,assist,qualifier/19/id,qualifier/19/qualifierId
2455060503,1,34,16,0,0,57jcqe38hakh2hfit2zsogsb,1,0,0,2022-09-03T15:23:12.739Z,2022-09-03T16:17:56Z,3753954825,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3753954833,194,4uyfs1epryrirnq46jttxm6sp,3753954827,59,"25, 5, 13, 19, 21, 3, 11, 18, 8, 9, 14, 46, 4, 16, 17, 24, 27, 29, 44, 59",3754320143,197,679,3753954835,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3753954823,30,"9n8332rcl3v2jq0b791i0s5w5, 4uyfs1epryrirnq46jttxm6sp, 19djqex4nu3lz6vw08f3fwv6x, 8h4z74vxc8qqbmwelwpo8oq5m, 114zbg6z77mdio95dbl9v27dh, drd86nrgxki1eobo3pam0jk5x, 92qhzmz7bik9yiyhpt9fcvqzu, dayca044hynhii8kgr7g1azth, bfbozn43eclzjwzz8nt69ktsl, bwj0ic6ljwuzim9zsmosx4hxx, 12x5lacdmnvc801277ugw9ecp, 95x2snzjzg85w2f2jz9x99ct0, 2gqls23835l3x6466sfwnthhx, 1h4lbj5lsr3be6k2e5esd6356, rbhqo1mjhl4j1enpfpbehlgp, 5hm2s34cfjlc1ha8bxnyelhm2, 4u3pq05nvcw6aemv99pbiopp0, cpws4xoaun4lc21p379rpd59l, 92mpk5ev1xz0pcw6bp24xjhwq, 5fnzv5mioda0jtgz93ebdi5n8",3753954831,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3753954829,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455062139,1,34,16,0,0,o1iwuxbv233ayidxpibbxy59,1,0,0,2022-09-03T15:23:58.004Z,2022-09-03T15:57:56Z,3753963593,30,"2r3ppks82lf3a7aycih7rc63t, cpqq8bpr6j13okdcilmwyimtw, 7l1lhluaxnuy4cun3omcva4us, c8sryc7a76ov57x24tv80swr9, 8j0yhxinglb5o5dpe2qd232dx, 95zoygnjudd2lmvc38oyuhwid, 12dv2sa9xm0aedpb13ivl11wp, cm8m8mytnpgldxvoi9or35a09, 9f8pdf7j05xb111c5lunzgvyt, cmijbwv0ine68v0y6kf9cuehh, 8pxv846gct3gjgrknr4glqulm, 1amphiae52a8rzm2ngpzffu21, 9etkdqceb3wo5zh0oktt0r85w, 2xkudoxz92f1vgbjlsbfum3f9, 7x4ltdnskxz0ym3i6meukx5hw, 7kbi9qu4y9rhc28x3ogyg5ot1, ofynblpwoiwefv52bgqz30x6, 2ivtonfhq5jlfjvsn44j9cdlh, 8ab4hqpw7m6ocphleluf9sicp, de3zx99d8qybnoq7nvlcd7xii",3753963609,194,8j0yhxinglb5o5dpe2qd232dx,3753963617,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3753963599,130,7,3754312861,197,3483,3753963595,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3753963597,59,"1, 15, 31, 18, 4, 14, 7, 24, 3, 10, 8, 5, 9, 17, 11, 25, 36, 52, 77, 99",3753963605,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455129135,2,32,1,0,0,57jcqe38hakh2hfit2zsogsb,1,0,0,2022-09-03T16:00:34.094Z,2022-09-03T16:00:34Z,3754323963,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455129137,2,32,1,0,0,o1iwuxbv233ayidxpibbxy59,1,0,0,2022-09-03T16:00:34.094Z,2022-09-10T05:21:57Z,3754323971,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455129155,3,1,1,0,0,o1iwuxbv233ayidxpibbxy59,1,50.1,50.1,2022-09-03T16:00:34.215Z,2022-09-10T04:59:54Z,3754324077,279,S,3754324067,56,Center,3754324075,213,6.2,3754324071,141,49.1,3768276721,178,,3754324073,212,12.8,3754324069,140,62.3,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455129225,4,1,1,0,1,o1iwuxbv233ayidxpibbxy59,1,42.6,51.1,2022-09-03T16:00:36.019Z,2022-09-10T05:00:00Z,3754324361,140,54.1,3754324367,213,6.0,3754324365,212,12.5,3768276821,178,,3754324359,56,Center,3754324363,141,46.2,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455181023,307,1,1,0,2,o1iwuxbv233ayidxpibbxy59,1,50.6,48.4,2022-09-03T16:00:36.966Z,2022-09-10T05:00:04Z,3754596957,140,52.6,3768276877,178,,3754596955,56,Center,3754596961,212,7.9,3754596963,213,1.3,3754596959,141,59.6,,,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455129341,5,43,1,0,4,o1iwuxbv233ayidxpibbxy59,1,0,0,2022-09-03T16:00:38.451Z,2022-09-03T16:59:10Z,3754324961,212,8.8,3754597747,144,1,3754324955,56,Center,3754324957,140,56.7,3754324959,141,59.3,3754324963,213,1.3,,,,,,,cm8m8mytnpgldxvoi9or35a09,Flávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457761989,1243,83,1,0,4,57jcqe38hakh2hfit2zsogsb,1,47.8,41.6,2022-09-03T16:00:38.470Z,2022-09-10T06:27:52Z,3768382129,399,431238,,,,,,,,,,,,,,,,,,,,,,8h4z74vxc8qqbmwelwpo8oq5m,Ali Al Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455181217,308,1,1,0,4,o1iwuxbv233ayidxpibbxy59,0,52.9,56.1,2022-09-03T16:00:38.489Z,2022-09-10T05:00:15Z,3754597973,56,Center,3760923101,286,,3760923097,236,,3754597981,213,6.2,3754597979,212,1.5,3768277027,178,,3754597975,140,54.3,3754597977,141,56.0,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,3760947789,233,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456317023,799,74,1,0,4,57jcqe38hakh2hfit2zsogsb,1,42.8,34,2022-09-03T16:00:38.549Z,2022-09-10T05:00:19Z,3768277083,178,,3760627993,285,,3760947799,233,308,3760627991,56,Back,,,,,,,,,,,,,8h4z74vxc8qqbmwelwpo8oq5m,Ali Al Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
