id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,assist,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/16/value,qualifier/18/value
2542688689,5,1,1,0,11,7dkxxicrwn77jpdfkwpnlnnyn,0,31,4,2023-05-02T18:30:25.055Z,2023-05-02T18:33:10Z,4245452479,140,63.1,4245452481,141,11.0,4245452485,213,0.1,4245452487,1,,4245452483,212,34.0,4245452477,56,Right,4245452475,157,,,,,a7sgm3cmjoxjjxanrad02l2lm,Ibrahim Mahnashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688697,7,49,1,0,14,7w4300dn2tnd0eqmbtk531tkx,1,27.9,79.1,2023-05-02T18:30:27.506Z,2023-05-02T18:30:27Z,,,,,,,,,,,,,,,,,,,,,,,,,3par6lcu330qnblngnl7b209h,Mohammed Al Khabrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688707,8,1,1,0,14,7w4300dn2tnd0eqmbtk531tkx,0,27.9,79.1,2023-05-02T18:30:27.666Z,2023-05-02T18:30:29Z,4245452551,212,15.7,4245452549,141,100.0,4245452547,140,30.5,4245452553,213,1.4,4245452545,56,Back,,,,,,,,,,3par6lcu330qnblngnl7b209h,Mohammed Al Khabrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688727,6,5,1,0,16,7dkxxicrwn77jpdfkwpnlnnyn,1,64.2,-2,2023-05-02T18:30:29.360Z,2023-05-02T19:27:40Z,4245452669,347,,4245452667,56,Right,4245452675,233,9,,,,,,,,,,,,,,,,4c540mry6f9esodej103n6xka,Faisal Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688709,9,5,1,0,16,7w4300dn2tnd0eqmbtk531tkx,0,35.8,102,2023-05-02T18:30:29.360Z,2023-05-02T18:30:35Z,4245452555,56,Back,4245452557,347,,4245452679,233,6,,,,,,,,,,,,,,,,3par6lcu330qnblngnl7b209h,Mohammed Al Khabrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688783,7,1,1,0,27,7dkxxicrwn77jpdfkwpnlnnyn,1,60.4,0,2023-05-02T18:30:40.209Z,2023-05-02T18:30:44Z,4245452981,107,,4245452991,213,2.9,4245452985,140,41.6,4245452987,141,5.8,4245452983,56,Back,4245452989,212,20.4,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688801,8,1,1,0,31,7dkxxicrwn77jpdfkwpnlnnyn,1,40.8,14.1,2023-05-02T18:30:44.511Z,2023-05-02T18:30:48Z,4245453079,56,Back,4245453081,140,34.8,4245453083,141,43.7,4245453087,213,1.9,4245453085,212,21.1,,,,,,,,,,9brcp1e0kz59x1g4j73a54m50,Saad Al Mosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688827,9,1,1,0,35,7dkxxicrwn77jpdfkwpnlnnyn,1,33.7,54.6,2023-05-02T18:30:48.191Z,2023-05-02T18:30:53Z,4245453229,141,65.8,4245453231,212,9.6,4245453221,56,Back,4245453235,213,0.9,4245453225,140,39.3,,,,,,,,,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688839,10,1,1,0,39,7dkxxicrwn77jpdfkwpnlnnyn,1,40.4,67,2023-05-02T18:30:53.023Z,2023-05-02T18:30:55Z,4245453301,56,Back,4245453303,140,33.3,4245453307,212,13.2,4245453309,213,4.1,4245453305,141,51.0,,,,,,,,,,4c540mry6f9esodej103n6xka,Faisal Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688845,11,1,1,0,42,7dkxxicrwn77jpdfkwpnlnnyn,1,34.1,44.6,2023-05-02T18:30:55.552Z,2023-05-02T18:30:58Z,4245453347,56,Back,4245453355,213,5.0,4245453349,140,39.9,4245453353,212,22.5,4245453351,141,12.8,,,,,,,,,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688855,12,1,1,0,44,7dkxxicrwn77jpdfkwpnlnnyn,1,42,10,2023-05-02T18:30:58.063Z,2023-05-02T18:31:00Z,4245453429,212,4.9,4245453431,213,4.7,4245453425,140,42.0,4245453427,141,2.8,4245453423,56,Back,,,,,,,,,,9brcp1e0kz59x1g4j73a54m50,Saad Al Mosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688895,13,1,1,0,47,7dkxxicrwn77jpdfkwpnlnnyn,1,38.7,6.5,2023-05-02T18:31:00.431Z,2023-05-02T18:31:07Z,4245453679,213,1.9,4245453675,141,45.1,4245453677,212,27.9,4245453673,140,29.7,4245453671,56,Back,,,,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688907,14,1,1,0,53,7dkxxicrwn77jpdfkwpnlnnyn,0,33,53,2023-05-02T18:31:06.975Z,2023-05-02T18:31:11Z,4245453741,141,42.5,4245453739,140,87.4,4245453743,212,57.6,4245453747,1,,4245453745,213,6.2,4245453737,56,Center,4245453735,155,,,,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688913,10,52,1,0,58,7w4300dn2tnd0eqmbtk531tkx,1,9.5,55.5,2023-05-02T18:31:11.973Z,2023-05-04T14:26:39Z,4249839731,378,,,,,,,,,,,,,,,,,,,,,,,6k45sak4jgjqew0dpkcil4hyh,Marwan Al Haidari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688995,11,1,1,1,10,7w4300dn2tnd0eqmbtk531tkx,1,15.7,52.4,2023-05-02T18:31:24.005Z,2023-05-02T18:31:46Z,4245454997,189,,4245454217,56,Center,4245454215,199,,4245454225,213,6.0,4245454223,212,58.1,4245454227,1,,4245454219,140,68.1,4245454221,141,25.0,6k45sak4jgjqew0dpkcil4hyh,Marwan Al Haidari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689005,12,1,1,1,12,7w4300dn2tnd0eqmbtk531tkx,1,67.8,25.1,2023-05-02T18:31:25.732Z,2023-05-02T18:31:26Z,4245454267,56,Center,4245454275,213,1.2,4245454273,212,7.3,4245454269,140,70.0,4245454271,141,35.3,,,,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689015,13,1,1,1,13,7w4300dn2tnd0eqmbtk531tkx,1,70.2,36.2,2023-05-02T18:31:26.308Z,2023-05-02T18:31:27Z,4245454337,141,31.1,4245454333,140,70.7,4245454341,213,4.9,4245454339,212,3.5,4245454329,56,Center,,,,,,,,,,22cd6gzfwo341qai1o6014251,S. Çikalleshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689027,14,1,1,1,13,7w4300dn2tnd0eqmbtk531tkx,1,70.7,31.1,2023-05-02T18:31:26.932Z,2023-05-02T18:31:29Z,4245454417,56,Center,4245454421,141,44.5,4245454419,140,72.3,4245454423,212,9.3,4245454425,213,1.4,,,,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689047,15,1,1,1,15,7w4300dn2tnd0eqmbtk531tkx,1,71,60.2,2023-05-02T18:31:28.916Z,2023-05-02T18:31:33Z,4245454511,140,69.8,4245454515,212,16.4,4245454517,213,1.6,4245454513,141,84.3,4245454509,56,Left,,,,,,,,,,22cd6gzfwo341qai1o6014251,S. Çikalleshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689075,16,1,1,1,20,7w4300dn2tnd0eqmbtk531tkx,1,74.8,78.6,2023-05-02T18:31:33.780Z,2023-05-04T14:27:42Z,4245454671,140,87.9,4249841167,224,,4245454675,212,28.1,4245454669,56,Center,4245454673,141,42.5,4245454677,213,5.2,4249841169,72,,4245454665,2,,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,1,4245454925,210,13,4245454667,155,4245454927,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689077,17,13,1,1,23,7w4300dn2tnd0eqmbtk531tkx,1,90.6,41.2,2023-05-02T18:31:36.364Z,2023-05-04T14:27:43Z,4245454685,17,,4245454967,103,95.8,4245454843,328,,4245454957,29,,4245454953,74,,4245454687,56,Center,4245454683,22,,4245454839,15,,73n9fjkvpac4i2s9kn6j86evp,Morato,,4245454965,102,49.2,4245454961,55,4245454969,230,16,98.9,4245454971,231,49.1,4245454959,154,,,,,,,,,,,,,,,,,,,,,,,,,
2542689067,15,5,1,1,24,7dkxxicrwn77jpdfkwpnlnnyn,1,-1.2,52.2,2023-05-02T18:31:37.189Z,2023-05-02T18:31:39Z,4245454753,233,18,4245454629,346,,4245454627,56,Back,,,,,,,,,,,,,,,,9brcp1e0kz59x1g4j73a54m50,Saad Al Mosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689079,18,5,1,1,24,7w4300dn2tnd0eqmbtk531tkx,0,101.2,47.8,2023-05-02T18:31:37.189Z,2023-05-02T18:31:46Z,4245454771,233,15,4245454727,56,Center,4245454729,346,,,,,,,,,,,,,,,,,73n9fjkvpac4i2s9kn6j86evp,Morato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689183,16,1,1,1,54,7dkxxicrwn77jpdfkwpnlnnyn,0,5,58.4,2023-05-02T18:32:08.178Z,2023-05-02T18:32:12Z,4245455477,155,,4245455475,124,,4245455489,1,,4245455481,140,59.9,4245455491,74,,4245455479,56,Center,4245455485,212,58.6,4245455483,141,73.8,77988i6l4je97ycm9rthdims5,Paulo Victor,,4245455487,213,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689189,19,1,1,1,59,7w4300dn2tnd0eqmbtk531tkx,0,35.3,10.7,2023-05-02T18:32:12.229Z,2023-05-02T18:32:59Z,4245455565,1,,4245455563,213,0.7,4245455561,212,45.2,4245455559,141,51.6,4245455553,3,,4245455557,140,69.2,4245455555,56,Center,,,,4xf79nz0hvi8o83ta08cftffu,Omar Al Oudah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689211,17,1,1,2,4,7dkxxicrwn77jpdfkwpnlnnyn,1,29.8,33.6,2023-05-02T18:32:17.186Z,2023-05-02T18:32:19Z,4245455699,141,67.0,4245455705,1,,4245455703,213,2.4,4245455701,212,34.6,4245455697,140,4.9,4245455695,56,Back,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689229,18,1,1,2,6,7dkxxicrwn77jpdfkwpnlnnyn,0,2.5,69.9,2023-05-02T18:32:19.426Z,2023-05-02T18:32:22Z,4245455795,157,,4245455797,56,Back,4245455801,141,100.0,4245455799,140,16.7,4245455805,213,1.0,4245455807,1,,4245455803,212,26.1,,,,77988i6l4je97ycm9rthdims5,Paulo Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689231,19,5,1,2,9,7dkxxicrwn77jpdfkwpnlnnyn,0,23.1,101.2,2023-05-02T18:32:22.812Z,2023-05-02T18:32:28Z,4245455819,56,Back,4245455821,347,,4245455991,233,20,,,,,,,,,,,,,,,,77988i6l4je97ycm9rthdims5,Paulo Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689261,20,5,1,2,9,7w4300dn2tnd0eqmbtk531tkx,1,76.9,-1.2,2023-05-02T18:32:22.812Z,2023-05-02T18:34:47Z,4245455983,233,19,4245455981,347,,4245455979,56,Right,,,,,,,,,,,,,,,,73n9fjkvpac4i2s9kn6j86evp,Morato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689275,21,1,1,2,15,7w4300dn2tnd0eqmbtk531tkx,1,71.3,0,2023-05-02T18:32:28.248Z,2023-05-02T18:32:31Z,4245456055,212,26.7,4245456049,56,Center,4245456057,213,2.1,4245456053,141,33.4,4245456051,140,58.5,4245456047,107,,4245456059,1,,,,,73n9fjkvpac4i2s9kn6j86evp,Morato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689283,22,1,1,2,18,7w4300dn2tnd0eqmbtk531tkx,1,58.6,34.3,2023-05-02T18:32:31.462Z,2023-05-02T18:32:32Z,4245456087,213,1.0,4245456083,141,60.0,4245456085,212,20.6,4245456081,140,68.9,4245456079,56,Center,,,,,,,,,,4k6v874ygp633amqtbp1g9nth,Lucas Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689289,23,1,1,2,19,7w4300dn2tnd0eqmbtk531tkx,1,68.9,60,2023-05-02T18:32:32.854Z,2023-05-02T18:32:36Z,4245456137,56,Center,4245456141,141,77.6,4245456143,212,12.0,4245456139,140,70.0,4245456145,213,1.5,,,,,,,,,,netr5hv4nn69u7twf7u892hh,Fábio Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689299,24,1,1,2,23,7w4300dn2tnd0eqmbtk531tkx,1,66.3,79.5,2023-05-02T18:32:36.742Z,2023-05-02T18:32:39Z,4245456229,56,Center,4245456235,212,7.1,4245456237,213,3.7,4245456233,141,74.4,4245456231,140,60.4,,,,,,,,,,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689321,25,1,1,2,26,7w4300dn2tnd0eqmbtk531tkx,1,60.2,70.1,2023-05-02T18:32:39.478Z,2023-05-02T18:32:42Z,4245456349,212,47.7,4245456353,1,,4245456351,213,5.1,4245456343,56,Right,4245456347,141,5.3,4245456339,155,,4245456345,140,77.5,4245456341,196,,4k6v874ygp633amqtbp1g9nth,Lucas Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689357,26,1,1,2,29,7w4300dn2tnd0eqmbtk531tkx,1,77.5,5.2,2023-05-02T18:32:42.470Z,2023-05-02T18:32:49Z,4245456547,56,Right,4245456551,141,13.6,4245456553,212,13.5,4245456549,140,65.8,4245456555,213,2.7,,,,,,,,,,4xf79nz0hvi8o83ta08cftffu,Omar Al Oudah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689375,28,4,1,2,36,7w4300dn2tnd0eqmbtk531tkx,1,76.3,8.4,2023-05-02T18:32:49.223Z,2023-05-04T14:28:49Z,4245456725,233,21,4245456665,13,,4245456667,56,Right,4249844013,295,,4245456673,286,,4245456669,152,,,,,,,,73n9fjkvpac4i2s9kn6j86evp,Morato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689377,21,4,1,2,36,7dkxxicrwn77jpdfkwpnlnnyn,0,23.7,91.6,2023-05-02T18:32:49.224Z,2023-05-04T14:28:46Z,4249843927,295,,4245456679,13,,4245456681,56,Back,4245456733,233,28,4245456683,152,,4245456687,285,,,,,,,,4c540mry6f9esodej103n6xka,Faisal Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689361,27,43,1,2,36,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2023-05-02T18:32:49.446Z,2023-05-02T18:32:53Z,4245456755,144,50,4245456661,233,20,4245456563,56,Right,4245456565,286,0,,,,,,,,,,,,,73n9fjkvpac4i2s9kn6j86evp,Morato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689365,20,43,1,2,36,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2023-05-02T18:32:49.447Z,2023-05-02T18:32:56Z,4245456601,56,Back,4245456789,144,7,4245456603,285,0,,,,,,,,,,,,,,,,4c540mry6f9esodej103n6xka,Faisal Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689575,29,1,1,3,10,7w4300dn2tnd0eqmbtk531tkx,0,71.8,9.8,2023-05-02T18:33:24.136Z,2023-05-04T14:28:57Z,4245457991,155,,4245457995,56,Center,4249844285,72,,4245458005,1,,4245457989,5,,4245458001,212,47.1,4245457999,141,68.9,4245457993,152,,73n9fjkvpac4i2s9kn6j86evp,Morato,,4245457997,140,95.2,4245457987,2,4249844283,223,,,4245458003,213,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689579,22,4,1,3,15,7dkxxicrwn77jpdfkwpnlnnyn,1,4.3,31.2,2023-05-02T18:33:28.468Z,2023-05-02T18:34:43Z,4245458521,264,,4245458519,13,,4245458023,285,,4245458021,56,Back,4245458553,233,32,4245458523,152,,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689589,30,43,1,3,15,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2023-05-02T18:33:28.469Z,2023-05-02T18:33:38Z,4245458129,233,22,4245458073,286,0,4245458071,56,Center,4245458417,144,44,,,,,,,,,,,,,3uwyni9c8q0rprd1nhtt073e1,I. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689625,32,4,1,3,15,7w4300dn2tnd0eqmbtk531tkx,0,95.7,68.8,2023-05-02T18:33:28.469Z,2023-05-02T18:34:44Z,4245458583,264,,4245458307,152,,4245458303,13,,4245458313,286,,4245458305,56,Center,4245458609,233,22,,,,,,,3par6lcu330qnblngnl7b209h,Mohammed Al Khabrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542689593,23,43,1,3,15,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2023-05-02T18:33:28.628Z,2023-05-02T18:33:33Z,4245458091,140,7.7,4245458223,144,12,4245458101,15,0,4245458095,212,14.5,4245458093,141,13.1,4245458097,213,5.0,4245458087,56,Back,,,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
