id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/16/value
2546325769,1,34,16,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2023-05-09T15:05:19.681Z,2023-05-09T15:23:00Z,4264830023,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4264867721,197,3982,4264830027,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4264830019,59,"88, 8, 3, 33, 4, 22, 27, 10, 9, 18, 7, 1, 2, 6, 11, 16, 17, 19, 23, 98",4264830025,194,d3hiwrqyxc7ff8vlwk35tnsru,4264830017,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4264830015,30,"5hewtfw3vtddu8u3qmueyv4yd, 28pvmv8slheuqzsh4eok2t905, 483s97qezyiz91n8qzwjd7uuh, 7qmg0s07y1tkthgu8zwa599ed, d3hiwrqyxc7ff8vlwk35tnsru, 9vsqe0uy76u157na942hdokx5, 9k81fwyq8bbyhckt5t80fvwet, beeunz2xxmos83md5kmsy4hqt, cd3zg2t4cq4ghoh61kri7vaad, 5zmh9fz8vr0jcgt8zic0vyve2, 6m2uqbr8e3v4hcg8r02ee1ec5, 85paqhbw10m5ra3set109qz9, ettpwvqyj8pyfhwpc7q84svhm, dozljiegaplgkxwywguqomeei, 9psac5vq3c7li645yxsaglo0l, 6ryod1z32yns7blzdxvhwmzqi, 576sxo24s5ktc0t9chfh9v4d1, dybfeu5czibo3vri357z8yrpx, 9q7c1bn4dgyhoqto46puqeevp, 1dtpzd3m6rhsrc1vk1ddzk2jt",4264830021,130,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546326751,1,34,16,0,0,aekjg4wbxaixtwu4aicmiju92,1,0,0,2023-05-09T15:07:24.750Z,2023-05-09T16:02:51Z,4264834557,30,"26dlb4txygf7qzukjikr23mxh, 2h2r99zztgquxzs5it347aitx, 7tct6lamqw703ndfo60ruh6fp, 6b717wlx0q8d73hsbgsp90no5, 4oiynjwt22nwpmy0oyx5q6jh0, mnfpjrfb77nre55z4ha7b9p1, aqe0o77dv6114gsbpw3t1iymt, d9pwgddm81gw3caq3njscahud, 3a2ef34105eqoes4s6zu1310p, cee8klv6kur6xp1v57uikihg5, zdrtch0slexakz6exy86cid, etvu2javyjbzekaw2ro994iqd, 3qjdcqc4mo21w0au4rveeenkl, 30dor76ut58qzf8ah4sgeqj1l, 92qhzmz7bik9yiyhpt9fcvqzu, 41re9c0uwnzb5v3nkmxi6azmx, eznzwuryd9khv90y1it9dey1h, 9mqv7fxmzkj5jalxi1ju34jdg, 1vpmf7p9xsaynj1t9g5wm1qz9, cvlg8sqmyklrh34h1dbad8s9g",4264834559,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4264834563,130,8,4264834565,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4264834567,194,d9pwgddm81gw3caq3njscahud,4264869423,197,9632,4264834569,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4264834561,59,"1, 27, 25, 6, 3, 4, 11, 14, 9, 28, 37, 8, 16, 18, 19, 22, 24, 42, 91, 99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546347173,2,32,1,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2023-05-09T16:00:18.592Z,2023-05-09T16:00:20Z,4264945033,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546347167,2,32,1,0,0,aekjg4wbxaixtwu4aicmiju92,1,0,0,2023-05-09T16:00:18.592Z,2023-05-09T16:00:18Z,4264945015,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546347179,3,1,1,0,0,aekjg4wbxaixtwu4aicmiju92,1,50.2,50,2023-05-09T16:00:18.692Z,2023-05-09T16:00:21Z,4264945093,279,S,4264945077,140,38.9,4264945085,212,15.3,4264945075,56,Back,4264945089,213,2.5,4264945081,141,64.2,,,,,,,3a2ef34105eqoes4s6zu1310p,Feras Al Brikan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546347187,4,1,1,0,2,aekjg4wbxaixtwu4aicmiju92,1,40.6,63.7,2023-05-09T16:00:21.278Z,2023-05-09T16:00:22Z,4264945145,56,Center,4264945147,140,52.2,4264945153,213,5.5,4264945149,141,47.3,4264945151,212,16.5,,,,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546347197,5,1,1,0,3,aekjg4wbxaixtwu4aicmiju92,1,52.2,47.3,2023-05-09T16:00:22.334Z,2023-05-09T16:00:23Z,4264945203,141,57.3,4264945201,140,44.4,4264945207,213,2.4,4264945199,56,Back,4264945205,212,10.6,,,,,,,,,,3a2ef34105eqoes4s6zu1310p,Feras Al Brikan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546347209,6,1,1,0,4,aekjg4wbxaixtwu4aicmiju92,1,43.9,57,2023-05-09T16:00:23.405Z,2023-05-09T16:00:26Z,4264945289,141,36.0,4264945285,56,Back,4264945293,213,4.2,4264945287,140,36.3,4264945291,212,16.4,,,,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546347221,7,1,1,0,7,aekjg4wbxaixtwu4aicmiju92,1,36.4,36,2023-05-09T16:00:26.093Z,2023-05-09T16:00:28Z,4264945345,213,4.5,4264945337,56,Back,4264945341,141,11.6,4264945339,140,33.5,4264945343,212,16.9,,,,,,,,,,d9pwgddm81gw3caq3njscahud,Mohammed Al Fuhaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546347227,8,1,1,0,9,aekjg4wbxaixtwu4aicmiju92,1,33.5,11.6,2023-05-09T16:00:28.333Z,2023-05-09T16:00:30Z,4264945383,213,6.0,4264945375,56,Back,4264945377,140,47.2,4264945379,141,4.9,4264945381,212,15.1,,,,,,,,,,2h2r99zztgquxzs5it347aitx,Ali Al Zubaidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
