id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value,qualifier/18/value,assist
2451057939,1,34,16,0,0,2ry1fixv27p3xepazsxcuyoho,1,0,0,2022-08-26T17:15:45.155Z,2022-08-26T18:12:50Z,3732611827,194,dtpcc6ygdn9j8k42h00sfq0np,3732611823,130,5,3732611819,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3732611829,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732611825,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732611817,30,"86gtnji8gzd7t05si9bzdhcyd, f33frpvsvjp7a8od35j7oxjh1, 2evokue4swxl64cxjuc21u2qy, dtpcc6ygdn9j8k42h00sfq0np, bepcao7uiozczrxbhc7fjjis5, 2gef3rw1e1q3d7qudetpgvbop, bdtfe5xkr2grbxqkgpntbypjp, dcl1lgczly52fg4f7oh8se6l1, ytjrtqtximxhs52bfsezogk5, 8sllxmpst47s6c46fgtv1q47p, bjprfeyv38xb284im3yuu3u21, 93ysty1r8uw717axrz77q88ut, 3m67z6okk8i52z0b6widofxsl, cq1rq8a9wnt1dxvxe6fmz9vfu, cstghu0b2nh9pfzn5p6me7jkl, epumfwql35ruytuh15rozq311, 87g8od8v77pe4m134wu8ipnu, 2io8x7y096bnh5oit77k32thx, d5e7ou0odurdq9omp4tk16ck4, 9e8phbwelzhbdk0bfsuyu4a5m",3732611821,59,"18, 27, 24, 14, 4, 5, 13, 15, 8, 23, 9, 77, 71, 7, 11, 12, 21, 22, 16, 88",3732703565,197,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451073709,1,34,16,0,0,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2022-08-26T17:53:00.735Z,2022-08-26T18:24:48Z,3732696159,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732696161,194,e3q9barjksj9yb3obsi90i9jp,3732696151,30,"e3q9barjksj9yb3obsi90i9jp, ql3ke0589k0ywxw4kzd5wgt0, bgzn0qcq2tcobzu1odwyaeeei, 3wpliz4y0ex8jxtlt2enirc9h, 2ulcka9bd1cna5mixtb0fu2ac, 5etucjhifze9cu3fecy68dg16, drlzps89wgzfvjmmvqnshmrkk, exs0tbl2thbcz163r3vas74es, 8btwu0jixlrcl9gj51uepz21g, 96locb7oipzlke997xnx6ii38, 8fzdgtbrfz7oeki448trj105w, kpt652xmwmbwuf9k7t59tzis, 7rfodyul3h9g09koricuuohsk, 92j12068e102fecql9i8bvehg, 4wvzsf1eyia9ny6qk3ft5slqs, cznfldjv2fv42m6z68um5lzx0, 9xw2h8gmd6xhg3hhi0m7ktyxg, 26c550lde57cow9ggti63ynf8, abei4pi5q8mto46c76nj5kic, 5t98d281r2jcm6ciue9h9o3ro",3732696155,59,"25, 29, 7, 4, 14, 3, 18, 20, 77, 6, 24, 46, 5, 22, 37, 19, 40, 42, 43, 44",3732696163,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732696157,130,11,3732696153,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3732705011,197,2937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451076361,2,32,1,0,0,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2022-08-26T18:00:18.412Z,2022-08-26T18:00:25Z,3732709679,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451076301,2,32,1,0,0,2ry1fixv27p3xepazsxcuyoho,1,0,0,2022-08-26T18:00:18.412Z,2022-09-01T07:43:06Z,3732709459,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451076773,3,1,1,0,0,dbhdov3cc47kcr1hjg5qr5qg7,1,50,50.2,2022-08-26T18:00:18.472Z,2022-09-03T07:44:07Z,3732840245,279,S,3752142229,178,,3732711347,141,62.0,3732711343,56,Back,3732711351,213,2.8,3732711349,212,21.3,3732711345,140,31.2,,,,drlzps89wgzfvjmmvqnshmrkk,Mohammed Fraih Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451105205,157,1,1,0,2,dbhdov3cc47kcr1hjg5qr5qg7,0,43.7,48.9,2022-08-26T18:00:21.151Z,2022-09-03T07:44:11Z,3732866329,1,,3752142265,178,,3732866327,213,0.7,3732866319,56,Left,3732866321,140,84.3,3732866323,141,100.0,3732866317,157,,3732866325,212,55.5,exs0tbl2thbcz163r3vas74es,Tariq Al Mutairi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451076441,3,5,1,0,7,2ry1fixv27p3xepazsxcuyoho,1,11.2,-1.6,2022-08-26T18:00:26.391Z,2022-09-03T07:44:15Z,3732709945,56,Back,3732709947,347,,3732840277,233,134,,,,,,,,,,,,,,,,ytjrtqtximxhs52bfsezogk5,C. Guanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451100815,134,5,1,0,7,dbhdov3cc47kcr1hjg5qr5qg7,0,88.8,101.6,2022-08-26T18:00:26.391Z,2022-09-03T07:44:14Z,3732840303,233,3,3732840249,56,Left,3732840251,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451076485,4,1,1,0,10,2ry1fixv27p3xepazsxcuyoho,1,5.6,0,2022-08-26T18:00:28.953Z,2022-09-03T07:44:22Z,3732710167,213,1.6,3732710165,212,19.1,3732710157,107,,3732710159,56,Back,3732710163,141,26.1,3732710161,140,4.7,,,,,,,f33frpvsvjp7a8od35j7oxjh1,Fawaz Al Saqour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451076537,5,1,1,0,14,2ry1fixv27p3xepazsxcuyoho,1,7.4,31.5,2022-08-26T18:00:33.312Z,2022-09-03T07:44:25Z,3752142411,178,,3732710331,212,27.2,3732710325,56,Back,3732710329,141,60.2,3732710333,213,0.8,3732710327,140,25.4,,,,,,,bepcao7uiozczrxbhc7fjjis5,Iago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
