id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value
2509071959,1,34,16,0,0,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2023-02-18T14:04:35.333Z,2023-02-18T15:04:39Z,4039350849,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039351335,194,6ry2ngrlp71y0q57zgz6wu2y2,4039350853,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039350835,30,"8i6yz8rk72m7ovjuxjn0vcxqt, 6ry2ngrlp71y0q57zgz6wu2y2, dy434rgboexxvq6tgr8gwef9x, 4k6v874ygp633amqtbp1g9nth, 94pujujlsh98axp2fdflycahg, 3uwyni9c8q0rprd1nhtt073e1, 7q7awmtwv66htmei0xy1hzdn9, 5sjuufrdq1rx6senkjjgtimsp, 22cd6gzfwo341qai1o6014251, 5yrugwes9msd3cd5hhrluivah, 73n9fjkvpac4i2s9kn6j86evp, 4xf79nz0hvi8o83ta08cftffu, 3par6lcu330qnblngnl7b209h, dqqj2g1jdn57o1j12ycaa2a96, 602ni3z01educzy1qx0cuvzai, ds9mymwdsucrwhkrwxpe2ymll, c5qx29j7n98wz29hkhtk377it, 7wv3w8do98ovi3kievnmbis8a, b2klrrbklz788iu4vd46j0e3u, 6k45sak4jgjqew0dpkcil4hyh",4039604535,197,960,4039350847,130,4,4039350843,59,"1, 27, 5, 8, 13, 25, 15, 6, 9, 49, 10, 2, 3, 11, 14, 17, 20, 48, 58, 96",4039350839,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509075563,1,34,16,0,0,4djrvao40r1vgr4psfl5dzc80,1,0,0,2023-02-18T14:08:41.218Z,2023-02-18T15:13:10Z,4039370415,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039370413,130,11,4039611267,197,6686,4039370419,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039370409,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4039370407,30,"exmyiidka52uylmreef9fpn85, 5zwi7f2u6vd88wvc00ynpv209, 820fen2dxh3d2zmcbn9ak0u6t, cp8kbj12wth398bnglywepk9, 5376r1hbhrywje7cys1vcyb4l, 624uaxchaea87v6na4wsd50x5, 5x2mcnjeclk64b5l9o2h4d5g5, evyk938tt0eebkhxrwejaonv9, 6yga33ui0heg0zkpe4r3kznmy, cgwl99clcp8j1z4tq5n0bh9ed, g15ldg2cnu1otbiwsm3dppg4, 30k7kvnsp7a4gsl43gun7yhyi, 6i6o3ix1opt8h0zxfi2n8bnqh, 2j90w131xjmie2ozb2wb6a6p6, paq60rfkhm8gy9412w5tuo0k, 12aymg9roti0joastjxyswzqh, deh42a9ovtkyfppy2pmthdre1, 970jrhb28ry898d1ocpad6dwp, 465tn4volgmbkntekrvwuvmne, dcv72l1n3nkz6aybcnqwfu5g4",4039370417,194,5376r1hbhrywje7cys1vcyb4l,4039370411,59,"30, 32, 13, 4, 15, 3, 7, 17, 11, 6, 12, 14, 18, 20, 22, 23, 24, 38, 40, 99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121159,2,32,1,0,0,4djrvao40r1vgr4psfl5dzc80,1,0,0,2023-02-18T15:00:14.251Z,2023-02-18T15:00:17Z,4039611905,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121153,2,32,1,0,0,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2023-02-18T15:00:14.251Z,2023-03-09T04:24:43Z,4039611855,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121205,3,1,1,0,0,7w4300dn2tnd0eqmbtk531tkx,1,49.5,49.9,2023-02-18T15:00:14.331Z,2023-03-09T04:37:11Z,4083411679,178,,4039612139,213,2.6,4039612131,56,Back,4039612137,212,23.6,4039612135,141,67.0,4039612141,279,S,4039612133,140,29.9,,,,5sjuufrdq1rx6senkjjgtimsp,Khaled Al Samiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121243,4,1,1,0,3,7w4300dn2tnd0eqmbtk531tkx,0,30.2,64.9,2023-02-18T15:00:17.738Z,2023-03-09T04:37:36Z,4039612329,140,69.8,4039612331,141,36.4,4039612337,1,,4039612327,56,Center,4039612333,212,45.9,4039612325,155,,4039612335,213,5.8,4083411847,178,,3uwyni9c8q0rprd1nhtt073e1,I. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121339,3,1,1,0,6,4djrvao40r1vgr4psfl5dzc80,0,29.7,67.8,2023-02-18T15:00:20.637Z,2023-03-09T04:37:41Z,4039612723,212,23.1,4083411893,388,,4039612719,140,31.7,4039612725,213,1.5,4039612717,56,Back,4039612715,3,,4039612721,141,100.0,,,,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121349,4,5,1,0,8,4djrvao40r1vgr4psfl5dzc80,0,30.2,101.5,2023-02-18T15:00:23.104Z,2023-03-09T04:37:44Z,4039612775,56,Back,4039612777,347,,4039613269,233,5,,,,,,,,,,,,,,,,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121459,5,5,1,0,8,7w4300dn2tnd0eqmbtk531tkx,1,69.8,-1.5,2023-02-18T15:00:23.104Z,2023-03-09T04:37:44Z,4039613207,56,Right,4039613251,233,4,4039613209,347,,,,,,,,,,,,,,,,,94pujujlsh98axp2fdflycahg,Abdullah Al Shanqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121497,6,1,1,0,20,7w4300dn2tnd0eqmbtk531tkx,1,72.4,0,2023-02-18T15:00:35.108Z,2023-03-09T04:37:47Z,4039613435,212,8.1,4039613415,107,,4039613427,140,76.8,4039613421,56,Right,4039613431,141,8.5,4039613437,213,1.0,,,,,,,6ry2ngrlp71y0q57zgz6wu2y2,Hussain Ali Alnwaiqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
