id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,keyPass,qualifier/13/value,qualifier/15/value,qualifier/14/value,qualifier/17/value,assist
2450818501,1,34,16,0,0,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2022-08-25T17:05:31.988Z,2022-08-25T18:20:23Z,3731340511,130,11,3731340515,194,c5qx29j7n98wz29hkhtk377it,3731340509,59,"1, 27, 16, 20, 4, 13, 58, 8, 14, 15, 11, 96, 3, 7, 10, 17, 22, 48, 77, 33",3731340507,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3731340513,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3731340505,30,"8i6yz8rk72m7ovjuxjn0vcxqt, 6ry2ngrlp71y0q57zgz6wu2y2, axq2a1kfogeahtcdulwezvdre, c5qx29j7n98wz29hkhtk377it, anje77akol69g67tssc9p2bpx, 94pujujlsh98axp2fdflycahg, b2klrrbklz788iu4vd46j0e3u, 4k6v874ygp633amqtbp1g9nth, 602ni3z01educzy1qx0cuvzai, 7q7awmtwv66htmei0xy1hzdn9, dqqj2g1jdn57o1j12ycaa2a96, 6k45sak4jgjqew0dpkcil4hyh, 3par6lcu330qnblngnl7b209h, dd8jyobppmddu2pn7e4v3y9qt, 73n9fjkvpac4i2s9kn6j86evp, ds9mymwdsucrwhkrwxpe2ymll, 9gmnjd19itmkin8x8zfypn0bu, 7wv3w8do98ovi3kievnmbis8a, 6utme8y4gczf6sbj4btikmm8k, eze5hbbcc9a3snz56q7iqp7v8",3731340517,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3731404925,197,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450820673,1,34,16,0,0,c9swyor08g9pedxpe3n321svu,1,0,0,2022-08-25T17:14:52.222Z,2022-08-30T13:33:24Z,3731352547,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3731352543,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3731352539,59,"1, 66, 16, 6, 70, 5, 17, 15, 9, 19, 29, 2, 4, 8, 10, 14, 21, 43, 56, 88",3731352537,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3731352545,194,9vt5q842htj38cblrh1v62qj9,3731352535,30,"9vt5q842htj38cblrh1v62qj9, aq8pym2fuweqbkxbbu7hqn0x6, 14dpnweb51v7re2xa3qkpulex, 3xtzd4wqoq2b6ak1k2tep9oet, 574pdpfxal0lsopnsnz17ciqd, av4e1au7cz1s6rmz5u45l4yjt, a3t7bral3j0l1czbmojwqnob9, dw77jbua2ppd6hru05mlhbetx, 6wjktx17kp8g29h9gw27lwez9, 2lkra7wic5b481l7qybjh8lx, 2ghv5nqgyn0wv9ekdx1ow0445, 1nrxtmfkuqg2uz7pvgcgwgj4l, p3ebcmbu5i9le8czo76ngm0a, 2i9cy7dt9zn1jz96h61oo2m6t, f53lu15h3s3mhmj2u7ztabd1x, hki3chjlidmwubff6srauj56, c4zklinh3sa5kchbvjugn0s0l, 2v2v3wzd9pv8j9phh6s0isdn8, 2ibtue1dtek9mwj0fn8cn7jmc, 27jg2mdzgw4bt7l4215hq12sq",3731402773,197,618,3731352541,130,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450829941,2,32,1,0,0,c9swyor08g9pedxpe3n321svu,1,0,0,2022-08-25T18:03:18.122Z,2022-08-25T18:03:18Z,3731404879,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450829963,2,32,1,0,0,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2022-08-25T18:03:18.122Z,2022-08-31T07:10:03Z,3731404963,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450829969,3,1,1,0,0,c9swyor08g9pedxpe3n321svu,1,50,50,2022-08-25T18:03:18.196Z,2022-08-31T18:02:46Z,3731404997,213,3.3,3747582983,178,,3731404999,279,S,3731404993,141,47.5,3731404989,56,Back,3731404995,212,12.5,3731404991,140,38.2,,,,6wjktx17kp8g29h9gw27lwez9,O. Ighalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450829971,4,1,1,0,1,c9swyor08g9pedxpe3n321svu,1,38.2,47.5,2022-08-25T18:03:19.938Z,2022-08-31T18:02:52Z,3731405005,56,Back,3731405013,213,1.6,3731405007,140,38.0,3731405009,141,59.7,3747583109,178,,3731405011,212,8.3,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450829999,5,1,1,0,2,c9swyor08g9pedxpe3n321svu,1,38.9,58.8,2022-08-25T18:03:20.785Z,2022-08-31T18:02:57Z,3731405127,56,Back,3731405129,140,38.7,3731405133,212,8.0,3731405135,213,4.7,3731405131,141,47.0,3747583299,178,,,,,,,,dw77jbua2ppd6hru05mlhbetx,Matheus Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450833127,92,1,1,0,4,c9swyor08g9pedxpe3n321svu,1,39.5,49.6,2022-08-25T18:03:22.490Z,2022-08-31T18:03:02Z,3731421901,212,7.7,3731421903,213,4.9,3731421897,140,41.1,3731421899,141,38.5,3731421895,56,Back,3747583475,178,,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450830021,6,1,1,0,6,c9swyor08g9pedxpe3n321svu,1,37.7,35.8,2022-08-25T18:03:24.255Z,2022-08-31T18:03:06Z,3731405235,56,Back,3731405241,212,13.0,3747583737,178,,3731405243,213,3.8,3731405237,140,27.7,3731405239,141,24.6,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450830029,7,1,1,0,7,c9swyor08g9pedxpe3n321svu,1,27.7,24.6,2022-08-25T18:03:25.654Z,2022-08-31T18:03:11Z,3731405303,213,5.6,3731405299,141,8.3,3731405297,140,40.2,3731405301,212,17.2,3747583893,178,,3731405295,56,Back,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
