id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/10/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/14/value,qualifier/16/value,qualifier/19/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2508666895,1,34,16,0,0,57jcqe38hakh2hfit2zsogsb,1,0,0,2023-02-17T14:19:03.790Z,2023-02-17T15:03:27Z,4037250285,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4037250281,59,"44, 2, 13, 18, 5, 3, 23, 19, 7, 14, 29, 22, 4, 8, 10, 16, 27, 77, 78, 94",4037301269,197,678,4037250287,194,h17s3qts1dz1zqjw19jazzkl,4037250283,130,8,4037250289,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4037250279,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4037250277,30,"92mpk5ev1xz0pcw6bp24xjhwq, 74yjko6gbejstpnhkr1gn8xxx, 19djqex4nu3lz6vw08f3fwv6x, dayca044hynhii8kgr7g1azth, 4uyfs1epryrirnq46jttxm6sp, drd86nrgxki1eobo3pam0jk5x, 8wxgeu7xdeuvvuhn5ga0vu4q2, 8h4z74vxc8qqbmwelwpo8oq5m, h17s3qts1dz1zqjw19jazzkl, 12x5lacdmnvc801277ugw9ecp, cpws4xoaun4lc21p379rpd59l, ej4r05u0q7ebnlwk9rlp7pv4l, 2gqls23835l3x6466sfwnthhx, bfbozn43eclzjwzz8nt69ktsl, ddb6de7pli57w8z163ztwczx1, 1h4lbj5lsr3be6k2e5esd6356, 4u3pq05nvcw6aemv99pbiopp0, 1t15mjei0rp87wgz2jseajutx, eiarh2kihedqxxoftjyi55td5, 4lhyi7xvorswax9xwmz4v5tqt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508667245,1,34,16,0,0,o1iwuxbv233ayidxpibbxy59,1,0,0,2023-02-17T14:20:25.876Z,2023-02-17T15:08:40Z,4037252731,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4037300679,197,17129,4037252725,130,8,4037252719,30,"2r3ppks82lf3a7aycih7rc63t, 7msfk3faesnc4ls6893wdhi0a, 92gmexjsv0jv637cxhachstn8, cmijbwv0ine68v0y6kf9cuehh, 8j0yhxinglb5o5dpe2qd232dx, 95zoygnjudd2lmvc38oyuhwid, 9etkdqceb3wo5zh0oktt0r85w, c8sryc7a76ov57x24tv80swr9, 9f8pdf7j05xb111c5lunzgvyt, 2xkudoxz92f1vgbjlsbfum3f9, 12dv2sa9xm0aedpb13ivl11wp, 1amphiae52a8rzm2ngpzffu21, 8pxv846gct3gjgrknr4glqulm, 7x4ltdnskxz0ym3i6meukx5hw, 2b8fj2xnd2h9rdbg0bkgbizu1, ofynblpwoiwefv52bgqz30x6, f5eje4do4lvjul2ban3ycraax, 9tg1kuzodiju70sbok4xibbpw, 8ab4hqpw7m6ocphleluf9sicp, de3zx99d8qybnoq7nvlcd7xii",4037252721,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4037252729,194,8j0yhxinglb5o5dpe2qd232dx,4037252727,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4037252723,59,"1, 6, 12, 10, 4, 14, 9, 18, 3, 17, 7, 5, 8, 11, 33, 36, 44, 70, 77, 99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508676697,2,32,1,0,0,o1iwuxbv233ayidxpibbxy59,1,0,0,2023-02-17T15:00:36.365Z,2023-02-17T15:00:36Z,4037306619,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508676705,2,32,1,0,0,57jcqe38hakh2hfit2zsogsb,1,0,0,2023-02-17T15:00:36.365Z,2023-03-02T12:58:04Z,4037306647,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508676709,3,1,1,0,0,o1iwuxbv233ayidxpibbxy59,1,49.8,49.9,2023-02-17T15:00:36.465Z,2023-03-02T17:37:28Z,4067145059,178,,4037306671,212,11.1,4037306665,56,Back,4037306673,213,3.3,4037306669,141,47.6,4037306667,140,39.3,4037306675,279,S,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508676713,4,1,1,0,2,o1iwuxbv233ayidxpibbxy59,1,39.3,47.6,2023-02-17T15:00:38.536Z,2023-03-02T17:37:40Z,4037306683,56,Back,4037306687,141,49.4,4037306689,212,6.8,4037306691,213,0.2,4037306685,140,45.7,4067145299,178,,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508676721,5,1,1,0,2,o1iwuxbv233ayidxpibbxy59,1,45.7,49.4,2023-02-17T15:00:39.256Z,2023-03-02T17:37:49Z,4067145583,178,,4037306729,141,66.0,4037306727,140,44.9,4037306725,56,Back,4037306733,213,1.6,4037306731,212,11.3,,,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508676727,6,1,1,0,3,o1iwuxbv233ayidxpibbxy59,1,44.9,66,2023-02-17T15:00:40.199Z,2023-03-02T17:38:00Z,4037306769,56,Center,4037306779,212,17.7,4037306773,140,59.9,4037306777,141,77.8,4037306781,213,0.5,4067145907,178,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508676743,7,1,1,0,5,o1iwuxbv233ayidxpibbxy59,1,59.9,77.8,2023-02-17T15:00:41.833Z,2023-03-02T17:38:07Z,4037306839,56,Left,4037306851,213,2.0,4037306847,141,94.2,4037306843,140,54.5,4037306849,212,12.5,4067146143,178,,,,,,,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514385145,1404,83,1,0,8,57jcqe38hakh2hfit2zsogsb,1,45,8.2,2023-02-17T15:00:44.418Z,2023-03-02T22:33:34Z,4067430911,399,531214,,,,,,,,,,,,,,,,,,,,,,8wxgeu7xdeuvvuhn5ga0vu4q2,Ayman Yahya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
