id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/9/value,assist,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/14/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2493375883,6,1,1,0,14,c9swyor08g9pedxpe3n321svu,1,12.9,37.1,2022-12-26T17:32:48.512Z,2022-12-30T19:12:37Z,3960914693,178,,3956846541,1,,3956846533,140,63.7,3956846537,212,56.6,3956846531,56,Center,3956846535,141,64.9,3956846539,213,0.3,3956846529,157,,9vt5q842htj38cblrh1v62qj9,Abdullah Al Muaiouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493863023,855,45,1,0,22,57jcqe38hakh2hfit2zsogsb,0,42.2,68.9,2022-12-26T17:32:55.878Z,2022-12-30T19:12:44Z,3959398525,56,Back,3959398527,285,,3959535191,233,855,,,,,,,,,,,,,,,,12x5lacdmnvc801277ugw9ecp,Sami Al Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493863019,855,3,1,0,22,c9swyor08g9pedxpe3n321svu,1,57.8,31.1,2022-12-26T17:32:55.878Z,2022-12-30T19:12:43Z,3959398513,286,,3960914765,178,,3959535187,233,855,3959398511,56,Center,3959398551,464,,,,,,,,,,,f53lu15h3s3mhmj2u7ztabd1x,L. Vietto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493375887,7,1,1,0,23,c9swyor08g9pedxpe3n321svu,1,55.9,30.4,2022-12-26T17:32:57.089Z,2022-12-30T19:12:47Z,3956846571,213,5.1,3956846565,140,60.7,3956846569,212,15.1,3956846563,56,Right,3956846567,141,9.4,3960914801,178,,,,,,,,f53lu15h3s3mhmj2u7ztabd1x,L. Vietto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493375899,8,1,1,0,25,c9swyor08g9pedxpe3n321svu,1,59.9,9.2,2022-12-26T17:32:59.410Z,2022-12-30T19:12:51Z,3956846631,213,2.4,3956846629,212,8.2,3956846625,140,54.1,3956846623,56,Right,3956846627,141,17.3,3960914837,178,,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493375905,9,1,1,0,28,c9swyor08g9pedxpe3n321svu,1,54.1,17.3,2022-12-26T17:33:01.728Z,2022-12-30T19:12:53Z,3956846653,140,60.0,3956846657,212,9.4,3960914893,178,,3956846651,56,Center,3956846655,141,27.6,3956846659,213,0.8,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493375911,10,1,1,0,28,c9swyor08g9pedxpe3n321svu,1,60,27.7,2022-12-26T17:33:02.574Z,2022-12-30T19:12:57Z,3956846681,140,58.1,3956846685,212,8.5,3956846679,56,Right,3956846687,213,4.5,3956846683,141,15.5,3960914983,178,,,,,,,,d25hyz1ov3mdflbnbyc9okrmd,Mohammed Kanno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493375919,11,1,1,0,32,c9swyor08g9pedxpe3n321svu,1,58.1,15.5,2022-12-26T17:33:05.920Z,2022-12-30T19:13:15Z,3956846727,140,61.5,3956846733,213,1.2,3956846731,212,9.8,3960915355,178,,3956846725,56,Center,3956846729,141,28.9,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493375923,12,1,1,0,32,c9swyor08g9pedxpe3n321svu,1,61.5,28.9,2022-12-26T17:33:06.425Z,2022-12-30T19:13:22Z,3960915531,178,,3956846739,140,58.8,3956846743,212,6.9,3956846745,213,4.3,3956846741,141,19.7,3956846737,56,Right,,,,,,,d25hyz1ov3mdflbnbyc9okrmd,Mohammed Kanno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493375925,13,1,1,0,33,c9swyor08g9pedxpe3n321svu,1,58.3,20.6,2022-12-26T17:33:07.056Z,2022-12-30T19:13:25Z,3956846763,1,,3956846759,212,33.5,3956846755,140,37.0,3960915575,178,,3956846761,213,2.3,3956846757,141,57.2,3956846753,56,Back,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493375947,14,1,1,0,37,c9swyor08g9pedxpe3n321svu,1,37,56.7,2022-12-26T17:33:10.911Z,2022-12-30T19:13:30Z,3956846917,140,43.6,3956846921,212,8.8,3956846923,213,0.7,3956846919,141,64.6,3956846915,56,Back,3960915633,178,,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493375961,15,1,1,0,41,c9swyor08g9pedxpe3n321svu,1,29.8,73.2,2022-12-26T17:33:15.390Z,2022-12-30T19:13:34Z,3956847011,213,4.3,3956847009,212,7.8,3956847005,140,26.8,3956847003,56,Back,3956847007,141,62.7,3960915719,178,,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493375983,16,1,1,0,46,c9swyor08g9pedxpe3n321svu,0,27.2,47.5,2022-12-26T17:33:20.152Z,2022-12-30T19:13:38Z,3956847111,212,72.0,3960915777,178,,3956847109,141,13.2,3956847105,56,Right,3956847115,1,,3956847107,140,92.1,3956847103,155,,3956847113,213,6.0,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493375989,6,49,1,0,52,57jcqe38hakh2hfit2zsogsb,1,6.1,83.3,2022-12-26T17:33:26.054Z,2022-12-30T19:13:43Z,,,,,,,,,,,,,,,,,,,,,,,,,9n8332rcl3v2jq0b791i0s5w5,D. Ospina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376005,7,1,1,0,52,57jcqe38hakh2hfit2zsogsb,0,6.1,83.3,2022-12-26T17:33:26.097Z,2022-12-30T19:13:49Z,3956847211,213,0.2,3956847201,157,,3956847205,140,58.7,3960915935,178,,3956847209,212,56.6,3956847207,141,100.0,3956847203,56,Left,3956847213,1,,9n8332rcl3v2jq0b791i0s5w5,D. Ospina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376007,8,5,1,0,56,57jcqe38hakh2hfit2zsogsb,0,55.3,101.6,2022-12-26T17:33:29.752Z,2022-12-30T19:13:53Z,3956847215,56,Left,3956847353,233,17,3956847217,347,,,,,,,,,,,,,,,,,9n8332rcl3v2jq0b791i0s5w5,D. Ospina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376033,17,5,1,0,56,c9swyor08g9pedxpe3n321svu,1,44.7,-1.6,2022-12-26T17:33:29.752Z,2022-12-30T19:13:53Z,3956847347,347,,3956847345,56,Back,3956847349,233,8,,,,,,,,,,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376039,18,1,1,1,0,c9swyor08g9pedxpe3n321svu,1,46.1,0,2022-12-26T17:33:34.212Z,2022-12-30T19:14:04Z,3956847381,212,10.7,3956847373,107,,3956847377,140,38.9,3956847379,141,9.2,3956847375,56,Back,3956847383,213,2.4,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376041,19,1,1,1,3,c9swyor08g9pedxpe3n321svu,1,38.9,8.3,2022-12-26T17:33:37.422Z,2022-12-30T19:14:07Z,3956847391,141,2.6,3956847389,140,43.3,3956847395,213,5.6,3956847393,212,6.0,3956847387,56,Back,3960916427,178,,,,,,,,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376045,20,1,1,1,4,c9swyor08g9pedxpe3n321svu,1,43.3,2.6,2022-12-26T17:33:38.364Z,2022-12-30T19:14:12Z,3956847405,212,18.9,3956847401,140,36.0,3960916531,178,,3956847399,56,Back,3956847407,213,2.0,3956847403,141,28.0,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376055,21,1,1,1,7,c9swyor08g9pedxpe3n321svu,1,35.1,40,2022-12-26T17:33:41.430Z,2022-12-30T19:14:16Z,3956847453,141,44.2,3956847457,213,0.4,3960916583,178,,3956847451,140,42.4,3956847449,56,Back,3956847455,212,8.2,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376071,22,1,1,1,8,c9swyor08g9pedxpe3n321svu,1,41,43.5,2022-12-26T17:33:42.296Z,2022-12-30T19:14:21Z,3956847571,212,5.1,3960916763,178,,3956847569,141,39.6,3956847565,56,Back,3956847567,140,36.8,3956847573,213,3.7,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376079,23,1,1,1,12,c9swyor08g9pedxpe3n321svu,1,30.6,35.4,2022-12-26T17:33:46.001Z,2022-12-31T10:08:27Z,3956847603,140,24.8,3956847607,212,15.3,3956847605,141,14.7,3956847609,213,4.3,3956847601,56,Back,3960917297,178,,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376087,24,1,1,1,15,c9swyor08g9pedxpe3n321svu,1,26.5,24.6,2022-12-26T17:33:49.071Z,2022-12-30T19:14:26Z,3956847657,141,46.9,3956847661,213,1.7,3960916905,178,,3956847651,56,Back,3956847655,140,24.2,3956847659,212,15.4,,,,,,,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376159,25,1,1,1,21,c9swyor08g9pedxpe3n321svu,1,25.7,68.1,2022-12-26T17:33:54.725Z,2022-12-30T19:14:31Z,3956847997,212,16.5,3956847993,140,31.6,3956847991,56,Back,3960917059,178,,3956847995,141,90.6,3956847999,213,1.2,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493863091,856,3,1,1,22,c9swyor08g9pedxpe3n321svu,0,30.1,94.2,2022-12-26T17:33:56.288Z,2022-12-30T19:15:07Z,3959398853,467,8wxgeu7xdeuvvuhn5ga0vu4q2,3959398847,56,Back,3959398851,465,,3960917833,178,,3959398849,285,,,,,,,,,,,1nrxtmfkuqg2uz7pvgcgwgj4l,Mohammed Al Burayk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376175,27,4,1,1,22,c9swyor08g9pedxpe3n321svu,1,34.4,93.3,2022-12-26T17:33:56.390Z,2022-12-30T19:15:17Z,3956848515,233,11,3956848519,286,,3956848067,13,,3956848073,265,,3956848069,56,Back,3956848071,152,,,,,,,,1nrxtmfkuqg2uz7pvgcgwgj4l,Mohammed Al Burayk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376239,11,4,1,1,22,57jcqe38hakh2hfit2zsogsb,0,65.6,6.7,2022-12-26T17:33:56.391Z,2022-12-30T19:15:16Z,3956848407,56,Right,3956848413,285,,3956848405,13,,3956848409,152,,3956848411,265,,3960918079,178,,3956848537,233,27,,,,8wxgeu7xdeuvvuhn5ga0vu4q2,Ayman Yahya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376165,26,43,1,1,25,c9swyor08g9pedxpe3n321svu,1,0,0,2022-12-26T17:33:59.218Z,2022-12-26T17:34:56Z,3956848063,286,0,3956849237,144,50,3956848011,56,Back,,,,,,,,,,,,,,,,1nrxtmfkuqg2uz7pvgcgwgj4l,Mohammed Al Burayk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376143,9,43,1,1,25,57jcqe38hakh2hfit2zsogsb,1,0,0,2022-12-26T17:33:59.219Z,2022-12-26T17:34:39Z,3956847935,285,0,3956848875,144,7,3956847931,167,0,3956848079,233,26,3956847933,56,Right,,,,,,,,,,8wxgeu7xdeuvvuhn5ga0vu4q2,Ayman Yahya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376147,10,43,1,1,26,57jcqe38hakh2hfit2zsogsb,1,0,0,2022-12-26T17:34:00.338Z,2022-12-26T17:34:40Z,3956847939,56,Right,3956848923,144,5,3956848201,233,28,3956847941,347,0,,,,,,,,,,,,,12x5lacdmnvc801277ugw9ecp,Sami Al Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376201,28,43,1,1,30,c9swyor08g9pedxpe3n321svu,1,0,0,2022-12-26T17:34:03.600Z,2022-12-26T17:34:57Z,3956849239,144,5,3956848173,347,0,3956848171,56,Back,,,,,,,,,,,,,,,,1nrxtmfkuqg2uz7pvgcgwgj4l,Mohammed Al Burayk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376389,13,17,1,1,36,57jcqe38hakh2hfit2zsogsb,1,0,0,2022-12-26T17:34:10.304Z,2022-12-30T19:15:57Z,3956849191,31,,3956849435,189,,3956849193,392,,3956849195,13,243,,,,,,,,,,,,,8wxgeu7xdeuvvuhn5ga0vu4q2,Ayman Yahya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376267,12,27,1,1,49,57jcqe38hakh2hfit2zsogsb,1,0,0,2022-12-26T17:34:22.953Z,2022-12-30T19:16:05Z,3956873371,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376487,29,27,1,1,49,c9swyor08g9pedxpe3n321svu,1,0,0,2022-12-26T17:34:22.953Z,2022-12-30T19:16:05Z,3956849751,53,1nrxtmfkuqg2uz7pvgcgwgj4l,3956873389,233,12,3956849749,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376475,14,28,1,2,53,57jcqe38hakh2hfit2zsogsb,1,0,0,2022-12-26T17:35:27.405Z,2022-12-30T19:16:14Z,3956849793,233,30,3956849705,55,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376493,30,28,1,2,53,c9swyor08g9pedxpe3n321svu,1,0,0,2022-12-26T17:35:27.405Z,2022-12-30T19:16:14Z,3956849777,55,29,3956849797,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376497,31,1,1,2,57,c9swyor08g9pedxpe3n321svu,1,30.4,89,2022-12-26T17:35:31.503Z,2022-12-30T19:16:20Z,3956849805,5,,3956849809,56,Back,3956849815,212,9.7,3956849811,140,39.2,3956849807,152,,3956849817,213,0.3,3956849813,141,93.5,3960919487,178,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376499,32,1,1,3,0,c9swyor08g9pedxpe3n321svu,1,39,91.7,2022-12-26T17:35:33.927Z,2022-12-30T19:16:23Z,3956849823,56,Back,3956849827,141,79.4,3960919605,178,,3956849829,212,9.7,3956849825,140,34.3,3956849831,213,4.2,,,,,,,1nrxtmfkuqg2uz7pvgcgwgj4l,Mohammed Al Burayk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376509,33,1,1,3,1,c9swyor08g9pedxpe3n321svu,0,29.6,74.6,2022-12-26T17:35:35.287Z,2022-12-30T19:16:29Z,3956849867,140,28.5,3960919703,178,,3956849873,213,1.6,3956849869,141,100.0,3956849865,56,Back,3956849871,212,18.4,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376517,15,5,1,3,2,57jcqe38hakh2hfit2zsogsb,1,70.1,-1.5,2022-12-26T17:35:36.371Z,2022-12-30T19:16:33Z,3956849899,233,34,3956849889,56,Right,3956849891,347,,,,,,,,,,,,,,,,,8wxgeu7xdeuvvuhn5ga0vu4q2,Ayman Yahya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376513,34,5,1,3,2,c9swyor08g9pedxpe3n321svu,0,29.9,101.5,2022-12-26T17:35:36.371Z,2022-12-30T19:16:33Z,3956849911,233,15,3956849883,347,,3956849881,56,Back,,,,,,,,,,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376533,16,1,1,3,6,57jcqe38hakh2hfit2zsogsb,1,73.3,0,2022-12-26T17:35:40.019Z,2022-12-30T19:16:44Z,3956850015,56,Center,3956850019,141,31.9,3956850023,213,1.0,3956850025,1,,3956850017,140,86.6,3956850021,212,27.0,3956850013,107,,,,,4lhyi7xvorswax9xwmz4v5tqt,Talisca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376535,17,61,1,3,7,57jcqe38hakh2hfit2zsogsb,0,86.6,31.9,2022-12-26T17:35:41.217Z,2022-12-30T19:16:52Z,3956850029,56,Center,3960920221,178,,,,,,,,,,,,,,,,,,,,bwj0ic6ljwuzim9zsmosx4hxx,V. Aboubakar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493376545,35,12,1,3,9,c9swyor08g9pedxpe3n321svu,1,9.1,45.8,2022-12-26T17:35:43.264Z,2022-12-30T19:16:56Z,3956850097,167,,3956850079,56,Back,3956850083,141,100.0,3956850087,213,1.4,3956850081,140,15.9,3960920313,178,,3956850085,212,38.9,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
