id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value
2451721049,390,1,1,0,13,o1iwuxbv233ayidxpibbxy59,0,53.7,96.5,2022-08-27T15:45:59.561Z,2022-09-03T08:22:35Z,3736101999,212,7.6,3736101995,140,46.5,3736102029,233,8,3736101997,141,95.6,3736102027,236,,3736102033,286,,3752176881,178,,3736102001,213,3.2,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,3736101993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451666367,8,74,1,0,14,aekjg4wbxaixtwu4aicmiju92,1,52.6,10.1,2022-08-27T15:45:59.716Z,2022-09-03T08:22:41Z,3736102069,233,390,3735811749,56,Right,3735811753,285,,3752176949,178,,,,,,,,,,,,,,2u7lvws9q3r5yu76aioea6ifp,C. Cueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455627903,871,43,1,0,15,o1iwuxbv233ayidxpibbxy59,1,0,0,2022-08-27T15:46:01.666Z,2022-09-04T08:13:09Z,3756977713,178,0,3756977743,144,82,,,,,,,,,,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451666641,4,49,1,0,15,o1iwuxbv233ayidxpibbxy59,1,68.4,61.5,2022-08-27T15:46:01.682Z,2022-09-03T08:22:48Z,,,,,,,,,,,,,,,,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451666683,5,1,1,0,16,o1iwuxbv233ayidxpibbxy59,1,67.5,92.5,2022-08-27T15:46:02.447Z,2022-09-03T08:22:53Z,3735813383,140,71.7,3735813379,56,Center,3735813387,212,11.6,3735813385,141,76.7,3752177169,178,,3735813389,213,5.1,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451722065,391,1,1,0,18,o1iwuxbv233ayidxpibbxy59,1,68.6,73.2,2022-08-27T15:46:04.433Z,2022-09-03T08:22:58Z,3736107127,141,55.4,3736107123,56,Center,3736107129,212,12.2,3736107131,213,4.8,3752177271,178,,3736107125,140,70.1,,,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451722507,392,1,1,0,21,o1iwuxbv233ayidxpibbxy59,1,69.9,53.7,2022-08-27T15:46:06.810Z,2022-09-03T08:23:31Z,3736109323,141,13.4,3736109327,213,5.2,3736109321,140,84.9,3736109325,212,31.6,3752177331,178,,3736109319,56,Right,,,,,,,cm8m8mytnpgldxvoi9or35a09,Flávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451666729,6,1,1,0,27,o1iwuxbv233ayidxpibbxy59,1,80.4,3.5,2022-08-27T15:46:13.249Z,2022-09-03T08:23:21Z,3735813651,213,2.5,3735813645,212,8.6,3735813643,141,10.9,3735813639,56,Right,3735813641,140,73.7,3752177455,178,,,,,,,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451666809,7,1,1,0,28,o1iwuxbv233ayidxpibbxy59,1,73.2,10.9,2022-08-27T15:46:14.376Z,2022-09-03T08:23:40Z,3735814093,212,13.2,3735814089,140,61.8,3735814091,141,2.8,3735814095,213,3.6,3752177825,178,,3735814087,56,Right,,,,,,,cm8m8mytnpgldxvoi9or35a09,Flávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451666873,8,1,1,0,31,o1iwuxbv233ayidxpibbxy59,1,60.2,2.6,2022-08-27T15:46:16.742Z,2022-09-03T08:23:47Z,3735814475,141,14.9,3752177991,178,,3735814481,213,2.8,3735814473,140,39.6,3735814477,212,23.2,3735814471,56,Back,,,,,,,cpqq8bpr6j13okdcilmwyimtw,Abdulmalik Al Oyayari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451667023,9,1,1,0,35,o1iwuxbv233ayidxpibbxy59,1,40,19.2,2022-08-27T15:46:21.106Z,2022-09-03T08:23:53Z,3735815361,56,Back,3735815367,212,34.2,3752178061,178,,3735815363,140,37.3,3735815369,213,1.7,3735815371,1,,3735815365,141,69.3,,,,8j0yhxinglb5o5dpe2qd232dx,Naldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451667065,10,1,1,0,39,o1iwuxbv233ayidxpibbxy59,1,38.1,73,2022-08-27T15:46:25.279Z,2022-09-03T08:23:58Z,3752178121,178,,3735815593,141,95.1,3735815585,56,Left,3735815589,140,61.4,3735815597,212,28.7,3735815601,213,0.6,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451667299,11,1,1,0,41,o1iwuxbv233ayidxpibbxy59,1,61.5,95.1,2022-08-27T15:46:26.796Z,2022-09-03T08:24:25Z,3752178455,178,,3735817011,212,10.1,3735817007,140,58.3,3735817013,213,4.4,3735817005,56,Left,3735817009,141,81.1,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455628741,871,83,1,0,45,aekjg4wbxaixtwu4aicmiju92,1,45.1,6.9,2022-08-27T15:46:31.034Z,2022-09-04T08:16:59Z,3756980895,399,165796,,,,,,,,,,,,,,,,,,,,,,d9pwgddm81gw3caq3njscahud,Mohammed Al Fuhaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451667313,12,1,1,0,46,o1iwuxbv233ayidxpibbxy59,0,60.3,96.9,2022-08-27T15:46:32.669Z,2022-09-03T08:24:09Z,3735817087,212,3.7,3735817547,236,,3735817089,213,0.0,3735817557,286,,3735817549,233,9,3752178241,178,,3735817085,141,97.1,3735817081,56,Left,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,3735817083,140,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451667365,9,74,1,0,47,aekjg4wbxaixtwu4aicmiju92,1,29,5.2,2022-08-27T15:46:33Z,2022-09-03T08:24:17Z,3735817617,233,12,3735817389,285,,3735817387,56,Back,3752178345,178,,,,,,,,,,,,,,aqe0o77dv6114gsbpw3t1iymt,M. Batna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451667421,10,5,1,0,47,aekjg4wbxaixtwu4aicmiju92,0,35.4,-1.5,2022-08-27T15:46:33.552Z,2022-09-03T08:24:35Z,3735817681,56,Back,3735817775,233,13,3735817683,347,,,,,,,,,,,,,,,,,85oc68xls37jerkaimzc1lv8q,Nawaf Boushal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451667379,13,5,1,0,47,o1iwuxbv233ayidxpibbxy59,1,64.6,101.5,2022-08-27T15:46:33.552Z,2022-09-03T08:24:35Z,3735817747,233,10,3735817465,56,Left,3735817467,347,,,,,,,,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451667479,14,1,1,0,52,o1iwuxbv233ayidxpibbxy59,1,61.4,100,2022-08-27T15:46:38.178Z,2022-09-03T08:24:43Z,3735817997,140,55.8,3735817999,141,94.1,3735818003,213,3.8,3735818001,212,7.7,3735817995,56,Left,3735817993,107,,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455628881,944,43,1,0,53,o1iwuxbv233ayidxpibbxy59,1,0,0,2022-08-27T15:46:39.093Z,2022-09-04T08:17:37Z,3756981669,178,0,3756981697,144,82,,,,,,,,,,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451667609,15,1,1,0,55,o1iwuxbv233ayidxpibbxy59,1,54.9,93.2,2022-08-27T15:46:41.358Z,2022-09-03T08:24:52Z,3735818737,141,54.0,3735818733,56,Back,3735818739,212,31.0,3735818741,213,4.2,3752178931,178,,3735818735,140,39.8,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451667781,16,1,1,1,0,o1iwuxbv233ayidxpibbxy59,1,38.5,50.4,2022-08-27T15:46:46.559Z,2022-09-03T08:24:59Z,3735819713,213,0.3,3735819707,140,44.9,3752179011,178,,3735819711,212,7.0,3735819709,141,53.4,3735819705,56,Back,,,,,,,8j0yhxinglb5o5dpe2qd232dx,Naldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451667793,17,3,1,1,4,o1iwuxbv233ayidxpibbxy59,0,56.3,45,2022-08-27T15:46:50.480Z,2022-09-03T08:25:11Z,3735819733,286,,3744622213,465,,3735819731,56,Center,3735828109,233,11,3752179187,178,,,,,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451667819,11,7,1,1,4,aekjg4wbxaixtwu4aicmiju92,0,43.7,55,2022-08-27T15:46:50.547Z,2022-09-03T08:25:17Z,3735819861,56,Back,3744622169,385,,3752179297,178,,3735819891,233,17,3735819863,285,,,,,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453315255,810,61,1,1,4,o1iwuxbv233ayidxpibbxy59,1,54.2,47.8,2022-08-27T15:46:50.603Z,2022-09-03T08:25:21Z,3752179371,178,,3744622471,56,Center,,,,,,,,,,,,,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451667889,12,49,1,1,10,aekjg4wbxaixtwu4aicmiju92,1,7.1,73.1,2022-08-27T15:46:55.691Z,2022-09-03T08:25:29Z,,,,,,,,,,,,,,,,,,,,,,,,,jzdzefumhn1ch49i21rc2385,Mustafa Malayekah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453315473,789,1,1,1,11,aekjg4wbxaixtwu4aicmiju92,1,7,66.3,2022-08-27T15:46:56.745Z,2022-09-03T08:25:33Z,3744623597,212,8.8,3744623591,56,Back,3744623593,140,14.9,3744623599,213,0.3,3752179501,178,,3744623595,141,70.6,,,,,,,jzdzefumhn1ch49i21rc2385,Mustafa Malayekah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453315487,790,1,1,1,16,aekjg4wbxaixtwu4aicmiju92,1,21.5,64,2022-08-27T15:47:02.194Z,2022-09-03T08:25:40Z,3744623675,213,4.8,3744623667,56,Back,3744623669,140,22.9,3744623673,212,23.4,3752179593,178,,3744623671,141,29.7,,,,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453315529,791,1,1,1,20,aekjg4wbxaixtwu4aicmiju92,1,22.7,29.4,2022-08-27T15:47:05.847Z,2022-09-03T08:25:43Z,3744623907,141,4.6,3744623903,56,Back,3744623911,213,5.0,3752179667,178,,3744623909,212,17.5,3744623905,140,27.1,,,,,,,mnfpjrfb77nre55z4ha7b9p1,Fran Vélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453315557,792,1,1,1,23,aekjg4wbxaixtwu4aicmiju92,0,33.1,3.8,2022-08-27T15:47:09.197Z,2022-09-03T08:25:46Z,3752179743,178,,3744624057,140,88.5,3744624065,1,,3744624053,155,,3744624063,213,0.4,3744624059,141,38.0,3744624061,212,62.6,3744624055,56,Center,85oc68xls37jerkaimzc1lv8q,Nawaf Boushal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451668511,18,49,1,1,28,o1iwuxbv233ayidxpibbxy59,1,13.9,64,2022-08-27T15:47:14.577Z,2022-09-03T08:25:51Z,,,,,,,,,,,,,,,,,,,,,,,,,2r3ppks82lf3a7aycih7rc63t,Mailson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451668655,19,1,1,1,33,o1iwuxbv233ayidxpibbxy59,1,13.8,53.4,2022-08-27T15:47:19.387Z,2022-09-03T08:25:55Z,3735824637,140,19.8,3735824635,56,Back,3735824643,212,17.9,3735824647,213,5.1,3752179911,178,,3735824639,141,28.8,,,,,,,2r3ppks82lf3a7aycih7rc63t,Mailson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451668805,20,1,1,1,35,o1iwuxbv233ayidxpibbxy59,1,19.7,28.8,2022-08-27T15:47:21.117Z,2022-09-03T08:26:10Z,3735825561,212,11.7,3735825555,56,Back,3735825563,213,2.1,3735825559,141,43.6,3735825557,140,14.1,3752180133,178,,,,,,,,8j0yhxinglb5o5dpe2qd232dx,Naldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451669523,21,1,1,1,40,o1iwuxbv233ayidxpibbxy59,1,18.5,47.9,2022-08-27T15:47:25.743Z,2022-09-03T08:26:01Z,3735829359,213,0.6,3735829363,1,,3735829355,141,96.6,3752180001,178,,3735829351,56,Left,3735829357,212,56.9,3735829349,155,,3735829353,140,62.6,2r3ppks82lf3a7aycih7rc63t,Mailson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451669537,22,4,1,1,44,o1iwuxbv233ayidxpibbxy59,1,67.1,96.4,2022-08-27T15:47:29.701Z,2022-09-03T08:26:25Z,3735829427,152,,3735829421,13,,3735976899,233,13,3735829423,56,Left,3735829429,265,,3735829431,286,,,,,,,,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451669549,13,4,1,1,44,aekjg4wbxaixtwu4aicmiju92,0,32.9,3.6,2022-08-27T15:47:29.702Z,2022-09-03T08:26:25Z,3735829471,285,,3735829465,56,Back,3735829469,265,,3735976919,233,22,3735829463,13,,3735829467,152,,3752180383,178,,,,,85oc68xls37jerkaimzc1lv8q,Nawaf Boushal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451669681,23,1,1,1,59,o1iwuxbv233ayidxpibbxy59,1,61.2,96,2022-08-27T15:47:45.529Z,2022-09-03T08:26:35Z,3735830209,213,3.8,3735830197,56,Back,3735830205,212,35.1,3735830195,152,,3735830213,1,,3735830243,189,,3735830199,140,35.6,3735830193,5,,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,3735830201,141,62.9,3752180481,178,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451669721,24,1,1,2,1,o1iwuxbv233ayidxpibbxy59,1,35.6,62.9,2022-08-27T15:47:46.799Z,2022-09-03T08:26:38Z,3736117579,189,,3735830453,140,38.7,3735830457,212,25.4,3735830451,56,Back,3735830455,141,25.9,3752180521,178,,3735830459,213,4.8,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451669809,25,1,1,2,5,o1iwuxbv233ayidxpibbxy59,1,38.7,25.9,2022-08-27T15:47:51.407Z,2022-09-03T08:26:44Z,3735830995,213,5.9,3735830987,56,Right,3735830993,212,24.3,3735830991,141,11.1,3752180619,178,,3735830989,140,59.8,,,,,,,8j0yhxinglb5o5dpe2qd232dx,Naldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451669855,26,1,1,2,11,o1iwuxbv233ayidxpibbxy59,1,58.6,3.2,2022-08-27T15:47:57.350Z,2022-09-03T08:26:56Z,3735831237,213,0.7,3735831231,140,69.9,3735831229,56,Right,3752180733,178,,3735831235,212,16.1,3735831233,141,19.2,,,,,,,cm8m8mytnpgldxvoi9or35a09,Flávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455629371,969,43,1,2,12,o1iwuxbv233ayidxpibbxy59,1,0,0,2022-08-27T15:47:58.269Z,2022-09-04T08:21:14Z,3756983923,178,0,3756983975,144,82,,,,,,,,,,,,,,,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451669937,27,1,1,2,12,o1iwuxbv233ayidxpibbxy59,1,70,19.2,2022-08-27T15:47:58.277Z,2022-09-03T08:27:03Z,3735831707,212,7.1,3735831701,56,Right,3735831703,140,70.8,3735831709,213,4.8,3752180831,178,,3735831705,141,8.9,,,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451670071,28,1,1,2,14,o1iwuxbv233ayidxpibbxy59,1,70.8,8.6,2022-08-27T15:48:00.490Z,2022-09-03T08:27:12Z,3735832493,212,13.7,3752180943,178,,3735832489,140,83.4,3735832491,141,3.4,3735832495,213,6.0,3735832487,56,Right,,,,,,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451670125,29,1,1,2,15,o1iwuxbv233ayidxpibbxy59,1,83.6,3.4,2022-08-27T15:48:01.548Z,2022-09-03T08:27:36Z,3735832793,140,84.3,3735832797,212,14.3,3735832791,56,Center,3752181175,178,,3735832795,141,24.4,3735904199,210,15,3735832799,213,1.5,,,,cm8m8mytnpgldxvoi9or35a09,Flávio,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2451670137,30,15,1,2,18,o1iwuxbv233ayidxpibbxy59,1,85.3,26.1,2022-08-27T15:48:04.266Z,2022-09-03T08:27:36Z,3735904249,78,,3744625195,215,,3735832845,63,,3735904259,103,19,3735832843,22,,3735904253,55,29,3735903297,82,,3735904251,29,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,3735904267,231,46.9,3752181311,178,,3735903293,20,3735832847,56,Center,3735904257,102,50.3,3735904261,146,88.6,3735903337,233,14,3735904263,147,31.6,3735904265,230,98.4,,,,,,
2451670105,14,10,1,2,18,aekjg4wbxaixtwu4aicmiju92,1,12,70.1,2022-08-27T15:48:04.309Z,2022-09-03T08:27:42Z,3735903427,233,30,3735832675,56,Back,3735832673,94,,3752181385,178,,,,,,,,,,,,,,mnfpjrfb77nre55z4ha7b9p1,Fran Vélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451670203,15,49,1,2,20,aekjg4wbxaixtwu4aicmiju92,1,19.5,90.3,2022-08-27T15:48:06.050Z,2022-09-03T08:27:47Z,,,,,,,,,,,,,,,,,,,,,,,,,2u7lvws9q3r5yu76aioea6ifp,C. Cueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
