id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,assist,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2457228501,1,34,16,0,0,2ry1fixv27p3xepazsxcuyoho,1,0,0,2022-09-08T17:08:02.266Z,2022-09-08T18:01:07Z,3765616793,197,686,3765511995,59,"18, 27, 24, 15, 4, 5, 9, 23, 77, 8, 13, 25, 7, 11, 14, 21, 22, 16, 71, 88",3765511991,30,"86gtnji8gzd7t05si9bzdhcyd, f33frpvsvjp7a8od35j7oxjh1, 2evokue4swxl64cxjuc21u2qy, dcl1lgczly52fg4f7oh8se6l1, bepcao7uiozczrxbhc7fjjis5, 2gef3rw1e1q3d7qudetpgvbop, bjprfeyv38xb284im3yuu3u21, 8sllxmpst47s6c46fgtv1q47p, 93ysty1r8uw717axrz77q88ut, ytjrtqtximxhs52bfsezogk5, bdtfe5xkr2grbxqkgpntbypjp, 7ipoeovwu083w9os88ajsr36x, cq1rq8a9wnt1dxvxe6fmz9vfu, cstghu0b2nh9pfzn5p6me7jkl, dtpcc6ygdn9j8k42h00sfq0np, 87g8od8v77pe4m134wu8ipnu, 2io8x7y096bnh5oit77k32thx, d5e7ou0odurdq9omp4tk16ck4, 3m67z6okk8i52z0b6widofxsl, 9e8phbwelzhbdk0bfsuyu4a5m",3765512003,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3765511993,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3765512001,194,ytjrtqtximxhs52bfsezogk5,3765511997,130,8,3765511999,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457231029,1,34,16,0,0,f0zsn74nz0o01gr30weun240i,1,0,0,2022-09-08T17:12:45.203Z,2022-09-08T17:55:41Z,3765615119,197,15621,3765526173,30,"c2mhdatj96x8eug6mekactrkl, 5ffogjpb96mfoihuw7pu5pl91, 8y6x61qorr95ai62ko6yo6cr8, 3hzwwygv4u0vn68g4z3taqj1l, bodbz7zwlae3zytzhmbk5ncwk, bkpoy149cdahszf7g50fdox04, 8tvytrvm8g922nxp2sjc7lxp1, 7ieikgigejp7rmvrsra8mj1lh, egk2nnpvvup731trr0x2kj696, f0fot1juj3i62tt8i2vybnjdh, 9i2vkt05nwdi1v6iqiyv3hl91, 37ozmigs9h3hachibcihs8t05, a8tgq32yvdrxup21s75ktvtw4, 3s3rnrrv8i4rb0x7vaa5mhvpx, 2ff2szax8e6tod2rts23ok9re, 22nbr9lhehz7zxfpml2cdfx4a, czk2wmpl7wu9ogvo8oyij1t5h, 2j2uxep3rot3fwdq27b2im9qt, d0hq3mzumz2pvhkx2cxvalqsp, 2zayusqc1wlmawb2kojmtsmad",3765526177,59,"1, 40, 23, 30, 4, 19, 10, 8, 9, 11, 75, 3, 6, 7, 18, 24, 26, 32, 44, 45",3765526175,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3765526185,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3765526179,130,8,3765526181,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3765526183,194,f0fot1juj3i62tt8i2vybnjdh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457249243,2,32,1,0,0,f0zsn74nz0o01gr30weun240i,1,0,0,2022-09-08T18:00:11.398Z,2022-09-08T18:00:11Z,3765630041,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457249247,2,32,1,0,0,2ry1fixv27p3xepazsxcuyoho,1,0,0,2022-09-08T18:00:11.398Z,2022-09-21T08:21:11Z,3765630065,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457249255,3,1,1,0,0,2ry1fixv27p3xepazsxcuyoho,1,49.9,49.9,2022-09-08T18:00:12.195Z,2022-09-14T19:13:40Z,3765630095,140,50.7,3765630103,279,S,3765630093,56,Center,3765630097,141,48.7,3765630101,213,5.5,3779920743,178,,3765630099,212,1.2,,,,ytjrtqtximxhs52bfsezogk5,C. Guanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457275279,374,1,1,0,1,2ry1fixv27p3xepazsxcuyoho,1,51.7,50.4,2022-09-08T18:00:12.908Z,2022-09-14T19:13:48Z,3765775347,213,1.5,3765775343,141,96.6,3765775339,56,Left,3765775341,140,54.9,3765775345,212,31.6,3779921427,178,,3765775337,155,,,,,93ysty1r8uw717axrz77q88ut,Santi Mina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457249291,4,1,1,0,5,2ry1fixv27p3xepazsxcuyoho,1,53.6,96,2022-09-08T18:00:16.679Z,2022-09-14T19:14:00Z,3765630329,213,3.5,3779922205,178,,3765630327,212,24.3,3765630323,140,31.9,3765630325,141,83.5,3765630321,56,Back,,,,,,,2evokue4swxl64cxjuc21u2qy,Moteb Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457249299,5,1,1,0,6,2ry1fixv27p3xepazsxcuyoho,1,31.9,83.5,2022-09-08T18:00:18.387Z,2022-09-14T19:14:12Z,3765630373,212,13.9,3765630367,56,Back,3779923339,178,,3765630371,141,82.7,3765630375,213,6.2,3765630369,140,45.1,,,,,,,2gef3rw1e1q3d7qudetpgvbop,Hassan Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457249305,6,1,1,0,7,2ry1fixv27p3xepazsxcuyoho,1,45.1,82.7,2022-09-08T18:00:19.121Z,2022-09-14T19:14:18Z,3765630409,213,3.0,3765630405,141,84.8,3765630401,56,Back,3779923751,178,,3765630407,212,13.1,3765630403,140,32.7,,,,,,,dcl1lgczly52fg4f7oh8se6l1,Hussain Al Qahtani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457249381,7,1,1,0,9,2ry1fixv27p3xepazsxcuyoho,1,32.7,84.8,2022-09-08T18:00:21.168Z,2022-09-14T19:14:23Z,3765630857,56,Back,3765630863,212,32.6,3765630859,140,35.2,3779924151,178,,3765630867,1,,3765630865,213,4.8,3765630861,141,37.0,,,,2gef3rw1e1q3d7qudetpgvbop,Hassan Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
