id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2494086857,1,34,16,0,0,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2022-12-30T14:17:33.969Z,2022-12-30T15:02:55Z,3960604711,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3960604705,59,"1, 23, 27, 87, 17, 6, 88, 76, 49, 74, 10, 24, 3, 5, 12, 13, 28, 29, 80, 90",3960604709,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3960631373,197,4607,3960604701,30,"8qps88s8g1c8xw5uiz5gyh4ut, dr08g6m75jde8h9p96jfwojit, 7fjkirlsme7wdpjibaw136s4, 5fpfdgzit3468e1a04ooetsr9, 2gwlr4pwk004ck0jrgn7z6ytx, a9yimyxegu9sx46hqvwswjs2d, 6wto8d6jcd41bo451wwbjng89, ciw54ghi1jv1xb5dmtv558xjp, c79pr94ulryjygvurdgku45w5, b21fztzyrqua7i6lkfk7wh979, 2tuivjaotzbx9jv83wi7d5rrp, 6rsym2764y5k4vw569ab62x3o, 3a591b3l0o7ucdb8w72vjz4kp, 29ddbk46e5uzbuxrmmlfr8y6s, 83slqifjhhsntty78s4747xed, 64122p1l6bayb1x6lfi9w85m2, 84a84u8p0tc4v0rsnwjtdw8np, bx7lsguu67h38eanl7xf0hclw, a9xl33f68np358angkw5o606i, c7da9wqhoce68v0tvfhb4itjo",3960631371,194,2gwlr4pwk004ck0jrgn7z6ytx,3960604703,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3960604707,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494087017,1,34,16,0,0,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2022-12-30T14:18:32.827Z,2022-12-30T15:03:00Z,3960605425,130,13,3960605429,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3960605421,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3960632539,194,vgyj638vzzteqqyxcdte3sgl,3960605419,30,"ajtqeot5t9kv6mrtpdudlwmvp, e81tor86msoqqodyy4xhiu31l, 3km030r7hwsxw849nv0qpaql0, idjs50cwxlt56rylhn3znt62, 91e6dbk9uxyui5vbe47zdj6jt, 6yf6ozyy2rpmiy86xno7u0es5, vgyj638vzzteqqyxcdte3sgl, 15o6hxjc62wgd0ej4dxtxczpx, emoaqymruvce71ow6gidqjc6i, 2x6zibds9jmaex2mq4o6mj9hx, 98nbel31pgxlifu6s4wqqxjv9, c3ly1ivtw40f1rjqbbk9ublqt, 7h6e2d1wfa89bvqfmhgm2r3kl, aonc1y49ulmolyc47knpwtrtg, 9n2zj5201b83mmcm7oomygacq, 834gxi4ejlhbs4bta8j0kqp78, 9v0ncjrqgandlju8x483181ec, 1hf93j1aaylparuteybdwded, 99h9ihbi9zj82ubnt4pqr3s9h, 5zvanazhxnqfi6vwms2xcgsus",3960605423,59,"1, 11, 23, 49, 3, 4, 19, 14, 21, 71, 17, 5, 6, 7, 9, 18, 20, 22, 24, 96",3960631087,197,6657,3960605427,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494092337,2,32,1,0,0,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2022-12-30T15:00:13.134Z,2023-01-04T08:17:27Z,3960633171,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494092341,2,32,1,0,0,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2022-12-30T15:00:13.134Z,2022-12-30T15:00:13Z,3960633187,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494092357,3,1,1,0,0,2xl3g56k2mbuwdbre46s29vt4,1,50.2,50.2,2022-12-30T15:00:13.234Z,2022-12-30T15:00:45Z,3960633249,212,12.2,3960633245,140,56.0,3960633251,213,1.0,3960633253,279,S,3960633243,56,Center,3960633247,141,65.7,,,,,,,c79pr94ulryjygvurdgku45w5,Sultan Al Sawadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494092559,16,61,1,0,2,2xl3g56k2mbuwdbre46s29vt4,0,55.9,64,2022-12-30T15:00:15.183Z,2022-12-30T15:01:35Z,3960634203,56,Center,,,,,,,,,,,,,,,,,,,,,,2tuivjaotzbx9jv83wi7d5rrp,G. Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494092361,3,49,1,0,4,cq4rdp1mkan8zhaw7bmzjdaqk,1,55.6,44.4,2022-12-30T15:00:17.491Z,2022-12-30T15:00:17Z,,,,,,,,,,,,,,,,,,,,,,,,,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494092371,4,4,1,0,8,cq4rdp1mkan8zhaw7bmzjdaqk,1,54.6,43.2,2022-12-30T15:00:21.284Z,2022-12-30T15:10:32Z,3960633315,265,,3960633359,233,4,3960633311,56,Center,3960633309,13,,3960633313,152,,3960633317,286,,,,,,,,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494092381,4,4,1,0,8,2xl3g56k2mbuwdbre46s29vt4,0,45.4,56.8,2022-12-30T15:00:21.285Z,2022-12-30T15:10:32Z,3960633355,265,,3960633351,56,Back,3960633375,233,4,3960633349,13,,3960633353,152,,3960633357,285,,,,,,,,5fpfdgzit3468e1a04ooetsr9,Anselmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494092429,5,1,1,0,33,cq4rdp1mkan8zhaw7bmzjdaqk,0,52.8,45.2,2022-12-30T15:00:46.850Z,2022-12-30T15:27:45Z,3960633617,155,,3960633625,141,34.7,3960633629,213,6.1,3960633631,1,,3960633621,56,Center,3960633623,140,95.2,3960633627,212,45.1,3960633619,152,,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,3960633615,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
