id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/13/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2542635315,11,1,1,0,16,dbhdov3cc47kcr1hjg5qr5qg7,1,60.5,90,2023-05-02T16:01:40.283Z,2023-05-02T16:01:41Z,4245155377,212,23.7,4245155375,141,55.4,4245155373,140,63.4,4245155379,213,4.8,4245155371,56,Center,,,,,,,,,,b60up5thhuxb8e2bj4qry7ecq,Abdullah Al Yousif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635335,12,1,1,0,17,dbhdov3cc47kcr1hjg5qr5qg7,1,63.4,55.4,2023-05-02T16:01:41.883Z,2023-05-02T16:01:44Z,4245155481,213,5.4,4245155475,140,69.5,4245155477,141,43.9,4245155473,56,Center,4245155479,212,10.1,,,,,,,,,,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635339,13,61,1,0,19,dbhdov3cc47kcr1hjg5qr5qg7,0,69.5,43.9,2023-05-02T16:01:44.028Z,2023-05-02T16:01:44Z,4245155489,56,Center,,,,,,,,,,,,,,,,,,,,,,clnli7y2s88p16yqtrbsb99sl,A. Bukia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635361,6,3,1,0,21,6ttwlm6op92r4670oayg5md7h,0,40.2,78.2,2023-05-02T16:01:46.205Z,2023-05-05T13:57:18Z,4251679891,286,,4245155583,56,Back,4251679935,465,,4251679895,211,,,,,,,,,,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635385,14,1,1,0,23,dbhdov3cc47kcr1hjg5qr5qg7,0,40.6,24.2,2023-05-02T16:01:47.693Z,2023-05-02T16:56:50Z,4245283855,286,,4245155699,212,1.7,4245155701,213,5.9,4245283853,236,,4245284003,233,7,4245155697,141,23.2,4245155693,56,Back,4245155695,140,42.1,5etucjhifze9cu3fecy68dg16,Mohammed Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635371,7,74,1,0,23,6ttwlm6op92r4670oayg5md7h,1,55.5,84.1,2023-05-02T16:01:47.694Z,2023-05-02T16:56:50Z,4245155639,56,Left,4245156419,285,,4245284013,233,14,,,,,,,,,,,,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635387,15,61,1,0,25,dbhdov3cc47kcr1hjg5qr5qg7,1,42.2,22.3,2023-05-02T16:01:49.659Z,2023-05-02T16:01:50Z,4245155703,56,Back,,,,,,,,,,,,,,,,,,,,,,5etucjhifze9cu3fecy68dg16,Mohammed Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635403,16,43,1,0,27,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2023-05-02T16:01:52.219Z,2023-05-02T16:02:07Z,4245156431,144,49,,,,,,,,,,,,,,,,,,,,,,clnli7y2s88p16yqtrbsb99sl,A. Bukia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635417,17,1,1,0,28,dbhdov3cc47kcr1hjg5qr5qg7,1,56.1,18.7,2023-05-02T16:01:52.299Z,2023-05-02T16:01:54Z,4245155837,140,63.8,4245155835,56,Right,4245155841,212,13.5,4245155839,141,2.8,4245155843,213,5.4,,,,,,,,,,clnli7y2s88p16yqtrbsb99sl,A. Bukia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635427,18,1,1,0,29,dbhdov3cc47kcr1hjg5qr5qg7,1,63.8,2.8,2023-05-02T16:01:53.899Z,2023-05-02T16:01:54Z,4245155903,212,10.2,4245155905,213,2.2,4245155901,141,14.6,4245155899,140,57.8,4245155897,56,Right,,,,,,,,,,96locb7oipzlke997xnx6ii38,Mohammed Bassam Al Hurayji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635443,19,1,1,0,30,dbhdov3cc47kcr1hjg5qr5qg7,1,57.5,15.2,2023-05-02T16:01:54.603Z,2023-05-02T16:01:57Z,4245155981,56,Back,4245155983,140,42.6,4245155985,141,26.0,4245155989,213,2.7,4245155987,212,17.3,,,,,,,,,,clnli7y2s88p16yqtrbsb99sl,A. Bukia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635463,20,1,1,0,32,dbhdov3cc47kcr1hjg5qr5qg7,1,42.7,26,2023-05-02T16:01:57.179Z,2023-05-02T16:01:59Z,4245156071,213,5.8,4245156069,212,18.2,4245156067,141,14.0,4245156063,56,Right,4245156065,140,58.2,,,,,,,,,,5etucjhifze9cu3fecy68dg16,Mohammed Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635467,21,1,1,0,35,dbhdov3cc47kcr1hjg5qr5qg7,0,58,13.4,2023-05-02T16:01:59.756Z,2023-05-02T16:02:01Z,4245156097,141,22.7,4245156099,212,23.2,4245156145,4,,4245156095,140,79.3,4245156093,56,Center,4245156101,213,0.3,4245156091,155,,,,,clnli7y2s88p16yqtrbsb99sl,A. Bukia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635493,8,61,1,0,39,6ttwlm6op92r4670oayg5md7h,0,19.6,92.9,2023-05-02T16:02:03.540Z,2023-05-02T16:02:03Z,4245156245,56,Back,,,,,,,,,,,,,,,,,,,,,,a04wl977uhtaea8pztvmdag2d,Pablo Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635503,9,5,1,0,40,6ttwlm6op92r4670oayg5md7h,0,22,101.5,2023-05-02T16:02:04.452Z,2023-05-02T16:02:14Z,4245156713,233,22,4245156263,347,,4245156261,56,Back,,,,,,,,,,,,,,,,a04wl977uhtaea8pztvmdag2d,Pablo Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635589,22,5,1,0,40,dbhdov3cc47kcr1hjg5qr5qg7,1,78,-1.5,2023-05-02T16:02:04.452Z,2023-05-02T16:07:57Z,4245156663,347,,4245156683,233,9,4245156661,56,Right,,,,,,,,,,,,,,,,clnli7y2s88p16yqtrbsb99sl,A. Bukia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635605,23,1,1,0,49,dbhdov3cc47kcr1hjg5qr5qg7,1,79.5,0,2023-05-02T16:02:13.899Z,2023-05-02T16:02:16Z,4245156783,56,Right,4245156791,213,1.5,4245156785,140,80.7,4245156781,107,,4245156789,212,10.6,4245156787,141,14.2,,,,,,,96locb7oipzlke997xnx6ii38,Mohammed Bassam Al Hurayji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635595,10,45,1,0,50,6ttwlm6op92r4670oayg5md7h,0,19.1,83.8,2023-05-02T16:02:14.277Z,2023-05-02T16:02:17Z,4245156823,233,24,4245156697,56,Back,4245156699,285,,,,,,,,,,,,,,,,,6bl8ekn7ahyf7z4ri1cknbnfu,Sultan Al Farhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635609,24,3,1,0,50,dbhdov3cc47kcr1hjg5qr5qg7,1,80.9,16.2,2023-05-02T16:02:14.277Z,2023-05-05T13:58:07Z,4251680523,464,,4245156805,286,,4245156811,233,10,4245156803,56,Right,,,,,,,,,,,,,clnli7y2s88p16yqtrbsb99sl,A. Bukia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635613,25,3,1,0,51,dbhdov3cc47kcr1hjg5qr5qg7,0,86.1,19,2023-05-02T16:02:16.092Z,2023-05-05T13:58:19Z,4251680667,464,,4245156863,233,11,4245156809,286,,4245156807,56,Right,,,,,,,,,,,,,clnli7y2s88p16yqtrbsb99sl,A. Bukia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635615,11,7,1,0,51,6ttwlm6op92r4670oayg5md7h,0,13.9,81,2023-05-02T16:02:16.093Z,2023-05-05T13:58:21Z,4245156829,285,,4251680707,385,,4245156827,56,Back,4245156859,233,25,,,,,,,,,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635665,26,1,1,0,56,dbhdov3cc47kcr1hjg5qr5qg7,1,74.4,20.3,2023-05-02T16:02:20.923Z,2023-05-02T16:02:26Z,4245157119,140,85.2,4245157129,213,5.6,4245157123,212,14.5,4245157117,56,Right,4245157121,141,7.0,,,,,,,,,,en6ut1dhht8l7hrupqphorld5,Rakan Shamlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635685,27,1,1,1,2,dbhdov3cc47kcr1hjg5qr5qg7,1,85.5,15.4,2023-05-02T16:02:26.379Z,2023-05-02T16:02:29Z,4245157233,213,1.0,4245157229,141,26.5,4245157225,56,Center,4245157231,212,9.3,4245157227,140,90.6,,,,,,,,,,96locb7oipzlke997xnx6ii38,Mohammed Bassam Al Hurayji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635701,28,1,1,1,4,dbhdov3cc47kcr1hjg5qr5qg7,1,91.9,25.3,2023-05-02T16:02:29.163Z,2023-05-02T16:02:31Z,4245157309,212,8.7,4245157303,56,Right,4245157311,213,4.5,4245157307,141,12.7,4245157305,140,90.4,,,,,,,,,,en6ut1dhht8l7hrupqphorld5,Rakan Shamlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635757,29,1,1,1,7,dbhdov3cc47kcr1hjg5qr5qg7,1,86.6,14.3,2023-05-02T16:02:31.388Z,2023-05-05T13:59:02Z,4245157589,212,28.4,4245157591,213,1.2,4245157833,210,14,4245157585,140,96.7,4245157579,2,,4245157583,56,Center,4245157835,154,,4245157587,141,53.0,clnli7y2s88p16yqtrbsb99sl,A. Bukia,1,4245157581,155,4251681111,72,4251681107,223,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635761,30,14,1,1,8,dbhdov3cc47kcr1hjg5qr5qg7,1,97.9,56.7,2023-05-02T16:02:32.771Z,2023-05-05T13:59:02Z,4245157841,73,,4245157851,102,55.2,4245157605,56,Center,4245157857,230,99.4,4245157847,55,29,4245157677,15,,4245157853,103,18.4,4245157601,22,,tt0300qkkmgu52dbkxcaywut,R. López,,4245157855,214,4245157843,29,4245157681,328,4245157845,154,4245157859,231,51.8,4251681367,61,,,,,,,,,,,,,,,,,,,,
2542635799,12,12,1,1,11,6ttwlm6op92r4670oayg5md7h,1,7.5,53.3,2023-05-02T16:02:35.812Z,2023-05-02T16:02:41Z,4245157817,213,5.0,4245157815,212,33.0,4245157813,141,7.1,4245157809,56,Back,4245157811,140,17.0,,,,,,,,,,a04wl977uhtaea8pztvmdag2d,Pablo Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635803,13,49,1,1,17,6ttwlm6op92r4670oayg5md7h,1,17.1,6.4,2023-05-02T16:02:41.732Z,2023-05-02T16:02:42Z,,,,,,,,,,,,,,,,,,,,,,,,,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635813,14,1,1,1,17,6ttwlm6op92r4670oayg5md7h,0,18.1,6.5,2023-05-02T16:02:42.244Z,2023-05-02T16:58:03Z,4245157901,141,10.1,4245157903,212,9.4,4245285919,236,,4245157895,155,,4245157905,213,0.3,4245285921,233,31,4245157899,140,26.7,4245285925,286,,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,4245157897,56,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,,,
2542635819,31,74,1,1,17,dbhdov3cc47kcr1hjg5qr5qg7,1,75,96.2,2023-05-02T16:02:42.245Z,2023-05-02T17:10:06Z,4245285903,285,,4245157921,56,Left,4245285927,233,14,,,,,,,,,,,,,,,,b60up5thhuxb8e2bj4qry7ecq,Abdullah Al Yousif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635827,15,5,1,1,19,6ttwlm6op92r4670oayg5md7h,1,25.8,-1.4,2023-05-02T16:02:43.572Z,2023-05-02T16:02:44Z,4245157951,347,,4245157949,56,Back,4245157983,233,32,,,,,,,,,,,,,,,,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542635831,32,5,1,1,19,dbhdov3cc47kcr1hjg5qr5qg7,0,74.2,101.4,2023-05-02T16:02:43.572Z,2023-05-02T16:07:57Z,4245157965,56,Left,4245158003,233,15,4245157967,347,,,,,,,,,,,,,,,,,bgzn0qcq2tcobzu1odwyaeeei,Yousef Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636027,16,1,1,1,40,6ttwlm6op92r4670oayg5md7h,1,21.8,0,2023-05-02T16:03:04.934Z,2023-05-02T16:03:14Z,4245158981,212,18.3,4245158977,140,38.7,4245158979,141,5.3,4245158983,213,0.2,4245159089,189,,4245158975,56,Back,4245158973,107,,,,,7a8ee7ohk4hnmaaw1imxeqsid,Mohammed Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636033,17,61,1,1,43,6ttwlm6op92r4670oayg5md7h,1,40.4,5.3,2023-05-02T16:03:07.573Z,2023-05-02T16:03:15Z,4245159121,189,,4245158995,56,Back,,,,,,,,,,,,,,,,,,,2neoemoj0t2ssvjhhii62rvje,K. El Berkaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636037,18,5,1,1,47,6ttwlm6op92r4670oayg5md7h,0,52.4,-0.8,2023-05-02T16:03:11.412Z,2023-05-02T16:03:19Z,4245159013,347,,4245159011,56,Right,4245159245,233,33,,,,,,,,,,,,,,,,2neoemoj0t2ssvjhhii62rvje,K. El Berkaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636077,33,5,1,1,47,dbhdov3cc47kcr1hjg5qr5qg7,1,47.6,100.8,2023-05-02T16:03:11.412Z,2023-05-02T16:07:58Z,4245159235,56,Back,4245159241,233,18,4245159239,347,,,,,,,,,,,,,,,,,bgzn0qcq2tcobzu1odwyaeeei,Yousef Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636089,34,1,1,1,54,dbhdov3cc47kcr1hjg5qr5qg7,1,43,100,2023-05-02T16:03:18.477Z,2023-05-02T16:03:20Z,4245159319,212,33.1,4245159317,141,53.3,4245159313,56,Back,4245159323,1,,4245159331,189,,4245159315,140,36.5,4245159321,213,4.5,4245159311,107,,b60up5thhuxb8e2bj4qry7ecq,Abdullah Al Yousif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636103,35,1,1,1,57,dbhdov3cc47kcr1hjg5qr5qg7,1,36.8,55.1,2023-05-02T16:03:21.995Z,2023-05-02T16:03:23Z,4245159389,140,30.4,4245159391,141,56.3,4245159387,56,Back,4245159395,213,3.0,4245159393,212,6.8,,,,,,,,,,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636109,36,1,1,1,58,dbhdov3cc47kcr1hjg5qr5qg7,1,30.4,56.4,2023-05-02T16:03:23.211Z,2023-05-02T16:03:24Z,4245159401,56,Back,4245159403,140,31.0,4245159405,141,78.6,4245159409,213,1.5,4245159407,212,15.1,,,,,,,,,,5etucjhifze9cu3fecy68dg16,Mohammed Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636123,37,1,1,2,0,dbhdov3cc47kcr1hjg5qr5qg7,1,31,78.6,2023-05-02T16:03:24.267Z,2023-05-02T16:03:27Z,4245159489,213,0.7,4245159487,212,20.7,4245159483,140,46.6,4245159485,141,97.2,4245159481,56,Back,,,,,,,,,,4ymo0battew5mb9h2d91gv9jo,M. Salifu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636135,38,1,1,2,2,dbhdov3cc47kcr1hjg5qr5qg7,1,46.6,97.2,2023-05-02T16:03:27.083Z,2023-05-02T16:03:28Z,4245159547,141,97.4,4245159545,140,59.6,4245159551,213,0.0,4245159543,56,Left,4245159549,212,13.7,,,,,,,,,,b60up5thhuxb8e2bj4qry7ecq,Abdullah Al Yousif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542636141,39,1,1,2,4,dbhdov3cc47kcr1hjg5qr5qg7,0,59.7,97.5,2023-05-02T16:03:28.523Z,2023-05-02T16:03:29Z,4245159577,212,3.6,4245159579,213,5.7,4245159569,168,,4245159575,141,94.7,4245159573,140,62.6,4245159571,56,Left,,,,,,,bgzn0qcq2tcobzu1odwyaeeei,Yousef Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
