id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId
2539866849,1,34,16,0,0,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2023-04-27T14:50:52.405Z,2023-04-27T16:10:44Z,4229866073,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4229866069,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4229866067,130,7,4229866065,59,"1, 7, 50, 16, 33, 49, 10, 43, 12, 17, 90, 3, 5, 6, 11, 14, 20, 21, 22, 24",4229866059,30,"ajtqeot5t9kv6mrtpdudlwmvp, aonc1y49ulmolyc47knpwtrtg, 2m9cba7mtmeo99f8alyhis2ne, 4w7c7a9rw5id7f0wikw02orth, 3qf9lidcmozvvpy2jprlx3v11, idjs50cwxlt56rylhn3znt62, si3wcnvnhiukn1novyv1su6t, daqggbwzctkpojr1kn1l2sm39, b6uziptaly2jgznnhe7l5bqol, 98nbel31pgxlifu6s4wqqxjv9, jtuc25nybu22ifehsg8p9wb9, 91e6dbk9uxyui5vbe47zdj6jt, c3ly1ivtw40f1rjqbbk9ublqt, 7h6e2d1wfa89bvqfmhgm2r3kl, e81tor86msoqqodyy4xhiu31l, 15o6hxjc62wgd0ej4dxtxczpx, 9v0ncjrqgandlju8x483181ec, emoaqymruvce71ow6gidqjc6i, 1hf93j1aaylparuteybdwded, 99h9ihbi9zj82ubnt4pqr3s9h",4229866071,194,ajtqeot5t9kv6mrtpdudlwmvp,4229866063,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4230130553,197,6655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539872931,1,34,16,0,0,o1iwuxbv233ayidxpibbxy59,1,0,0,2023-04-27T15:25:33.443Z,2023-04-27T16:12:11Z,4230130237,197,3483,4230071533,30,"2r3ppks82lf3a7aycih7rc63t, 12dv2sa9xm0aedpb13ivl11wp, 7l1lhluaxnuy4cun3omcva4us, 95zoygnjudd2lmvc38oyuhwid, 8j0yhxinglb5o5dpe2qd232dx, f5eje4do4lvjul2ban3ycraax, 1amphiae52a8rzm2ngpzffu21, 9etkdqceb3wo5zh0oktt0r85w, cmijbwv0ine68v0y6kf9cuehh, 9f8pdf7j05xb111c5lunzgvyt, cf6l2e5tkglv7decs50666w44, 75cibe9m6z4wb8be86hfgvtud, 8pxv846gct3gjgrknr4glqulm, cm8m8mytnpgldxvoi9or35a09, 7kbi9qu4y9rhc28x3ogyg5ot1, 2b8fj2xnd2h9rdbg0bkgbizu1, ofynblpwoiwefv52bgqz30x6, ba5ez4j3dvxt0iycxd6gduihg, 8ab4hqpw7m6ocphleluf9sicp, de3zx99d8qybnoq7nvlcd7xii",4230071543,194,8j0yhxinglb5o5dpe2qd232dx,4230071545,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4230071535,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4230071537,59,"1, 7, 31, 14, 4, 44, 5, 9, 10, 3, 49, 2, 8, 24, 25, 33, 36, 43, 77, 99",4230071541,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4230071539,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878149,2,32,1,0,0,o1iwuxbv233ayidxpibbxy59,1,0,0,2023-04-27T16:00:37.311Z,2023-04-27T16:00:37Z,4230132729,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878157,2,32,1,0,0,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2023-04-27T16:00:37.311Z,2023-04-28T10:16:56Z,4230132751,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878173,3,1,1,0,0,o1iwuxbv233ayidxpibbxy59,1,50.1,50,2023-04-27T16:00:37.411Z,2023-04-27T16:00:41Z,4230132811,212,12.1,4230132815,279,S,4230132813,213,2.5,4230132805,56,Back,4230132809,141,60.9,4230132807,140,41.0,,,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878175,4,1,1,0,4,o1iwuxbv233ayidxpibbxy59,1,46.2,70.9,2023-04-27T16:00:41.579Z,2023-04-27T16:00:43Z,4230132833,213,1.1,4230132829,141,94.1,4230132827,140,54.1,4230132825,56,Left,4230132831,212,17.8,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878179,5,1,1,0,6,o1iwuxbv233ayidxpibbxy59,1,54.5,94.8,2023-04-27T16:00:43.372Z,2023-04-27T16:00:45Z,4230132863,141,85.6,4230132859,56,Back,4230132865,212,8.3,4230132867,213,4.0,4230132861,140,49.3,,,,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878197,6,1,1,0,7,o1iwuxbv233ayidxpibbxy59,1,48.1,90,2023-04-27T16:00:45.027Z,2023-04-27T16:00:48Z,4230132963,140,69.4,4230132965,141,85.0,4230132967,212,22.6,4230132969,213,6.1,4230132961,56,Left,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878199,7,50,1,0,8,o1iwuxbv233ayidxpibbxy59,1,67.6,81.6,2023-04-27T16:00:45.333Z,2023-04-27T16:56:44Z,4230132979,286,,4230133031,233,3,4230132973,56,Left,,,,,,,,,,,,,,,,cf6l2e5tkglv7decs50666w44,Abdullah Radif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878195,3,7,1,0,8,cq4rdp1mkan8zhaw7bmzjdaqk,0,32.4,18.4,2023-04-27T16:00:45.334Z,2023-04-28T10:17:56Z,4230132957,285,,4230133025,233,7,4231424585,385,,4230132955,56,Back,,,,,,,,,,,,,3qf9lidcmozvvpy2jprlx3v11,B. Godál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539888619,366,1,1,0,10,o1iwuxbv233ayidxpibbxy59,0,67.8,82,2023-04-27T16:00:47.311Z,2023-04-27T16:56:49Z,4230194917,3,,4230194919,56,Center,4230194923,141,66.6,4230194925,212,10.6,4230194921,140,69.2,4230194927,213,4.9,,,,,,,cf6l2e5tkglv7decs50666w44,Abdullah Radif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878205,8,43,1,0,12,o1iwuxbv233ayidxpibbxy59,1,0,0,2023-04-27T16:00:49.404Z,2023-04-27T16:56:54Z,4230133009,213,5.1,4230133001,56,Center,4230133007,212,14.0,4230133005,141,69.0,4230132999,155,0,4230133003,140,71.2,4230194997,144,1,,,,cf6l2e5tkglv7decs50666w44,Abdullah Radif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878209,4,8,1,0,13,cq4rdp1mkan8zhaw7bmzjdaqk,1,32.6,30.4,2023-04-27T16:00:50.805Z,2023-04-28T10:18:18Z,4231425313,383,,4230133015,56,Back,,,,,,,,,,,,,,,,,,,idjs50cwxlt56rylhn3znt62,Ali Al Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878215,9,61,1,0,13,o1iwuxbv233ayidxpibbxy59,1,70.8,73,2023-04-27T16:00:51.035Z,2023-04-28T10:18:11Z,4230133045,56,Center,,,,,,,,,,,,,,,,,,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878211,5,49,1,0,14,cq4rdp1mkan8zhaw7bmzjdaqk,1,41.4,29.7,2023-04-27T16:00:51.621Z,2023-04-27T16:00:52Z,,,,,,,,,,,,,,,,,,,,,,,,,idjs50cwxlt56rylhn3znt62,Ali Al Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878221,6,1,1,0,14,cq4rdp1mkan8zhaw7bmzjdaqk,1,40.6,29.5,2023-04-27T16:00:51.942Z,2023-04-27T16:00:54Z,4230133053,140,45.3,4230133057,212,6.8,4230133059,213,0.8,4230133051,56,Back,4230133055,141,36.4,,,,,,,,,,idjs50cwxlt56rylhn3znt62,Ali Al Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878233,7,1,1,0,16,cq4rdp1mkan8zhaw7bmzjdaqk,1,45.3,36.4,2023-04-27T16:00:54.070Z,2023-04-28T10:23:08Z,4230133165,212,42.0,4230133161,140,76.7,4230133169,1,,4230133167,213,0.7,4230139803,154,,4230139805,23,,4230133159,56,Center,4230139801,210,16,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,1,4230133157,155,4230133163,141,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878235,8,16,1,0,20,cq4rdp1mkan8zhaw7bmzjdaqk,1,87.5,62.1,2023-04-27T16:00:57.351Z,2023-04-28T10:23:08Z,4231436441,395,95.4,4230134051,17,,4230139815,154,,4230134293,76,,4230134307,231,54.2,4230134301,215,,4230134297,103,3.2,4230134049,20,,jtuc25nybu22ifehsg8p9wb9,Pedro Eugénio,,4230133179,56,4230134055,374,2023-04-27 17:00:56.422,Center,4230139817,55,7,4230134059,375,00:19.111,4231436445,396,54.7,4230139813,29,4230134305,230,96.5,4230134299,214,4230134047,23,4230134295,102,53.0,,,,,,
2539878365,10,1,1,1,18,o1iwuxbv233ayidxpibbxy59,1,50.2,50,2023-04-27T16:01:55.581Z,2023-04-27T16:57:44Z,4230134073,213,2.5,4230134069,141,63.3,4230195531,189,,4230134067,140,37.4,4230134071,212,16.2,4230134065,56,Back,4230134639,279,G,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878379,11,1,1,1,20,o1iwuxbv233ayidxpibbxy59,1,37.4,63.3,2023-04-27T16:01:57.387Z,2023-04-27T16:57:48Z,4230134123,212,16.7,4230134119,140,34.7,4230134117,56,Back,4230134121,141,87.5,4230195565,189,,4230134125,213,1.7,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878387,12,1,1,1,23,o1iwuxbv233ayidxpibbxy59,1,34.6,82.6,2023-04-27T16:02:01.274Z,2023-04-27T16:02:03Z,4230134183,212,31.5,4230134179,140,13.6,4230134177,56,Back,4230134181,141,49.6,4230134185,213,3.9,,,,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878399,13,1,1,1,25,o1iwuxbv233ayidxpibbxy59,1,13.1,46.1,2023-04-27T16:02:03.290Z,2023-04-27T16:02:06Z,4230134245,140,14.3,4230134249,212,16.1,4230134251,213,4.8,4230134243,56,Back,4230134247,141,22.5,,,,,,,,,,2r3ppks82lf3a7aycih7rc63t,Mailson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878409,14,1,1,1,28,o1iwuxbv233ayidxpibbxy59,1,14.3,22.7,2023-04-27T16:02:06.155Z,2023-04-27T16:02:08Z,4230134315,141,15.6,4230134313,140,32.1,4230134317,212,19.3,4230134319,213,6.0,4230134311,56,Back,,,,,,,,,,8j0yhxinglb5o5dpe2qd232dx,Naldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
