id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2467996005,12,1,1,0,39,2xl3g56k2mbuwdbre46s29vt4,1,26.6,84.7,2022-10-06T15:30:57.174Z,2022-10-21T09:13:30Z,3859430265,178,,3822724107,56,Back,3822724113,212,26.2,3822724111,141,54.5,3822724115,213,4.0,3822724109,140,11.1,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996011,13,1,1,0,47,2xl3g56k2mbuwdbre46s29vt4,0,12.9,53.6,2022-10-06T15:31:05.055Z,2022-10-21T09:13:36Z,3822724141,212,53.7,3822724137,140,61.7,3822724135,56,Center,3822724143,213,6.0,3822724133,155,,3822724139,141,30.1,3859430549,178,,3822724145,1,,8qps88s8g1c8xw5uiz5gyh4ut,M. Mohamedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996015,14,49,1,0,50,o1iwuxbv233ayidxpibbxy59,1,41.4,68.7,2022-10-06T15:31:08.228Z,2022-10-21T09:13:39Z,,,,,,,,,,,,,,,,,,,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996021,15,1,1,0,51,o1iwuxbv233ayidxpibbxy59,1,41.4,68.7,2022-10-06T15:31:09.200Z,2022-10-21T09:13:43Z,3822724177,140,41.3,3822724175,56,Back,3822724181,212,5.6,3822724183,213,4.7,3822724179,141,60.4,3859430931,178,,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996027,16,1,1,0,53,o1iwuxbv233ayidxpibbxy59,1,41.6,59.6,2022-10-06T15:31:10.912Z,2022-10-21T09:13:48Z,3822724231,141,38.2,3822724233,212,15.7,3822724227,56,Back,3859431159,178,,3822724229,140,36.0,3822724235,213,4.3,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996029,17,1,1,0,58,o1iwuxbv233ayidxpibbxy59,1,41.2,25,2022-10-06T15:31:16.243Z,2022-10-21T09:13:53Z,3859431419,178,,3822724247,141,7.2,3822724245,140,52.9,3822724243,56,Right,3822724249,212,17.2,3822724251,213,5.5,,,,,,,1amphiae52a8rzm2ngpzffu21,Tareq Abdullah A Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996031,18,1,1,1,1,o1iwuxbv233ayidxpibbxy59,1,46.2,5.4,2022-10-06T15:31:19.032Z,2022-10-21T09:13:58Z,3822724265,141,6.9,3822724267,212,10.8,3822724269,213,3.0,3822724263,140,36.0,3822724261,56,Back,3859431629,178,,,,,,,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996035,19,1,1,1,3,o1iwuxbv233ayidxpibbxy59,1,35.2,8.4,2022-10-06T15:31:21.324Z,2022-10-21T09:14:03Z,3822724307,212,17.2,3859431823,178,,3822724305,141,29.7,3822724303,140,26.3,3822724309,213,2.1,3822724301,56,Back,,,,,,,1amphiae52a8rzm2ngpzffu21,Tareq Abdullah A Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996039,20,1,1,1,8,o1iwuxbv233ayidxpibbxy59,1,31.7,40.7,2022-10-06T15:31:26.093Z,2022-10-21T09:14:07Z,3822724329,140,31.3,3822724335,213,1.6,3822724331,141,79.8,3822724333,212,26.6,3822724327,56,Back,3859432019,178,,,,,,,,f5eje4do4lvjul2ban3ycraax,Ziyad Al Sahafi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996041,21,1,1,1,11,o1iwuxbv233ayidxpibbxy59,1,39.4,89.4,2022-10-06T15:31:29.651Z,2022-10-21T09:14:11Z,3859432307,178,,3822724339,56,Left,3822724345,212,18.0,3822724347,213,0.3,3822724341,140,55.9,3822724343,141,96.5,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996043,22,1,1,1,14,o1iwuxbv233ayidxpibbxy59,1,57.9,92.1,2022-10-06T15:31:32.347Z,2022-10-21T09:14:17Z,3822724361,141,83.1,3822724363,212,6.2,3822724357,56,Left,3859432541,178,,3822724365,213,4.9,3822724359,140,58.8,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996049,23,4,1,1,18,o1iwuxbv233ayidxpibbxy59,1,58.1,96.1,2022-10-06T15:31:36.429Z,2022-10-21T09:14:20Z,3822724403,56,Left,3822724409,286,,3822724401,13,,3822724411,233,14,3822724405,152,,3822724407,265,,,,,,,,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996045,14,4,1,1,18,2xl3g56k2mbuwdbre46s29vt4,0,41.9,3.9,2022-10-06T15:31:36.430Z,2022-10-21T09:14:20Z,3822724371,13,,3822724379,285,,3822724373,56,Back,3822724417,233,23,3822724375,152,,3822724377,265,,3859432729,178,,,,,84a84u8p0tc4v0rsnwjtdw8np,Hamad Al Jayzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996065,24,1,1,1,45,o1iwuxbv233ayidxpibbxy59,1,60.3,96.6,2022-10-06T15:32:03.139Z,2022-10-22T07:50:25Z,3822724551,152,,3822724559,212,8.9,3822724553,56,Left,3822724549,5,,3822749133,189,,3859432925,178,,3822724561,213,3.3,3822724555,140,52.0,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,3822724557,141,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467999805,413,1,1,1,46,o1iwuxbv233ayidxpibbxy59,1,52.5,92.8,2022-10-06T15:32:04.138Z,2022-10-21T09:14:26Z,3822749169,140,42.0,3822749171,141,75.0,3822749173,212,16.4,3859433055,178,,3822749167,56,Back,3822749175,213,4.0,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996067,25,1,1,1,49,o1iwuxbv233ayidxpibbxy59,1,40.2,70,2022-10-06T15:32:07.478Z,2022-10-21T09:14:32Z,3822724573,212,16.6,3822724571,141,72.6,3822724569,140,55.9,3822724575,213,0.1,3859433315,178,,3822724567,56,Center,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996069,26,1,1,1,51,o1iwuxbv233ayidxpibbxy59,1,55.2,72.7,2022-10-06T15:32:09.212Z,2022-10-21T09:14:37Z,3822724589,141,84.0,3822724593,213,2.5,3822724591,212,13.1,3859433541,178,,3822724585,56,Back,3822724587,140,45.1,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996075,27,1,1,1,55,o1iwuxbv233ayidxpibbxy59,1,45.1,72.9,2022-10-06T15:32:13.408Z,2022-10-21T09:14:40Z,3822724641,1,,3822724637,212,46.8,3822724639,213,5.0,3822724631,56,Right,3822724635,141,7.5,3822724629,196,,3822724627,155,,3822724633,140,59.1,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,3859433647,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996083,28,1,1,2,1,o1iwuxbv233ayidxpibbxy59,0,75.6,14.1,2022-10-06T15:32:19.132Z,2022-10-21T09:14:48Z,3824818543,20,,3822724677,141,45.2,3822724669,2,,3822724671,155,,3859434079,178,,3822724679,212,23.3,3822724681,213,1.1,3824818541,387,,1amphiae52a8rzm2ngpzffu21,Tareq Abdullah A Mohammed,3822724675,140,85.0,3824818539,225,3822724673,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996107,16,12,1,2,2,2xl3g56k2mbuwdbre46s29vt4,1,13.8,64.9,2022-10-06T15:32:20.186Z,2022-10-21T09:14:59Z,3822725223,141,46.8,3822725221,140,11.8,3859434585,388,,3822725241,15,,3822725219,56,Back,3822725225,212,12.5,3822725227,213,4.5,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996087,29,13,1,2,3,o1iwuxbv233ayidxpibbxy59,1,86.2,54.9,2022-10-06T15:32:20.747Z,2022-10-21T09:15:06Z,3822724887,328,,3822724991,458,,3822724891,231,50.2,3822724695,17,,3822724871,81,,3822724881,102,43.5,3822724889,230,99.4,3859434799,178,,cf6l2e5tkglv7decs50666w44,Abdullah Radif,3822724885,108,,3822724691,22,3822724699,56,Center,3822724773,20,3822724883,103,77.8,,,,,,,,,,,,,,,,,,,,,,,,,
2467996081,15,5,1,2,4,2xl3g56k2mbuwdbre46s29vt4,1,-0.8,57.4,2022-10-06T15:32:22.606Z,2022-10-21T09:15:12Z,3822724667,346,,3822724665,56,Back,3822724717,233,30,,,,,,,,,,,,,,,,asbde52lbf3tbai74qhux8xjp,Mohammed Al Qarni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996089,30,5,1,2,4,o1iwuxbv233ayidxpibbxy59,0,100.8,42.6,2022-10-06T15:32:22.606Z,2022-10-21T09:15:12Z,3822725231,233,15,3822724715,346,,3822724713,56,Center,,,,,,,,,,,,,,,,cf6l2e5tkglv7decs50666w44,Abdullah Radif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996119,17,1,1,2,24,2xl3g56k2mbuwdbre46s29vt4,1,4.6,59.3,2022-10-06T15:32:42.469Z,2022-10-21T09:15:17Z,3822724945,237,,3822724931,124,,3822724933,56,Back,3822724939,212,31.7,3822724941,213,5.2,3822724935,140,19.8,3822724937,141,19.1,,,,8qps88s8g1c8xw5uiz5gyh4ut,M. Mohamedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996127,18,1,1,2,26,2xl3g56k2mbuwdbre46s29vt4,1,19.8,19.1,2022-10-06T15:32:43.833Z,2022-10-21T09:15:21Z,3822724977,213,5.7,3822724975,212,18.5,3822724967,56,Back,3822724973,141,3.1,3822724969,140,34.0,3859435689,178,,,,,,,,8po9k5w3ds7hoai833haglrf8,Ali Makki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996131,19,1,1,2,28,2xl3g56k2mbuwdbre46s29vt4,1,34,3.1,2022-10-06T15:32:46.097Z,2022-10-21T09:15:27Z,3822724999,141,13.7,3859435993,178,,3822725001,212,14.5,3822725003,213,0.5,3822724995,56,Back,3822724997,140,46.0,,,,,,,84a84u8p0tc4v0rsnwjtdw8np,Hamad Al Jayzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996133,20,1,1,2,30,2xl3g56k2mbuwdbre46s29vt4,0,46,13.7,2022-10-06T15:32:47.876Z,2022-10-21T09:15:33Z,3822725007,56,Back,3822725011,141,27.7,3859436351,178,,3822725013,212,12.3,3822725015,213,2.3,3822725033,156,,3822725009,140,38.6,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474916351,884,67,1,2,30,o1iwuxbv233ayidxpibbxy59,1,59.1,75.4,2022-10-06T15:32:48.663Z,2022-10-22T08:11:53Z,3859539317,233,792,,,,,,,,,,,,,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474916349,792,67,1,2,30,2xl3g56k2mbuwdbre46s29vt4,0,40.9,24.6,2022-10-06T15:32:48.664Z,2022-10-21T09:56:21Z,3859539321,233,884,,,,,,,,,,,,,,,,,,,,,,5fpfdgzit3468e1a04ooetsr9,Anselmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467996135,31,49,1,2,31,o1iwuxbv233ayidxpibbxy59,1,57.4,76,2022-10-06T15:32:48.958Z,2022-10-21T09:15:37Z,,,,,,,,,,,,,,,,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
