id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2467995573,1,34,16,0,0,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2022-10-06T15:15:01.893Z,2022-10-06T15:32:34Z,3822720707,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3822720705,30,"8qps88s8g1c8xw5uiz5gyh4ut, 84a84u8p0tc4v0rsnwjtdw8np, 3a591b3l0o7ucdb8w72vjz4kp, 5fpfdgzit3468e1a04ooetsr9, 8po9k5w3ds7hoai833haglrf8, a9yimyxegu9sx46hqvwswjs2d, ciw54ghi1jv1xb5dmtv558xjp, bl117o6ogkgnnbv2gl0ozpn85, 2tuivjaotzbx9jv83wi7d5rrp, aotysrmw0ffmznm2u4ya487o5, asbde52lbf3tbai74qhux8xjp, 6rsym2764y5k4vw569ab62x3o, et956pmx883y3lica15q6zxii, 5bd2bm6ukc4u58hd0idimecid, 2gwlr4pwk004ck0jrgn7z6ytx, 7fjkirlsme7wdpjibaw136s4, ae1vyz6x5wtwwinop1knbbzs9, 3hyvs17yubhqv97m863xlduj9, a9xl33f68np358angkw5o606i, 6wto8d6jcd41bo451wwbjng89",3822720713,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3822720711,130,2,3822720715,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3822723457,197,4607,3822723455,194,bl117o6ogkgnnbv2gl0ozpn85,3822720709,59,"1, 28, 3, 87, 2, 6, 76, 4, 10, 9, 8, 24, 7, 14, 17, 27, 35, 66, 80, 88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467995575,1,34,16,0,0,o1iwuxbv233ayidxpibbxy59,1,0,0,2022-10-06T15:15:05.836Z,2022-10-06T15:38:43Z,3822720727,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3822720725,130,7,3822720731,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3822722811,197,3483,3822720719,30,"2r3ppks82lf3a7aycih7rc63t, 1amphiae52a8rzm2ngpzffu21, 7l1lhluaxnuy4cun3omcva4us, c8sryc7a76ov57x24tv80swr9, f5eje4do4lvjul2ban3ycraax, 95zoygnjudd2lmvc38oyuhwid, 12dv2sa9xm0aedpb13ivl11wp, 2xkudoxz92f1vgbjlsbfum3f9, cf6l2e5tkglv7decs50666w44, cmijbwv0ine68v0y6kf9cuehh, 8pxv846gct3gjgrknr4glqulm, 7msfk3faesnc4ls6893wdhi0a, 9etkdqceb3wo5zh0oktt0r85w, 6up21v3m8ws3veg1rh1r1ygpg, 7x4ltdnskxz0ym3i6meukx5hw, 7kbi9qu4y9rhc28x3ogyg5ot1, ofynblpwoiwefv52bgqz30x6, 9tg1kuzodiju70sbok4xibbpw, 8ab4hqpw7m6ocphleluf9sicp, de3zx99d8qybnoq7nvlcd7xii",3822720721,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3822720723,59,"1, 5, 31, 18, 44, 14, 7, 17, 49, 10, 8, 6, 9, 20, 11, 25, 36, 70, 77, 99",3822720729,194,95zoygnjudd2lmvc38oyuhwid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467995897,2,32,1,0,0,o1iwuxbv233ayidxpibbxy59,1,0,0,2022-10-06T15:30:17.732Z,2022-10-28T15:39:29Z,3822723565,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467995901,2,32,1,0,0,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2022-10-06T15:30:17.732Z,2022-10-06T15:30:18Z,3822723577,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467995907,3,1,1,0,0,2xl3g56k2mbuwdbre46s29vt4,1,50.1,50,2022-10-06T15:30:17.862Z,2022-10-21T09:11:46Z,3859424459,178,,3822723597,213,3.3,3822723595,212,25.9,3822723593,141,44.8,3822723599,279,S,3822723591,140,25.7,3822723589,56,Back,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467995911,4,1,1,0,3,2xl3g56k2mbuwdbre46s29vt4,0,28.6,43.7,2022-10-06T15:30:21.698Z,2022-10-21T09:11:51Z,3822723609,140,63.3,3822723615,213,5.7,3822723617,1,,3822723613,212,43.8,3859424749,178,,3822723611,141,8.0,3822723607,56,Right,3822723605,155,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467995921,3,1,1,0,6,o1iwuxbv233ayidxpibbxy59,1,41.4,88.6,2022-10-06T15:30:23.948Z,2022-10-21T09:11:57Z,3822723685,141,82.6,3822723687,212,7.6,3822723679,3,,3859425079,388,,3822723689,213,5.7,3822723683,140,47.5,3822723681,56,Back,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467995923,4,49,1,0,7,o1iwuxbv233ayidxpibbxy59,1,46.4,85,2022-10-06T15:30:25.006Z,2022-10-21T09:12:02Z,,,,,,,,,,,,,,,,,,,,,,,,,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467995927,5,1,1,0,8,o1iwuxbv233ayidxpibbxy59,1,46.4,85,2022-10-06T15:30:26.041Z,2022-10-21T09:12:06Z,3822723709,141,95.7,3822723705,56,Back,3822723707,140,36.0,3822723713,213,2.6,3822723711,212,13.1,3859425661,178,,,,,,,,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467995937,6,1,1,0,10,o1iwuxbv233ayidxpibbxy59,1,36,95.7,2022-10-06T15:30:28.335Z,2022-10-21T09:12:12Z,3822723747,140,28.8,3822723745,56,Back,3859425941,178,,3822723751,212,19.5,3822723753,213,4.3,3822723749,141,69.2,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467995943,7,1,1,0,13,o1iwuxbv233ayidxpibbxy59,1,29.6,63.2,2022-10-06T15:30:31.179Z,2022-10-21T09:12:20Z,3822723781,56,Back,3822723783,140,28.2,3822723789,213,4.6,3859426355,178,,3822723787,212,21.2,3822723785,141,32.1,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467995949,8,1,1,0,16,o1iwuxbv233ayidxpibbxy59,1,29,29.4,2022-10-06T15:30:34.503Z,2022-10-21T09:12:24Z,3859426577,178,,3822723829,141,5.1,3822723825,56,Back,3822723827,140,33.3,3822723833,213,5.0,3822723831,212,17.1,,,,,,,f5eje4do4lvjul2ban3ycraax,Ziyad Al Sahafi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467995953,9,1,1,0,21,o1iwuxbv233ayidxpibbxy59,1,39.5,5.8,2022-10-06T15:30:38.977Z,2022-10-21T09:12:31Z,3822723839,56,Right,3822723845,212,17.0,3822723847,213,6.2,3859426899,178,,3822723841,140,55.6,3822723843,141,3.5,,,,,,,1amphiae52a8rzm2ngpzffu21,Tareq Abdullah A Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467995961,10,1,1,0,23,o1iwuxbv233ayidxpibbxy59,1,57.9,4.6,2022-10-06T15:30:40.922Z,2022-10-21T09:12:35Z,3822723887,56,Right,3822723895,213,1.1,3822723891,141,15.8,3822723893,212,8.5,3859427105,178,,3822723889,140,61.4,,,,,,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467995963,11,50,1,0,25,o1iwuxbv233ayidxpibbxy59,1,63,13,2022-10-06T15:30:42.853Z,2022-10-21T09:12:43Z,3822723901,286,,3822723927,233,5,3822723899,56,Right,,,,,,,,,,,,,,,,2xkudoxz92f1vgbjlsbfum3f9,A. Gamarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467995965,5,7,1,0,25,2xl3g56k2mbuwdbre46s29vt4,1,37,87,2022-10-06T15:30:43.245Z,2022-10-21T09:12:48Z,3822723905,285,,3822723921,233,11,3824797265,384,,3859427805,178,,3822723903,56,Back,,,,,,,,,,bl117o6ogkgnnbv2gl0ozpn85,Waleed Bakshwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467995969,6,49,1,0,26,2xl3g56k2mbuwdbre46s29vt4,1,33.8,85.7,2022-10-06T15:30:44.043Z,2022-10-21T09:12:57Z,,,,,,,,,,,,,,,,,,,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467995971,7,1,1,0,26,2xl3g56k2mbuwdbre46s29vt4,1,33.8,85.7,2022-10-06T15:30:44.124Z,2022-10-21T09:13:00Z,3822723931,140,41.4,3822723929,56,Back,3822723933,141,79.0,3822723935,212,9.2,3822723937,213,5.8,3859428573,178,,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467995973,8,1,1,0,27,2xl3g56k2mbuwdbre46s29vt4,1,41.4,79,2022-10-06T15:30:44.739Z,2022-10-21T09:13:07Z,3822723949,213,1.6,3822723943,140,41.6,3822723941,56,Back,3822723947,212,11.8,3822723945,141,96.3,3859428981,178,,,,,,,,2tuivjaotzbx9jv83wi7d5rrp,G. Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467995979,9,3,1,0,29,2xl3g56k2mbuwdbre46s29vt4,0,44,96.4,2022-10-06T15:30:47.467Z,2022-10-21T09:13:14Z,3822723967,56,Back,3824811851,465,,3822723997,233,12,3822723969,286,,3859429387,178,,,,,,,,,,,asbde52lbf3tbai74qhux8xjp,Mohammed Al Qarni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467995983,12,7,1,0,29,o1iwuxbv233ayidxpibbxy59,1,56,3.6,2022-10-06T15:30:47.662Z,2022-10-21T09:13:18Z,3822723993,233,9,3824811943,385,,3822723983,56,Right,3822723981,167,,3822723985,285,,3859429633,178,,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467995993,10,5,1,0,31,2xl3g56k2mbuwdbre46s29vt4,1,47.2,101.2,2022-10-06T15:30:48.889Z,2022-10-21T09:13:21Z,3822724035,347,,3822724037,233,13,3822724033,56,Back,,,,,,,,,,,,,,,,asbde52lbf3tbai74qhux8xjp,Mohammed Al Qarni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467995985,13,5,1,0,31,o1iwuxbv233ayidxpibbxy59,0,52.8,-1.2,2022-10-06T15:30:48.889Z,2022-10-21T09:13:22Z,3822724041,233,10,3822723991,347,,3822723989,56,Right,,,,,,,,,,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467995997,11,1,1,0,35,2xl3g56k2mbuwdbre46s29vt4,1,46,100,2022-10-06T15:30:53.149Z,2022-10-21T09:13:26Z,3822724053,107,,3822724059,141,85.7,3822724065,1,,3822724061,212,23.2,3822724063,213,3.6,3822724055,56,Back,3822724057,140,26.6,,,,3a591b3l0o7ucdb8w72vjz4kp,Abdulelah Al Bukhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
