id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2495199995,1,34,16,0,0,2ry1fixv27p3xepazsxcuyoho,1,0,0,2023-01-05T16:43:41.087Z,2023-01-05T17:26:58Z,3966462497,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3966462493,59,"18, 88, 24, 10, 4, 5, 13, 23, 77, 8, 11, 12, 14, 15, 21, 26, 27, 35, 71, 90",3966462491,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3966462499,194,68cm9uvlgmi1q5xfki3g31i39,3966462495,130,8,3966462489,30,"86gtnji8gzd7t05si9bzdhcyd, 9e8phbwelzhbdk0bfsuyu4a5m, 2evokue4swxl64cxjuc21u2qy, 68cm9uvlgmi1q5xfki3g31i39, bepcao7uiozczrxbhc7fjjis5, 2gef3rw1e1q3d7qudetpgvbop, bdtfe5xkr2grbxqkgpntbypjp, 8sllxmpst47s6c46fgtv1q47p, 93ysty1r8uw717axrz77q88ut, ytjrtqtximxhs52bfsezogk5, cstghu0b2nh9pfzn5p6me7jkl, epumfwql35ruytuh15rozq311, dtpcc6ygdn9j8k42h00sfq0np, dcl1lgczly52fg4f7oh8se6l1, 87g8od8v77pe4m134wu8ipnu, e9vibltkrv53iodnepbqmtzbo, f33frpvsvjp7a8od35j7oxjh1, 3qum8ho760i5bw8ejmkjfdec5, 3m67z6okk8i52z0b6widofxsl, 2h8nzsxn9dbpde8ftaj7hpbrp",3966462501,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3966502971,197,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495201811,1,34,16,0,0,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2023-01-05T16:55:19.403Z,2023-01-10T10:05:14Z,3966472689,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3966472685,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3966472677,30,"8qps88s8g1c8xw5uiz5gyh4ut, 84a84u8p0tc4v0rsnwjtdw8np, 7fjkirlsme7wdpjibaw136s4, bl117o6ogkgnnbv2gl0ozpn85, 2gwlr4pwk004ck0jrgn7z6ytx, a9yimyxegu9sx46hqvwswjs2d, ciw54ghi1jv1xb5dmtv558xjp, 5fpfdgzit3468e1a04ooetsr9, c79pr94ulryjygvurdgku45w5, 6wto8d6jcd41bo451wwbjng89, c7da9wqhoce68v0tvfhb4itjo, 8po9k5w3ds7hoai833haglrf8, 3a591b3l0o7ucdb8w72vjz4kp, 29ddbk46e5uzbuxrmmlfr8y6s, 62djy11vo0hkzbi61dedtfkes, 6rsym2764y5k4vw569ab62x3o, bx7lsguu67h38eanl7xf0hclw, 3hyvs17yubhqv97m863xlduj9, b21fztzyrqua7i6lkfk7wh979, a9xl33f68np358angkw5o606i",3966472687,194,bl117o6ogkgnnbv2gl0ozpn85,3966472683,130,8,3966472679,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3966472681,59,"1, 28, 27, 4, 17, 6, 76, 87, 49, 88, 90, 2, 3, 5, 15, 24, 29, 66, 74, 80",3966502985,197,4607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495207647,2,32,1,0,0,2ry1fixv27p3xepazsxcuyoho,1,0,0,2023-01-05T17:30:41.744Z,2023-01-05T17:30:41Z,3966505275,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495207651,2,32,1,0,0,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2023-01-05T17:30:41.744Z,2023-01-12T09:26:30Z,3966505289,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495207659,3,1,1,0,0,2ry1fixv27p3xepazsxcuyoho,1,50,50,2023-01-05T17:30:41.835Z,2023-01-13T03:43:51Z,3974962517,178,,3966505309,56,Back,3966505311,140,41.5,3966505317,213,3.0,3966505313,141,52.1,3966505315,212,9.0,3966505319,279,S,,,,ytjrtqtximxhs52bfsezogk5,C. Guanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495207665,4,1,1,0,2,2ry1fixv27p3xepazsxcuyoho,1,41.5,52.1,2023-01-05T17:30:43.967Z,2023-01-13T03:43:58Z,3974962535,178,,3966505351,56,Center,3966505353,140,52.1,3966505357,212,11.2,3966505355,141,50.7,3966505359,213,6.2,,,,,,,68cm9uvlgmi1q5xfki3g31i39,É. Banega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495207675,5,1,1,0,5,2ry1fixv27p3xepazsxcuyoho,1,53.1,48.1,2023-01-05T17:30:47.596Z,2023-01-13T03:44:16Z,3974962567,178,,3966505405,141,39.7,3966505409,213,3.8,3966505401,56,Back,3966505403,140,45.4,3966505407,212,9.9,,,,,,,ytjrtqtximxhs52bfsezogk5,C. Guanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495207681,6,1,1,0,9,2ry1fixv27p3xepazsxcuyoho,1,45.5,40.1,2023-01-05T17:30:51.214Z,2023-01-13T03:44:25Z,3966505433,140,40.9,3966505437,141,57.3,3974962605,178,,3966505429,56,Back,3966505445,213,2.0,3966505441,212,12.7,,,,,,,8sllxmpst47s6c46fgtv1q47p,G. Krychowiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495207687,7,1,1,0,10,2ry1fixv27p3xepazsxcuyoho,1,41.1,57.3,2023-01-05T17:30:52.642Z,2023-01-13T03:44:36Z,3966505477,213,4.4,3966505473,141,27.4,3966505471,140,34.1,3974962667,178,,3966505475,212,21.6,3966505469,56,Back,,,,,,,68cm9uvlgmi1q5xfki3g31i39,É. Banega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495207695,8,1,1,0,13,2ry1fixv27p3xepazsxcuyoho,1,34.1,27.3,2023-01-05T17:30:54.843Z,2023-01-13T03:44:43Z,3974962707,178,,3966505505,213,0.3,3966505501,141,33.7,3966505503,212,14.5,3966505497,56,Back,3966505499,140,47.3,,,,,,,bepcao7uiozczrxbhc7fjjis5,Iago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
