id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/12/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2498800675,1,34,16,0,0,6ttwlm6op92r4670oayg5md7h,1,0,0,2023-01-20T11:36:38.107Z,2023-01-20T12:25:27Z,3985455205,197,684,3985428833,130,4,3985428829,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3985428837,194,829ypq99t1vn90xey32mwt7th,3985428831,59,"1, 32, 27, 16, 94, 12, 14, 88, 17, 10, 82, 4, 7, 8, 9, 15, 20, 23, 45, 66",3985428835,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3985428827,30,"6veqhleq95267xca919eg02j9, 7a8ee7ohk4hnmaaw1imxeqsid, 6yaoc71surv8vh9hjfli7dwid, 70848f3slhydvi4p0wq4enqol, aq8efsoblaypm6spb7fce99g4, 829ypq99t1vn90xey32mwt7th, 9ex7z7sbghe3zx17a4u7gsay2, 3kfeazpv3d1wy6e333pudwkid, 1l0bb9txaodn0kqc5rca35rdh, 6ygvaf7gjckdemde0ec0tem6t, 9yceimet7wbytfai5ivr0v4k5, 52gxk6j2kp1i7dkz1w7wfxzsa, 77d2ej6852gf2ynsb8h01thwp, 3akxznb8k4r088rrqbbj04m39, 7gvqqqfoak5692c4xnrcrqe39, a6ut1eni17e2yprprmptj7a50, 77768ik0kuvcahklr0b8viwwk, d21tm0cmhxpy6rq71iyu5yzf9, 6f7isvwcywig1hlvfed4q0hgq, b7o2y8beklfrbcrl7di1rm5uc",3985428839,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498802065,1,34,16,0,0,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2023-01-20T11:43:55.426Z,2023-01-20T12:25:42Z,3985455295,197,959,3985435729,30,"8i6yz8rk72m7ovjuxjn0vcxqt, 6ry2ngrlp71y0q57zgz6wu2y2, dy434rgboexxvq6tgr8gwef9x, 4k6v874ygp633amqtbp1g9nth, 3par6lcu330qnblngnl7b209h, 3uwyni9c8q0rprd1nhtt073e1, 2cso52su6r9afugn6mhw2bl9m, 7q7awmtwv66htmei0xy1hzdn9, 22cd6gzfwo341qai1o6014251, 5sjuufrdq1rx6senkjjgtimsp, netr5hv4nn69u7twf7u892hh, dqqj2g1jdn57o1j12ycaa2a96, 94pujujlsh98axp2fdflycahg, 602ni3z01educzy1qx0cuvzai, ds9mymwdsucrwhkrwxpe2ymll, c5qx29j7n98wz29hkhtk377it, 1im5k8tl0j4weq6bkwet3le96, b2klrrbklz788iu4vd46j0e3u, 6utme8y4gczf6sbj4btikmm8k, 6k45sak4jgjqew0dpkcil4hyh",3985435733,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3985435737,130,7,3985435741,194,6ry2ngrlp71y0q57zgz6wu2y2,3985435735,59,"1, 27, 5, 8, 3, 25, 99, 15, 9, 6, 93, 11, 13, 14, 17, 20, 24, 58, 77, 96",3985435743,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3985435739,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498805663,2,32,1,0,0,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2023-01-20T12:30:12.497Z,2023-02-07T15:51:56Z,3985456333,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498805671,2,32,1,0,0,6ttwlm6op92r4670oayg5md7h,1,0,0,2023-01-20T12:30:12.497Z,2023-01-20T12:30:13Z,3985456349,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498805675,3,1,1,0,0,7w4300dn2tnd0eqmbtk531tkx,1,50,50,2023-01-20T12:30:12.572Z,2023-02-09T08:24:31Z,3985456369,212,21.0,3985456365,140,30.3,4020770029,178,,3985456367,141,44.5,3985456363,56,Back,3985456371,213,3.3,3985456373,279,S,,,,5sjuufrdq1rx6senkjjgtimsp,Khaled Al Samiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498805685,4,1,1,0,2,7w4300dn2tnd0eqmbtk531tkx,1,30.5,44.5,2023-01-20T12:30:15.154Z,2023-02-09T08:24:37Z,3985456431,141,89.3,3985456437,1,,3985456429,140,61.8,3985456433,212,44.8,3985456425,155,,3985456427,56,Left,4020770089,178,,3985456435,213,0.7,3par6lcu330qnblngnl7b209h,Mohammed Al Khabrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498805689,5,1,1,0,7,7w4300dn2tnd0eqmbtk531tkx,1,62.3,94.7,2023-01-20T12:30:20.450Z,2023-02-09T08:24:43Z,4020770139,178,,3985456465,141,96.6,3985456463,140,55.0,3985456469,213,3.0,3985456461,56,Left,3985456467,212,7.8,,,,,,,22cd6gzfwo341qai1o6014251,S. Çikalleshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498805695,6,1,1,0,10,7w4300dn2tnd0eqmbtk531tkx,1,54.5,95.3,2023-01-20T12:30:22.642Z,2023-02-09T08:24:48Z,3985456495,141,85.3,3985456499,213,3.4,4020770185,178,,3985456497,212,27.0,3985456491,56,Back,3985456493,140,29.6,,,,,,,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498805705,7,1,1,0,13,7w4300dn2tnd0eqmbtk531tkx,1,29.5,79.9,2023-01-20T12:30:25.754Z,2023-02-09T08:24:53Z,3985456541,141,43.4,3985456543,212,24.8,4020770253,178,,3985456539,140,28.6,3985456545,213,4.7,3985456537,56,Back,,,,,,,3uwyni9c8q0rprd1nhtt073e1,I. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498805713,8,1,1,0,17,7w4300dn2tnd0eqmbtk531tkx,1,30.8,37.1,2023-01-20T12:30:30.086Z,2023-02-09T08:24:56Z,3985456595,56,Back,3985456599,141,72.7,3985456601,212,24.2,3985456603,213,1.6,3985456597,140,30.9,4020770265,178,,,,,,,,3par6lcu330qnblngnl7b209h,Mohammed Al Khabrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
