id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist
2465856387,1,34,16,0,0,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2022-10-01T17:20:56.588Z,2022-10-04T15:04:26Z,3811278717,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3811486327,197,2937,3811278721,130,5,3811278725,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3811278719,59,"22, 29, 24, 18, 3, 4, 77, 19, 70, 6, 7, 5, 26, 20, 37, 40, 41, 43, 44, 45",3811278723,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3811336529,194,bgzn0qcq2tcobzu1odwyaeeei,3811278715,30,"92j12068e102fecql9i8bvehg, ql3ke0589k0ywxw4kzd5wgt0, 8fzdgtbrfz7oeki448trj105w, drlzps89wgzfvjmmvqnshmrkk, 5etucjhifze9cu3fecy68dg16, 3wpliz4y0ex8jxtlt2enirc9h, 8btwu0jixlrcl9gj51uepz21g, cznfldjv2fv42m6z68um5lzx0, en6ut1dhht8l7hrupqphorld5, 96locb7oipzlke997xnx6ii38, bgzn0qcq2tcobzu1odwyaeeei, 7rfodyul3h9g09koricuuohsk, 6c9h442qns0cyep0948jcdf6c, exs0tbl2thbcz163r3vas74es, 4wvzsf1eyia9ny6qk3ft5slqs, 9xw2h8gmd6xhg3hhi0m7ktyxg, 7viodtsy0imlbh9st2mpbclck, abei4pi5q8mto46c76nj5kic, 5t98d281r2jcm6ciue9h9o3ro, 5jf9ehsqbdmxlcan1tjm7gmqc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465864439,1,34,16,0,0,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2022-10-01T17:28:40.115Z,2022-10-01T18:28:05Z,3811323465,59,"1, 2, 24, 15, 13, 4, 94, 99, 9, 8, 58, 96, 11, 14, 17, 20, 22, 25, 27, 48",3811323473,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3811482959,197,960,3811323461,30,"8i6yz8rk72m7ovjuxjn0vcxqt, 4xf79nz0hvi8o83ta08cftffu, 1im5k8tl0j4weq6bkwet3le96, 7q7awmtwv66htmei0xy1hzdn9, 94pujujlsh98axp2fdflycahg, anje77akol69g67tssc9p2bpx, 90moydtk6dv07bfaqki5s6ymt, 2cso52su6r9afugn6mhw2bl9m, 22cd6gzfwo341qai1o6014251, 4k6v874ygp633amqtbp1g9nth, b2klrrbklz788iu4vd46j0e3u, 6k45sak4jgjqew0dpkcil4hyh, dqqj2g1jdn57o1j12ycaa2a96, 602ni3z01educzy1qx0cuvzai, ds9mymwdsucrwhkrwxpe2ymll, c5qx29j7n98wz29hkhtk377it, 9gmnjd19itmkin8x8zfypn0bu, 3uwyni9c8q0rprd1nhtt073e1, 6ry2ngrlp71y0q57zgz6wu2y2, 7wv3w8do98ovi3kievnmbis8a",3811323469,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3811323471,194,anje77akol69g67tssc9p2bpx,3811323463,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3811323467,130,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465894127,2,32,1,0,0,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2022-10-01T18:00:33.715Z,2022-10-16T07:09:53Z,3811487825,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465894557,2,32,1,0,0,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2022-10-01T18:00:33.715Z,2022-10-01T18:01:11Z,3811490445,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465894163,3,1,1,0,0,7w4300dn2tnd0eqmbtk531tkx,1,50,50,2022-10-01T18:00:33.779Z,2022-10-16T07:38:39Z,3811488041,212,11.2,3811488045,279,S,3811488037,140,40.4,3847923955,178,,3811488035,56,Back,3811488043,213,2.7,3811488039,141,57.2,,,,22cd6gzfwo341qai1o6014251,S. Çikalleshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465894187,4,1,1,0,2,7w4300dn2tnd0eqmbtk531tkx,1,40.1,57.2,2022-10-01T18:00:35.815Z,2022-10-16T07:38:44Z,3811488169,141,31.0,3811488173,213,5.1,3811488165,56,Back,3847924069,178,,3811488167,140,47.2,3811488171,212,19.3,,,,,,,4k6v874ygp633amqtbp1g9nth,Lucas Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465894205,5,1,1,0,3,7w4300dn2tnd0eqmbtk531tkx,1,46.9,31,2022-10-01T18:00:37.255Z,2022-10-16T07:38:49Z,3811488295,212,17.4,3847924191,178,,3811488289,56,Back,3811488291,140,30.4,3811488293,141,33.7,3811488297,213,3.0,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465894247,6,1,1,0,5,7w4300dn2tnd0eqmbtk531tkx,1,30.4,33.7,2022-10-01T18:00:39.525Z,2022-10-16T07:39:00Z,3811488525,212,26.7,3811488521,140,30.2,3847924453,178,,3811488527,213,1.6,3811488519,56,Back,3811488523,141,73.0,,,,,,,94pujujlsh98axp2fdflycahg,Abdullah Al Shanqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465894265,7,1,1,0,8,7w4300dn2tnd0eqmbtk531tkx,1,30.2,73,2022-10-01T18:00:42.315Z,2022-10-16T07:43:18Z,3811488671,212,17.5,3811488667,140,38.5,3847929111,178,,3811488673,213,1.0,3811488665,56,Back,3811488669,141,95.3,,,,,,,anje77akol69g67tssc9p2bpx,D. Benlamri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465894279,8,1,1,0,11,7w4300dn2tnd0eqmbtk531tkx,1,39.3,94.4,2022-10-01T18:00:45.115Z,2022-10-16T07:43:22Z,3811488755,213,4.5,3811488749,140,36.2,3811488751,141,69.9,3811488747,56,Back,3847929203,178,,3811488753,212,17.0,,,,,,,1im5k8tl0j4weq6bkwet3le96,Hani Al Sebyani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465894325,9,1,1,0,14,7w4300dn2tnd0eqmbtk531tkx,1,40.6,66.9,2022-10-01T18:00:48.174Z,2022-10-16T07:43:27Z,3847929321,178,,3811489045,141,36.4,3811489049,213,4.6,3811489041,56,Back,3811489047,212,20.9,3811489043,140,38.0,,,,,,,anje77akol69g67tssc9p2bpx,D. Benlamri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
