id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2465840095,1,34,16,0,0,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2022-10-01T17:07:07.670Z,2022-10-01T18:04:37Z,3811190453,59,"1, 5, 3, 4, 14, 6, 76, 8, 9, 87, 7, 18, 24, 2, 13, 17, 27, 49, 80, 88",3811190449,30,"8qps88s8g1c8xw5uiz5gyh4ut, 29ddbk46e5uzbuxrmmlfr8y6s, 3a591b3l0o7ucdb8w72vjz4kp, bl117o6ogkgnnbv2gl0ozpn85, 5bd2bm6ukc4u58hd0idimecid, a9yimyxegu9sx46hqvwswjs2d, ciw54ghi1jv1xb5dmtv558xjp, asbde52lbf3tbai74qhux8xjp, aotysrmw0ffmznm2u4ya487o5, 5fpfdgzit3468e1a04ooetsr9, et956pmx883y3lica15q6zxii, d627vavvxr41o2558mhq4nxn8, 6rsym2764y5k4vw569ab62x3o, 8po9k5w3ds7hoai833haglrf8, 64122p1l6bayb1x6lfi9w85m2, 2gwlr4pwk004ck0jrgn7z6ytx, 7fjkirlsme7wdpjibaw136s4, c79pr94ulryjygvurdgku45w5, a9xl33f68np358angkw5o606i, 6wto8d6jcd41bo451wwbjng89",3811190461,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3811479483,197,4607,3811190457,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3811190451,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3811190455,130,8,3811190459,194,bl117o6ogkgnnbv2gl0ozpn85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465845395,1,34,16,0,0,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2022-10-01T17:11:27.499Z,2022-10-01T18:04:49Z,3811218845,130,8,3811479359,197,608,3811218853,194,1imyf62l4rk4oyith29w5bhzp,3811218855,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3811218841,59,"48, 2, 12, 98, 32, 14, 7, 11, 27, 6, 10, 4, 15, 16, 17, 70, 29, 44, 76, 18",3811218839,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3811218837,30,"77988i6l4je97ycm9rthdims5, 2xoesy83pz2opdvnkdbraacph, d597taqcmedln0e50xgdyt8gk, 5brwa0y63724t6s3y6gtz28yx, 1x2kly8qv2vxujs6d0tgdt0id, 9p1b5iftds5x02tx2eyseaklx, 1imyf62l4rk4oyith29w5bhzp, 6q8kbaw3h6n77ekwl6fr0e9qt, 7rno5g3b18rzi95yfx6u9bs9h, a7sgm3cmjoxjjxanrad02l2lm, 4dgh6inzkttm82amjagcy62mt, dpuogllbip7f2jpamgohjkfyt, 9j37dmdxamf5ykbw9l24wlt6, 4c540mry6f9esodej103n6xka, 8hw7lxbdh3zllchj5arfyc8np, 9kbzdpxg4ud1m8wppt1s1roq, 8fnnkhu8buuejfilvhgtpv7ro, 9w8b4bdj7ox6hw6hkmhx9emfo, 4ohzz1rcha2ofjzj9p81dbj10, dvt8h9sh00qsqzhrb3y4fco9h",3811218849,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465893955,2,32,1,0,0,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2022-10-01T18:00:16.741Z,2022-10-01T18:00:17Z,3811486895,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465893949,2,32,1,0,0,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2022-10-01T18:00:16.741Z,2022-10-16T07:15:11Z,3811486877,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465893995,3,1,1,0,0,2xl3g56k2mbuwdbre46s29vt4,1,50,50,2022-10-01T18:00:16.841Z,2022-10-16T07:27:20Z,3811487125,141,40.4,3811487123,140,34.0,3847910285,178,,3811487129,213,3.5,3811487131,279,S,3811487127,212,18.0,3811487121,56,Back,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465894017,4,1,1,0,4,2xl3g56k2mbuwdbre46s29vt4,1,34.7,39.1,2022-10-01T18:00:21.130Z,2022-10-16T07:27:26Z,3811487259,213,1.8,3847910419,178,,3811487257,212,16.6,3811487255,141,62.9,3811487251,56,Back,3811487253,140,31.3,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465894045,5,1,1,0,7,2xl3g56k2mbuwdbre46s29vt4,1,30.8,68.2,2022-10-01T18:00:24.522Z,2022-10-16T07:27:32Z,3811487405,141,96.8,3847910553,178,,3811487409,213,1.0,3811487401,56,Back,3811487407,212,22.7,3811487403,140,41.9,,,,,,,asbde52lbf3tbai74qhux8xjp,Mohammed Al Qarni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465894085,6,1,1,0,10,2xl3g56k2mbuwdbre46s29vt4,1,53.2,95.3,2022-10-01T18:00:27.502Z,2022-10-16T07:27:38Z,3847910675,178,,3811487625,140,73.6,3811487623,56,Left,3811487629,212,21.4,3811487631,213,0,3811487627,141,95.3,,,,,,,3a591b3l0o7ucdb8w72vjz4kp,Abdulelah Al Bukhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473447919,1338,83,1,0,13,7dkxxicrwn77jpdfkwpnlnnyn,1,29.9,6.4,2022-10-01T18:00:30.041Z,2022-10-17T07:36:38Z,3851797245,399,105704,,,,,,,,,,,,,,,,,,,,,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465894091,7,1,1,0,13,2xl3g56k2mbuwdbre46s29vt4,0,70.9,94.7,2022-10-01T18:00:30.058Z,2022-10-17T07:35:58Z,3811487663,140,69.4,3847910839,178,,3811487661,56,Left,3811487667,212,8.4,3811487665,141,82.6,3811487669,213,4.5,,,,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
