id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,assist
2533189351,9,1,1,0,15,c9swyor08g9pedxpe3n321svu,1,53.1,6.8,2023-04-14T19:00:47.807Z,2023-04-14T20:02:37Z,4187975835,213,2.6,4187975833,212,28.8,4187975829,140,29.9,4187975831,141,29.5,4187975827,56,Back,,,,,,,,,,7qi3yne24aqzor2d79etcg6qc,Nasser Al Hadhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533250019,613,1,1,0,16,c9swyor08g9pedxpe3n321svu,1,59,17.9,2023-04-14T19:00:48.002Z,2023-04-14T20:02:38Z,4188308561,141,5.8,4188308563,212,8.6,4188308559,140,56.6,4188308565,213,4.4,4188308557,56,Right,,,,,,,,,,d25hyz1ov3mdflbnbyc9okrmd,Mohammed Kanno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533250135,614,1,1,0,17,c9swyor08g9pedxpe3n321svu,1,56.7,5.9,2023-04-14T19:00:49.002Z,2023-04-14T20:02:50Z,4188309161,213,2.4,4188309153,56,Back,4188309159,212,21.8,4188309155,140,41.0,4188309157,141,26.8,,,,,,,,,,7qi3yne24aqzor2d79etcg6qc,Nasser Al Hadhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189385,10,1,1,0,19,c9swyor08g9pedxpe3n321svu,1,29.9,29.5,2023-04-14T19:00:51.463Z,2023-04-14T19:00:55Z,4187976019,140,40.0,4187976017,56,Back,4187976023,212,11.4,4187976021,141,35.5,4187976025,213,0.4,,,,,,,,,,p3ebcmbu5i9le8czo76ngm0a,Khalifah Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189397,11,1,1,0,22,c9swyor08g9pedxpe3n321svu,0,40.9,28,2023-04-14T19:00:54.920Z,2023-04-14T19:00:57Z,4187976099,140,65.5,4187976101,141,26.7,4187976097,56,Center,4187976105,213,6.2,4187976103,212,25.8,,,,,,,,,,2i9cy7dt9zn1jz96h61oo2m6t,Abdullah Otayf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189417,3,8,1,0,25,dbhdov3cc47kcr1hjg5qr5qg7,1,40.4,72.4,2023-04-14T19:00:57.183Z,2023-04-18T08:30:20Z,4199666475,384,,4187976185,56,Back,,,,,,,,,,,,,,,,,,,6un0w34djb8ml6r3dmmbzaq96,Nawaf Al Sehimai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189443,4,49,1,0,26,dbhdov3cc47kcr1hjg5qr5qg7,1,46.6,78.5,2023-04-14T19:00:58.654Z,2023-04-14T19:00:58Z,,,,,,,,,,,,,,,,,,,,,,,,,bgzn0qcq2tcobzu1odwyaeeei,Yousef Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189513,5,1,1,0,26,dbhdov3cc47kcr1hjg5qr5qg7,1,46.8,78.5,2023-04-14T19:00:58.798Z,2023-04-14T19:01:04Z,4187976647,1,,4187976645,213,0.4,4187976643,212,32.1,4187976637,56,Left,4187976641,141,98.4,4187976639,140,74.5,,,,,,,bgzn0qcq2tcobzu1odwyaeeei,Yousef Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189523,6,3,1,0,32,dbhdov3cc47kcr1hjg5qr5qg7,0,83.3,93.9,2023-04-14T19:01:04.734Z,2023-04-18T08:30:37Z,4187976855,233,12,4187976685,286,,4187976683,56,Left,4199667025,465,,,,,,,,,,,,,,en6ut1dhht8l7hrupqphorld5,Rakan Shamlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189547,12,7,1,0,32,c9swyor08g9pedxpe3n321svu,0,16.7,6.1,2023-04-14T19:01:04.735Z,2023-04-18T08:30:52Z,4199667377,385,,4187976805,233,6,4187976781,56,Back,4187976783,285,,,,,,,,,,,,,,7qi3yne24aqzor2d79etcg6qc,Nasser Al Hadhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535402531,679,61,1,0,33,dbhdov3cc47kcr1hjg5qr5qg7,1,83.3,93.6,2023-04-14T19:01:05.737Z,2023-04-18T08:31:02Z,4199667599,56,Left,,,,,,,,,,,,,,,,,,,,,,en6ut1dhht8l7hrupqphorld5,Rakan Shamlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189553,13,49,1,0,34,c9swyor08g9pedxpe3n321svu,1,22.2,11.3,2023-04-14T19:01:06.200Z,2023-04-14T19:01:06Z,,,,,,,,,,,,,,,,,,,,,,,,,2i9cy7dt9zn1jz96h61oo2m6t,Abdullah Otayf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189569,14,1,1,0,34,c9swyor08g9pedxpe3n321svu,1,22.2,11.3,2023-04-14T19:01:06.727Z,2023-04-14T19:01:07Z,4187976907,213,0.6,4187976903,141,21.0,4187976905,212,11.4,4187976899,56,Back,4187976901,140,31.0,,,,,,,,,,2i9cy7dt9zn1jz96h61oo2m6t,Abdullah Otayf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189583,15,1,1,0,35,c9swyor08g9pedxpe3n321svu,1,31,21,2023-04-14T19:01:07.591Z,2023-04-14T19:01:08Z,4187976973,213,4.5,4187976971,212,13.5,4187976967,140,28.7,4187976965,56,Back,4187976969,141,1.4,,,,,,,,,,d25hyz1ov3mdflbnbyc9okrmd,Mohammed Kanno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189599,16,1,1,0,36,c9swyor08g9pedxpe3n321svu,1,28.7,1.4,2023-04-14T19:01:08.679Z,2023-04-14T19:01:10Z,4187977061,212,13.8,4187977063,213,1.7,4187977055,56,Back,4187977057,140,27.3,4187977059,141,21.6,,,,,,,,,,7qi3yne24aqzor2d79etcg6qc,Nasser Al Hadhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189615,17,1,1,0,38,c9swyor08g9pedxpe3n321svu,1,27.3,21.6,2023-04-14T19:01:10.903Z,2023-04-14T19:01:11Z,4187977155,56,Back,4187977157,140,17.5,4187977159,141,19.4,4187977163,213,3.3,4187977161,212,10.4,,,,,,,,,,d25hyz1ov3mdflbnbyc9okrmd,Mohammed Kanno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189637,18,1,1,0,39,c9swyor08g9pedxpe3n321svu,1,17.1,19.4,2023-04-14T19:01:11.735Z,2023-04-14T19:01:13Z,4187977249,141,32.7,4187977245,56,Back,4187977247,140,5.0,4187977251,212,15.6,4187977253,213,2.5,,,,,,,,,,2i9cy7dt9zn1jz96h61oo2m6t,Abdullah Otayf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189669,19,1,1,0,41,c9swyor08g9pedxpe3n321svu,1,5,32.7,2023-04-14T19:01:13.383Z,2023-04-14T19:01:15Z,4187977397,213,5.1,4187977389,56,Back,4187977395,212,19.6,4187977393,141,6.1,4187977391,140,12.3,,,,,,,,,,c4zklinh3sa5kchbvjugn0s0l,Mohammed Al Owais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189691,20,1,1,0,43,c9swyor08g9pedxpe3n321svu,1,12.3,6.1,2023-04-14T19:01:15.239Z,2023-04-14T19:01:16Z,4187977521,212,11.1,4187977523,213,1.3,4187977517,140,15.1,4187977515,56,Back,4187977519,141,21.8,,,,,,,,,,p3ebcmbu5i9le8czo76ngm0a,Khalifah Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189723,21,1,1,0,44,c9swyor08g9pedxpe3n321svu,1,15.1,21.8,2023-04-14T19:01:16.183Z,2023-04-14T19:01:18Z,4187977655,213,6.0,4187977647,56,Back,4187977651,141,15.5,4187977653,212,14.3,4187977649,140,28.1,,,,,,,,,,2i9cy7dt9zn1jz96h61oo2m6t,Abdullah Otayf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189773,22,1,1,0,45,c9swyor08g9pedxpe3n321svu,1,28.3,15.5,2023-04-14T19:01:17.975Z,2023-04-14T19:01:20Z,4187977877,213,1.8,4187977873,141,44.8,4187977875,212,20.4,4187977869,56,Back,4187977871,140,24.3,,,,,,,,,,d25hyz1ov3mdflbnbyc9okrmd,Mohammed Kanno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189829,23,1,1,0,48,c9swyor08g9pedxpe3n321svu,1,22.1,37.6,2023-04-14T19:01:20.583Z,2023-04-14T19:01:23Z,4187978197,212,5.8,4187978195,141,30.0,4187978199,213,4.2,4187978193,140,19.6,4187978191,56,Back,,,,,,,,,,36cdm30lm4hf1t6ajakity8k5,Salman Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189871,24,1,1,0,51,c9swyor08g9pedxpe3n321svu,1,21.3,26.4,2023-04-14T19:01:23.847Z,2023-04-14T19:01:26Z,4187978433,213,5.4,4187978429,141,3.2,4187978431,212,19.7,4187978425,56,Back,4187978427,140,32.5,,,,,,,,,,2i9cy7dt9zn1jz96h61oo2m6t,Abdullah Otayf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189893,25,1,1,0,54,c9swyor08g9pedxpe3n321svu,1,32.5,3.2,2023-04-14T19:01:26.247Z,2023-04-14T19:01:27Z,4187978561,213,1.6,4187978553,56,Back,4187978559,212,14.8,4187978557,141,24.9,4187978555,140,32.3,,,,,,,,,,7qi3yne24aqzor2d79etcg6qc,Nasser Al Hadhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189947,26,1,1,0,55,c9swyor08g9pedxpe3n321svu,1,32.3,24.9,2023-04-14T19:01:27.367Z,2023-04-14T19:01:30Z,4187978825,212,10.6,4187978827,213,4.4,4187978823,141,10.0,4187978821,140,29.4,4187978819,56,Back,,,,,,,,,,36cdm30lm4hf1t6ajakity8k5,Salman Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189971,27,1,1,0,58,c9swyor08g9pedxpe3n321svu,1,30.9,10.6,2023-04-14T19:01:30.759Z,2023-04-14T19:01:31Z,4187978941,141,28.9,4187978937,56,Back,4187978943,212,12.5,4187978939,140,31.9,4187978945,213,1.5,,,,,,,,,,2i9cy7dt9zn1jz96h61oo2m6t,Abdullah Otayf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533189991,28,1,1,0,59,c9swyor08g9pedxpe3n321svu,1,31.9,28.9,2023-04-14T19:01:31.847Z,2023-04-14T19:01:33Z,4187979067,140,28.1,4187979065,56,Back,4187979075,213,4.4,4187979069,141,11.1,4187979071,212,12.7,,,,,,,,,,36cdm30lm4hf1t6ajakity8k5,Salman Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190059,29,1,1,1,1,c9swyor08g9pedxpe3n321svu,1,27.8,17.3,2023-04-14T19:01:33.670Z,2023-04-14T19:01:39Z,4187979449,212,36.2,4187979453,1,,4187979445,140,21.3,4187979447,141,69.6,4187979451,213,1.8,4187979443,56,Back,,,,,,,2i9cy7dt9zn1jz96h61oo2m6t,Abdullah Otayf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190087,30,1,1,1,7,c9swyor08g9pedxpe3n321svu,1,34,76.1,2023-04-14T19:01:39.767Z,2023-04-14T19:01:42Z,4187979607,212,9.8,4187979605,141,66.0,4187979609,213,5.5,4187979601,56,Back,4187979603,140,40.7,,,,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190105,31,1,1,1,9,c9swyor08g9pedxpe3n321svu,1,40.7,66,2023-04-14T19:01:41.911Z,2023-04-14T19:01:43Z,4187979701,56,Back,4187979703,140,32.4,4187979705,141,77.6,4187979707,212,11.8,4187979709,213,2.4,,,,,,,,,,36cdm30lm4hf1t6ajakity8k5,Salman Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190153,32,1,1,1,11,c9swyor08g9pedxpe3n321svu,1,32.4,77.6,2023-04-14T19:01:43.255Z,2023-04-14T19:01:46Z,4187979949,213,4.7,4187979943,140,31.6,4187979947,212,15.1,4187979945,141,55.5,4187979941,56,Back,,,,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190201,33,1,1,1,14,c9swyor08g9pedxpe3n321svu,1,31.6,55.5,2023-04-14T19:01:46.408Z,2023-04-14T19:01:49Z,4187980183,212,23.4,4187980181,141,21.3,4187980177,140,33.8,4187980175,56,Back,4187980185,213,4.8,,,,,,,,,,2i9cy7dt9zn1jz96h61oo2m6t,Abdullah Otayf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190261,34,1,1,1,17,c9swyor08g9pedxpe3n321svu,1,36.5,19.8,2023-04-14T19:01:49.048Z,2023-04-14T19:01:54Z,4187980585,212,11.2,4187980587,213,0.1,4187980579,56,Back,4187980583,141,21.0,4187980581,140,47.1,,,,,,,,,,p3ebcmbu5i9le8czo76ngm0a,Khalifah Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190271,35,1,1,1,22,c9swyor08g9pedxpe3n321svu,1,48.2,16.5,2023-04-14T19:01:54.183Z,2023-04-14T19:01:55Z,4187980647,213,2.3,4187980645,212,12.4,4187980643,141,30.0,4187980641,140,40.2,4187980639,56,Back,,,,,,,,,,d25hyz1ov3mdflbnbyc9okrmd,Mohammed Kanno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190289,36,1,1,1,23,c9swyor08g9pedxpe3n321svu,1,40.8,29.8,2023-04-14T19:01:55.655Z,2023-04-14T19:01:56Z,4187980763,213,1.1,4187980761,212,15.8,4187980759,141,50.4,4187980757,140,47.8,4187980755,56,Back,,,,,,,,,,2i9cy7dt9zn1jz96h61oo2m6t,Abdullah Otayf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190319,37,1,1,1,24,c9swyor08g9pedxpe3n321svu,1,47.8,50.4,2023-04-14T19:01:56.743Z,2023-04-14T19:01:58Z,4187980939,140,36.8,4187980947,212,21.2,4187980943,141,76.6,4187980935,56,Back,4187980951,213,2.1,,,,,,,,,,36cdm30lm4hf1t6ajakity8k5,Salman Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190349,38,1,1,1,26,c9swyor08g9pedxpe3n321svu,1,36.8,76.6,2023-04-14T19:01:58.679Z,2023-04-14T19:02:01Z,4187981139,212,25.7,4187981141,213,0.6,4187981137,141,97.1,4187981135,140,57.4,4187981133,56,Left,,,,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190407,39,1,1,1,29,c9swyor08g9pedxpe3n321svu,1,57.4,97.1,2023-04-14T19:02:01.223Z,2023-04-14T19:02:05Z,4187981489,213,3.6,4187981485,141,84.4,4187981487,212,19.5,4187981483,140,40.7,4187981481,56,Back,,,,,,,,,,14dpnweb51v7re2xa3qkpulex,Nasser Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190491,40,1,1,1,33,c9swyor08g9pedxpe3n321svu,1,47.3,71.5,2023-04-14T19:02:05.431Z,2023-04-14T19:02:12Z,4187981911,140,49.4,4187981909,56,Back,4187981917,213,4.8,4187981913,141,30.7,4187981915,212,27.8,,,,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190525,41,1,1,1,39,c9swyor08g9pedxpe3n321svu,1,61.2,16.2,2023-04-14T19:02:11.991Z,2023-04-14T19:02:14Z,4187982119,141,14.6,4187982121,212,9.9,4187982123,213,6.2,4187982117,140,70.6,4187982115,56,Right,,,,,,,,,,f53lu15h3s3mhmj2u7ztabd1x,L. Vietto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190545,42,1,1,1,42,c9swyor08g9pedxpe3n321svu,1,70.6,14.6,2023-04-14T19:02:14.695Z,2023-04-18T08:32:59Z,4187982263,56,Right,4187982267,141,2.5,4187982265,140,59.5,4187982269,212,14.3,4187982271,213,3.8,,,,,,,,,,5muk6frafyj5lj1jdg54z2thx,Saleh Al Shehri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190569,43,1,1,1,44,c9swyor08g9pedxpe3n321svu,1,59.5,2.5,2023-04-14T19:02:16.951Z,2023-04-14T19:02:18Z,4187982427,213,1.9,4187982425,212,17.0,4187982419,140,54.7,4187982417,56,Center,4187982423,141,26.4,,,,,,,,,,7qi3yne24aqzor2d79etcg6qc,Nasser Al Hadhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190627,44,1,1,1,46,c9swyor08g9pedxpe3n321svu,1,55.3,25.3,2023-04-14T19:02:18.759Z,2023-04-14T19:02:23Z,4187982785,155,,4187982787,56,Center,4187982797,1,,4187982795,213,0.7,4187982789,140,87.3,4187982791,141,67.9,4187982793,212,44.4,,,,2i9cy7dt9zn1jz96h61oo2m6t,Abdullah Otayf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190653,45,1,1,1,50,c9swyor08g9pedxpe3n321svu,1,87.6,66.9,2023-04-14T19:02:22.982Z,2023-04-18T08:33:39Z,4187982959,212,11.8,4187985343,154,,4187985341,210,15,4187982957,141,50.1,4187982955,140,84.8,4187982961,213,4.5,4187982953,56,Center,,,,14dpnweb51v7re2xa3qkpulex,Nasser Al Dawsari,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533190657,46,15,1,1,52,c9swyor08g9pedxpe3n321svu,1,84.8,50.1,2023-04-14T19:02:24.822Z,2023-04-18T08:33:40Z,4187985373,29,,4187985395,231,50.2,4187985385,102,49.4,4187985393,230,97.7,4187982981,17,,4187984941,233,7,4187982979,22,,4187984935,82,,f53lu15h3s3mhmj2u7ztabd1x,L. Vietto,,4187985391,147,50,4187985381,55,45,4187982983,56,Center,4187985377,154,4187985371,78,4187984931,20,4187985389,146,87.1,4187985387,103,19,,,,,,,,,,,,
2533190685,7,10,1,1,52,dbhdov3cc47kcr1hjg5qr5qg7,1,16.1,49.7,2023-04-14T19:02:24.922Z,2023-04-14T19:04:47Z,4187984165,56,Back,4187985017,233,46,4187984163,94,,,,,,,,,,,,,,,,,4ymo0battew5mb9h2d91gv9jo,M. Salifu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
