id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,keyPass
2532335871,9,1,1,0,16,2ry1fixv27p3xepazsxcuyoho,1,7,59.1,2023-04-11T19:00:36.899Z,2023-04-11T19:00:41Z,4183419191,212,36.0,4183419187,140,11.8,4183419195,1,,4183419193,213,4.9,4183419185,56,Back,4183419189,141,6.7,,,,,,,86gtnji8gzd7t05si9bzdhcyd,Kim Seung-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532335893,10,1,1,0,21,2ry1fixv27p3xepazsxcuyoho,1,15.1,19,2023-04-11T19:00:41.243Z,2023-04-11T19:00:45Z,4183419315,212,20.8,4183419311,140,5.6,4183419317,213,2.1,4183419313,141,45.9,4183419309,56,Back,,,,,,,,,,bepcao7uiozczrxbhc7fjjis5,Iago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532335923,11,1,1,0,27,2ry1fixv27p3xepazsxcuyoho,0,5,46.8,2023-04-11T19:00:47.419Z,2023-04-11T19:00:48Z,4183419463,141,100.0,4183419467,213,1.1,4183419459,56,Back,4183419461,140,24.4,4183419465,212,41.9,4183419457,155,,4183419469,1,,,,,86gtnji8gzd7t05si9bzdhcyd,Kim Seung-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532335983,3,5,1,0,28,7w4300dn2tnd0eqmbtk531tkx,1,71.8,-1,2023-04-11T19:00:48.326Z,2023-04-11T19:32:00Z,4183419689,347,,4183419709,233,12,4183419687,56,Right,,,,,,,,,,,,,,,,5yrugwes9msd3cd5hhrluivah,Ahmed Al Zain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532335929,12,5,1,0,28,2ry1fixv27p3xepazsxcuyoho,0,28.2,101,2023-04-11T19:00:48.326Z,2023-04-11T19:00:56Z,4183419719,233,3,4183419487,347,,4183419485,56,Back,,,,,,,,,,,,,,,,86gtnji8gzd7t05si9bzdhcyd,Kim Seung-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336059,4,1,1,0,47,7w4300dn2tnd0eqmbtk531tkx,1,56.8,0,2023-04-11T19:01:06.978Z,2023-04-11T19:01:09Z,4183420083,141,4.0,4183420087,213,0.3,4183420079,56,Right,4183420081,140,67.6,4183420085,212,11.9,4183420077,107,,,,,,,,4xf79nz0hvi8o83ta08cftffu,Omar Al Oudah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336091,5,1,1,0,49,7w4300dn2tnd0eqmbtk531tkx,1,68.1,5.4,2023-04-11T19:01:09.619Z,2023-04-11T19:01:15Z,4183420245,140,73.5,4183420241,155,,4183420247,141,19.1,4183420243,56,Right,4183420251,213,1.0,4183420249,212,10.9,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336095,13,4,1,0,53,2ry1fixv27p3xepazsxcuyoho,1,21.8,77.4,2023-04-11T19:01:13.826Z,2023-04-11T19:01:16Z,4183420271,285,,4183420265,56,Back,4183420267,152,,4183420263,10,,4183420293,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336093,6,4,1,0,53,7w4300dn2tnd0eqmbtk531tkx,0,78.2,22.6,2023-04-11T19:01:13.827Z,2023-04-11T19:01:16Z,4183420257,56,Center,4183420255,10,,4183420259,152,,4183420261,286,,4183420327,233,13,,,,,,,,,,22cd6gzfwo341qai1o6014251,S. Çikalleshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336181,14,1,1,1,10,2ry1fixv27p3xepazsxcuyoho,1,20.3,73.9,2023-04-11T19:01:30.235Z,2023-04-11T19:52:54Z,4183420745,141,45.6,4183420741,56,Back,4183420747,212,22.4,4183420743,140,31.2,4183420739,152,,4183525503,189,,4183420737,5,,4183420749,213,5.2,2gef3rw1e1q3d7qudetpgvbop,Hassan Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336203,15,1,1,1,11,2ry1fixv27p3xepazsxcuyoho,1,31.2,45.6,2023-04-11T19:01:31.195Z,2023-04-11T19:01:34Z,4183420825,213,5.8,4183420821,141,35.8,4183420817,56,Back,4183420823,212,15.1,4183420819,140,44.1,,,,,,,,,,8sllxmpst47s6c46fgtv1q47p,G. Krychowiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336211,16,1,1,1,13,2ry1fixv27p3xepazsxcuyoho,1,44.8,33.3,2023-04-11T19:01:33.939Z,2023-04-11T19:01:35Z,4183420873,213,2.9,4183420865,56,Back,4183420869,141,37.6,4183420871,212,14.0,4183420867,140,31.8,,,,,,,,,,ytjrtqtximxhs52bfsezogk5,C. Guanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336229,17,1,1,1,15,2ry1fixv27p3xepazsxcuyoho,1,32.2,37.6,2023-04-11T19:01:35.004Z,2023-04-11T19:01:36Z,4183420945,212,21.6,4183420941,141,7.3,4183420937,140,38.5,4183420949,213,5.0,4183420933,56,Back,,,,,,,,,,8sllxmpst47s6c46fgtv1q47p,G. Krychowiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336231,18,1,1,1,16,2ry1fixv27p3xepazsxcuyoho,0,37.8,7.5,2023-04-11T19:01:36.571Z,2023-04-11T19:01:40Z,4183420961,141,10.0,4183420965,213,0.9,4183420963,212,2.2,4183420959,140,39.1,4183421071,233,7,4183420957,56,Back,4183421069,236,,4183421075,286,,68cm9uvlgmi1q5xfki3g31i39,É. Banega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336247,7,74,1,1,16,7w4300dn2tnd0eqmbtk531tkx,1,63.8,93.8,2023-04-11T19:01:36.572Z,2023-04-11T19:26:40Z,4183421053,56,Left,4183421055,285,,4183421077,233,18,,,,,,,,,,,,,,,,2cso52su6r9afugn6mhw2bl9m,Hamad Al Abdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336281,19,1,1,1,23,2ry1fixv27p3xepazsxcuyoho,1,28.3,9.7,2023-04-11T19:01:42.995Z,2023-04-11T19:01:46Z,4183421219,140,6.6,4183421221,141,40.5,4183421225,213,2.4,4183421223,212,30.9,4183421217,56,Back,,,,,,,,,,68cm9uvlgmi1q5xfki3g31i39,É. Banega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336293,20,1,1,1,26,2ry1fixv27p3xepazsxcuyoho,1,6.6,40.5,2023-04-11T19:01:46.036Z,2023-04-11T19:01:47Z,4183421275,141,12.9,4183421271,56,Back,4183421277,212,19.6,4183421273,140,11.9,4183421279,213,5.0,,,,,,,,,,86gtnji8gzd7t05si9bzdhcyd,Kim Seung-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336347,21,1,1,1,27,2ry1fixv27p3xepazsxcuyoho,1,11.9,12.9,2023-04-11T19:01:47.100Z,2023-04-11T19:01:54Z,4183421581,213,1.4,4183421575,140,15.5,4183421577,141,43.3,4183421579,212,21.0,4183421573,56,Back,,,,,,,,,,bepcao7uiozczrxbhc7fjjis5,Iago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336357,22,1,1,1,33,2ry1fixv27p3xepazsxcuyoho,1,24.4,51.1,2023-04-11T19:01:53.828Z,2023-04-11T19:01:55Z,4183421627,56,Back,4183421635,213,1.2,4183421629,140,34.0,4183421631,141,95.5,4183421633,212,31.8,,,,,,,,,,8sllxmpst47s6c46fgtv1q47p,G. Krychowiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336377,23,1,1,1,35,2ry1fixv27p3xepazsxcuyoho,1,36.4,95.1,2023-04-11T19:01:55.555Z,2023-04-11T19:02:00Z,4183421753,56,Back,4183421759,212,12.8,4183421757,141,77.1,4183421761,213,4.4,4183421755,140,32.8,,,,,,,,,,2evokue4swxl64cxjuc21u2qy,Moteb Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336397,24,1,1,1,39,2ry1fixv27p3xepazsxcuyoho,0,35.3,75.4,2023-04-11T19:01:59.851Z,2023-04-11T19:02:02Z,4183421849,140,46.6,4183421853,212,11.9,4183421847,56,Back,4183421855,213,0.1,4183421851,141,76.5,,,,,,,,,,2gef3rw1e1q3d7qudetpgvbop,Hassan Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336387,8,8,1,1,41,7w4300dn2tnd0eqmbtk531tkx,1,55.3,12.9,2023-04-11T19:02:01.027Z,2023-04-13T13:46:21Z,4186172421,383,,4183421821,56,Right,,,,,,,,,,,,,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336433,25,1,1,1,43,2ry1fixv27p3xepazsxcuyoho,1,42.3,78,2023-04-11T19:02:03.700Z,2023-04-11T19:02:05Z,4183422061,140,43.7,4183422065,141,46.3,4183422075,213,4.8,4183422071,212,21.6,4183422059,56,Back,,,,,,,,,,2gef3rw1e1q3d7qudetpgvbop,Hassan Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336439,26,1,1,1,44,2ry1fixv27p3xepazsxcuyoho,1,43.7,46.3,2023-04-11T19:02:04.827Z,2023-04-11T19:02:06Z,4183422095,140,48.0,4183422097,141,57.3,4183422093,56,Back,4183422099,212,8.7,4183422101,213,1.0,,,,,,,,,,68cm9uvlgmi1q5xfki3g31i39,É. Banega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336445,27,1,1,1,46,2ry1fixv27p3xepazsxcuyoho,1,48,57.3,2023-04-11T19:02:05.955Z,2023-04-11T19:02:07Z,4183422129,56,Center,4183422137,213,5.4,4183422133,141,44.1,4183422135,212,11.9,4183422131,140,55.5,,,,,,,,,,dcl1lgczly52fg4f7oh8se6l1,Hussain Al Qahtani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336447,28,1,1,1,47,2ry1fixv27p3xepazsxcuyoho,1,55.5,44.1,2023-04-11T19:02:07.003Z,2023-04-11T19:02:08Z,4183422145,56,Center,4183422151,212,11.4,4183422149,141,57.0,4183422153,213,0.9,4183422147,140,62.4,,,,,,,,,,ytjrtqtximxhs52bfsezogk5,C. Guanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336449,29,1,1,1,48,2ry1fixv27p3xepazsxcuyoho,0,62.4,57,2023-04-11T19:02:08.219Z,2023-04-11T19:02:09Z,4183422161,56,Center,4183422165,141,54.6,4183422169,213,6.1,4183422163,140,72.0,4183422167,212,10.2,,,,,,,,,,dcl1lgczly52fg4f7oh8se6l1,Hussain Al Qahtani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336455,9,49,1,1,50,7w4300dn2tnd0eqmbtk531tkx,1,23.8,34,2023-04-11T19:02:10.195Z,2023-04-11T19:02:10Z,,,,,,,,,,,,,,,,,,,,,,,,,3par6lcu330qnblngnl7b209h,Mohammed Al Khabrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336467,10,1,1,1,50,7w4300dn2tnd0eqmbtk531tkx,1,23.8,34,2023-04-11T19:02:10.292Z,2023-04-11T19:02:21Z,4183422249,56,Back,4183422257,213,5.5,4183422253,141,25.3,4183422255,212,8.5,4183422251,140,29.6,,,,,,,,,,3par6lcu330qnblngnl7b209h,Mohammed Al Khabrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336469,11,3,1,1,52,7w4300dn2tnd0eqmbtk531tkx,0,30.7,20.8,2023-04-11T19:02:12.339Z,2023-04-13T13:46:44Z,4183422261,56,Back,4183422269,211,,4183422263,285,,4186172973,465,,,,,,,,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336473,30,49,1,1,52,2ry1fixv27p3xepazsxcuyoho,1,56.7,87.9,2023-04-11T19:02:12.819Z,2023-04-11T19:02:13Z,,,,,,,,,,,,,,,,,,,,,,,,,2evokue4swxl64cxjuc21u2qy,Moteb Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336503,31,1,1,1,57,2ry1fixv27p3xepazsxcuyoho,1,45.9,94.9,2023-04-11T19:02:17.059Z,2023-04-11T19:02:18Z,4183422399,141,79.8,4183422397,140,44.6,4183422403,213,4.6,4183422401,212,10.4,4183422395,56,Back,,,,,,,,,,2evokue4swxl64cxjuc21u2qy,Moteb Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336513,32,1,1,1,58,2ry1fixv27p3xepazsxcuyoho,1,44.2,79.2,2023-04-11T19:02:18.492Z,2023-04-11T19:02:19Z,4183422437,212,4.8,4183422439,213,0.4,4183422433,140,48.3,4183422435,141,82.2,4183422431,56,Back,,,,,,,,,,8sllxmpst47s6c46fgtv1q47p,G. Krychowiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336521,33,1,1,1,59,2ry1fixv27p3xepazsxcuyoho,1,48.3,82.2,2023-04-11T19:02:19.291Z,2023-04-11T19:02:21Z,4183422477,141,50.5,4183422469,56,Back,4183422475,140,34.6,4183422479,212,25.9,4183422491,156,,4183422481,213,4.1,,,,,,,dcl1lgczly52fg4f7oh8se6l1,Hussain Al Qahtani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336543,34,1,1,2,1,2ry1fixv27p3xepazsxcuyoho,1,34.6,50.5,2023-04-11T19:02:21.308Z,2023-04-11T19:02:22Z,4183422581,213,0.8,4183422575,140,42.2,4183422577,141,61.9,4183422579,212,11.1,4183422573,56,Back,,,,,,,,,,bepcao7uiozczrxbhc7fjjis5,Iago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336549,35,1,1,2,2,2ry1fixv27p3xepazsxcuyoho,1,42.2,62.5,2023-04-11T19:02:22.347Z,2023-04-11T19:02:23Z,4183422609,56,Back,4183422617,213,2.1,4183422613,141,72.6,4183422615,212,8.1,4183422611,140,38.1,,,,,,,,,,68cm9uvlgmi1q5xfki3g31i39,É. Banega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336567,36,1,1,2,3,2ry1fixv27p3xepazsxcuyoho,1,38.1,72.6,2023-04-11T19:02:23.420Z,2023-04-11T19:02:26Z,4183422705,140,56.4,4183422711,213,0.7,4183422707,141,95.1,4183422709,212,24.6,4183422703,56,Left,,,,,,,,,,2gef3rw1e1q3d7qudetpgvbop,Hassan Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336575,37,1,1,2,6,2ry1fixv27p3xepazsxcuyoho,1,56.8,95.1,2023-04-11T19:02:26.363Z,2023-04-11T19:02:27Z,4183422739,56,Center,4183422743,141,77.8,4183422747,213,4.4,4183422741,140,53.3,4183422745,212,12.3,,,,,,,,,,2evokue4swxl64cxjuc21u2qy,Moteb Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336589,38,1,1,2,7,2ry1fixv27p3xepazsxcuyoho,1,53.3,77.8,2023-04-11T19:02:27.531Z,2023-04-11T19:02:32Z,4183422815,213,2.3,4183422811,141,92.8,4183422807,56,Back,4183422809,140,44.1,4183422813,212,14.0,,,,,,,,,,dcl1lgczly52fg4f7oh8se6l1,Hussain Al Qahtani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336599,39,1,1,2,12,2ry1fixv27p3xepazsxcuyoho,1,47.6,85.5,2023-04-11T19:02:32.548Z,2023-04-11T19:02:34Z,4183422865,56,Center,4183422873,213,5.0,4183422869,141,66.9,4183422867,140,51.2,4183422871,212,13.2,,,,,,,,,,2gef3rw1e1q3d7qudetpgvbop,Hassan Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336617,40,1,1,2,13,2ry1fixv27p3xepazsxcuyoho,1,51.2,66.9,2023-04-11T19:02:33.700Z,2023-04-11T19:02:37Z,4183422961,141,53.4,4183422965,213,3.7,4183422963,212,17.1,4183422957,56,Back,4183422959,140,37.5,,,,,,,,,,8sllxmpst47s6c46fgtv1q47p,G. Krychowiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336641,41,1,1,2,17,2ry1fixv27p3xepazsxcuyoho,1,43.1,49.2,2023-04-11T19:02:36.995Z,2023-04-11T19:02:41Z,4183423077,141,29.8,4183423079,212,28.4,4183423073,56,Center,4183423081,213,5.8,4183423075,140,67.0,,,,,,,,,,68cm9uvlgmi1q5xfki3g31i39,É. Banega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336649,42,3,1,2,21,2ry1fixv27p3xepazsxcuyoho,0,67,29.8,2023-04-11T19:02:41.266Z,2023-04-13T13:47:43Z,4186174199,465,,4183423117,56,Center,4183423155,211,,4183423119,286,,,,,,,,,,,,,,ytjrtqtximxhs52bfsezogk5,C. Guanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336655,12,49,1,2,23,7w4300dn2tnd0eqmbtk531tkx,1,24.6,79,2023-04-11T19:02:43.218Z,2023-04-11T19:02:43Z,,,,,,,,,,,,,,,,,,,,,,,,,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336663,13,1,1,2,24,7w4300dn2tnd0eqmbtk531tkx,1,26.8,83,2023-04-11T19:02:44.755Z,2023-04-11T19:02:45Z,4183423219,212,13.1,4183423213,56,Back,4183423217,141,90.0,4183423221,213,0.4,4183423215,140,38.4,,,,,,,,,,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336701,14,1,1,2,25,7w4300dn2tnd0eqmbtk531tkx,1,36.7,91.5,2023-04-11T19:02:45.810Z,2023-04-11T19:02:49Z,4183423407,140,43.8,4183423409,141,98.4,4183423413,213,0.6,4183423405,56,Back,4183423411,212,8.8,,,,,,,,,,netr5hv4nn69u7twf7u892hh,Fábio Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532336707,15,50,1,2,28,7w4300dn2tnd0eqmbtk531tkx,1,49.5,97.1,2023-04-11T19:02:48.180Z,2023-04-11T19:02:50Z,4183423469,233,43,4183423439,56,Back,4183423441,286,,,,,,,,,,,,,,,,,2cso52su6r9afugn6mhw2bl9m,Hamad Al Abdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
