id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/12/value,qualifier/16/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2517769903,8,1,1,0,11,d47tf49ishm9qnfd8zyc8wv0j,1,41,56.7,2023-03-10T13:00:49.795Z,2023-03-27T10:20:15Z,4085347035,213,3.9,4085347031,141,41.2,4130204611,178,,4085347027,56,Back,4085347029,140,30.9,4085347033,212,15.0,,,,,,,pgyt3j19g11v27qx998bgmi1,D. Saddiki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517769907,9,1,1,0,16,d47tf49ishm9qnfd8zyc8wv0j,0,54.7,15.4,2023-03-10T13:00:55.373Z,2023-03-27T10:20:20Z,4085347043,56,Right,4085347051,213,5.8,4130204729,178,,4085347049,212,26.6,4085347047,141,0.0,4085347045,140,77.4,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517769933,3,5,1,0,18,aekjg4wbxaixtwu4aicmiju92,1,24.7,101.6,2023-03-10T13:00:57.669Z,2023-03-27T10:20:25Z,4085347143,233,10,4085347139,56,Back,4085347141,347,,,,,,,,,,,,,,,,,zdrtch0slexakz6exy86cid,Tello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517769909,10,5,1,0,18,d47tf49ishm9qnfd8zyc8wv0j,0,75.3,-1.6,2023-03-10T13:00:57.669Z,2023-03-27T10:20:25Z,4085347055,347,,4085347147,233,3,4085347053,56,Right,,,,,,,,,,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517769941,4,1,1,0,35,aekjg4wbxaixtwu4aicmiju92,1,35,100,2023-03-10T13:01:14.277Z,2023-03-27T10:20:36Z,4085347173,56,Back,4085347181,213,5.8,4085347179,212,9.7,4085347177,141,94.8,4085347171,107,,4085347175,140,43.4,,,,,,,30dor76ut58qzf8ah4sgeqj1l,Mohammed Al Saeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517769943,5,1,1,0,36,aekjg4wbxaixtwu4aicmiju92,0,43.4,94.8,2023-03-10T13:01:15.563Z,2023-03-27T10:20:40Z,4085347191,212,0.8,4085347189,141,95.3,4085436769,233,11,4085347185,56,Back,4085436749,155,,4130205085,178,,4085347193,213,0.4,4085347187,140,44.1,6c553nvfijiwgxysc69p1747o,Othman Al Othman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517769937,11,61,1,0,36,d47tf49ishm9qnfd8zyc8wv0j,1,50.9,7.1,2023-03-10T13:01:15.666Z,2023-03-27T10:20:45Z,4130205163,178,,4130205161,21,,4085347159,56,Right,,,,,,,,,,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517769949,6,5,1,0,38,aekjg4wbxaixtwu4aicmiju92,1,47,101.4,2023-03-10T13:01:17.321Z,2023-03-27T10:20:49Z,4085347217,347,,4085347215,56,Back,4085347219,233,12,,,,,,,,,,,,,,,,6c553nvfijiwgxysc69p1747o,Othman Al Othman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517769939,12,5,1,0,38,d47tf49ishm9qnfd8zyc8wv0j,0,53,-1.4,2023-03-10T13:01:17.321Z,2023-03-27T10:20:49Z,4085347163,56,Right,4085347165,347,,4085347225,233,6,,,,,,,,,,,,,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517769965,7,1,1,0,48,aekjg4wbxaixtwu4aicmiju92,1,52.7,100,2023-03-10T13:01:27.221Z,2023-03-27T10:20:54Z,4085347307,56,Back,4085347313,212,20.9,4085347305,107,,4085347309,140,33.5,4085347315,213,3.4,4085347311,141,92.9,,,,,,,30dor76ut58qzf8ah4sgeqj1l,Mohammed Al Saeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517769971,8,1,1,0,52,aekjg4wbxaixtwu4aicmiju92,1,31.1,88.6,2023-03-10T13:01:30.714Z,2023-03-27T10:21:02Z,4085347335,212,14.3,4085347331,140,26.1,4085347337,213,4.3,4085347329,56,Back,4085347333,141,69.0,4130205571,178,,,,,,,,mnfpjrfb77nre55z4ha7b9p1,Fran Vélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517769977,9,1,1,0,56,aekjg4wbxaixtwu4aicmiju92,1,24.4,70.6,2023-03-10T13:01:35.137Z,2023-03-27T10:21:09Z,4085347357,212,11.6,4085347355,141,87.5,4085347351,56,Back,4085347353,140,22.8,4085347359,213,1.7,4130205721,178,,,,,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517769985,10,1,1,0,59,aekjg4wbxaixtwu4aicmiju92,1,26.5,84.2,2023-03-10T13:01:37.960Z,2023-03-27T10:21:16Z,4085347381,140,37.8,4130205833,178,,4085347385,212,14.1,4085347379,56,Back,4085347387,213,0.6,4085347383,141,95.3,,,,,,,mnfpjrfb77nre55z4ha7b9p1,Fran Vélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517769989,11,1,1,1,3,aekjg4wbxaixtwu4aicmiju92,1,41.8,95.6,2023-03-10T13:01:42.625Z,2023-03-27T10:21:25Z,4085347401,212,15.2,4085347399,141,96.5,4085347397,140,56.3,4085347403,213,0.0,4085347395,56,Left,4130205985,178,,,,,,,,30dor76ut58qzf8ah4sgeqj1l,Mohammed Al Saeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517769999,12,1,1,1,5,aekjg4wbxaixtwu4aicmiju92,1,56.3,96.5,2023-03-10T13:01:44.518Z,2023-03-27T10:21:32Z,4085347427,56,Left,4085347431,141,85.4,4085347435,213,5.1,4085347433,212,8.0,4130206105,178,,4085347429,140,58.9,,,,,,,zdrtch0slexakz6exy86cid,Tello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770003,13,50,1,1,6,aekjg4wbxaixtwu4aicmiju92,1,59.7,83.5,2023-03-10T13:01:45.395Z,2023-03-27T10:21:43Z,4085347443,56,Left,4085347451,233,13,4085347445,286,,,,,,,,,,,,,,,,,92qhzmz7bik9yiyhpt9fcvqzu,Khalid Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517769993,13,7,1,1,6,d47tf49ishm9qnfd8zyc8wv0j,1,40.3,16.5,2023-03-10T13:01:45.651Z,2023-03-27T10:21:50Z,4085347417,285,,4097459657,384,,4130206489,178,,4085347415,56,Back,4085347447,233,13,,,,,,,,,,pgyt3j19g11v27qx998bgmi1,D. Saddiki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517787719,456,61,1,1,7,aekjg4wbxaixtwu4aicmiju92,1,56.5,80.5,2023-03-10T13:01:46.021Z,2023-03-27T10:22:11Z,4085443309,56,Left,4130206711,178,,,,,,,,,,,,,,,,,,,,92qhzmz7bik9yiyhpt9fcvqzu,Khalid Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770007,14,3,1,1,8,aekjg4wbxaixtwu4aicmiju92,1,61,79,2023-03-10T13:01:47.090Z,2023-03-27T10:22:16Z,4130206999,178,,4085347459,56,Left,4085347463,233,14,4085347461,286,,4097459941,464,,,,,,,,,,,6c553nvfijiwgxysc69p1747o,Othman Al Othman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517769997,14,45,1,1,8,d47tf49ishm9qnfd8zyc8wv0j,0,39,21,2023-03-10T13:01:47.090Z,2023-03-27T10:22:17Z,4085347469,233,14,4085347425,285,,4085347423,56,Back,,,,,,,,,,,,,,,,pgyt3j19g11v27qx998bgmi1,D. Saddiki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770009,15,1,1,1,9,aekjg4wbxaixtwu4aicmiju92,1,61.4,76.3,2023-03-10T13:01:48.119Z,2023-03-27T10:22:22Z,4085347473,140,54.7,4130207057,178,,4085347479,213,2.5,4085347477,212,8.6,4085347471,56,Left,4085347475,141,83.6,,,,,,,6c553nvfijiwgxysc69p1747o,Othman Al Othman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770011,16,1,1,1,10,aekjg4wbxaixtwu4aicmiju92,1,54.7,83.6,2023-03-10T13:01:48.830Z,2023-03-27T10:22:29Z,4085347487,141,87.2,4085347485,140,63.3,4130207205,178,,4085347483,56,Left,4085347489,212,9.4,4085347491,213,0.3,,,,,,,3qjdcqc4mo21w0au4rveeenkl,Nooh Al Mousa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770017,17,1,1,1,14,aekjg4wbxaixtwu4aicmiju92,1,63.1,83.2,2023-03-10T13:01:53.137Z,2023-03-27T10:22:34Z,4085347519,56,Right,4085347529,1,,4085347523,141,16.1,4085347525,212,48.2,4130207279,178,,4085347521,140,77.8,4085347527,213,5.0,4085347517,196,,92qhzmz7bik9yiyhpt9fcvqzu,Khalid Al Ghannam,4085347515,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770023,18,61,1,1,18,aekjg4wbxaixtwu4aicmiju92,0,89,16.2,2023-03-10T13:01:56.938Z,2023-03-27T10:22:41Z,4130207429,178,,4085347541,56,Right,,,,,,,,,,,,,,,,,,,emt3e6x1c9howgtee0hr1hucp,Ayman Al Khulaif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770027,15,12,1,1,19,d47tf49ishm9qnfd8zyc8wv0j,1,8.8,85.4,2023-03-10T13:01:58.351Z,2023-03-27T10:22:51Z,4085347551,141,86.7,4085347555,213,0.3,4085347565,233,19,4085347549,140,11.3,4085347547,56,Back,4130207615,178,,4085347553,212,2.8,,,,97gy3oursbjphkf5t85x9wy96,Mohammed Al Kunaydiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770025,19,61,1,1,19,aekjg4wbxaixtwu4aicmiju92,1,87.9,16.2,2023-03-10T13:01:58.490Z,2023-03-27T10:22:59Z,4130207767,388,,4085347543,56,Right,,,,,,,,,,,,,,,,,,,emt3e6x1c9howgtee0hr1hucp,Ayman Al Khulaif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770029,16,49,1,1,20,d47tf49ishm9qnfd8zyc8wv0j,1,12.1,88.6,2023-03-10T13:01:59.155Z,2023-03-27T10:23:06Z,,,,,,,,,,,,,,,,,,,,,,,,,97gy3oursbjphkf5t85x9wy96,Mohammed Al Kunaydiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770041,17,1,1,1,24,d47tf49ishm9qnfd8zyc8wv0j,1,23.7,89.5,2023-03-10T13:02:03.247Z,2023-03-27T10:23:13Z,4085347599,212,19.7,4130208087,178,,4085347593,56,Back,4085347601,213,5.8,4085347595,140,40.0,4085347591,155,,4085347597,141,75.2,,,,97gy3oursbjphkf5t85x9wy96,Mohammed Al Kunaydiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770043,18,44,1,1,26,d47tf49ishm9qnfd8zyc8wv0j,1,38.8,70.6,2023-03-10T13:02:04.818Z,2023-03-27T10:47:28Z,4085347605,56,Back,4085347617,233,20,4085347607,285,,,,,,,,,,,,,,,,,bvmo38wfbtnrk5hdbxgczkzpx,F. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770045,20,44,1,1,26,aekjg4wbxaixtwu4aicmiju92,0,61.2,29.4,2023-03-10T13:02:04.819Z,2023-03-27T10:23:18Z,4085347609,56,Center,4085347611,286,,4085347613,233,18,,,,,,,,,,,,,,,,3qjdcqc4mo21w0au4rveeenkl,Nooh Al Mousa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520053713,865,1,1,1,26,d47tf49ishm9qnfd8zyc8wv0j,1,45.2,70.6,2023-03-10T13:02:04.977Z,2023-03-27T10:47:29Z,4097461085,212,12.1,4097461081,140,37.6,4097461087,213,4.0,4097461079,56,Back,4130208243,388,,4097461077,3,,4097461083,141,57.3,,,,bvmo38wfbtnrk5hdbxgczkzpx,F. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770047,21,43,1,1,27,aekjg4wbxaixtwu4aicmiju92,1,0,0,2023-03-10T13:02:06.609Z,2023-03-14T09:41:31Z,4085347627,141,58.2,4085347621,3,0,4085347631,213,1.4,4085347625,140,64.6,4097460779,144,1,4085347623,56,Center,4085347629,212,17.7,,,,3qjdcqc4mo21w0au4rveeenkl,Nooh Al Mousa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770067,19,1,1,1,30,d47tf49ishm9qnfd8zyc8wv0j,1,39.9,37.1,2023-03-10T13:02:09.062Z,2023-03-27T10:23:26Z,4085347717,213,5.2,4130208339,178,,4085347711,140,48.2,4085347709,56,Back,4085347715,212,20.3,4085347713,141,10.1,,,,,,,pgyt3j19g11v27qx998bgmi1,D. Saddiki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770077,20,1,1,1,36,d47tf49ishm9qnfd8zyc8wv0j,0,64.1,31.6,2023-03-10T13:02:14.761Z,2023-03-27T10:23:31Z,4085347765,213,1.5,4085347757,56,Left,4085347761,141,80.3,4130208451,178,,4085347767,1,,4085347763,212,33.1,4085347755,155,,4085347759,140,65.1,6msbre1fcjcrvqyzoozo43sb8,Nawaf Al Saadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770085,22,49,1,1,37,aekjg4wbxaixtwu4aicmiju92,1,29.3,11.7,2023-03-10T13:02:16.541Z,2023-03-27T10:23:36Z,,,,,,,,,,,,,,,,,,,,,,,,,emt3e6x1c9howgtee0hr1hucp,Ayman Al Khulaif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770089,23,1,1,1,37,aekjg4wbxaixtwu4aicmiju92,1,29.3,11.7,2023-03-10T13:02:16.674Z,2023-03-27T10:23:48Z,4085347803,56,Back,4085347809,212,24.4,4085347811,213,2.8,4085347807,141,25.2,4130208773,178,,4085347805,140,7.8,,,,,,,emt3e6x1c9howgtee0hr1hucp,Ayman Al Khulaif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770093,24,1,1,1,43,aekjg4wbxaixtwu4aicmiju92,1,7.8,25.2,2023-03-10T13:02:21.999Z,2023-03-27T10:23:55Z,4085347831,212,7.4,4085347825,56,Back,4085347827,140,13.2,4130208901,178,,4085347829,141,32.1,4085347833,213,0.7,,,,,,,4oiynjwt22nwpmy0oyx5q6jh0,Ziyad Al Jari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770095,25,1,1,1,44,aekjg4wbxaixtwu4aicmiju92,1,12.8,29.4,2023-03-10T13:02:22.985Z,2023-03-27T10:23:59Z,4085347847,213,5.0,4085347845,212,9.5,4085347841,140,15.2,4085347839,56,Back,4130208999,178,,4085347843,141,15.9,,,,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770101,26,1,1,1,46,aekjg4wbxaixtwu4aicmiju92,1,15.2,15.9,2023-03-10T13:02:25.023Z,2023-03-27T10:24:02Z,4085347867,56,Back,4085347873,212,10.3,4130209071,178,,4085347875,213,4.3,4085347869,140,11.1,4085347871,141,2.2,,,,,,,d9pwgddm81gw3caq3njscahud,Mohammed Al Fuhaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770113,27,1,1,1,48,aekjg4wbxaixtwu4aicmiju92,1,12.5,2.5,2023-03-10T13:02:26.743Z,2023-03-27T10:24:07Z,4130209201,178,,4085347911,141,4.4,4085347909,140,32.4,4085347915,213,0.1,4085347913,212,20.9,4085347907,56,Back,4085347905,155,,,,,4oiynjwt22nwpmy0oyx5q6jh0,Ziyad Al Jari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770115,28,61,1,1,49,aekjg4wbxaixtwu4aicmiju92,0,32.3,2.9,2023-03-10T13:02:28.331Z,2023-03-27T10:24:16Z,4130209347,178,,4085347919,56,Back,4130209345,21,,,,,,,,,,,,,,,,,6c553nvfijiwgxysc69p1747o,Othman Al Othman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770125,21,5,1,1,51,d47tf49ishm9qnfd8zyc8wv0j,1,70.9,101.3,2023-03-10T13:02:30.444Z,2023-03-27T10:24:20Z,4085347959,347,,4085347957,56,Left,4085347961,233,29,,,,,,,,,,,,,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770117,29,5,1,1,51,aekjg4wbxaixtwu4aicmiju92,0,29.1,-1.3,2023-03-10T13:02:30.444Z,2023-03-27T10:24:20Z,4085347965,233,21,4085347921,56,Back,4085347923,347,,,,,,,,,,,,,,,,,6c553nvfijiwgxysc69p1747o,Othman Al Othman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517770141,22,1,1,1,54,d47tf49ishm9qnfd8zyc8wv0j,1,73.6,100,2023-03-10T13:02:33.035Z,2023-03-27T10:25:15Z,4085348023,141,96.6,4085348017,107,,4085348027,213,3.3,4085348019,56,Left,4085348025,212,18.1,4085348021,140,56.6,,,,,,,97gy3oursbjphkf5t85x9wy96,Mohammed Al Kunaydiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
