id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/13/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,assist,qualifier/18/value
2470607455,8,1,1,0,17,4djrvao40r1vgr4psfl5dzc80,1,37.8,41.8,2022-10-11T15:16:10.008Z,2022-10-16T19:45:35Z,3836710019,56,Back,3836710021,140,25.3,3836710025,212,13.8,3850741939,178,,3836710023,141,48.1,3836710027,213,2.8,,,,,,,evyk938tt0eebkhxrwejaonv9,D. Antolić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607463,9,1,1,0,18,4djrvao40r1vgr4psfl5dzc80,1,25.3,48.1,2022-10-11T15:16:11.720Z,2022-10-16T19:45:39Z,3836710089,212,23.4,3836710085,140,28.6,3836710087,141,82.1,3836710083,56,Back,3836710091,213,1.4,3850742147,178,,,,,,,,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607473,10,1,1,0,21,4djrvao40r1vgr4psfl5dzc80,1,29.6,82.7,2022-10-11T15:16:14.968Z,2022-10-16T19:45:43Z,3836710135,140,54.8,3850742377,178,,3836710139,212,28.1,3836710137,141,96.8,3836710133,56,Left,3836710141,213,0.3,,,,,,,465tn4volgmbkntekrvwuvmne,Hassan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473452317,856,67,1,0,24,4djrvao40r1vgr4psfl5dzc80,1,54.3,96.6,2022-10-11T15:16:17.010Z,2022-11-03T04:40:23Z,3851812621,233,978,,,,,,,,,,,,,,,,,,,,,,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473452313,978,67,1,0,24,2kzl64gp8x37bon8tyxojqrr1,0,45.7,3.4,2022-10-11T15:16:17.011Z,2022-10-17T07:59:46Z,3851812625,233,856,,,,,,,,,,,,,,,,,,,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607477,11,1,1,0,24,4djrvao40r1vgr4psfl5dzc80,0,54.8,96.8,2022-10-11T15:16:17.043Z,2022-11-03T04:40:24Z,3836710177,233,4,3836710155,141,95.3,3836710159,213,5.8,3836710153,140,56.5,3836710181,286,,3850743243,178,,3836710175,236,,3836710151,56,Left,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,3836710157,212,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607467,4,74,1,0,24,2kzl64gp8x37bon8tyxojqrr1,1,43.7,3.4,2022-10-11T15:16:17.073Z,2022-10-17T07:29:03Z,3836710225,233,11,3836710101,56,Back,3836710103,285,,3850743477,389,,,,,,,,,,,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607485,12,5,1,0,24,4djrvao40r1vgr4psfl5dzc80,1,54.5,101.7,2022-10-11T15:16:17.630Z,2022-10-16T19:46:13Z,3836710215,347,,3836710213,56,Left,3836760343,233,422,,,,,,,,,,,,,,,,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470616707,422,5,1,0,24,2kzl64gp8x37bon8tyxojqrr1,0,45.5,-1.7,2022-10-11T15:16:17.630Z,2022-10-16T19:46:12Z,3836760363,233,12,3836760309,347,,3836760307,56,Back,,,,,,,,,,,,,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607475,5,43,1,0,26,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2022-10-11T15:16:19.180Z,2022-10-11T16:11:12Z,3836710149,347,0,3836710221,233,12,3836710147,56,Back,3836760289,144,5,,,,,,,,,,,,,1omzj46rrvsev6v03nd72dgwl,Abdulrahman Al Obud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607509,13,1,1,0,33,4djrvao40r1vgr4psfl5dzc80,1,55.5,100,2022-10-11T15:16:26.070Z,2022-10-16T19:46:21Z,3836710327,107,,3836710331,140,38.0,3836710335,212,19.1,3836710337,213,3.4,3836710333,141,93.3,3836710329,56,Back,,,,,,,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607525,14,1,1,0,36,4djrvao40r1vgr4psfl5dzc80,1,35.9,86.1,2022-10-11T15:16:29.469Z,2022-10-16T19:46:31Z,3850744679,178,,3836710419,56,Back,3836710427,213,4.5,3836710423,141,66.5,3836710425,212,13.6,3836710421,140,33.5,,,,,,,465tn4volgmbkntekrvwuvmne,Hassan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607547,15,1,1,0,42,4djrvao40r1vgr4psfl5dzc80,1,35.5,58.7,2022-10-11T15:16:35.310Z,2022-10-16T19:46:37Z,3836710525,213,5.0,3836710521,141,26.0,3836710523,212,23.2,3836710519,140,41.8,3836710517,56,Back,3850744985,178,,,,,,,,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607553,16,1,1,0,46,4djrvao40r1vgr4psfl5dzc80,0,43,25.6,2022-10-11T15:16:39.820Z,2022-10-16T19:46:42Z,3836710553,140,84.8,3836710557,212,45.6,3850745203,178,,3836710559,213,0.3,3836710551,56,Center,3836710555,141,43.7,3836710549,155,,3836710561,1,,cp8kbj12wth398bnglywepk9,Ibrahim Al Nakhli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607559,6,12,1,0,49,2kzl64gp8x37bon8tyxojqrr1,1,15.9,54.6,2022-10-11T15:16:42.098Z,2022-10-16T19:46:48Z,3836710587,212,15.0,3836710583,140,24.2,3850745425,388,,3836710589,213,1.0,3836710581,56,Back,3836710585,141,72.6,3840019673,15,,,,,eqdev00exzhrls89wj77cdzp,Omar Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607563,7,44,1,0,51,2kzl64gp8x37bon8tyxojqrr1,1,27.6,71,2022-10-11T15:16:44.499Z,2022-11-03T04:40:24Z,3836719287,233,108,3836710605,56,Back,3836710607,285,,,,,,,,,,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470609223,108,44,1,0,51,4djrvao40r1vgr4psfl5dzc80,0,72.4,29,2022-10-11T15:16:44.500Z,2022-10-16T19:46:57Z,3836719217,56,Center,3836719291,233,7,3836719219,286,,,,,,,,,,,,,,,,,1fypwti6kn4ae12fc9outj845,H. Soudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607575,8,1,1,0,51,2kzl64gp8x37bon8tyxojqrr1,1,24.2,72.6,2022-10-11T15:16:44.540Z,2022-11-03T04:40:25Z,3836710677,213,0.3,3836710673,141,76.3,3836710671,140,31.3,3836710675,212,7.9,3850746255,388,,3836710669,56,Back,3836710665,3,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607579,9,1,1,0,52,2kzl64gp8x37bon8tyxojqrr1,0,31.2,76.3,2022-10-11T15:16:45.706Z,2022-10-16T19:47:17Z,3850746763,178,,3836710701,213,5.0,3836755163,3,,3836710693,56,Back,3836710697,141,74.5,3836710699,212,1.3,3836710695,140,31.5,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607585,17,1,1,0,53,4djrvao40r1vgr4psfl5dzc80,1,63.8,24.5,2022-10-11T15:16:46.009Z,2022-10-16T19:47:25Z,3850747055,178,,3836710727,141,13.3,3836710723,56,Right,3836710731,213,4.5,3836710729,212,7.9,3836710725,140,61.9,3840020545,3,,,,,evyk938tt0eebkhxrwejaonv9,D. Antolić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473453051,870,67,1,0,54,4djrvao40r1vgr4psfl5dzc80,1,61.3,15.9,2022-10-11T15:16:47.670Z,2022-11-03T04:40:25Z,3851815495,233,1017,,,,,,,,,,,,,,,,,,,,,,5x2mcnjeclk64b5l9o2h4d5g5,Mansour Hamzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473453047,1017,67,1,0,54,2kzl64gp8x37bon8tyxojqrr1,0,38.7,84.1,2022-10-11T15:16:47.671Z,2022-10-17T08:01:41Z,3851815503,233,870,,,,,,,,,,,,,,,,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607593,18,1,1,0,56,4djrvao40r1vgr4psfl5dzc80,1,57.8,13.1,2022-10-11T15:16:49.540Z,2022-10-16T19:47:32Z,3836710769,213,2.2,3836710765,141,56.1,3836710761,56,Back,3836710767,212,36.2,3836710763,140,37.5,3850747299,178,,3836710771,1,,,,,5x2mcnjeclk64b5l9o2h4d5g5,Mansour Hamzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607603,19,1,1,1,1,4djrvao40r1vgr4psfl5dzc80,1,37.1,56.6,2022-10-11T15:16:54.060Z,2022-10-16T19:47:40Z,3836710817,140,43.2,3836710815,56,Back,3836710819,141,72.3,3850747633,178,,3836710823,213,1.0,3836710821,212,12.4,,,,,,,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607613,20,1,1,1,4,4djrvao40r1vgr4psfl5dzc80,1,42.6,72.3,2022-10-11T15:16:57.150Z,2022-10-16T19:47:44Z,3836710869,56,Back,3836710871,140,37.8,3836710875,212,10.0,3836710877,213,4.2,3836710873,141,59.6,3850747847,178,,,,,,,,465tn4volgmbkntekrvwuvmne,Hassan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607641,21,1,1,1,8,4djrvao40r1vgr4psfl5dzc80,0,39.6,59.1,2022-10-11T15:17:01.690Z,2022-10-16T19:47:51Z,3850748171,178,,3836711039,56,Right,3836711037,155,,3836711047,213,5.6,3836711043,141,13.6,3836711049,1,,3836711041,140,75.9,3836711045,212,49.1,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607627,10,44,1,1,11,2kzl64gp8x37bon8tyxojqrr1,1,23.6,86,2022-10-11T15:17:04.160Z,2022-11-03T04:40:26Z,3836710947,56,Back,3836711073,233,22,3836710949,285,,,,,,,,,,,,,,,,,dertlfklisnxnba0zl5lpp7u1,Hamdan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607645,22,44,1,1,11,4djrvao40r1vgr4psfl5dzc80,0,76.4,14,2022-10-11T15:17:04.161Z,2022-10-16T19:47:59Z,3836711067,56,Right,3836711069,286,,3836711077,233,10,,,,,,,,,,,,,,,,1fypwti6kn4ae12fc9outj845,H. Soudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607643,11,12,1,1,11,2kzl64gp8x37bon8tyxojqrr1,1,23.2,85.6,2022-10-11T15:17:04.171Z,2022-11-03T04:40:26Z,3836711059,141,96.8,3836711055,56,Left,3840021511,15,,3836711057,140,54.2,3850748953,388,,3836711061,212,33.4,3836711063,213,0.2,,,,dertlfklisnxnba0zl5lpp7u1,Hamdan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607659,23,1,1,1,15,4djrvao40r1vgr4psfl5dzc80,1,44.3,2.9,2022-10-11T15:17:08.739Z,2022-10-16T19:48:16Z,3836711151,56,Back,3836711155,141,29.3,3836711159,213,2.5,3836711153,140,19.5,3836711157,212,31.6,3850749303,178,,,,,,,,evyk938tt0eebkhxrwejaonv9,D. Antolić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607667,24,1,1,1,18,4djrvao40r1vgr4psfl5dzc80,0,19.5,29.3,2022-10-11T15:17:11.570Z,2022-10-16T19:48:24Z,3836711199,56,Center,3850749569,178,,3836711197,157,,3836711209,1,,3836711201,140,61.4,3836711205,212,44.4,3836711207,213,0.1,3836711203,141,37.7,exmyiidka52uylmreef9fpn85,M. Zeghba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607677,12,1,1,1,21,2kzl64gp8x37bon8tyxojqrr1,1,39.5,66.3,2022-10-11T15:17:14.250Z,2022-10-16T19:48:35Z,3850749971,388,,3836711273,212,30.7,3836711271,141,96.0,3836711275,213,0.7,3836711265,3,,3836711269,140,61.5,3836711267,56,Left,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607681,13,49,1,1,24,2kzl64gp8x37bon8tyxojqrr1,1,61.5,96,2022-10-11T15:17:17.683Z,2022-10-17T08:48:04Z,,,,,,,,,,,,,,,,,,,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607685,14,1,1,1,25,2kzl64gp8x37bon8tyxojqrr1,1,61.3,97.4,2022-10-11T15:17:18Z,2022-10-16T19:48:54Z,3836711307,56,Left,3836711309,140,72.6,3836711315,213,6.0,3836711311,141,92.6,3836711313,212,12.3,3850750675,178,,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607687,15,1,1,1,28,2kzl64gp8x37bon8tyxojqrr1,0,84.7,81.7,2022-10-11T15:17:21.840Z,2022-10-16T19:49:04Z,3836711343,212,17.0,3836711339,140,91.5,3836711337,56,Center,3836711341,141,59.0,3836711345,213,5.1,3850751007,389,,,,,,,,dertlfklisnxnba0zl5lpp7u1,Hamdan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607699,25,61,1,1,29,4djrvao40r1vgr4psfl5dzc80,0,9.1,53.3,2022-10-11T15:17:22.870Z,2022-10-16T19:49:13Z,3836711435,56,Back,3850751467,178,,,,,,,,,,,,,,,,,,,,465tn4volgmbkntekrvwuvmne,Hassan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470609967,151,51,1,1,30,4djrvao40r1vgr4psfl5dzc80,1,8.9,57.3,2022-10-11T15:17:23.035Z,2022-11-03T04:37:56Z,3836722801,169,,,,,,,,,,,,,,,,,,,,,,,465tn4volgmbkntekrvwuvmne,Hassan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607705,16,1,1,1,31,2kzl64gp8x37bon8tyxojqrr1,1,88.2,56.1,2022-10-11T15:17:24.680Z,2022-10-16T19:50:43Z,3836711461,56,Center,3836711465,141,46.6,3836711469,213,4.7,3836711467,212,6.5,3836711463,140,88.3,3850751755,178,,3836759607,154,,3836759605,210,15,38qgiazulsyaxmvqqrdjlw2l0,Marwan Al Sahafi,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607709,17,15,1,1,32,2kzl64gp8x37bon8tyxojqrr1,1,89.3,44.8,2022-10-11T15:17:25.290Z,2022-10-16T19:50:43Z,3850754845,178,,3836712155,103,19,3836712159,146,93.0,3836712143,78,,3836712077,82,,3836712165,231,48.0,3836711489,22,,3836712079,233,26,aatjvj13ffwrj81vcfy68fnit,A. Hamed Allah,3836712157,328,,,3836712149,55,16,3836712145,29,3836712153,102,48.3,3836712163,230,99.0,3836711491,17,3836712147,154,3836712073,72,3836712161,147,46.0,3836711493,56,Center,,,,,,,,
2470607703,26,10,1,1,32,4djrvao40r1vgr4psfl5dzc80,1,7.5,59.1,2022-10-11T15:17:25.412Z,2022-10-16T19:50:46Z,3836712083,233,17,3836711459,56,Back,3836711457,94,,3850754993,178,,,,,,,,,,,,,,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607711,27,49,1,1,35,4djrvao40r1vgr4psfl5dzc80,1,8.1,70.2,2022-10-11T15:17:28.511Z,2022-10-16T19:51:02Z,,,,,,,,,,,,,,,,,,,,,,,,,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607729,28,1,1,1,36,4djrvao40r1vgr4psfl5dzc80,1,8.9,82.5,2022-10-11T15:17:29.490Z,2022-10-16T19:51:05Z,3850755931,178,,3836711589,56,Back,3836711595,212,14.2,3836711591,140,21.9,3836711593,141,88.2,3836711597,213,0.3,,,,,,,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607737,29,1,1,1,40,4djrvao40r1vgr4psfl5dzc80,1,24.3,81.2,2022-10-11T15:17:33.009Z,2022-10-16T19:51:14Z,3836711643,140,25.2,3836711647,212,14.7,3850756337,178,,3836711649,213,4.8,3836711641,56,Back,3836711645,141,59.7,,,,,,,5yrugwes9msd3cd5hhrluivah,Ahmed Al Zain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607741,30,61,1,1,42,4djrvao40r1vgr4psfl5dzc80,0,30.1,58.4,2022-10-11T15:17:35.721Z,2022-10-16T19:51:32Z,3836711653,56,Back,3850756833,178,,,,,,,,,,,,,,,,,,,,evyk938tt0eebkhxrwejaonv9,D. Antolić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473453969,1060,43,1,1,42,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2022-10-11T15:17:35.721Z,2022-10-17T08:04:50Z,3851818991,178,0,3851819225,144,82,,,,,,,,,,,,,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607747,18,3,1,1,44,2kzl64gp8x37bon8tyxojqrr1,0,62.6,45.3,2022-10-11T15:17:37.289Z,2022-10-16T19:51:40Z,3850757119,178,,3836711683,56,Center,3836711685,286,,3836711741,233,31,3840027325,465,,,,,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
