id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2511483521,1,34,16,0,0,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2023-02-24T14:03:39.396Z,2023-02-24T15:02:55Z,4052091441,194,6ry2ngrlp71y0q57zgz6wu2y2,4052091433,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4052091435,59,"1, 27, 2, 8, 13, 25, 15, 6, 9, 49, 93, 3, 11, 14, 17, 20, 58, 96, 99",4052169393,197,960,4052091431,30,"8i6yz8rk72m7ovjuxjn0vcxqt, 6ry2ngrlp71y0q57zgz6wu2y2, 4xf79nz0hvi8o83ta08cftffu, 4k6v874ygp633amqtbp1g9nth, 94pujujlsh98axp2fdflycahg, 3uwyni9c8q0rprd1nhtt073e1, 7q7awmtwv66htmei0xy1hzdn9, 5sjuufrdq1rx6senkjjgtimsp, 22cd6gzfwo341qai1o6014251, 5yrugwes9msd3cd5hhrluivah, netr5hv4nn69u7twf7u892hh, 3par6lcu330qnblngnl7b209h, dqqj2g1jdn57o1j12ycaa2a96, 602ni3z01educzy1qx0cuvzai, ds9mymwdsucrwhkrwxpe2ymll, c5qx29j7n98wz29hkhtk377it, b2klrrbklz788iu4vd46j0e3u, 6k45sak4jgjqew0dpkcil4hyh, 2cso52su6r9afugn6mhw2bl9m",4052091443,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4052091439,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4052091437,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511484427,1,34,16,0,0,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2023-02-24T14:07:50.831Z,2023-02-24T14:57:22Z,4052096423,30,"ajtqeot5t9kv6mrtpdudlwmvp, e81tor86msoqqodyy4xhiu31l, 3km030r7hwsxw849nv0qpaql0, 4w7c7a9rw5id7f0wikw02orth, 3qf9lidcmozvvpy2jprlx3v11, idjs50cwxlt56rylhn3znt62, daqggbwzctkpojr1kn1l2sm39, 98nbel31pgxlifu6s4wqqxjv9, b6uziptaly2jgznnhe7l5bqol, si3wcnvnhiukn1novyv1su6t, jtuc25nybu22ifehsg8p9wb9, 91e6dbk9uxyui5vbe47zdj6jt, c3ly1ivtw40f1rjqbbk9ublqt, 7h6e2d1wfa89bvqfmhgm2r3kl, aonc1y49ulmolyc47knpwtrtg, 15o6hxjc62wgd0ej4dxtxczpx, 9v0ncjrqgandlju8x483181ec, 1hf93j1aaylparuteybdwded, 99h9ihbi9zj82ubnt4pqr3s9h, 2m9cba7mtmeo99f8alyhis2ne",4052096433,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4052096425,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4052096431,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4052096683,194,ajtqeot5t9kv6mrtpdudlwmvp,4052096429,130,4,4052168307,197,6655,4052096427,59,"1, 11, 23, 16, 33, 49, 43, 17, 12, 10, 90, 3, 5, 6, 7, 14, 20, 22, 24, 50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511498329,2,32,1,0,0,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2023-02-24T15:01:12.926Z,2023-03-16T20:05:02Z,4052171581,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511498319,2,32,1,0,0,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2023-02-24T15:01:12.926Z,2023-02-24T15:01:12Z,4052171547,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511498335,3,1,1,0,0,7w4300dn2tnd0eqmbtk531tkx,1,49.8,49.6,2023-02-24T15:01:13.020Z,2023-03-17T06:48:57Z,4052171613,279,S,4101749809,178,,4052171603,56,Back,4052171605,140,31.0,4052171611,213,2.9,4052171607,141,57.8,4052171609,212,20.5,,,,5sjuufrdq1rx6senkjjgtimsp,Khaled Al Samiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511498351,4,1,1,0,3,7w4300dn2tnd0eqmbtk531tkx,1,31.2,57,2023-02-24T15:01:16.061Z,2023-03-17T06:49:00Z,4052171695,56,Center,4052171703,213,5.7,4052171705,1,,4052171693,155,,4052171697,140,68.6,4101749861,178,,4052171699,141,21.3,4052171701,212,46.2,3uwyni9c8q0rprd1nhtt073e1,I. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511498353,5,61,1,0,6,7w4300dn2tnd0eqmbtk531tkx,1,68.6,21.3,2023-02-24T15:01:19.226Z,2023-03-17T06:49:04Z,4052171709,56,Center,4101749937,178,,,,,,,,,,,,,,,,,,,,22cd6gzfwo341qai1o6014251,S. Çikalleshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520876911,1098,67,1,0,7,7w4300dn2tnd0eqmbtk531tkx,1,60.4,17.7,2023-02-24T15:01:20.690Z,2023-03-17T08:32:32Z,4101805881,233,983,,,,,,,,,,,,,,,,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520876909,983,67,1,0,7,cq4rdp1mkan8zhaw7bmzjdaqk,0,39.6,82.3,2023-02-24T15:01:20.691Z,2023-03-17T07:48:58Z,4101805889,233,1098,,,,,,,,,,,,,,,,,,,,,,jtuc25nybu22ifehsg8p9wb9,Pedro Eugénio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511498361,6,1,1,0,7,7w4300dn2tnd0eqmbtk531tkx,0,62.9,18.5,2023-02-24T15:01:20.711Z,2023-03-17T08:32:32Z,4052171749,212,31.8,4052171747,141,38.9,4052171743,56,Center,4052171751,213,0.5,4052171745,140,90.1,4101750009,178,,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
