id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/9/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2550667049,1,34,16,0,0,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2023-05-18T15:17:38.546Z,2023-05-18T15:56:41Z,4288028425,197,18486,4287928919,130,7,4287928915,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4287928925,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4287928917,59,"48, 2, 13, 6, 5, 14, 7, 98, 18, 11, 99, 1, 8, 10, 12, 15, 16, 17, 27, 44",4287928923,194,1imyf62l4rk4oyith29w5bhzp,4287928921,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4287928913,30,"77988i6l4je97ycm9rthdims5, 2xoesy83pz2opdvnkdbraacph, 3ps4l9x2ndwkypm1y4z6h5uxh, a7sgm3cmjoxjjxanrad02l2lm, 9brcp1e0kz59x1g4j73a54m50, 9p1b5iftds5x02tx2eyseaklx, 1imyf62l4rk4oyith29w5bhzp, 5brwa0y63724t6s3y6gtz28yx, dvt8h9sh00qsqzhrb3y4fco9h, 6q8kbaw3h6n77ekwl6fr0e9qt, bia0lpc5wkxjcyc92d12apas5, bzvpk1shkgjuuzmr0e7mrfaad, aervyzt3cfxxktpj81yjxo9d6, 4dgh6inzkttm82amjagcy62mt, d597taqcmedln0e50xgdyt8gk, 9j37dmdxamf5ykbw9l24wlt6, 4c540mry6f9esodej103n6xka, 8hw7lxbdh3zllchj5arfyc8np, 7rno5g3b18rzi95yfx6u9bs9h, 9w8b4bdj7ox6hw6hkmhx9emfo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550668575,1,34,16,0,0,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2023-05-18T15:21:03.824Z,2023-05-18T16:00:45Z,4287937361,194,483n2f7a1xkseruh77bj7rxed,4287937363,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4287937351,30,"7qirhp2v0034pkiwvnmsfd785, 1qt77p34tr6jf5vl5pzbh8zfu, 97gy3oursbjphkf5t85x9wy96, dp5fmyett2g7fvus88m85fsut, dxy1gb64e1hokq26qqnigirpx, bwew6i3fnis40s77t3e3sal0p, 6msbre1fcjcrvqyzoozo43sb8, pgyt3j19g11v27qx998bgmi1, 17rl734wbbzbxvj33id7j9l62, 483n2f7a1xkseruh77bj7rxed, 6fy868uh27umb1dafjy7tk2xh, 9oqfijpykr74xr7mfa4owhlas, dkupkrs36el2b809255l816tx, 61o0q05smyp280htj5g3og5xw, bvmo38wfbtnrk5hdbxgczkzpx, bgac6td6x8qi2o7o5ofrj3t1x, 4jspfn1jca5yzxbhn8p2p06ax, 9o288vygjpcv3noeqnrnqh3ah, 2ycm47qi7qr17i31a8f6oq9gq, 7k7zdr7vnkfpzx4p1g1tusgt0",4287937353,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4287937359,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4287937355,59,"16, 14, 13, 8, 4, 19, 18, 34, 9, 10, 7, 54, 25, 15, 20, 31, 33, 39, 88, 48",4288028461,197,6795,4287937357,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550686039,2,32,1,0,0,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2023-05-18T16:00:26.011Z,2023-05-18T16:00:26Z,4288034575,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550686049,2,32,1,0,0,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2023-05-18T16:00:26.011Z,2023-05-18T16:00:28Z,4288034631,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550686063,3,1,1,0,1,7dkxxicrwn77jpdfkwpnlnnyn,1,50.1,50.1,2023-05-18T16:00:27.111Z,2023-05-18T16:49:37Z,4288034679,213,3.7,4288034675,141,37.4,4288034677,212,16.6,4288034673,140,36.6,4288034671,56,Back,4288034681,279,S,,,,,,,dvt8h9sh00qsqzhrb3y4fco9h,Y. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550686065,4,1,1,0,5,7dkxxicrwn77jpdfkwpnlnnyn,1,36.6,37.4,2023-05-18T16:00:31.135Z,2023-05-18T16:49:40Z,4288034695,141,6.8,4288034691,56,Back,4288034699,213,5.0,4288034693,140,42.0,4288034697,212,21.6,,,,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550686075,5,1,1,0,5,7dkxxicrwn77jpdfkwpnlnnyn,1,42,6.8,2023-05-18T16:00:31.871Z,2023-05-18T16:00:33Z,4288034743,56,Back,4288034751,213,2.2,4288034749,212,17.2,4288034745,140,32.2,4288034747,141,27.1,,,,,,,,,,1imyf62l4rk4oyith29w5bhzp,Mohammed Al Kuwaykibi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550686095,6,1,1,0,7,7dkxxicrwn77jpdfkwpnlnnyn,1,32.2,27.2,2023-05-18T16:00:33.375Z,2023-05-18T16:00:36Z,4288034849,140,27.4,4288034855,213,1.7,4288034847,56,Back,4288034853,212,29.2,4288034851,141,69.5,,,,,,,,,,9brcp1e0kz59x1g4j73a54m50,Saad Al Mosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550686117,7,1,1,0,10,7dkxxicrwn77jpdfkwpnlnnyn,1,28,71.1,2023-05-18T16:00:36.511Z,2023-05-18T16:00:41Z,4288034957,56,Back,4288034959,140,29.5,4288034961,141,32.5,4288034963,212,26.3,4288034965,213,4.8,,,,,,,,,,9p1b5iftds5x02tx2eyseaklx,D. Velkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550686131,8,1,1,0,16,7dkxxicrwn77jpdfkwpnlnnyn,1,30.5,32,2023-05-18T16:00:42.222Z,2023-05-18T16:00:44Z,4288035061,213,1.6,4288035053,56,Back,4288035057,141,65.4,4288035059,212,22.7,4288035055,140,29.5,,,,,,,,,,9brcp1e0kz59x1g4j73a54m50,Saad Al Mosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
