id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,assist,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId
2497123347,116,4,1,17,27,dbhdov3cc47kcr1hjg5qr5qg7,1,9.9,72.2,2023-01-14T12:50:14.286Z,2023-01-20T19:11:22Z,3976562271,10,,3976562277,285,,3976562275,152,,3976686103,233,215,3976562273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497123261,215,4,1,17,27,2kzl64gp8x37bon8tyxojqrr1,0,90.1,27.8,2023-01-14T12:50:14.287Z,2023-01-20T19:11:21Z,3976686107,233,116,3976561829,10,,3986038695,178,,3976561831,56,Center,3976561833,152,,3976561835,286,,,,,,,,29i4ruk1vkwrl1w9vg9ggqpqt,Hélder Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497123177,115,43,1,17,30,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2023-01-14T12:50:17.228Z,2023-01-14T12:50:33Z,3976562187,144,55,,,,,,,,,,,,,,,,,,,,,,96locb7oipzlke997xnx6ii38,Mohammed Bassam Al Hurayji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497123483,117,1,1,17,59,dbhdov3cc47kcr1hjg5qr5qg7,0,12.3,77.1,2023-01-14T12:50:46.093Z,2023-01-20T19:11:25Z,3976563019,56,Left,3976563021,140,54.9,3976563031,1,,3976563007,5,,3976563015,152,,3976563029,213,0.2,3976563023,141,88.8,3986038841,178,,e3q9barjksj9yb3obsi90i9jp,M. Campaña,,3976563027,212,3976563011,157,,,,,,,,,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2497123501,216,44,1,18,2,2kzl64gp8x37bon8tyxojqrr1,1,41.8,17.7,2023-01-14T12:50:49.551Z,2023-01-21T09:41:37Z,3976563105,285,,3976563205,233,118,3976563103,56,Back,,,,,,,,,,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497123515,118,44,1,18,2,dbhdov3cc47kcr1hjg5qr5qg7,0,58.2,82.3,2023-01-14T12:50:49.552Z,2023-01-20T19:11:37Z,3976563217,233,216,3976563177,286,,3976563175,56,Left,,,,,,,,,,,,,,,,tt0300qkkmgu52dbkxcaywut,R. López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497123511,217,1,1,18,3,2kzl64gp8x37bon8tyxojqrr1,0,37,22.1,2023-01-14T12:50:49.588Z,2023-01-21T09:41:37Z,3986039203,388,,3976563151,3,,3976563153,56,Center,3976563159,212,27.2,3976563161,213,0.1,3976563155,140,62.8,3976563157,141,25.0,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497123553,119,1,1,18,7,dbhdov3cc47kcr1hjg5qr5qg7,1,25.4,74.9,2023-01-14T12:50:53.626Z,2023-01-20T19:11:40Z,3976563391,141,51.0,3976563389,140,13.1,3976563395,213,4.0,3986039469,178,,3976563393,212,20.8,3976563387,56,Back,,,,,,,3wpliz4y0ex8jxtlt2enirc9h,Maurício Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497123567,120,1,1,18,10,dbhdov3cc47kcr1hjg5qr5qg7,0,14.3,41.6,2023-01-14T12:50:57.306Z,2023-01-20T19:11:42Z,3976563479,213,6.0,3976563473,140,53.8,3976563477,212,42.9,3976563475,141,25.4,3976563481,1,,3976563469,155,,3976563471,56,Center,3986039593,178,,e3q9barjksj9yb3obsi90i9jp,M. Campaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497123571,121,4,1,18,13,dbhdov3cc47kcr1hjg5qr5qg7,1,55.3,26.7,2023-01-14T12:51:00.229Z,2023-01-20T19:11:55Z,3976563923,13,,3976563493,56,Center,3976563929,233,220,3976563925,294,,3976563927,152,,3976563495,286,,,,,,,,8zbaicqws2ux52rgiy95xetm2,Yahya Al Qarani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497123593,220,4,1,18,13,2kzl64gp8x37bon8tyxojqrr1,0,44.7,73.3,2023-01-14T12:51:00.230Z,2023-01-20T19:11:54Z,3976563611,13,,3976563945,233,121,3986040283,388,,3976563617,152,,3976563615,56,Back,3976563613,294,,3976563619,285,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497123575,218,43,1,18,14,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2023-01-14T12:51:01.033Z,2023-01-14T13:39:22Z,3976563513,285,0,3976738873,144,44,3976563515,233,121,3976563511,56,Back,,,,,,,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497123583,219,43,1,18,14,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2023-01-14T12:51:01.392Z,2023-01-14T12:51:03Z,3976563539,3,0,3976563541,56,Back,3976563549,213,3.1,3976563543,140,42.8,3976563545,141,71.3,3976563547,212,0,3976563581,144,1,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497123757,122,1,1,18,29,dbhdov3cc47kcr1hjg5qr5qg7,1,55.4,28.7,2023-01-14T12:51:15.934Z,2023-01-20T19:11:58Z,3986040447,178,,3976564395,5,,3976564405,212,34.7,3976564401,140,41.5,3976564397,152,,3976564407,213,2.0,3976564403,141,75.0,3976564399,56,Back,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,,3976564409,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497123793,123,1,1,18,33,dbhdov3cc47kcr1hjg5qr5qg7,1,42.2,75.3,2023-01-14T12:51:19.707Z,2023-01-20T19:12:02Z,3976564587,141,96.8,3976564583,140,68.7,3976564597,213,0.5,3976564581,56,Left,3976564591,212,31.4,3986040587,178,,,,,,,,3wpliz4y0ex8jxtlt2enirc9h,Maurício Antônio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497123815,124,1,1,18,36,dbhdov3cc47kcr1hjg5qr5qg7,1,69.2,96.8,2023-01-14T12:51:23.065Z,2023-01-20T19:12:06Z,3976564649,212,11.7,3976564643,56,Left,3976564651,213,3.9,3976564645,140,61.1,3976564647,141,84.9,3986040873,178,,,,,,,,bgzn0qcq2tcobzu1odwyaeeei,Yousef Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497123849,125,1,1,18,37,dbhdov3cc47kcr1hjg5qr5qg7,1,61.1,84.9,2023-01-14T12:51:24.434Z,2023-01-20T19:12:09Z,3976564825,140,45.1,3976564831,213,2.8,3976564827,141,92.7,3986041095,178,,3976564823,56,Back,3976564829,212,17.6,,,,,,,4ymo0battew5mb9h2d91gv9jo,M. Salifu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497123895,126,1,1,18,41,dbhdov3cc47kcr1hjg5qr5qg7,1,44.7,88.1,2023-01-14T12:51:27.622Z,2023-01-20T19:12:14Z,3976565073,155,,3976565085,213,5.1,3976565087,1,,3976565079,140,65.6,3976565075,196,,3976565077,56,Right,3976565083,212,60.6,3986041517,178,,96locb7oipzlke997xnx6ii38,Mohammed Bassam Al Hurayji,,3976565081,141,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2497123921,127,1,1,18,44,dbhdov3cc47kcr1hjg5qr5qg7,1,65.6,4.3,2023-01-14T12:51:31.193Z,2023-01-20T19:12:22Z,3976565153,212,5.5,3976565155,213,2.3,3986041829,388,,3976565147,56,Right,3976565149,140,62.0,3976565151,141,10.1,,,,,,,ql3ke0589k0ywxw4kzd5wgt0,Bader Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497123933,128,1,1,18,50,dbhdov3cc47kcr1hjg5qr5qg7,1,43.7,5.5,2023-01-14T12:51:37.178Z,2023-01-20T19:12:25Z,3976565217,212,6.7,3976565215,141,12.7,3976565219,213,2.3,3976565213,140,39.4,3976565211,56,Back,3986042003,178,,,,,,,,8zbaicqws2ux52rgiy95xetm2,Yahya Al Qarani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497123949,129,1,1,18,51,dbhdov3cc47kcr1hjg5qr5qg7,1,39.4,12.7,2023-01-14T12:51:38.025Z,2023-01-20T19:12:27Z,3976565297,141,19.1,3976565295,140,43.9,3976565293,56,Back,3976565299,212,6.4,3986042085,178,,3976565301,213,0.7,,,,,,,92x3r5pxmvkgaxups0gdrvq39,T. Peyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497123971,130,1,1,18,53,dbhdov3cc47kcr1hjg5qr5qg7,1,43.6,19.1,2023-01-14T12:51:39.907Z,2023-01-20T19:12:30Z,3986042191,178,,3976565463,56,Back,3976565471,213,1.8,3976565469,212,15.0,3976565465,140,40.5,3976565467,141,40.7,,,,,,,4ymo0battew5mb9h2d91gv9jo,M. Salifu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124007,131,1,1,18,55,dbhdov3cc47kcr1hjg5qr5qg7,1,36.7,39.1,2023-01-14T12:51:42.272Z,2023-01-20T19:12:34Z,3976565603,140,9.4,3976565607,212,31.3,3976565605,141,20.6,3976565611,213,3.6,3976565601,56,Back,3986042411,178,,,,,,,,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124035,132,1,1,18,59,dbhdov3cc47kcr1hjg5qr5qg7,1,9.3,20.5,2023-01-14T12:51:45.678Z,2023-01-20T19:12:37Z,3986042527,178,,3976565761,141,34.0,3976565759,140,3.3,3976565757,56,Back,3976565765,213,2.2,3976565763,212,11.1,,,,,,,92x3r5pxmvkgaxups0gdrvq39,T. Peyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124053,133,1,1,19,0,dbhdov3cc47kcr1hjg5qr5qg7,1,3.9,33.7,2023-01-14T12:51:47.257Z,2023-01-20T19:12:58Z,3976565881,1,,3976565869,157,,3976565871,56,Back,3976565879,213,0.0,3976565873,140,43.7,3986043421,178,,3976565877,212,41.8,3976565875,141,35.9,e3q9barjksj9yb3obsi90i9jp,M. Campaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124077,134,1,1,19,3,dbhdov3cc47kcr1hjg5qr5qg7,1,43.7,35.8,2023-01-14T12:51:49.737Z,2023-01-20T19:13:05Z,3976566011,141,58.8,3986043721,388,,3986043723,21,,3976566009,140,44.2,3976566015,213,1.5,3976566007,56,Back,3976566013,212,15.6,,,,tt0300qkkmgu52dbkxcaywut,R. López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124135,135,1,1,19,7,dbhdov3cc47kcr1hjg5qr5qg7,1,54.2,65.4,2023-01-14T12:51:53.785Z,2023-01-20T19:13:10Z,3976566301,141,96.6,3976566299,140,63.5,3986043903,178,,3976566303,212,23.4,3976566297,56,Left,3976566305,213,1.1,,,,,,,6un0w34djb8ml6r3dmmbzaq96,Nawaf Al Sehimai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124153,136,1,1,19,14,dbhdov3cc47kcr1hjg5qr5qg7,1,74.8,87,2023-01-14T12:52:00.668Z,2023-01-20T19:13:13Z,3976566403,213,4.0,3976566399,141,73.8,3976566395,56,Center,3976566397,140,67.8,3986044077,178,,3976566401,212,11.6,,,,,,,bgzn0qcq2tcobzu1odwyaeeei,Yousef Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124171,137,1,1,19,16,dbhdov3cc47kcr1hjg5qr5qg7,1,67.6,73.2,2023-01-14T12:52:02.855Z,2023-01-20T19:13:19Z,3976566471,56,Center,3976566823,210,13,3976566477,212,21.5,3976566475,141,41.8,3986044271,178,,3976566473,140,69.8,3976566479,213,4.8,,,,4ymo0battew5mb9h2d91gv9jo,M. Salifu,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124173,138,13,1,19,18,dbhdov3cc47kcr1hjg5qr5qg7,1,70.3,40.1,2023-01-14T12:52:05.179Z,2023-01-20T19:13:20Z,3976566855,215,,3976566485,22,,3976566851,102,45.9,3986044459,178,,3976566845,29,,3976566487,18,,3976566857,230,98.1,3976566853,103,52.8,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,,3976566859,231,3976566489,56,3976566843,85,3976566549,20,,3976566847,55,137,48.2,Center,,,,,,,,,,,,,,,,,,,,,,,,,
2497124181,139,5,1,19,19,dbhdov3cc47kcr1hjg5qr5qg7,0,101.2,46.6,2023-01-14T12:52:06.401Z,2023-01-20T19:13:22Z,3976566615,233,222,3976566533,56,Center,3976566535,346,,,,,,,,,,,,,,,,,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124189,222,5,1,19,19,2kzl64gp8x37bon8tyxojqrr1,1,-1.2,53.4,2023-01-14T12:52:06.401Z,2023-01-20T19:13:21Z,3976566569,346,,3976566601,233,139,3976566567,56,Back,,,,,,,,,,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124307,223,1,1,19,31,2kzl64gp8x37bon8tyxojqrr1,1,5,63,2023-01-14T12:52:17.649Z,2023-01-20T19:13:25Z,3976567243,124,,3976567251,212,12.4,3976567249,141,74.3,3976567245,56,Back,3976567247,140,14.3,3976567257,237,,3976567253,213,0.7,3976567273,189,,5il4uc7d941ndwjl0qu97y7dh,Marcelo Grohe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124329,224,1,1,19,32,2kzl64gp8x37bon8tyxojqrr1,1,14.6,74.3,2023-01-14T12:52:18.650Z,2023-01-20T19:13:31Z,3976567357,140,28.0,3976567355,56,Back,3976567379,189,,3976567359,141,88.8,3976567361,212,17.2,3986045185,178,,3976567363,213,0.6,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124347,225,1,1,19,37,2kzl64gp8x37bon8tyxojqrr1,1,28,88.8,2023-01-14T12:52:23.988Z,2023-01-20T19:13:34Z,3976567481,141,71.1,3986045295,178,,3976567483,212,15.4,3976567477,56,Back,3976567485,213,4.0,3976567479,140,18.8,,,,,,,dertlfklisnxnba0zl5lpp7u1,Hamdan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124407,226,1,1,19,40,2kzl64gp8x37bon8tyxojqrr1,1,19.4,69.3,2023-01-14T12:52:27.309Z,2023-01-20T19:13:37Z,3976567797,56,Back,3976567807,212,26.4,3986045459,178,,3976567799,140,35.1,3976567811,213,5.4,3976567801,141,38.9,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124433,227,1,1,19,46,2kzl64gp8x37bon8tyxojqrr1,1,39.8,34.6,2023-01-14T12:52:33.414Z,2023-01-20T19:13:40Z,3986045623,178,,3976567901,56,Right,3976567909,213,5.3,3976567903,140,53.6,3976567905,141,3.4,3976567907,212,25.7,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124455,228,1,1,19,49,2kzl64gp8x37bon8tyxojqrr1,1,54,3.8,2023-01-14T12:52:36.165Z,2023-01-20T19:13:44Z,3976568003,141,24.5,3976568005,212,15.9,3976568007,213,2.1,3976567999,56,Back,3986045815,178,,3976568001,140,46.9,,,,,,,8g2nbo0z5g733zb4wzuo2390q,Muhannad Al Shanqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124491,229,1,1,19,52,2kzl64gp8x37bon8tyxojqrr1,1,46.3,26.7,2023-01-14T12:52:39.136Z,2023-01-20T19:13:48Z,3976568163,141,21.4,3986045945,178,,3976568165,212,15.0,3976568167,213,3.4,3976568159,56,Back,3976568161,140,32.4,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124503,230,1,1,19,56,2kzl64gp8x37bon8tyxojqrr1,1,38.6,23.8,2023-01-14T12:52:42.959Z,2023-01-20T19:13:51Z,3976568249,213,5.7,3976568243,140,55.8,3986046169,178,,3976568247,212,21.4,3976568245,141,7.0,3976568241,56,Right,,,,,,,eqdev00exzhrls89wj77cdzp,Omar Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124535,231,1,1,19,58,2kzl64gp8x37bon8tyxojqrr1,1,55.8,7,2023-01-14T12:52:45.078Z,2023-01-20T19:13:55Z,3976568419,212,17.3,3976568413,56,Back,3986046417,178,,3976568417,141,18.2,3976568415,140,41.0,3976568421,213,2.7,,,,,,,8g2nbo0z5g733zb4wzuo2390q,Muhannad Al Shanqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124559,232,1,1,20,3,2kzl64gp8x37bon8tyxojqrr1,1,47.5,26.2,2023-01-14T12:52:49.942Z,2023-01-20T19:13:57Z,3976568563,212,7.4,3976568565,213,2.4,3976568557,56,Back,3986046535,178,,3976568561,141,33.8,3976568559,140,42.4,,,,,,,eqdev00exzhrls89wj77cdzp,Omar Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124577,233,1,1,20,5,2kzl64gp8x37bon8tyxojqrr1,1,41.2,36.9,2023-01-14T12:52:52.286Z,2023-01-20T19:14:01Z,3976568649,56,Back,3986046793,178,,3976568651,140,35.9,3976568653,141,65.0,3976568657,213,1.9,3976568655,212,19.9,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124605,234,1,1,20,8,2kzl64gp8x37bon8tyxojqrr1,1,35.9,64.7,2023-01-14T12:52:55.022Z,2023-01-20T19:14:04Z,3976568791,213,0.8,3976568789,212,17.3,3976568783,56,Back,3976568787,141,83.5,3976568785,140,47.0,3986046931,178,,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124627,235,1,1,20,12,2kzl64gp8x37bon8tyxojqrr1,1,45.1,79.6,2023-01-14T12:52:59.078Z,2023-01-20T19:14:07Z,3976568903,56,Back,3976568909,212,21.0,3976568905,140,43.2,3986047117,178,,3976568907,141,48.9,3976568911,213,4.6,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124657,236,1,1,20,14,2kzl64gp8x37bon8tyxojqrr1,1,42.3,49.1,2023-01-14T12:53:01.446Z,2023-01-20T19:14:10Z,3976569047,141,23.4,3976569045,140,46.0,3976569049,212,17.9,3976569043,56,Back,3976569051,213,4.9,3986047299,178,,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124689,237,1,1,20,18,2kzl64gp8x37bon8tyxojqrr1,1,52.8,20.4,2023-01-14T12:53:05.292Z,2023-01-20T19:14:13Z,3986047409,178,,3976569181,213,5.9,3976569175,140,74.4,3976569177,141,7.8,3976569179,212,24.2,3976569173,56,Right,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498923719,706,83,1,20,21,dbhdov3cc47kcr1hjg5qr5qg7,1,23.4,87.9,2023-01-14T12:53:08.509Z,2023-01-20T19:37:57Z,3986108223,399,433493,,,,,,,,,,,,,,,,,,,,,,96locb7oipzlke997xnx6ii38,Mohammed Bassam Al Hurayji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124707,238,1,1,20,21,2kzl64gp8x37bon8tyxojqrr1,0,77.5,13.9,2023-01-14T12:53:08.531Z,2023-01-20T19:14:20Z,3976569257,140,77.1,3976569255,56,Center,3976569261,212,11.7,3976569259,141,31.1,3986047787,178,,3976569263,213,1.6,,,,,,,8g2nbo0z5g733zb4wzuo2390q,Muhannad Al Shanqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124715,140,49,1,20,22,dbhdov3cc47kcr1hjg5qr5qg7,1,25,74.1,2023-01-14T12:53:09.158Z,2023-01-20T19:14:23Z,,,,,,,,,,,,,,,,,,,,,,,,,4ymo0battew5mb9h2d91gv9jo,M. Salifu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124741,141,1,1,20,22,dbhdov3cc47kcr1hjg5qr5qg7,1,25,74.1,2023-01-14T12:53:09.231Z,2023-01-20T19:14:29Z,3976569395,213,0.3,3976569389,140,33.4,3976569387,56,Back,3976569393,212,9.4,3986048311,178,,3976569391,141,78.8,,,,,,,4ymo0battew5mb9h2d91gv9jo,M. Salifu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124763,142,1,1,20,23,dbhdov3cc47kcr1hjg5qr5qg7,1,33.6,79.1,2023-01-14T12:53:10.414Z,2023-01-20T19:14:34Z,3976569527,213,1.9,3976569525,212,9.1,3986048545,178,,3976569523,141,91.8,3976569521,140,30.9,3976569519,56,Back,,,,,,,6un0w34djb8ml6r3dmmbzaq96,Nawaf Al Sehimai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124767,143,1,1,20,27,dbhdov3cc47kcr1hjg5qr5qg7,0,29.3,96.6,2023-01-14T12:53:14.269Z,2023-01-20T19:14:37Z,3976569545,212,29.2,3986048653,178,,3976569547,213,6.0,3976569543,141,83.1,3976569541,140,55.7,3976569537,155,,3976569539,56,Left,,,,96locb7oipzlke997xnx6ii38,Mohammed Bassam Al Hurayji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124783,239,4,1,20,29,2kzl64gp8x37bon8tyxojqrr1,1,46,21.4,2023-01-14T12:53:16.090Z,2023-01-20T19:14:46Z,3976581299,13,,3976581303,152,,3976569605,56,Back,3976581305,286,,3976581301,294,,3976686125,233,144,,,,,,,eqdev00exzhrls89wj77cdzp,Omar Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497125189,144,4,1,20,29,dbhdov3cc47kcr1hjg5qr5qg7,0,54,78.6,2023-01-14T12:53:16.091Z,2023-01-20T19:14:45Z,3976571519,152,,3976571517,56,Center,3976571515,13,,3986049123,388,,3976686129,233,239,3976571523,285,,3976581243,294,,,,,tt0300qkkmgu52dbkxcaywut,R. López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497124785,240,43,1,20,32,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2023-01-14T12:53:18.695Z,2023-01-14T12:59:05Z,3976581433,144,49,,,,,,,,,,,,,,,,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497125181,241,43,1,20,32,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2023-01-14T12:53:18.887Z,2023-01-14T12:59:07Z,3976571487,212,10.2,3976571485,141,46.4,3976581459,144,1,3976571489,213,1.8,3976571483,140,53.9,3976571481,56,Center,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497125195,242,1,1,21,13,2kzl64gp8x37bon8tyxojqrr1,1,47.6,26,2023-01-14T12:54:00.152Z,2023-01-20T19:14:48Z,3976571557,212,7.5,3976571553,140,54.7,3976571559,213,0.2,3976584395,5,,3986049287,178,,3976571555,141,27.7,3976585425,189,,3976571551,56,Center,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,3976584397,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497125205,243,1,1,21,16,2kzl64gp8x37bon8tyxojqrr1,1,56.2,30.1,2023-01-14T12:54:02.932Z,2023-01-20T19:14:52Z,3986049443,178,,3976571611,140,45.9,3976571619,1,,3976571613,141,75.0,3976571609,56,Back,3976571615,212,32.4,3976571617,213,1.9,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497125215,244,1,1,21,19,2kzl64gp8x37bon8tyxojqrr1,1,45.1,75.5,2023-01-14T12:54:05.606Z,2023-01-20T19:14:56Z,3976571659,141,86.2,3976571661,212,15.0,3976571657,140,57.6,3976571655,56,Left,3976571663,213,0.5,3986049613,178,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497125229,245,1,1,21,21,2kzl64gp8x37bon8tyxojqrr1,1,57.6,86.6,2023-01-14T12:54:07.620Z,2023-01-20T19:15:00Z,3976571705,212,10.5,3976571707,213,0.5,3976571703,141,94.5,3986049789,178,,3976571701,140,66.2,3976571699,56,Left,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
