id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value,qualifier/16/value
2473160087,9,1,1,0,19,cq4rdp1mkan8zhaw7bmzjdaqk,1,45.1,4.6,2022-10-16T17:30:30.277Z,2022-10-22T18:08:39Z,3850256521,212,11.9,3850256515,56,Back,3850256523,213,2.3,3850256517,140,37.3,3863918643,178,,3850256519,141,17.3,,,,,,,si3wcnvnhiukn1novyv1su6t,R. Lenis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473160129,10,1,1,0,24,cq4rdp1mkan8zhaw7bmzjdaqk,1,39,23.4,2022-10-16T17:30:35.167Z,2022-10-22T18:08:45Z,3850256737,56,Back,3863919101,178,,3850256745,213,2.9,3850256741,141,34.9,3850256739,140,12.0,3850256743,212,29.4,,,,,,,ewpdng8x72853r8jkxv5z949h,M. Angha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473160171,11,1,1,0,27,cq4rdp1mkan8zhaw7bmzjdaqk,0,12.7,32.4,2022-10-16T17:30:39.110Z,2022-10-22T18:08:54Z,3850256955,140,83.7,3850256951,155,,3850256953,56,Left,3863919843,178,,3850256957,141,91.7,3850256961,213,0.5,3850256959,212,84.8,3850256963,1,,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473160209,3,49,1,0,33,4djrvao40r1vgr4psfl5dzc80,1,23,22.5,2022-10-16T17:30:44.142Z,2022-10-22T18:09:01Z,,,,,,,,,,,,,,,,,,,,,,,,,bx6o57idb4mbv2xo70l9gkfs9,Abdullah Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474646973,796,3,1,0,34,4djrvao40r1vgr4psfl5dzc80,0,22.7,12.1,2022-10-16T17:30:45.696Z,2022-10-22T18:09:18Z,3858093959,467,9n2zj5201b83mmcm7oomygacq,3858093957,464,,3858093953,56,Back,3863922057,178,,3858093955,285,,,,,,,,,,,bx6o57idb4mbv2xo70l9gkfs9,Abdullah Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476432323,881,43,1,0,34,4djrvao40r1vgr4psfl5dzc80,1,0,0,2022-10-16T17:30:45.943Z,2022-10-23T15:57:20Z,3867491157,178,0,3867491373,144,82,,,,,,,,,,,,,,,,,,,bx6o57idb4mbv2xo70l9gkfs9,Abdullah Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473160237,4,4,1,0,35,4djrvao40r1vgr4psfl5dzc80,1,19.6,13.6,2022-10-16T17:30:46.464Z,2022-10-22T18:09:23Z,3850257273,265,,3850257267,13,,3850257275,285,,3850257271,152,,3850257537,233,12,3850257269,56,Back,,,,,,,bx6o57idb4mbv2xo70l9gkfs9,Abdullah Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473160273,12,4,1,0,35,cq4rdp1mkan8zhaw7bmzjdaqk,0,80.4,86.4,2022-10-16T17:30:46.465Z,2022-10-22T18:09:22Z,3850257519,13,,3850257553,233,4,3850257523,152,,3850257527,286,,3850257521,56,Left,3850257525,265,,3863922443,178,,,,,9n2zj5201b83mmcm7oomygacq,L. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473160673,5,1,1,0,58,4djrvao40r1vgr4psfl5dzc80,1,22.9,21,2022-10-16T17:31:10.085Z,2022-10-22T18:09:47Z,3850259769,152,,3850259779,213,2.1,3863924229,178,,3850259773,140,11.7,3850259767,5,,3850259777,212,22.7,3850259775,141,49.6,3850259771,56,Back,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473160705,6,1,1,1,9,4djrvao40r1vgr4psfl5dzc80,0,21.8,37,2022-10-16T17:31:20.337Z,2022-10-22T18:09:34Z,3850259929,212,46.9,3850259931,213,5.9,3863923319,178,,3850259933,1,,3850259927,141,11.3,3850259923,56,Right,3850259921,155,,3850259925,140,63.3,exmyiidka52uylmreef9fpn85,M. Zeghba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473160675,13,1,1,1,12,cq4rdp1mkan8zhaw7bmzjdaqk,0,22.6,77.2,2022-10-16T17:31:23.607Z,2022-10-22T18:09:58Z,3850259799,212,9.2,3850259795,140,31.2,3863925135,388,,3850259791,3,,3850259801,213,6.1,3850259793,56,Back,3850259797,141,74.5,,,,6yf6ozyy2rpmiy86xno7u0es5,M. Dyrestam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473160755,7,1,1,1,17,4djrvao40r1vgr4psfl5dzc80,1,70.9,40.6,2022-10-16T17:31:28.536Z,2022-10-22T18:10:12Z,3863926123,178,,3850260205,213,1.5,3850260201,141,72.4,3850260195,56,Center,3850260197,140,72.8,3850260203,212,21.7,,,,,,,1fypwti6kn4ae12fc9outj845,H. Soudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473160793,8,1,1,1,18,4djrvao40r1vgr4psfl5dzc80,1,73.2,67.3,2022-10-16T17:31:29.865Z,2022-10-22T18:10:20Z,3850260347,56,Left,3863926707,178,,3850260349,140,84.6,3850260355,213,0.8,3850260351,141,86.3,3850260353,212,17.6,,,,,,,9d3t6xtk6bceipt63k6c5rnit,Nono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473160813,9,1,1,1,22,4djrvao40r1vgr4psfl5dzc80,1,83.8,85.6,2022-10-16T17:31:33.895Z,2022-10-22T18:10:27Z,3850260469,213,3.5,3850260461,56,Left,3850260465,141,80.2,3863927283,178,,3850260467,212,10.0,3850260463,140,74.9,,,,,,,5yrugwes9msd3cd5hhrluivah,Ahmed Al Zain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473160853,10,1,1,1,25,4djrvao40r1vgr4psfl5dzc80,1,65.8,82,2022-10-16T17:31:36.714Z,2022-10-22T18:10:35Z,3850260649,213,2.8,3850260647,212,12.0,3850260643,140,55.0,3863927941,178,,3850260645,141,87.8,3850260641,56,Left,,,,,,,9d3t6xtk6bceipt63k6c5rnit,Nono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473160889,11,1,1,1,28,4djrvao40r1vgr4psfl5dzc80,1,54.7,89,2022-10-16T17:31:39.672Z,2022-10-22T18:10:43Z,3850260833,212,17.8,3850260829,140,38.0,3850260835,213,3.3,3850260831,141,84.8,3863928509,178,,3850260827,56,Back,,,,,,,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473160931,12,1,1,1,31,4djrvao40r1vgr4psfl5dzc80,1,38.7,84.1,2022-10-16T17:31:43.063Z,2022-10-22T18:10:47Z,3850261073,141,50.3,3850261077,213,4.2,3850261075,212,26.4,3850261071,140,26.3,3863928945,178,,3850261069,56,Back,,,,,,,465tn4volgmbkntekrvwuvmne,Hassan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473160981,13,1,1,1,34,4djrvao40r1vgr4psfl5dzc80,1,26.2,49,2022-10-16T17:31:45.900Z,2022-10-22T18:10:54Z,3863929519,178,,3850261399,213,5.1,3850261393,140,34.8,3850261397,212,22.8,3850261395,141,18.2,3850261391,56,Back,,,,,,,exmyiidka52uylmreef9fpn85,M. Zeghba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473160997,14,1,1,1,37,4djrvao40r1vgr4psfl5dzc80,1,34.8,19.8,2022-10-16T17:31:48.615Z,2022-10-22T18:11:02Z,3850261481,140,56.1,3850261479,56,Right,3850261485,212,23.2,3850261487,213,6.0,3850261483,141,10.9,3863930179,178,,,,,,,,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473161017,15,1,1,1,39,4djrvao40r1vgr4psfl5dzc80,0,43.6,6.6,2022-10-16T17:31:50.895Z,2022-10-22T18:11:13Z,3850261585,213,0.0,3850261579,140,55.1,3850261581,141,6.9,3850261577,56,Right,3863931235,178,,3850261583,212,12.1,,,,,,,bx6o57idb4mbv2xo70l9gkfs9,Abdullah Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476434081,872,43,1,1,40,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2022-10-16T17:31:51.777Z,2022-10-23T15:59:39Z,3867500673,144,67,3867499771,233,910,,,,,,,,,,,,,,,,,,,91e6dbk9uxyui5vbe47zdj6jt,Fahad Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476434073,910,43,1,1,40,4djrvao40r1vgr4psfl5dzc80,1,0,0,2022-10-16T17:31:51.778Z,2022-10-23T15:59:39Z,3867499775,233,872,3867500713,144,67,,,,,,,,,,,,,,,,,,,1fypwti6kn4ae12fc9outj845,H. Soudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474648281,744,61,1,1,40,cq4rdp1mkan8zhaw7bmzjdaqk,1,41,92.8,2022-10-16T17:31:51.791Z,2022-10-22T18:11:50Z,3863934051,178,,3858101285,56,Back,,,,,,,,,,,,,,,,,,,91e6dbk9uxyui5vbe47zdj6jt,Fahad Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473161041,14,49,1,1,42,cq4rdp1mkan8zhaw7bmzjdaqk,1,37.4,76.9,2022-10-16T17:31:53.534Z,2022-10-22T18:11:31Z,,,,,,,,,,,,,,,,,,,,,,,,,6yf6ozyy2rpmiy86xno7u0es5,M. Dyrestam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473161065,15,1,1,1,44,cq4rdp1mkan8zhaw7bmzjdaqk,1,36.8,76.7,2022-10-16T17:31:55.197Z,2022-10-22T18:11:36Z,3850261805,213,4.1,3850261801,141,60.5,3850261803,212,13.2,3850261797,56,Back,3850261799,140,29.8,3863933049,178,,,,,,,,6yf6ozyy2rpmiy86xno7u0es5,M. Dyrestam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473161119,16,1,1,1,45,cq4rdp1mkan8zhaw7bmzjdaqk,1,27.1,63.1,2022-10-16T17:31:56.870Z,2022-10-22T18:11:57Z,3850262089,212,20.9,3850262087,141,45.2,3850262083,56,Back,3850262091,213,3.8,3863934615,178,,3850262085,140,10.9,,,,,,,c3ly1ivtw40f1rjqbbk9ublqt,Murtadha Al Burayh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473161159,17,1,1,1,50,cq4rdp1mkan8zhaw7bmzjdaqk,0,12.4,35.5,2022-10-16T17:32:01.878Z,2022-10-22T18:12:03Z,3858102011,155,,3850262307,56,Center,3863935059,178,,3850262315,213,0.3,3850262311,141,54.8,3850262309,140,57.4,3850262313,212,49.0,3850262317,1,,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476434789,912,67,1,1,53,4djrvao40r1vgr4psfl5dzc80,1,43.1,45.9,2022-10-16T17:32:04.119Z,2022-11-04T08:04:39Z,3867503215,233,885,,,,,,,,,,,,,,,,,,,,,,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476434787,885,67,1,1,53,cq4rdp1mkan8zhaw7bmzjdaqk,0,56.9,54.1,2022-10-16T17:32:04.120Z,2022-10-23T16:00:20Z,3867503255,233,912,,,,,,,,,,,,,,,,,,,,,,9n2zj5201b83mmcm7oomygacq,L. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473161869,17,8,1,1,53,4djrvao40r1vgr4psfl5dzc80,1,46.9,44.8,2022-10-16T17:32:04.130Z,2022-11-04T08:04:40Z,3863935681,178,,3850266341,56,Back,3858102331,384,,,,,,,,,,,,,,,,,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473161173,18,43,1,1,53,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2022-10-16T17:32:04.936Z,2022-10-16T17:33:09Z,3850262391,140,47.0,3850262395,212,11.1,3850262397,213,3.3,3850262393,141,52.2,3850266161,144,1,3850262419,156,0,3850262389,56,Back,,,,9n2zj5201b83mmcm7oomygacq,L. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473161183,16,4,1,1,55,4djrvao40r1vgr4psfl5dzc80,1,54,49,2022-10-16T17:32:06.386Z,2022-10-22T18:12:19Z,3850262465,286,,3850262461,152,,3850262459,56,Center,3850262463,265,,3850262457,13,,3850262695,233,19,,,,,,,evyk938tt0eebkhxrwejaonv9,D. Antolić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473161225,19,4,1,1,55,cq4rdp1mkan8zhaw7bmzjdaqk,0,46,51,2022-10-16T17:32:06.387Z,2022-10-22T18:12:19Z,3850262661,13,,3850262665,152,,3850262663,56,Back,3850262667,265,,3850262719,233,16,3863936371,178,,3850262669,285,,,,,5zvanazhxnqfi6vwms2xcgsus,Hussain Al Nattar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473161247,20,17,1,2,2,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2022-10-16T17:32:13.136Z,2022-10-22T18:12:25Z,3850262801,13,243,3850262797,31,,3850262799,392,,,,,,,,,,,,,,,,,5zvanazhxnqfi6vwms2xcgsus,Hussain Al Nattar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473162175,18,27,1,2,44,4djrvao40r1vgr4psfl5dzc80,1,0,0,2022-10-16T17:32:55.456Z,2022-10-22T18:13:08Z,3850268043,41,Injury,3850268097,233,21,3850268045,53,evyk938tt0eebkhxrwejaonv9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473162161,21,27,1,2,44,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2022-10-16T17:32:55.456Z,2022-10-22T18:13:08Z,3850268077,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473162753,19,28,1,3,55,4djrvao40r1vgr4psfl5dzc80,1,0,0,2022-10-16T17:34:06.317Z,2022-10-22T18:13:28Z,3850271277,55,18,3850271345,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473162755,22,28,1,3,55,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2022-10-16T17:34:06.317Z,2022-10-22T18:13:28Z,3850271295,55,21,3850271333,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473162995,20,1,1,4,35,4djrvao40r1vgr4psfl5dzc80,0,57.5,51.9,2022-10-16T17:34:46.743Z,2022-10-22T18:13:33Z,3850272645,155,,3850272647,152,,3850272653,141,57.6,3850272649,56,Center,3850272651,140,94.8,3863942113,178,,3850272659,1,,3850272643,5,,9d3t6xtk6bceipt63k6c5rnit,Nono,3850272657,213,0.1,3850272655,212,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473163011,23,52,1,4,37,cq4rdp1mkan8zhaw7bmzjdaqk,1,8.1,39.1,2022-10-16T17:34:48.742Z,2022-10-22T18:13:40Z,3863942647,178,,3858103983,377,,,,,,,,,,,,,,,,,,,,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473163091,24,1,1,4,41,cq4rdp1mkan8zhaw7bmzjdaqk,1,9.1,49.7,2022-10-16T17:34:52.516Z,2022-10-22T18:13:47Z,3850273155,123,,3850273157,56,Back,3850273165,213,1.0,3850273161,141,79.1,3850273163,212,23.7,3850273173,287,,3850273159,140,21.2,3863943065,178,,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473163099,25,1,1,4,45,cq4rdp1mkan8zhaw7bmzjdaqk,0,22.6,83.3,2022-10-16T17:34:56.547Z,2022-10-22T18:13:54Z,3850273221,56,Back,3850273223,140,24.1,3863943567,178,,3850273281,236,,3850273283,233,21,3850273225,141,83.5,3850273227,212,1.6,3850273287,286,,6yf6ozyy2rpmiy86xno7u0es5,M. Dyrestam,3850273219,155,,3850273229,213,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473163103,21,74,1,4,45,4djrvao40r1vgr4psfl5dzc80,1,74.3,25.3,2022-10-16T17:34:56.662Z,2022-10-22T18:14:01Z,3850273291,233,25,3863944177,178,,3863944175,21,,3850273241,56,Center,3850273243,285,,,,,,,,,,,evyk938tt0eebkhxrwejaonv9,D. Antolić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473163139,22,5,1,4,47,4djrvao40r1vgr4psfl5dzc80,0,77.2,-1.8,2022-10-16T17:34:58.687Z,2022-10-22T18:14:08Z,3850274449,233,26,3850273443,347,,3850273441,56,Right,,,,,,,,,,,,,,,,evyk938tt0eebkhxrwejaonv9,D. Antolić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473163327,26,5,1,4,47,cq4rdp1mkan8zhaw7bmzjdaqk,1,22.8,101.8,2022-10-16T17:34:58.687Z,2022-10-22T18:14:07Z,3850274421,233,22,3850274387,56,Back,3850274389,347,,,,,,,,,,,,,,,,,6yf6ozyy2rpmiy86xno7u0es5,M. Dyrestam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473163413,27,1,1,5,3,cq4rdp1mkan8zhaw7bmzjdaqk,1,31.3,100,2022-10-16T17:35:14.887Z,2022-10-22T18:14:13Z,3850274809,213,6.0,3850274811,1,,3850274795,107,,3850274801,140,54.2,3850274805,141,93.2,3850274807,212,24.7,3850274797,56,Left,,,,91e6dbk9uxyui5vbe47zdj6jt,Fahad Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
