id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2531951221,1,34,16,0,0,6ttwlm6op92r4670oayg5md7h,1,0,0,2023-04-10T18:14:47.648Z,2023-04-10T18:56:29Z,4181358219,130,2,4181358211,30,"6veqhleq95267xca919eg02j9, 7a8ee7ohk4hnmaaw1imxeqsid, 6yaoc71surv8vh9hjfli7dwid, 9ex7z7sbghe3zx17a4u7gsay2, 829ypq99t1vn90xey32mwt7th, a04wl977uhtaea8pztvmdag2d, 6ygvaf7gjckdemde0ec0tem6t, 6bl8ekn7ahyf7z4ri1cknbnfu, 2neoemoj0t2ssvjhhii62rvje, 1l0bb9txaodn0kqc5rca35rdh, 9yceimet7wbytfai5ivr0v4k5, 77d2ej6852gf2ynsb8h01thwp, 3akxznb8k4r088rrqbbj04m39, 7gvqqqfoak5692c4xnrcrqe39, 3q942kxc3baiiwdozn97dgqtx, 3nahof9wwcvyylv87fjhhpt5h, d21tm0cmhxpy6rq71iyu5yzf9, 6f7isvwcywig1hlvfed4q0hgq, 3kfeazpv3d1wy6e333pudwkid, aq8efsoblaypm6spb7fce99g4",4181358223,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4181358221,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4181358217,59,"1, 32, 27, 14, 12, 28, 10, 44, 11, 17, 82, 7, 8, 9, 18, 19, 23, 45, 88, 94",4181444357,197,683,4181359663,194,6bl8ekn7ahyf7z4ri1cknbnfu,4181358215,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531954533,1,34,16,0,0,aekjg4wbxaixtwu4aicmiju92,1,0,0,2023-04-10T18:21:23.739Z,2023-04-10T19:05:39Z,4181443921,197,615,4181374599,130,8,4181374601,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4181374605,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4181374593,30,"26dlb4txygf7qzukjikr23mxh, 4oiynjwt22nwpmy0oyx5q6jh0, 73sjrd456fd075zz1gmoutpuc, 6b717wlx0q8d73hsbgsp90no5, mnfpjrfb77nre55z4ha7b9p1, 6y9gieuehyt2l41jeh0cucrmd, aqe0o77dv6114gsbpw3t1iymt, d9pwgddm81gw3caq3njscahud, 3a2ef34105eqoes4s6zu1310p, cee8klv6kur6xp1v57uikihg5, zdrtch0slexakz6exy86cid, emt3e6x1c9howgtee0hr1hucp, etvu2javyjbzekaw2ro994iqd, 92qhzmz7bik9yiyhpt9fcvqzu, 7tct6lamqw703ndfo60ruh6fp, jzdzefumhn1ch49i21rc2385, 9mqv7fxmzkj5jalxi1ju34jdg, chedaa8t6qan96a525uhvo8wk, 9twzw7onygiy3indxm8rtjvu1, cvlg8sqmyklrh34h1dbad8s9g",4181374595,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4181374603,194,d9pwgddm81gw3caq3njscahud,4181374597,59,"1, 3, 83, 6, 4, 17, 11, 14, 9, 28, 37, 7, 8, 19, 25, 26, 42, 77, 87, 99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970131,2,32,1,0,0,6ttwlm6op92r4670oayg5md7h,1,0,0,2023-04-10T19:01:22.490Z,2023-04-13T14:02:57Z,4181454513,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970121,2,32,1,0,0,aekjg4wbxaixtwu4aicmiju92,1,0,0,2023-04-10T19:01:22.490Z,2023-04-10T19:01:22Z,4181454485,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970153,3,1,1,0,0,aekjg4wbxaixtwu4aicmiju92,1,50,50.3,2023-04-10T19:01:22.590Z,2023-04-13T14:24:47Z,4181454601,140,39.3,4181454607,213,3.7,4181454599,56,Back,4181454605,212,13.7,4181454603,141,38.8,4181454609,279,S,,,,,,,3a2ef34105eqoes4s6zu1310p,Feras Al Brikan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970191,4,1,1,0,3,aekjg4wbxaixtwu4aicmiju92,1,33.8,43.1,2023-04-10T19:01:25.550Z,2023-04-10T19:01:29Z,4181454799,56,Back,4181454803,141,3.8,4181454805,212,28.8,4181454801,140,44.0,4181454807,213,5.1,,,,,,,,,,d9pwgddm81gw3caq3njscahud,Mohammed Al Fuhaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970227,5,1,1,0,8,aekjg4wbxaixtwu4aicmiju92,1,44.1,5.2,2023-04-10T19:01:30.925Z,2023-04-10T19:01:32Z,4181455001,212,14.1,4181454997,140,30.7,4181454995,56,Back,4181455003,213,3.2,4181454999,141,4.3,,,,,,,,,,aqe0o77dv6114gsbpw3t1iymt,M. Batna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970247,6,1,1,0,9,aekjg4wbxaixtwu4aicmiju92,1,30.6,5.6,2023-04-10T19:01:32.366Z,2023-04-10T19:01:33Z,4181455111,212,17.1,4181455103,56,Back,4181455107,141,29.4,4181455105,140,25.4,4181455113,213,1.9,,,,,,,,,,4oiynjwt22nwpmy0oyx5q6jh0,Ziyad Al Jari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970285,7,1,1,0,11,aekjg4wbxaixtwu4aicmiju92,1,24.9,33.8,2023-04-10T19:01:33.821Z,2023-04-10T19:01:37Z,4181455291,56,Back,4181455299,213,1.3,4181455295,141,71.3,4181455297,212,26.2,4181455293,140,30.6,,,,,,,,,,mnfpjrfb77nre55z4ha7b9p1,Fran Vélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970311,8,1,1,0,15,aekjg4wbxaixtwu4aicmiju92,1,32.3,67,2023-04-10T19:01:37.677Z,2023-04-10T19:01:40Z,4181455405,141,37.3,4181455401,56,Center,4181455407,212,32.7,4181455409,213,5.6,4181455403,140,56.8,4181455411,1,,,,,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
