id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/18/value
2468040355,10,1,1,0,14,4djrvao40r1vgr4psfl5dzc80,1,27.7,62.9,2022-10-06T18:00:28.673Z,2022-10-21T09:30:19Z,3859480645,178,,3822978613,140,29.6,3822978611,56,Back,3822978617,212,21.0,3822978619,213,4.8,3822978615,141,32.1,,,,,,,465tn4volgmbkntekrvwuvmne,Hassan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468040383,11,1,1,0,18,4djrvao40r1vgr4psfl5dzc80,1,28.8,29.1,2022-10-06T18:00:31.873Z,2022-10-21T09:30:31Z,3822978769,56,Back,3822978777,213,5.3,3822978771,140,40.2,3822978773,141,2.6,3859481203,178,,3822978775,212,21.6,,,,,,,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468040407,12,1,1,0,20,4djrvao40r1vgr4psfl5dzc80,1,40.9,2.8,2022-10-06T18:00:34.470Z,2022-10-21T09:30:38Z,3822978919,212,14.5,3822978917,141,15.2,3822978921,213,2.5,3859481563,178,,3822978915,140,29.7,3822978913,56,Back,,,,,,,bx6o57idb4mbv2xo70l9gkfs9,Abdullah Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468040435,13,1,1,0,25,4djrvao40r1vgr4psfl5dzc80,1,31.5,15.6,2022-10-06T18:00:38.801Z,2022-10-21T09:30:46Z,3859481845,178,,3822979199,56,Back,3822979205,140,44.6,3822979211,212,15.8,3822979213,213,5.8,3822979209,141,4.1,,,,,,,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468040449,3,45,1,0,29,dbhdov3cc47kcr1hjg5qr5qg7,0,41.4,98,2022-10-06T18:00:43.683Z,2022-10-21T09:30:52Z,3822979287,285,,3822979283,56,Back,3822979351,233,14,,,,,,,,,,,,,,,,cznfldjv2fv42m6z68um5lzx0,Abdulrahman Saad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468040459,14,3,1,0,29,4djrvao40r1vgr4psfl5dzc80,1,58.6,2,2022-10-06T18:00:43.683Z,2022-10-21T09:30:52Z,3822979335,233,3,3822979333,286,,3822979331,56,Right,3859482135,178,,3836503691,465,,,,,,,,,,,bx6o57idb4mbv2xo70l9gkfs9,Abdullah Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468040455,4,43,1,0,32,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2022-10-06T18:00:46.031Z,2022-10-06T18:00:48Z,3822979451,144,45,3822979305,56,Back,3822979313,285,0,,,,,,,,,,,,,,,,cznfldjv2fv42m6z68um5lzx0,Abdulrahman Saad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468040479,15,1,1,0,32,4djrvao40r1vgr4psfl5dzc80,1,61.3,4.6,2022-10-06T18:00:46.063Z,2022-10-21T09:30:59Z,3822979493,56,Right,3822979495,140,66.4,3859482461,178,,3822979501,213,6.0,3822979497,141,2.3,3822979499,212,5.6,,,,,,,bx6o57idb4mbv2xo70l9gkfs9,Abdullah Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468041381,35,61,1,0,33,4djrvao40r1vgr4psfl5dzc80,0,70.4,1.4,2022-10-06T18:00:47.674Z,2022-10-21T09:31:13Z,3859483023,178,,3822984693,56,Right,,,,,,,,,,,,,,,,,,,1fypwti6kn4ae12fc9outj845,H. Soudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468040635,5,5,1,0,34,dbhdov3cc47kcr1hjg5qr5qg7,1,31.3,100.9,2022-10-06T18:00:48.074Z,2022-10-21T09:31:18Z,3822980385,347,,3822985469,233,16,3822980383,56,Back,,,,,,,,,,,,,,,,cznfldjv2fv42m6z68um5lzx0,Abdulrahman Saad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468040531,16,5,1,0,34,4djrvao40r1vgr4psfl5dzc80,0,68.7,-0.9,2022-10-06T18:00:48.074Z,2022-10-21T09:31:18Z,3822979763,56,Right,3822985489,233,5,3822979765,347,,,,,,,,,,,,,,,,,1fypwti6kn4ae12fc9outj845,H. Soudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468040649,6,1,1,0,49,dbhdov3cc47kcr1hjg5qr5qg7,0,35.2,100,2022-10-06T18:01:03.514Z,2022-10-21T09:31:24Z,3822980467,212,13.8,3822980457,56,Back,3822980453,107,,3822980471,213,6.1,3822980461,140,48.1,3822980463,141,97.7,,,,,,,8fzdgtbrfz7oeki448trj105w,Saqr Al Enazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468040671,17,1,1,0,51,4djrvao40r1vgr4psfl5dzc80,0,52.5,7.6,2022-10-06T18:01:05.263Z,2022-10-21T09:31:28Z,3822980647,213,0.9,3859483981,388,,3822980643,141,15.8,3822980639,56,Right,3822980637,3,,3822980641,140,56.8,3822980645,212,7.2,,,,bx6o57idb4mbv2xo70l9gkfs9,Abdullah Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468070487,240,44,1,0,53,dbhdov3cc47kcr1hjg5qr5qg7,1,47.2,82.4,2022-10-06T18:01:07.219Z,2022-10-22T06:35:15Z,3823155521,285,,3823155519,56,Back,3823155527,233,429,,,,,,,,,,,,,,,,96locb7oipzlke997xnx6ii38,Mohammed Bassam Al Hurayji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468070481,429,44,1,0,53,4djrvao40r1vgr4psfl5dzc80,0,52.8,17.6,2022-10-06T18:01:07.220Z,2022-10-21T09:31:35Z,3823155501,286,,3823155499,56,Right,3823155543,233,240,,,,,,,,,,,,,,,,evyk938tt0eebkhxrwejaonv9,D. Antolić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468040687,7,1,1,0,53,dbhdov3cc47kcr1hjg5qr5qg7,1,43.2,96.1,2022-10-06T18:01:07.319Z,2022-10-22T06:35:16Z,3822980757,213,5.2,3822980751,140,48.1,3822980753,141,80.5,3822980747,3,,3822980755,212,11.8,3822980749,56,Back,3859484639,388,,,,,96locb7oipzlke997xnx6ii38,Mohammed Bassam Al Hurayji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474921319,590,67,1,0,54,dbhdov3cc47kcr1hjg5qr5qg7,1,47.7,79.9,2022-10-06T18:01:08.183Z,2022-10-22T06:35:16Z,3859559837,233,856,,,,,,,,,,,,,,,,,,,,,,en6ut1dhht8l7hrupqphorld5,Rakan Shamlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474921315,856,67,1,0,54,4djrvao40r1vgr4psfl5dzc80,0,52.3,20.1,2022-10-06T18:01:08.184Z,2022-10-21T10:11:12Z,3859559845,233,590,,,,,,,,,,,,,,,,,,,,,,9d3t6xtk6bceipt63k6c5rnit,Nono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468040705,8,1,1,0,54,dbhdov3cc47kcr1hjg5qr5qg7,0,48.2,80.5,2022-10-06T18:01:08.415Z,2022-10-22T06:35:17Z,3859485231,178,,3822980845,140,42.2,3822980843,56,Back,3822980847,141,84.4,3822980849,212,6.8,3822980851,213,2.7,,,,,,,en6ut1dhht8l7hrupqphorld5,Rakan Shamlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468040707,18,49,1,0,55,4djrvao40r1vgr4psfl5dzc80,1,57.7,16.5,2022-10-06T18:01:09.534Z,2022-10-21T09:32:00Z,,,,,,,,,,,,,,,,,,,,,,,,,evyk938tt0eebkhxrwejaonv9,D. Antolić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468040757,19,1,1,0,56,4djrvao40r1vgr4psfl5dzc80,1,57.7,16.5,2022-10-06T18:01:10.384Z,2022-10-21T09:32:04Z,3859485811,178,,3822981099,140,40.7,3822981097,56,Back,3822981105,213,2.5,3822981103,212,21.7,3822981101,141,34.6,,,,,,,evyk938tt0eebkhxrwejaonv9,D. Antolić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468040801,20,1,1,1,1,4djrvao40r1vgr4psfl5dzc80,1,40,37.4,2022-10-06T18:01:15.534Z,2022-10-21T09:32:10Z,3822981369,213,5.3,3822981367,212,27.7,3822981365,141,3.5,3859486019,178,,3822981363,140,54.7,3822981361,56,Right,,,,,,,cgwl99clcp8j1z4tq5n0bh9ed,A. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468040827,21,1,1,1,7,4djrvao40r1vgr4psfl5dzc80,1,62.8,14.3,2022-10-06T18:01:21.111Z,2022-10-21T09:32:19Z,3822981521,56,Center,3822981523,140,58.0,3822981525,141,23.3,3859486385,178,,3822981527,212,7.9,3822981529,213,2.3,,,,,,,bx6o57idb4mbv2xo70l9gkfs9,Abdullah Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468040879,22,1,1,1,9,4djrvao40r1vgr4psfl5dzc80,1,58,23.3,2022-10-06T18:01:23.007Z,2022-10-21T09:32:28Z,3859486857,178,,3822981721,141,42.5,3822981723,212,14.6,3822981719,140,51.7,3822981717,56,Center,3822981725,213,2.0,,,,,,,evyk938tt0eebkhxrwejaonv9,D. Antolić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468040917,23,1,1,1,13,4djrvao40r1vgr4psfl5dzc80,1,55.1,54,2022-10-06T18:01:27.394Z,2022-10-21T09:32:47Z,3822981961,141,71.2,3822981963,212,12.5,3822981965,213,1.9,3859487683,178,,3822981959,140,51.0,3822981957,56,Center,,,,,,,cgwl99clcp8j1z4tq5n0bh9ed,A. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468040949,24,1,1,1,16,4djrvao40r1vgr4psfl5dzc80,1,51.4,71.2,2022-10-06T18:01:30.155Z,2022-10-21T09:32:52Z,3859487889,178,,3822982135,212,16.3,3822982133,141,92.0,3822982131,140,59.2,3822982137,213,1.0,3822982129,56,Left,,,,,,,465tn4volgmbkntekrvwuvmne,Hassan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468041005,25,1,1,1,19,4djrvao40r1vgr4psfl5dzc80,1,58.7,90,2022-10-06T18:01:32.867Z,2022-10-21T09:33:06Z,3822982505,140,39.1,3859488407,178,,3822982503,56,Back,3822982511,213,3.4,3822982507,141,83.3,3822982509,212,21.1,,,,,,,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468041039,26,1,1,1,23,4djrvao40r1vgr4psfl5dzc80,1,41.8,71.5,2022-10-06T18:01:37.509Z,2022-10-21T09:33:18Z,3822982687,212,22.2,3822982689,213,4.7,3822982685,141,38.8,3859488925,178,,3822982683,140,42.5,3822982681,56,Back,,,,,,,465tn4volgmbkntekrvwuvmne,Hassan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468041123,27,1,1,1,30,4djrvao40r1vgr4psfl5dzc80,1,45.3,37.1,2022-10-06T18:01:43.975Z,2022-10-21T09:33:39Z,3822983141,213,1.5,3822983139,212,17.0,3822983137,141,62.1,3822983133,56,Back,3859489903,178,,3822983135,140,46.0,,,,,,,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468041143,28,1,1,1,32,4djrvao40r1vgr4psfl5dzc80,1,46,62.1,2022-10-06T18:01:45.954Z,2022-10-21T09:33:47Z,3822983273,213,1.1,3822983265,56,Left,3822983271,212,13.9,3859490249,178,,3822983269,141,79.9,3822983267,140,52.5,,,,,,,465tn4volgmbkntekrvwuvmne,Hassan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468041161,29,1,1,1,35,4djrvao40r1vgr4psfl5dzc80,1,53.2,76.7,2022-10-06T18:01:49.380Z,2022-10-21T09:34:02Z,3859490871,178,,3822983367,213,3.6,3822983359,56,Back,3822983365,212,13.8,3822983361,140,41.5,3822983363,141,67.3,,,,,,,9d3t6xtk6bceipt63k6c5rnit,Nono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468041179,30,1,1,1,38,4djrvao40r1vgr4psfl5dzc80,1,41,67.3,2022-10-06T18:01:52.211Z,2022-10-21T09:34:26Z,3822983483,56,Back,3859491935,178,,3822983485,140,46.9,3822983491,213,0.2,3822983489,212,6.3,3822983487,141,69.3,,,,,,,465tn4volgmbkntekrvwuvmne,Hassan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468041211,31,1,1,1,39,4djrvao40r1vgr4psfl5dzc80,1,46.9,69.3,2022-10-06T18:01:53.163Z,2022-10-21T09:34:34Z,3822983685,140,38.7,3822983683,56,Back,3859492271,178,,3822983689,212,8.9,3822983687,141,66.0,3822983691,213,3.4,,,,,,,9d3t6xtk6bceipt63k6c5rnit,Nono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468041301,32,1,1,1,42,4djrvao40r1vgr4psfl5dzc80,1,38.9,65.8,2022-10-06T18:01:56.434Z,2022-10-21T09:34:40Z,3822984179,56,Back,3822984185,212,29.2,3822984183,141,23.6,3822984181,140,44.0,3822984187,213,4.9,3859492573,178,,,,,,,,465tn4volgmbkntekrvwuvmne,Hassan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468041343,33,1,1,1,50,4djrvao40r1vgr4psfl5dzc80,0,58.6,11.6,2022-10-06T18:02:04.454Z,2022-10-21T09:34:58Z,3822984445,140,100.0,3859493541,178,,3822984443,56,Right,3822984441,155,,3822984447,141,4.4,3822984449,212,44.9,3822984451,213,6.2,3822984453,1,,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468041339,9,56,1,1,54,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2022-10-06T18:02:07.834Z,2022-10-21T09:35:12Z,3822984429,56,Back,,,,,,,,,,,,,,,,,,,,,,bgzn0qcq2tcobzu1odwyaeeei,Yousef Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468041345,10,5,1,1,55,dbhdov3cc47kcr1hjg5qr5qg7,1,-1.2,94.6,2022-10-06T18:02:08.833Z,2022-10-21T09:35:10Z,3822984455,56,Back,3822984457,346,,3822984467,233,34,,,,,,,,,,,,,,,,bgzn0qcq2tcobzu1odwyaeeei,Yousef Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468041347,34,5,1,1,55,4djrvao40r1vgr4psfl5dzc80,0,101.2,5.4,2022-10-06T18:02:08.833Z,2022-10-21T09:35:10Z,3822984463,56,Right,3822984477,233,10,3822984465,346,,,,,,,,,,,,,,,,,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468041771,11,1,1,2,24,dbhdov3cc47kcr1hjg5qr5qg7,0,4.1,55.4,2022-10-06T18:02:38.234Z,2022-10-21T09:35:19Z,3822986811,74,,3822986809,1,,3822986807,213,0.2,3822986799,56,Left,3822986805,212,73.1,3822986797,124,,3822986801,140,71.9,3822986803,141,79.5,92j12068e102fecql9i8bvehg,Meshaal Hariss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468041787,36,49,1,2,28,4djrvao40r1vgr4psfl5dzc80,1,33.4,26.2,2022-10-06T18:02:42.564Z,2022-10-21T09:35:25Z,,,,,,,,,,,,,,,,,,,,,,,,,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468041809,37,1,1,2,31,4djrvao40r1vgr4psfl5dzc80,1,34,27.3,2022-10-06T18:02:44.964Z,2022-10-21T09:35:31Z,3822987025,141,67.3,3822987023,140,31.1,3822987021,56,Back,3822987027,212,27.4,3822987029,213,1.7,3859495079,178,,,,,,,,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468041863,38,1,1,2,34,4djrvao40r1vgr4psfl5dzc80,1,32,68.8,2022-10-06T18:02:48.493Z,2022-10-21T09:35:40Z,3822987351,56,Back,3822987353,140,39.9,3822987355,141,56.4,3859495379,178,,3822987357,212,11.8,3822987359,213,5.5,,,,,,,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468041891,39,1,1,2,39,4djrvao40r1vgr4psfl5dzc80,1,48.4,69.7,2022-10-06T18:02:52.758Z,2022-10-21T09:35:52Z,3822987541,213,0.8,3822987539,212,21.3,3822987537,141,92.9,3822987535,140,62.0,3859496051,178,,3822987533,56,Left,,,,,,,cgwl99clcp8j1z4tq5n0bh9ed,A. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468041917,40,1,1,2,42,4djrvao40r1vgr4psfl5dzc80,1,63.6,90.8,2022-10-06T18:02:55.866Z,2022-10-21T09:36:03Z,3859496437,178,,3822987689,213,2.3,3822987687,212,5.4,3822987683,140,60.0,3822987681,56,Left,3822987685,141,96.5,,,,,,,5x2mcnjeclk64b5l9o2h4d5g5,Mansour Hamzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468041933,41,1,1,2,43,4djrvao40r1vgr4psfl5dzc80,1,57.9,96.9,2022-10-06T18:02:57.125Z,2022-10-21T09:36:09Z,3822987769,140,53.5,3822987767,56,Center,3822987773,212,21.8,3822987771,141,65.5,3822987775,213,4.5,3859496647,178,,,,,,,,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
