id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/11/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist,qualifier/21/id,qualifier/21/qualifierId,qualifier/17/value
2499702895,9,1,1,0,13,c9swyor08g9pedxpe3n321svu,1,31.9,70.9,2023-01-22T15:00:34.545Z,2023-01-28T03:09:23Z,3990204477,212,17.5,3997648149,178,,3990204479,213,1.0,3990204475,141,92.9,3990204471,56,Back,3990204473,140,40.6,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499702913,10,1,1,0,15,c9swyor08g9pedxpe3n321svu,1,40.6,92.9,2023-01-22T15:00:36.457Z,2023-01-28T03:09:32Z,3990204603,56,Back,3990204611,213,4.1,3990204609,212,14.1,3990204605,140,32.4,3990204607,141,76.4,3997648271,178,,,,,,,,14dpnweb51v7re2xa3qkpulex,Nasser Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499702937,11,1,1,0,18,c9swyor08g9pedxpe3n321svu,1,31,68.1,2023-01-22T15:00:40.162Z,2023-01-28T03:09:36Z,3990204693,56,Back,3990204697,141,42.1,3997648335,178,,3990204699,212,17.8,3990204701,213,4.6,3990204695,140,28.9,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499702961,12,1,1,0,21,c9swyor08g9pedxpe3n321svu,1,29.9,35.4,2023-01-22T15:00:42.787Z,2023-01-28T03:09:44Z,3990204865,212,33.9,3990204869,1,,3990204867,213,5.7,3990204859,56,Right,3990204857,155,,3990204861,140,56.9,3990204863,141,8.0,3997648421,178,,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499702973,13,1,1,0,25,c9swyor08g9pedxpe3n321svu,1,55.1,15.9,2023-01-22T15:00:46.563Z,2023-01-28T03:09:59Z,3990204955,213,1.2,3990204951,141,31.5,3990204947,56,Center,3990204949,140,59.1,3990204953,212,11.4,3997648587,178,,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499702993,14,1,1,0,27,c9swyor08g9pedxpe3n321svu,1,59.1,31.5,2023-01-22T15:00:48.704Z,2023-01-28T03:10:19Z,3990205053,140,59.4,3990205051,56,Center,3997648775,178,,3990205057,212,12.3,3990205059,213,1.5,3990205055,141,49.6,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703021,15,1,1,0,28,c9swyor08g9pedxpe3n321svu,1,59.4,49.6,2023-01-22T15:00:49.781Z,2023-01-28T03:10:41Z,3990205213,140,44.2,3990205211,56,Back,3990205217,212,16.0,3997648999,178,,3990205219,213,3.2,3990205215,141,48.4,,,,,,,2ghv5nqgyn0wv9ekdx1ow0445,Salem Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703067,16,1,1,0,31,c9swyor08g9pedxpe3n321svu,1,43.1,58.7,2023-01-22T15:00:52.913Z,2023-01-28T03:10:56Z,3997649139,178,,3990205455,140,42.9,3990205459,212,8.3,3990205461,213,1.6,3990205457,141,70.9,3990205453,56,Back,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703069,17,1,1,0,35,c9swyor08g9pedxpe3n321svu,0,57.7,82.1,2023-01-22T15:00:56.813Z,2023-01-28T03:11:08Z,3990205467,140,69.0,3990205465,56,Left,3990205471,212,11.9,3990205469,141,82.4,3990205473,213,0.0,3997649297,178,,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703093,3,1,1,0,36,d47tf49ishm9qnfd8zyc8wv0j,1,36.7,19.1,2023-01-22T15:00:57.355Z,2023-01-28T03:11:19Z,3990205603,141,7.0,3997649435,178,,3990205607,213,5.3,3990205599,56,Back,3990205605,212,9.9,3990205601,140,42.0,,,,,,,btjt8zqd248l6mk9b2obdsr1l,Riyadh Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703097,4,61,1,0,36,d47tf49ishm9qnfd8zyc8wv0j,0,41.7,7.3,2023-01-22T15:00:57.899Z,2023-01-28T03:11:36Z,3990205623,56,Back,3997649565,178,,,,,,,,,,,,,,,,,,,,6msbre1fcjcrvqyzoozo43sb8,Nawaf Al Saadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499744675,397,45,1,0,37,d47tf49ishm9qnfd8zyc8wv0j,0,35.9,5.6,2023-01-22T15:00:59.296Z,2023-01-28T03:12:11Z,3990428187,233,462,3990427877,285,,3990427875,56,Back,,,,,,,,,,,,,,,,6msbre1fcjcrvqyzoozo43sb8,Nawaf Al Saadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499744731,462,3,1,0,37,c9swyor08g9pedxpe3n321svu,1,64.1,94.4,2023-01-22T15:00:59.296Z,2023-01-28T03:12:10Z,3990428163,286,,3990428183,233,397,3990428161,56,Left,3995670565,464,,3997649861,178,,,,,,,,,,,f53lu15h3s3mhmj2u7ztabd1x,L. Vietto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703119,18,1,1,0,38,c9swyor08g9pedxpe3n321svu,1,64.8,91.2,2023-01-22T15:00:59.754Z,2023-01-28T03:13:12Z,3990205721,212,9.5,3990205717,140,69.8,3990205723,213,5.3,3997650083,178,,3990205715,56,Left,3990205719,141,79.6,,,,,,,f53lu15h3s3mhmj2u7ztabd1x,L. Vietto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499744981,463,1,1,0,39,c9swyor08g9pedxpe3n321svu,1,66,83.6,2023-01-22T15:01:00.726Z,2023-01-28T03:13:21Z,3990429517,56,Left,3990429523,212,11.5,3990429519,140,74.7,3990429525,213,0.6,3997650427,178,,3990429521,141,93.8,,,,,,,2ghv5nqgyn0wv9ekdx1ow0445,Salem Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703179,19,2,1,0,41,c9swyor08g9pedxpe3n321svu,1,82.8,93.2,2023-01-22T15:01:02.669Z,2023-01-28T03:13:29Z,3995794921,72,,3990207753,7,5muk6frafyj5lj1jdg54z2thx,3997650449,178,,3990206023,2,,3990206031,56,Center,3990206035,140,88.9,3995794917,225,,3990206037,141,58.4,14dpnweb51v7re2xa3qkpulex,Nasser Al Dawsari,3995794919,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703195,5,55,1,0,41,d47tf49ishm9qnfd8zyc8wv0j,1,10.8,38,2023-01-22T15:01:02.670Z,2023-01-28T03:13:29Z,,,,,,,,,,,,,,,,,,,,,,,,,bgac6td6x8qi2o7o5ofrj3t1x,Sari Amro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703185,20,43,1,0,46,c9swyor08g9pedxpe3n321svu,1,0,0,2023-01-22T15:01:08.135Z,2023-01-22T15:01:28Z,3990206055,286,0,3990207333,144,50,3990206053,56,Center,3990206191,233,5,,,,,,,,,,,,,5muk6frafyj5lj1jdg54z2thx,Saleh Al Shehri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703201,21,43,1,0,48,c9swyor08g9pedxpe3n321svu,1,0,0,2023-01-22T15:01:09.686Z,2023-01-22T15:01:32Z,3990207501,144,6,3990206163,73,0,3990206161,56,Center,,,,,,,,,,,,,,,,5muk6frafyj5lj1jdg54z2thx,Saleh Al Shehri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703209,6,43,1,0,48,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2023-01-22T15:01:09.797Z,2023-01-22T15:01:29Z,3990207285,233,21,3990206199,56,Back,3990206201,73,0,3990207367,144,6,,,,,,,,,,,,,bgac6td6x8qi2o7o5ofrj3t1x,Sari Amro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703485,7,1,1,1,11,d47tf49ishm9qnfd8zyc8wv0j,1,19.4,40.4,2023-01-22T15:01:33.134Z,2023-01-28T03:13:41Z,3990207725,56,Back,3990207729,141,13.4,3990207727,140,26.3,3990207731,212,19.7,3990207721,5,,3990207723,241,,3997650489,178,,3990207733,213,5.1,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703545,8,1,1,1,18,d47tf49ishm9qnfd8zyc8wv0j,0,31.8,9.8,2023-01-22T15:01:39.370Z,2023-01-28T03:14:18Z,3990207983,155,,3990207993,141,16.5,3997650689,178,,3990207997,212,40.7,3990207987,56,Right,3990207989,140,70.3,3990207999,213,0.1,3990208001,1,,dxy1gb64e1hokq26qqnigirpx,Saad Natiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703541,22,49,1,1,22,c9swyor08g9pedxpe3n321svu,1,22.7,80.2,2023-01-22T15:01:43.431Z,2023-01-28T03:15:04Z,,,,,,,,,,,,,,,,,,,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703577,23,1,1,1,22,c9swyor08g9pedxpe3n321svu,1,22.7,80.2,2023-01-22T15:01:43.515Z,2023-01-28T03:15:16Z,3990208165,213,3.6,3997651207,178,,3990208161,141,65.1,3990208157,56,Back,3990208159,140,4.7,3990208163,212,21.5,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703597,24,1,1,1,24,c9swyor08g9pedxpe3n321svu,0,4.7,65.2,2023-01-22T15:01:45.740Z,2023-01-28T03:15:35Z,3990208251,56,Center,3990208259,213,6.1,3997651333,178,,3990208255,141,52.8,3990208257,212,62.9,3990208261,1,,3990208253,140,64.1,3990208249,157,,c4zklinh3sa5kchbvjugn0s0l,Mohammed Al Owais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703649,9,1,1,1,27,d47tf49ishm9qnfd8zyc8wv0j,1,40.1,41.2,2023-01-22T15:01:49.014Z,2023-01-28T03:15:54Z,3990208551,213,0.6,3997651449,178,,3990208543,56,Back,3990208541,3,,3990208549,212,12.2,3990208545,140,49.7,3990208547,141,51.2,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703655,10,61,1,1,30,d47tf49ishm9qnfd8zyc8wv0j,0,48.6,49.6,2023-01-22T15:01:51.822Z,2023-01-28T03:16:14Z,3990208575,56,Back,3997651613,178,,,,,,,,,,,,,,,,,,,,dp5fmyett2g7fvus88m85fsut,U. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703661,25,50,1,1,31,c9swyor08g9pedxpe3n321svu,1,59.9,62,2023-01-22T15:01:52.898Z,2023-01-28T03:16:55Z,3990208585,56,Center,3990208587,286,,3990208681,233,11,,,,,,,,,,,,,,,,2ghv5nqgyn0wv9ekdx1ow0445,Salem Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703671,11,7,1,1,32,d47tf49ishm9qnfd8zyc8wv0j,0,40.1,38,2023-01-22T15:01:53.797Z,2023-01-28T03:17:05Z,3990208641,285,,3997652145,178,,3990208639,56,Back,3990208673,233,25,3995673305,383,,,,,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500755931,821,12,1,1,33,d47tf49ishm9qnfd8zyc8wv0j,1,37.2,66,2023-01-22T15:01:55.085Z,2023-01-28T03:17:25Z,3995673839,141,79.2,3995673835,56,Left,3995673837,140,60.6,3995673841,212,26.2,3995673843,213,0.4,3997652335,178,,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703699,26,1,1,1,36,c9swyor08g9pedxpe3n321svu,1,46.4,33.7,2023-01-22T15:01:58.114Z,2023-01-28T03:17:37Z,3990208803,141,43.7,3990208801,140,48.5,3990208807,212,7.1,3990208799,56,Back,3997652379,178,,3990208811,213,1.3,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703731,27,1,1,1,38,c9swyor08g9pedxpe3n321svu,1,48.5,43.7,2023-01-22T15:01:59.797Z,2023-01-28T03:17:44Z,3990208963,141,60.2,3990208959,56,Back,3990208961,140,41.3,3990208965,212,13.5,3997652443,178,,3990208967,213,2.2,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703749,28,1,1,1,42,c9swyor08g9pedxpe3n321svu,1,41,65.4,2023-01-22T15:02:03.782Z,2023-01-28T03:17:48Z,3990209083,141,54.5,3990209081,140,44.9,3990209079,56,Back,3997652479,178,,3990209085,212,8.5,3990209087,213,5.2,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703799,29,1,1,1,44,c9swyor08g9pedxpe3n321svu,1,47.1,51.5,2023-01-22T15:02:06.085Z,2023-01-28T03:17:55Z,3990209327,155,,3990209331,140,77.2,3990209329,56,Right,3990209337,213,5.5,3990209335,212,46.0,3990209339,1,,3997652571,178,,3990209333,141,2.3,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703831,30,1,1,1,49,c9swyor08g9pedxpe3n321svu,1,77.5,2,2023-01-22T15:02:10.772Z,2023-02-13T11:28:13Z,3990209487,213,1.0,3990209477,155,,3995674597,210,15,3990209485,212,29.9,3990209475,2,,3990209481,140,92.1,3990209483,141,39.8,3995674599,154,,1jfxkmks9lci345fiz9z2gfl5,Michael,3990209479,56,1,Center,3995673861,20,3997652623,178,3995673859,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703841,31,44,1,1,50,c9swyor08g9pedxpe3n321svu,1,92,42.4,2023-01-22T15:02:11.897Z,2023-02-13T11:28:13Z,3990209529,56,Center,3990209665,233,12,3990209531,286,,,,,,,,,,,,,,,,,5muk6frafyj5lj1jdg54z2thx,Saleh Al Shehri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703839,12,44,1,1,50,d47tf49ishm9qnfd8zyc8wv0j,0,8,57.6,2023-01-22T15:02:11.898Z,2023-01-28T03:18:17Z,3990209519,285,,3990209541,233,31,3990209517,56,Back,,,,,,,,,,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500755983,970,15,1,1,50,c9swyor08g9pedxpe3n321svu,1,89.4,36,2023-01-22T15:02:11.950Z,2023-02-13T11:28:13Z,3995674625,231,47.3,3995674621,147,36.8,3995674623,230,98.4,3995674619,146,90.1,3995795205,233,13,3995674191,63,,3995674479,15,,3995674193,56,Center,5muk6frafyj5lj1jdg54z2thx,Saleh Al Shehri,3995674617,103,,19,3995674615,102,3995674611,55,3995674483,328,49.2,30,3997652809,388,3995674485,82,3995674605,78,3995674607,29,3995674189,22,3995674609,154,,,,,,,,,,,,,,,,,,
2499703853,13,10,1,1,50,d47tf49ishm9qnfd8zyc8wv0j,1,8.2,54.9,2023-01-22T15:02:11.967Z,2023-01-28T03:19:03Z,3995795209,233,970,3997653049,388,,3995674655,94,,3997653051,15,,3990209593,56,Back,,,,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703861,14,6,1,1,51,d47tf49ishm9qnfd8zyc8wv0j,0,3.3,68.6,2023-01-22T15:02:12.934Z,2023-01-28T03:19:32Z,3990209671,56,Back,3990209673,73,,3990209911,233,32,,,,,,,,,,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703905,32,6,1,1,51,c9swyor08g9pedxpe3n321svu,1,96.7,31.4,2023-01-22T15:02:12.934Z,2023-01-28T03:19:31Z,3990209899,75,,3990209903,233,14,3990209897,56,Center,,,,,,,,,,,,,,,,1jfxkmks9lci345fiz9z2gfl5,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499704139,33,1,1,2,21,c9swyor08g9pedxpe3n321svu,0,99.5,0.5,2023-01-22T15:02:42.803Z,2023-01-28T03:19:38Z,3997653463,178,,3990211153,2,,3990211169,213,1.7,3990211155,6,,3990211157,155,,3990211163,140,95.1,3995676707,20,,3990211165,141,41.0,f53lu15h3s3mhmj2u7ztabd1x,L. Vietto,3990211167,212,,27.9,3990211159,224,3990211161,56,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
