id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2539871833,1,34,16,0,0,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2023-04-27T15:19:40.410Z,2023-04-27T16:17:30Z,4230036849,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4230036851,194,6fy868uh27umb1dafjy7tk2xh,4230146653,197,6795,4230036853,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4230036841,30,"7qirhp2v0034pkiwvnmsfd785, 1qt77p34tr6jf5vl5pzbh8zfu, 97gy3oursbjphkf5t85x9wy96, c706bwqqpdkdk2zqzmop9wm39, dxy1gb64e1hokq26qqnigirpx, bwew6i3fnis40s77t3e3sal0p, 6msbre1fcjcrvqyzoozo43sb8, pgyt3j19g11v27qx998bgmi1, bvmo38wfbtnrk5hdbxgczkzpx, 2ycm47qi7qr17i31a8f6oq9gq, 6fy868uh27umb1dafjy7tk2xh, dkupkrs36el2b809255l816tx, 87g8od8v77pe4m134wu8ipnu, dp5fmyett2g7fvus88m85fsut, 61o0q05smyp280htj5g3og5xw, 4fkudkcxt03pqaqz58nofkag9, bgac6td6x8qi2o7o5ofrj3t1x, 4btxpresuwiwvw99seu6401zo, 4jspfn1jca5yzxbhn8p2p06ax, 9o288vygjpcv3noeqnrnqh3ah",4230036843,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4230036847,130,2,4230036845,59,"16, 14, 13, 21, 4, 19, 18, 34, 20, 88, 7, 25, 23, 8, 15, 17, 31, 32, 33, 39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539872727,1,34,16,0,0,f0zsn74nz0o01gr30weun240i,1,0,0,2023-04-27T15:24:02.360Z,2023-04-27T16:02:32Z,4230063951,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4230063949,194,f0fot1juj3i62tt8i2vybnjdh,4230063939,30,"c2mhdatj96x8eug6mekactrkl, 5ffogjpb96mfoihuw7pu5pl91, 37ozmigs9h3hachibcihs8t05, 3s3rnrrv8i4rb0x7vaa5mhvpx, bodbz7zwlae3zytzhmbk5ncwk, 3hzwwygv4u0vn68g4z3taqj1l, 8tvytrvm8g922nxp2sjc7lxp1, 7ieikgigejp7rmvrsra8mj1lh, egk2nnpvvup731trr0x2kj696, f0fot1juj3i62tt8i2vybnjdh, 9i2vkt05nwdi1v6iqiyv3hl91, a8tgq32yvdrxup21s75ktvtw4, 2a8vmk0i57bvjmhx852b7xn2s, 4d1vfcib03lv7y3dbpv2b8usp, 2ff2szax8e6tod2rts23ok9re, czk2wmpl7wu9ogvo8oyij1t5h, 9kn5o2yki8zu3wihjwqjort9l, 2j2uxep3rot3fwdq27b2im9qt, 3d3va1qm6rsq6uokzpkh92f4k, d0hq3mzumz2pvhkx2cxvalqsp",4230063941,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4230063943,59,"1, 40, 3, 7, 4, 30, 10, 8, 9, 11, 75, 6, 13, 15, 18, 26, 27, 32, 37, 44",4230129581,197,3316,4230063945,130,6,4230063947,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878271,2,32,1,0,0,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2023-04-27T16:01:09.595Z,2023-04-27T16:01:09Z,4230133363,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878273,2,32,1,0,0,f0zsn74nz0o01gr30weun240i,1,0,0,2023-04-27T16:01:09.595Z,2023-04-28T10:21:36Z,4230133365,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878287,3,1,1,0,0,d47tf49ishm9qnfd8zyc8wv0j,1,49.7,49.9,2023-04-27T16:01:09.695Z,2023-04-27T16:01:15Z,4230133439,141,42.7,4230133445,279,S,4230133443,213,3.5,4230133441,212,16.1,4230133437,140,35.1,4230133435,56,Back,,,,,,,bvmo38wfbtnrk5hdbxgczkzpx,F. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878293,4,1,1,0,6,d47tf49ishm9qnfd8zyc8wv0j,1,34.3,41,2023-04-27T16:01:15.741Z,2023-04-27T16:01:17Z,4230133469,141,33.9,4230133473,213,3.5,4230133471,212,12.2,4230133465,56,Back,4230133467,140,23.6,,,,,,,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878301,5,1,1,0,7,d47tf49ishm9qnfd8zyc8wv0j,1,23.6,33.9,2023-04-27T16:01:16.878Z,2023-04-27T16:01:18Z,4230133529,212,28.4,4230133523,56,Back,4230133527,141,75.6,4230133525,140,25.7,4230133531,213,1.5,,,,,,,,,,dxy1gb64e1hokq26qqnigirpx,Saad Natiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878307,6,1,1,0,8,d47tf49ishm9qnfd8zyc8wv0j,1,26.4,76.4,2023-04-27T16:01:18.493Z,2023-04-27T16:01:20Z,4230133567,56,Back,4230133571,141,94.2,4230133569,140,29.4,4230133575,213,1.3,4230133573,212,12.5,,,,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878311,7,1,1,0,10,d47tf49ishm9qnfd8zyc8wv0j,1,29.4,94.2,2023-04-27T16:01:20.158Z,2023-04-27T16:59:24Z,4230133639,213,0.2,4230133631,56,Back,4230133633,140,38.2,4230133637,212,9.3,4230133635,141,96.3,,,,,,,,,,97gy3oursbjphkf5t85x9wy96,Mohammed Al Kunaydiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539878317,8,1,1,0,15,d47tf49ishm9qnfd8zyc8wv0j,1,30.9,96.6,2023-04-27T16:01:24.909Z,2023-04-27T16:01:27Z,4230133657,140,29.8,4230133655,56,Back,4230133661,212,10.8,4230133659,141,80.8,4230133663,213,4.6,,,,,,,,,,6fy868uh27umb1dafjy7tk2xh,Saleh  Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
