id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2496366439,1,34,16,0,0,6ttwlm6op92r4670oayg5md7h,1,0,0,2023-01-10T16:22:58.729Z,2023-01-25T15:37:45Z,3972642553,197,683,3972590463,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3972590457,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3972590465,194,829ypq99t1vn90xey32mwt7th,3972590467,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3972590461,130,5,3972590459,59,"23, 32, 27, 14, 94, 12, 82, 88, 17, 16, 10, 42, 1, 4, 7, 8, 15, 20, 45, 66",3972590455,30,"d21tm0cmhxpy6rq71iyu5yzf9, 7a8ee7ohk4hnmaaw1imxeqsid, 6yaoc71surv8vh9hjfli7dwid, 9ex7z7sbghe3zx17a4u7gsay2, aq8efsoblaypm6spb7fce99g4, 829ypq99t1vn90xey32mwt7th, 9yceimet7wbytfai5ivr0v4k5, 3kfeazpv3d1wy6e333pudwkid, 1l0bb9txaodn0kqc5rca35rdh, 70848f3slhydvi4p0wq4enqol, 6ygvaf7gjckdemde0ec0tem6t, 3q7kuavoofo98cuoyiifozqqc, 6veqhleq95267xca919eg02j9, 52gxk6j2kp1i7dkz1w7wfxzsa, 77d2ej6852gf2ynsb8h01thwp, 3akxznb8k4r088rrqbbj04m39, a6ut1eni17e2yprprmptj7a50, 77768ik0kuvcahklr0b8viwwk, 6f7isvwcywig1hlvfed4q0hgq, b7o2y8beklfrbcrl7di1rm5uc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496367545,1,34,16,0,0,c9swyor08g9pedxpe3n321svu,1,0,0,2023-01-10T16:27:19.065Z,2023-01-10T17:36:24Z,3972596337,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3972596331,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3972596341,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3972642693,197,618,3972596339,194,9vt5q842htj38cblrh1v62qj9,3972596335,130,4,3972596329,30,"9vt5q842htj38cblrh1v62qj9, aq8pym2fuweqbkxbbu7hqn0x6, 27jg2mdzgw4bt7l4215hq12sq, 3xtzd4wqoq2b6ak1k2tep9oet, inbrwc7gw6d1z8x60nl0padx, av4e1au7cz1s6rmz5u45l4yjt, d25hyz1ov3mdflbnbyc9okrmd, 2lkra7wic5b481l7qybjh8lx, f53lu15h3s3mhmj2u7ztabd1x, 1jfxkmks9lci345fiz9z2gfl5, 2ghv5nqgyn0wv9ekdx1ow0445, p3ebcmbu5i9le8czo76ngm0a, 2i9cy7dt9zn1jz96h61oo2m6t, 5muk6frafyj5lj1jdg54z2thx, hki3chjlidmwubff6srauj56, 14dpnweb51v7re2xa3qkpulex, c4zklinh3sa5kchbvjugn0s0l, 6155cf9oe0zhtal2k3qw9pi3t, cotgnu5iq5oiiwo9t5yp5lel0, 574pdpfxal0lsopnsnz17ciqd",3972596333,59,"1, 66, 88, 6, 20, 5, 28, 19, 10, 96, 29, 4, 8, 11, 14, 16, 21, 32, 42, 70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496376317,2,32,1,0,0,c9swyor08g9pedxpe3n321svu,1,0,0,2023-01-10T17:30:15.011Z,2023-01-10T17:30:16Z,3972644371,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496376311,2,32,1,0,0,6ttwlm6op92r4670oayg5md7h,1,0,0,2023-01-10T17:30:15.011Z,2023-01-25T13:43:42Z,3972644355,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496376327,3,1,1,0,0,6ttwlm6op92r4670oayg5md7h,1,50,50,2023-01-10T17:30:15.079Z,2023-01-19T12:27:55Z,3972644443,140,29.9,3972644445,141,62.0,3972644449,213,2.8,3984458339,178,,3972644451,279,S,3972644441,56,Back,3972644447,212,22.6,,,,3kfeazpv3d1wy6e333pudwkid,D. Đoković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496376339,4,1,1,0,4,6ttwlm6op92r4670oayg5md7h,1,29.9,60,2023-01-10T17:30:19.260Z,2023-01-19T12:28:04Z,3972644489,212,25.2,3972644485,140,30.3,3972644483,56,Back,3984458353,178,,3972644487,141,23.0,3972644491,213,4.7,,,,,,,829ypq99t1vn90xey32mwt7th,Mohammed Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496376377,5,1,1,0,7,6ttwlm6op92r4670oayg5md7h,1,31.4,22.5,2023-01-10T17:30:22.514Z,2023-01-19T12:28:08Z,3972644747,212,53.9,3972644751,1,,3972644741,56,Right,3972644739,155,,3984458365,178,,3972644749,213,6.1,3972644745,141,5.8,3972644743,140,81.6,aq8efsoblaypm6spb7fce99g4,Mubarak Al Rajeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496376379,6,3,1,0,17,6ttwlm6op92r4670oayg5md7h,0,72.3,18,2023-01-10T17:30:32.970Z,2023-01-19T12:28:18Z,3972644757,286,,3984458401,178,,3974414119,464,,3972644755,56,Right,3972644797,233,3,,,,,,,,,,9yceimet7wbytfai5ivr0v4k5,A. Mitriță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496376385,3,7,1,0,18,c9swyor08g9pedxpe3n321svu,0,27.7,82,2023-01-10T17:30:33.195Z,2023-01-19T12:28:21Z,3972644765,285,,3972644763,56,Back,3972644779,233,6,3984458413,178,,3974414125,385,,,,,,,,,,,27jg2mdzgw4bt7l4215hq12sq,Hamad Al Yami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496376395,7,1,1,0,20,6ttwlm6op92r4670oayg5md7h,0,70.9,29.1,2023-01-10T17:30:35.220Z,2023-01-19T12:28:25Z,3972644827,141,13.1,3984458429,178,,3972644831,213,4.5,3972644829,212,11.2,3972644825,140,68.4,3972644823,56,Right,,,,,,,70848f3slhydvi4p0wq4enqol,Abdulaziz Al Jebreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496376405,4,8,1,0,20,c9swyor08g9pedxpe3n321svu,1,33.6,86.6,2023-01-10T17:30:35.737Z,2023-01-19T12:28:55Z,3974414141,383,,3972644883,56,Back,3984458529,178,,,,,,,,,,,,,,,,,2ghv5nqgyn0wv9ekdx1ow0445,Salem Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496376415,5,49,1,0,22,c9swyor08g9pedxpe3n321svu,1,34.8,87,2023-01-10T17:30:37.913Z,2023-01-19T12:29:07Z,,,,,,,,,,,,,,,,,,,,,,,,,2ghv5nqgyn0wv9ekdx1ow0445,Salem Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496376421,6,1,1,0,24,c9swyor08g9pedxpe3n321svu,0,52.5,90.9,2023-01-10T17:30:39.592Z,2023-01-19T12:29:11Z,3972644937,56,Center,3972644941,141,74.4,3984458587,178,,3972644945,213,5.1,3972644939,140,57.1,3972644943,212,12.2,,,,,,,2ghv5nqgyn0wv9ekdx1ow0445,Salem Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496376425,8,49,1,0,25,6ttwlm6op92r4670oayg5md7h,1,43.6,31.3,2023-01-10T17:30:40.447Z,2023-01-19T12:59:15Z,,,,,,,,,,,,,,,,,,,,,,,,,aq8efsoblaypm6spb7fce99g4,Mubarak Al Rajeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496376447,9,1,1,0,27,6ttwlm6op92r4670oayg5md7h,0,53.9,36.9,2023-01-10T17:30:42.954Z,2023-01-19T12:29:18Z,3972645051,140,74.3,3972645057,213,0.7,3972645047,155,,3972645055,212,29.1,3972645049,56,Center,3984458605,178,,3972645053,141,65.8,,,,aq8efsoblaypm6spb7fce99g4,Mubarak Al Rajeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496376457,7,1,1,0,30,c9swyor08g9pedxpe3n321svu,0,28.4,39.4,2023-01-10T17:30:45.134Z,2023-01-19T12:29:36Z,3972645117,212,8.2,3972645109,56,Back,3984458635,388,,3972645105,3,,3972645113,140,33.2,3972645119,213,5.4,3972645115,141,29.9,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496376471,10,1,1,0,33,6ttwlm6op92r4670oayg5md7h,0,69.9,73,2023-01-10T17:30:48.434Z,2023-01-25T14:16:03Z,3972645203,56,Center,3994449731,4,,3972645209,212,13.5,3972645205,140,81.0,3984458661,178,,3972645211,213,5.8,3972645207,141,62.9,3972645201,155,,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496376487,8,12,1,0,34,c9swyor08g9pedxpe3n321svu,1,20.6,34.1,2023-01-10T17:30:49.516Z,2023-01-19T12:30:08Z,3972645303,140,22.6,3972645305,141,22.9,3972645309,213,5.0,3984458713,388,,3972645307,212,7.9,3972645301,56,Back,,,,,,,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496376489,9,49,1,0,36,c9swyor08g9pedxpe3n321svu,1,22.6,22.9,2023-01-10T17:30:51.929Z,2023-01-19T12:30:15Z,,,,,,,,,,,,,,,,,,,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496376497,10,1,1,0,37,c9swyor08g9pedxpe3n321svu,1,22.6,22.9,2023-01-10T17:30:52.050Z,2023-01-19T12:30:19Z,3984458759,178,,3972645347,56,Back,3972645353,141,10.9,3972645349,140,26.8,3972645359,213,5.2,3972645355,212,9.3,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496376513,11,1,1,0,39,c9swyor08g9pedxpe3n321svu,1,26.8,10.9,2023-01-10T17:30:54.630Z,2023-01-19T12:30:27Z,3972645417,56,Back,3972645425,213,3.0,3972645423,212,8.6,3984458811,178,,3972645419,140,18.7,3972645421,141,13.1,,,,,,,1jfxkmks9lci345fiz9z2gfl5,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
