id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2470609999,171,1,1,18,20,o1iwuxbv233ayidxpibbxy59,1,69.1,96.8,2022-10-11T15:33:39.796Z,2022-10-16T19:28:21Z,3836722975,212,9.1,3836722977,213,4.0,3836722973,141,86.4,3850683847,178,,3836722969,56,Left,3836722971,140,63.6,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610005,172,1,1,18,22,o1iwuxbv233ayidxpibbxy59,1,63.6,86.4,2022-10-11T15:33:41.230Z,2022-10-16T19:28:30Z,3836723015,213,4.7,3836723009,140,63.7,3836723007,56,Center,3836723013,212,7.3,3850684489,178,,3836723011,141,75.6,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610011,173,1,1,18,24,o1iwuxbv233ayidxpibbxy59,1,64,73.5,2022-10-11T15:33:43.512Z,2022-10-16T19:28:35Z,3836723021,56,Center,3850684797,178,,3836723025,141,44.6,3836723023,140,66.6,3836723029,213,4.9,3836723027,212,19.8,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610025,174,1,1,18,27,o1iwuxbv233ayidxpibbxy59,1,66.9,43.6,2022-10-11T15:33:46.447Z,2022-10-16T19:28:41Z,3836723113,212,32.3,3836723117,1,,3836723109,140,85.8,3836723107,56,Right,3836723115,213,5.4,3850685281,178,,3836723111,141,6.2,,,,2xkudoxz92f1vgbjlsbfum3f9,A. Gamarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610031,175,1,1,18,34,o1iwuxbv233ayidxpibbxy59,0,95.4,25.6,2022-10-11T15:33:53.624Z,2022-10-16T19:28:47Z,3836723141,56,Center,3838510009,20,,3838510007,224,,3836723147,212,11.9,3836723143,140,91.2,3836723149,213,2.0,3836723137,2,,3836723145,141,41.8,1amphiae52a8rzm2ngpzffu21,Tareq Abdullah A Mohammed,3850685677,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610045,185,12,1,18,35,d47tf49ishm9qnfd8zyc8wv0j,1,10.4,60.3,2022-10-11T15:33:54.760Z,2022-10-16T19:28:54Z,3836723211,141,61.8,3836723207,56,Back,3836723209,140,22.8,3836723215,213,0.1,3850686181,178,,3836723213,212,13.1,,,,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610043,176,13,1,18,38,o1iwuxbv233ayidxpibbxy59,1,77.8,29.5,2022-10-11T15:33:57.558Z,2022-10-16T19:29:01Z,3836723199,56,Center,3836723451,458,,3836723195,22,,3836723447,103,22.2,3836723197,18,,3850686663,178,,3836723445,102,56.6,3836723453,230,96.8,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,3836723247,20,3836723455,231,46.4,3836723449,215,,,3836723443,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610049,177,5,1,18,39,o1iwuxbv233ayidxpibbxy59,0,101.3,57.3,2022-10-11T15:33:58.836Z,2022-10-16T19:29:06Z,3836723243,233,186,3836723223,56,Center,3836723225,346,,,,,,,,,,,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610047,186,5,1,18,39,d47tf49ishm9qnfd8zyc8wv0j,1,-1.3,42.7,2022-10-11T15:33:58.836Z,2022-10-16T19:29:07Z,3836723221,346,,3836723219,56,Back,3836723239,233,177,,,,,,,,,,,,,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610111,187,1,1,19,4,d47tf49ishm9qnfd8zyc8wv0j,0,4.4,50.3,2022-10-11T15:34:23.468Z,2022-10-16T19:29:11Z,3836723505,74,,3836725017,1,,3836723495,56,Back,3836723497,140,48.4,3836723493,155,,3836723503,213,0.6,3836723499,141,94.8,3836723501,212,55.2,7qirhp2v0034pkiwvnmsfd785,D. Epassy,3836723491,124,3836723511,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610115,178,49,1,19,5,o1iwuxbv233ayidxpibbxy59,1,58.6,12.7,2022-10-11T15:34:24.589Z,2022-10-16T19:29:18Z,,,,,,,,,,,,,,,,,,,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610117,179,1,1,19,7,o1iwuxbv233ayidxpibbxy59,1,59.8,13.1,2022-10-11T15:34:26.910Z,2022-10-16T19:29:22Z,3836723541,140,71.2,3836723547,213,0.9,3836723539,56,Center,3836723543,141,33.4,3850688259,178,,3836723545,212,18.3,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610121,180,3,1,19,9,o1iwuxbv233ayidxpibbxy59,0,71.1,36,2022-10-11T15:34:28.566Z,2022-10-16T19:29:32Z,3836723601,233,188,3850688807,178,,3836723563,56,Center,3838513577,464,,3836723565,286,,,,,,,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610127,188,7,1,19,9,d47tf49ishm9qnfd8zyc8wv0j,1,28.9,64,2022-10-11T15:34:28.723Z,2022-10-16T19:29:51Z,3836723597,233,180,3836723593,56,Back,3838513981,384,,3850689337,178,,3836723595,285,,,,,,,,,,,dxy1gb64e1hokq26qqnigirpx,Saad Natiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610135,181,43,1,19,10,o1iwuxbv233ayidxpibbxy59,1,0,0,2022-10-11T15:34:29.388Z,2022-10-11T15:47:24Z,3836723633,56,Center,3836735713,144,61,,,,,,,,,,,,,,,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610129,189,52,1,19,21,d47tf49ishm9qnfd8zyc8wv0j,1,13.3,66.3,2022-10-11T15:34:40.923Z,2022-10-16T19:30:14Z,3838514687,376,,3850691561,178,,,,,,,,,,,,,,,,,,,,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610151,190,1,1,19,22,d47tf49ishm9qnfd8zyc8wv0j,1,14.8,57.9,2022-10-11T15:34:41.496Z,2022-10-16T19:30:20Z,3836723735,141,73.4,3836723739,213,1.0,3836723733,140,20.6,3836723737,212,12.2,3850691901,178,,3836723731,56,Back,3836723729,123,,,,,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610153,191,1,1,19,25,d47tf49ishm9qnfd8zyc8wv0j,1,25.1,71,2022-10-11T15:34:45.058Z,2022-10-16T19:30:26Z,3836723751,213,0.1,3850692255,178,,3836723745,140,50.6,3836723747,141,73.4,3836723749,212,26.8,3836723743,56,Center,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610157,192,1,1,19,27,d47tf49ishm9qnfd8zyc8wv0j,1,46.4,76.1,2022-10-11T15:34:47.098Z,2022-10-16T19:30:32Z,3836723771,56,Back,3836723775,141,96.9,3850692599,178,,3836723779,213,2.2,3836723773,140,36.3,3836723777,212,17.7,,,,,,,bvmo38wfbtnrk5hdbxgczkzpx,F. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610159,193,1,1,19,31,d47tf49ishm9qnfd8zyc8wv0j,1,39.5,91.7,2022-10-11T15:34:50.621Z,2022-10-16T19:30:38Z,3836723791,212,27.7,3850692923,178,,3836723787,140,58.2,3836723789,141,62.9,3836723793,213,5.5,3836723785,56,Center,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610173,194,1,1,19,32,d47tf49ishm9qnfd8zyc8wv0j,1,58.2,62.9,2022-10-11T15:34:51.616Z,2022-10-16T19:30:50Z,3850693641,178,,3836723855,140,67.1,3836723861,213,0.4,3836723853,56,Center,3836723859,212,10.1,3836723857,141,68.7,,,,,,,dp5fmyett2g7fvus88m85fsut,U. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610175,195,1,1,19,35,d47tf49ishm9qnfd8zyc8wv0j,1,68.6,62.7,2022-10-11T15:34:54.243Z,2022-10-16T19:30:59Z,3850694267,178,,3836723871,140,69.5,3836723879,213,4.8,3836723873,141,43.3,3836723877,212,13.2,3836723869,56,Center,,,,,,,bvmo38wfbtnrk5hdbxgczkzpx,F. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610181,196,3,1,19,36,d47tf49ishm9qnfd8zyc8wv0j,0,71.4,49.2,2022-10-11T15:34:55.544Z,2022-10-16T19:31:07Z,3850694713,178,,3836723903,286,,3836723901,56,Center,3836724003,233,182,3838516041,464,,,,,,,,,,,483n2f7a1xkseruh77bj7rxed,S. Bguir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610195,182,7,1,19,36,o1iwuxbv233ayidxpibbxy59,0,28.6,50.8,2022-10-11T15:34:56.011Z,2022-10-16T19:31:14Z,3836723961,56,Back,3838516383,385,,3836723985,233,196,3836723963,285,,3850695083,178,,,,,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610211,183,4,1,19,36,o1iwuxbv233ayidxpibbxy59,1,28.3,53.6,2022-10-11T15:34:56.014Z,2022-10-16T19:31:39Z,3836724075,10,,3836724083,233,198,3836724079,152,,3836724077,56,Back,3836724081,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610201,198,4,1,19,36,d47tf49ishm9qnfd8zyc8wv0j,0,71.7,46.4,2022-10-11T15:34:56.015Z,2022-10-16T19:31:38Z,3836724099,233,183,3836724023,286,,3836724019,56,Center,3850695523,178,,3836724017,10,,3836724021,152,,,,,,,,483n2f7a1xkseruh77bj7rxed,S. Bguir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610187,197,43,1,19,37,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2022-10-11T15:34:56.190Z,2022-10-11T15:35:00Z,3836724055,144,61,3836723919,56,Center,,,,,,,,,,,,,,,,,,,483n2f7a1xkseruh77bj7rxed,S. Bguir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610241,184,1,1,19,46,o1iwuxbv233ayidxpibbxy59,1,31.4,58.5,2022-10-11T15:35:05.662Z,2022-10-16T19:31:45Z,3836724281,213,5.3,3836724275,140,40.1,3836724279,212,15.5,3836724273,56,Back,3850696837,178,,3836724271,152,,3836724285,189,,3836724277,141,40.1,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,3836724269,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610265,185,1,1,19,51,o1iwuxbv233ayidxpibbxy59,1,46,39.4,2022-10-11T15:35:10.558Z,2022-10-16T19:31:52Z,3836724395,141,5.6,3836724393,140,60.4,3850697225,178,,3836724399,213,5.3,3836724397,212,27.5,3836724391,56,Right,,,,,,,2xkudoxz92f1vgbjlsbfum3f9,A. Gamarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610277,186,1,1,19,56,o1iwuxbv233ayidxpibbxy59,1,64.3,4,2022-10-11T15:35:15.488Z,2022-10-16T19:31:58Z,3836724445,141,10.6,3836724441,56,Right,3850697639,178,,3836724449,213,2.1,3836724443,140,61.8,3836724447,212,5.2,,,,,,,1amphiae52a8rzm2ngpzffu21,Tareq Abdullah A Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610289,187,1,1,19,58,o1iwuxbv233ayidxpibbxy59,1,60,13.1,2022-10-11T15:35:17.998Z,2022-10-16T19:32:02Z,3850697825,178,,3836724511,140,66.0,3836724513,141,46.4,3836724517,213,1.3,3836724509,56,Center,3836724515,212,23.5,,,,,,,2xkudoxz92f1vgbjlsbfum3f9,A. Gamarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473461321,1260,67,1,20,0,o1iwuxbv233ayidxpibbxy59,1,65.1,45.8,2022-10-11T15:35:19.363Z,2022-11-03T00:40:46Z,3851849961,233,1198,,,,,,,,,,,,,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473461319,1198,67,1,20,0,d47tf49ishm9qnfd8zyc8wv0j,0,34.9,54.2,2022-10-11T15:35:19.364Z,2022-10-17T08:20:33Z,3851849967,233,1260,,,,,,,,,,,,,,,,,,,,,,btjt8zqd248l6mk9b2obdsr1l,Riyadh Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610295,188,1,1,20,0,o1iwuxbv233ayidxpibbxy59,0,64.4,46.3,2022-10-11T15:35:19.371Z,2022-11-03T00:40:46Z,3836724541,140,68.7,3836724545,212,4.6,3850698297,178,,3836724543,141,47.9,3836724547,213,0.2,3836724539,56,Center,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610305,199,61,1,20,0,d47tf49ishm9qnfd8zyc8wv0j,1,36.2,44,2022-10-11T15:35:19.419Z,2022-10-16T19:32:22Z,3850698907,178,,3836724563,56,Back,,,,,,,,,,,,,,,,,,,btjt8zqd248l6mk9b2obdsr1l,Riyadh Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473461463,1261,67,1,20,1,o1iwuxbv233ayidxpibbxy59,1,71.7,48.9,2022-10-11T15:35:20.476Z,2022-11-03T00:40:47Z,3851850987,233,1199,,,,,,,,,,,,,,,,,,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473461461,1199,67,1,20,1,d47tf49ishm9qnfd8zyc8wv0j,0,28.3,51.1,2022-10-11T15:35:20.477Z,2022-10-17T08:21:07Z,3851850993,233,1261,,,,,,,,,,,,,,,,,,,,,,dxy1gb64e1hokq26qqnigirpx,Saad Natiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610323,189,1,1,20,1,o1iwuxbv233ayidxpibbxy59,1,71.3,47.2,2022-10-11T15:35:20.532Z,2022-11-03T00:40:47Z,3836725001,156,,3836724635,212,4.3,3836724633,141,41.6,3836724637,213,4.2,3836724631,140,69.4,3850699219,178,,3836724629,56,Center,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610327,190,1,1,20,4,o1iwuxbv233ayidxpibbxy59,1,72.9,39.2,2022-10-11T15:35:23.531Z,2022-10-16T19:32:40Z,3836724651,140,86.9,3836724835,154,,3836724655,212,15.2,3836724649,56,Center,3850699533,178,,3836724833,210,13,3836724657,213,6.0,3836724653,141,33.8,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610331,191,13,1,20,6,o1iwuxbv233ayidxpibbxy59,1,91.4,35.3,2022-10-11T15:35:25.319Z,2022-10-16T19:32:41Z,3836724677,22,,3836724849,103,25,3836724843,55,190,3836724837,84,,3836724855,231,46.9,3850699795,178,,3836724853,230,98.4,3836724713,20,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,3836724679,63,3836724841,154,,3836724847,102,,,3836724839,29,3836724681,56,Center,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,
2470610335,192,5,1,20,6,o1iwuxbv233ayidxpibbxy59,0,101.2,43.3,2022-10-11T15:35:25.806Z,2022-10-16T19:32:47Z,3836724693,346,,3836724709,233,200,3836724691,56,Center,,,,,,,,,,,,,,,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610337,200,5,1,20,6,d47tf49ishm9qnfd8zyc8wv0j,1,-1.2,56.7,2022-10-11T15:35:25.806Z,2022-10-16T19:32:47Z,3836724697,346,,3836724703,233,192,3836724695,56,Back,,,,,,,,,,,,,,,,btjt8zqd248l6mk9b2obdsr1l,Riyadh Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610403,201,1,1,20,37,d47tf49ishm9qnfd8zyc8wv0j,0,5.4,47,2022-10-11T15:35:56.516Z,2022-10-16T19:32:52Z,3836725191,212,67.8,3836725181,124,,3836725187,140,61.8,3836725189,141,95.4,3836725183,155,,3836725195,1,,3836725199,74,,3836725193,213,0.5,7qirhp2v0034pkiwvnmsfd785,D. Epassy,3836725185,56,,,,,,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610417,193,44,1,20,40,o1iwuxbv233ayidxpibbxy59,1,40.2,7.2,2022-10-11T15:35:59.969Z,2022-11-03T00:40:47Z,3836725289,233,202,3836725279,56,Back,3836725281,285,,,,,,,,,,,,,,,,,1amphiae52a8rzm2ngpzffu21,Tareq Abdullah A Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610405,202,44,1,20,40,d47tf49ishm9qnfd8zyc8wv0j,0,59.8,92.8,2022-10-11T15:35:59.970Z,2022-10-16T19:33:00Z,3836725305,233,193,3836725201,56,Left,3836725203,286,,,,,,,,,,,,,,,,,6fy868uh27umb1dafjy7tk2xh,Saleh  Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610419,194,1,1,20,40,o1iwuxbv233ayidxpibbxy59,0,42.6,11.2,2022-10-11T15:36:00.028Z,2022-11-03T00:40:48Z,3838520941,3,,3836725283,56,Back,3838520945,141,0.0,3850701119,388,,3838520943,140,36.5,3838520949,213,4.0,3838520947,212,10.2,,,,1amphiae52a8rzm2ngpzffu21,Tareq Abdullah A Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610425,195,5,1,20,43,o1iwuxbv233ayidxpibbxy59,0,38.5,-1.3,2022-10-11T15:36:02.449Z,2022-10-16T19:33:17Z,3836725511,233,203,3836725319,347,,3836725317,56,Back,,,,,,,,,,,,,,,,1amphiae52a8rzm2ngpzffu21,Tareq Abdullah A Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610457,203,5,1,20,43,d47tf49ishm9qnfd8zyc8wv0j,1,61.5,101.3,2022-10-11T15:36:02.449Z,2022-10-16T19:33:17Z,3836725501,56,Left,3836725507,233,195,3836725503,347,,,,,,,,,,,,,,,,,6fy868uh27umb1dafjy7tk2xh,Saleh  Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610461,204,1,1,20,59,d47tf49ishm9qnfd8zyc8wv0j,1,64.4,100,2022-10-11T15:36:18.818Z,2022-10-16T19:33:22Z,3836725517,56,Left,3836725519,140,64.2,3836725523,212,4.9,3836725525,213,4.7,3836725515,107,,3836725521,141,94.2,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610471,205,1,1,21,0,d47tf49ishm9qnfd8zyc8wv0j,1,64.2,94.2,2022-10-11T15:36:19.320Z,2022-10-16T19:33:29Z,3836725571,140,65.5,3836725569,56,Left,3850702565,178,,3836725573,141,98.3,3836725577,213,1.1,3836725575,212,3.1,,,,,,,bvmo38wfbtnrk5hdbxgczkzpx,F. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610477,206,1,1,21,2,d47tf49ishm9qnfd8zyc8wv0j,1,65.5,98.3,2022-10-11T15:36:21.200Z,2022-10-16T19:33:35Z,3836725601,141,96.5,3850702839,178,,3836725599,140,61.9,3836725597,56,Left,3836725605,213,3.5,3836725603,212,4.0,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610483,207,1,1,21,3,d47tf49ishm9qnfd8zyc8wv0j,1,64.6,94.4,2022-10-11T15:36:22.250Z,2022-10-16T19:33:40Z,3850703121,178,,3836725641,140,54.3,3836725643,141,98.9,3836725639,56,Left,3836725647,213,2.9,3836725645,212,11.2,,,,,,,bvmo38wfbtnrk5hdbxgczkzpx,F. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610485,208,1,1,21,5,d47tf49ishm9qnfd8zyc8wv0j,1,53.9,97.8,2022-10-11T15:36:24.566Z,2022-10-16T19:33:44Z,3836725655,140,71.9,3850703295,178,,3836725661,213,5.2,3836725659,212,40.7,3836725653,56,Center,3836725657,141,44.8,3836725651,155,,3836725663,1,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610489,209,1,1,21,7,d47tf49ishm9qnfd8zyc8wv0j,0,72.6,43,2022-10-11T15:36:26.482Z,2022-10-16T19:33:51Z,3836725671,168,,3836725675,140,81.6,3836725669,3,,3836725683,212,18.7,3836725689,213,5.2,3850703623,178,,3836725679,141,19.3,3836725673,56,Right,483n2f7a1xkseruh77bj7rxed,S. Bguir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610495,196,49,1,21,10,o1iwuxbv233ayidxpibbxy59,1,21.2,79.7,2022-10-11T15:36:30.100Z,2022-10-16T19:33:59Z,,,,,,,,,,,,,,,,,,,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610509,197,1,1,21,13,o1iwuxbv233ayidxpibbxy59,1,24.4,86.1,2022-10-11T15:36:32.637Z,2022-10-16T19:34:03Z,3836725779,213,4.2,3836725773,140,18.5,3836725777,212,13.1,3836725775,141,69.2,3850704335,178,,3836725771,56,Back,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610511,198,1,1,21,15,o1iwuxbv233ayidxpibbxy59,0,17.7,71.3,2022-10-11T15:36:34.622Z,2022-10-16T19:34:07Z,3836725787,141,72.0,3836725783,56,Back,3836725789,212,17.8,3836725791,213,0.0,3850704553,178,,3836725785,140,34.6,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610515,210,61,1,21,16,d47tf49ishm9qnfd8zyc8wv0j,0,68.2,25.6,2022-10-11T15:36:35.559Z,2022-10-16T19:34:13Z,3836725805,56,Center,3850705017,178,,,,,,,,,,,,,,,,,,,,btjt8zqd248l6mk9b2obdsr1l,Riyadh Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610523,199,61,1,21,20,o1iwuxbv233ayidxpibbxy59,0,28,97.1,2022-10-11T15:36:39.181Z,2022-10-16T19:34:46Z,3850705691,178,,3836725843,56,Back,,,,,,,,,,,,,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610529,200,5,1,21,20,o1iwuxbv233ayidxpibbxy59,0,27.3,101.1,2022-10-11T15:36:39.648Z,2022-10-16T19:34:53Z,3836725901,56,Back,3836725943,233,211,3836725903,347,,,,,,,,,,,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610531,211,5,1,21,20,d47tf49ishm9qnfd8zyc8wv0j,1,72.7,-1.1,2022-10-11T15:36:39.648Z,2022-10-16T19:34:52Z,3836725905,56,Right,3836725937,233,200,3836725907,347,,,,,,,,,,,,,,,,,btjt8zqd248l6mk9b2obdsr1l,Riyadh Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610559,212,1,1,21,30,d47tf49ishm9qnfd8zyc8wv0j,1,69.7,0,2022-10-11T15:36:49.730Z,2022-10-16T19:34:57Z,3836726061,213,2.2,3836726055,140,67.2,3836726057,141,4.4,3836726053,56,Right,3836726059,212,4.7,3836726051,107,,,,,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470610563,213,1,1,21,33,d47tf49ishm9qnfd8zyc8wv0j,1,64.5,23.9,2022-10-11T15:36:53.040Z,2022-10-16T19:35:05Z,3836726081,141,30.2,3850707857,178,,3836726083,212,11.4,3836726077,56,Center,3836726079,140,74.6,3836726085,213,0.4,,,,,,,btjt8zqd248l6mk9b2obdsr1l,Riyadh Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
