id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,assist,qualifier/18/value
2505626893,1,34,16,0,0,aekjg4wbxaixtwu4aicmiju92,1,0,0,2023-02-09T14:16:40.717Z,2023-02-09T15:06:02Z,4021205541,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4021205545,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4021205537,59,"1, 27, 25, 14, 24, 17, 11, 6, 9, 28, 37, 3, 7, 16, 19, 26, 83, 88, 91, 99",4021205543,194,d9pwgddm81gw3caq3njscahud,4021205535,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4021205533,30,"26dlb4txygf7qzukjikr23mxh, 2h2r99zztgquxzs5it347aitx, 7tct6lamqw703ndfo60ruh6fp, d9pwgddm81gw3caq3njscahud, eznzwuryd9khv90y1it9dey1h, 6y9gieuehyt2l41jeh0cucrmd, aqe0o77dv6114gsbpw3t1iymt, 6b717wlx0q8d73hsbgsp90no5, 3a2ef34105eqoes4s6zu1310p, cee8klv6kur6xp1v57uikihg5, zdrtch0slexakz6exy86cid, 4oiynjwt22nwpmy0oyx5q6jh0, emt3e6x1c9howgtee0hr1hucp, 3qjdcqc4mo21w0au4rveeenkl, 92qhzmz7bik9yiyhpt9fcvqzu, jzdzefumhn1ch49i21rc2385, 73sjrd456fd075zz1gmoutpuc, 6c553nvfijiwgxysc69p1747o, 1vpmf7p9xsaynj1t9g5wm1qz9, cvlg8sqmyklrh34h1dbad8s9g",4021205539,130,2,4021277339,197,9632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505627241,1,34,16,0,0,o1iwuxbv233ayidxpibbxy59,1,0,0,2023-02-09T14:17:48.758Z,2023-02-09T15:11:14Z,4021207249,130,8,4021207251,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4021266133,197,3483,4021207255,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4021207253,194,8j0yhxinglb5o5dpe2qd232dx,4021207247,59,"1, 33, 9, 18, 4, 14, 7, 10, 3, 17, 8, 5, 6, 11, 25, 36, 44, 49, 77, 99",4021207245,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4021207243,30,"2r3ppks82lf3a7aycih7rc63t, 2b8fj2xnd2h9rdbg0bkgbizu1, 9etkdqceb3wo5zh0oktt0r85w, c8sryc7a76ov57x24tv80swr9, 8j0yhxinglb5o5dpe2qd232dx, 95zoygnjudd2lmvc38oyuhwid, 12dv2sa9xm0aedpb13ivl11wp, cmijbwv0ine68v0y6kf9cuehh, 9f8pdf7j05xb111c5lunzgvyt, 2xkudoxz92f1vgbjlsbfum3f9, 8pxv846gct3gjgrknr4glqulm, 1amphiae52a8rzm2ngpzffu21, 7msfk3faesnc4ls6893wdhi0a, 7x4ltdnskxz0ym3i6meukx5hw, 7kbi9qu4y9rhc28x3ogyg5ot1, ofynblpwoiwefv52bgqz30x6, f5eje4do4lvjul2ban3ycraax, cf6l2e5tkglv7decs50666w44, 8ab4hqpw7m6ocphleluf9sicp, de3zx99d8qybnoq7nvlcd7xii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505639137,2,32,1,0,0,aekjg4wbxaixtwu4aicmiju92,1,0,0,2023-02-09T15:01:36.722Z,2023-02-09T15:01:38Z,4021270421,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505639133,2,32,1,0,0,o1iwuxbv233ayidxpibbxy59,1,0,0,2023-02-09T15:01:36.722Z,2023-02-27T02:25:17Z,4021270413,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505639161,3,1,1,0,0,o1iwuxbv233ayidxpibbxy59,1,50.1,50.3,2023-02-09T15:01:36.725Z,2023-02-27T09:34:21Z,4021270503,213,3.4,4021270499,141,44.9,4021270505,279,S,4021270501,212,13.9,4021270495,56,Back,4021270497,140,37.3,4061448187,178,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505639171,4,1,1,0,2,o1iwuxbv233ayidxpibbxy59,1,36.6,47.3,2023-02-09T15:01:39.716Z,2023-02-27T09:34:33Z,4021270529,212,7.4,4061448311,178,,4021270527,141,47.0,4021270523,56,Back,4021270525,140,29.6,4021270531,213,3.2,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505639203,5,1,1,0,6,o1iwuxbv233ayidxpibbxy59,1,29.6,47.3,2023-02-09T15:01:42.869Z,2023-02-27T09:34:37Z,4021270687,56,Back,4021270697,212,18.0,4061448357,178,,4021270701,213,1.4,4021270695,141,73.5,4021270691,140,32.3,,,,,,,8j0yhxinglb5o5dpe2qd232dx,Naldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505639219,6,1,1,0,9,o1iwuxbv233ayidxpibbxy59,1,32.9,77,2023-02-09T15:01:46.667Z,2023-02-27T09:34:40Z,4061448365,178,,4021270791,140,30.4,4021270795,212,16.7,4021270793,141,52.8,4021270789,56,Back,4021270797,213,4.6,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505639241,7,1,1,0,13,o1iwuxbv233ayidxpibbxy59,1,31,47.2,2023-02-09T15:01:50.621Z,2023-02-27T09:34:42Z,4021270923,212,8.7,4061448391,178,,4021270925,213,5.1,4021270921,141,35.1,4021270917,56,Back,4021270919,140,33.8,,,,,,,8j0yhxinglb5o5dpe2qd232dx,Naldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505639251,8,1,1,0,15,o1iwuxbv233ayidxpibbxy59,1,33.5,34.5,2023-02-09T15:01:52.194Z,2023-02-27T09:34:46Z,4021270997,140,30.4,4061448425,178,,4021270995,56,Back,4021271001,212,12.4,4021270999,141,52.1,4021271003,213,1.8,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
