id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/16/value,assist,qualifier/18/value
2540193895,1,34,16,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2023-04-28T17:10:41.036Z,2023-04-28T18:40:13Z,4232191211,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4232191205,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4232432051,197,6685,4232191215,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4232191203,30,"5hewtfw3vtddu8u3qmueyv4yd, 9vsqe0uy76u157na942hdokx5, 483s97qezyiz91n8qzwjd7uuh, 7qmg0s07y1tkthgu8zwa599ed, d3hiwrqyxc7ff8vlwk35tnsru, ettpwvqyj8pyfhwpc7q84svhm, 5zmh9fz8vr0jcgt8zic0vyve2, 61u0tfe67undvqqutes55k2xh, cd3zg2t4cq4ghoh61kri7vaad, beeunz2xxmos83md5kmsy4hqt, 6m2uqbr8e3v4hcg8r02ee1ec5, 85paqhbw10m5ra3set109qz9, dozljiegaplgkxwywguqomeei, 28pvmv8slheuqzsh4eok2t905, 6ryod1z32yns7blzdxvhwmzqi, 576sxo24s5ktc0t9chfh9v4d1, 9q7c1bn4dgyhoqto46puqeevp, 9k81fwyq8bbyhckt5t80fvwet, arqaprcadqfrz0tj3iouo98t1, 1dtpzd3m6rhsrc1vk1ddzk2jt",4232191213,194,d3hiwrqyxc7ff8vlwk35tnsru,4232191207,59,"88, 22, 3, 33, 4, 2, 18, 37, 9, 10, 7, 1, 6, 8, 16, 17, 23, 27, 66, 98",4232191209,130,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540199227,1,34,16,0,0,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2023-04-28T17:19:54.875Z,2023-04-28T18:30:52Z,4232220837,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4232220841,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4232220839,194,4k6v874ygp633amqtbp1g9nth,4232220833,59,"96, 2, 5, 8, 3, 25, 10, 6, 9, 15, 93, 11, 13, 14, 17, 20, 24, 49, 99, 35",4232220829,30,"6k45sak4jgjqew0dpkcil4hyh, 4xf79nz0hvi8o83ta08cftffu, dy434rgboexxvq6tgr8gwef9x, 4k6v874ygp633amqtbp1g9nth, 3par6lcu330qnblngnl7b209h, 3uwyni9c8q0rprd1nhtt073e1, 73n9fjkvpac4i2s9kn6j86evp, 5sjuufrdq1rx6senkjjgtimsp, 22cd6gzfwo341qai1o6014251, 7q7awmtwv66htmei0xy1hzdn9, netr5hv4nn69u7twf7u892hh, dqqj2g1jdn57o1j12ycaa2a96, 94pujujlsh98axp2fdflycahg, 602ni3z01educzy1qx0cuvzai, ds9mymwdsucrwhkrwxpe2ymll, c5qx29j7n98wz29hkhtk377it, 1im5k8tl0j4weq6bkwet3le96, 5yrugwes9msd3cd5hhrluivah, 2cso52su6r9afugn6mhw2bl9m, rzzmmqh8ib3206ey7sqsgv84",4232220835,130,8,4232429895,197,960,4232220831,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540241501,2,32,1,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2023-04-28T18:30:30.892Z,2023-05-02T08:19:56Z,4232442889,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540241507,2,32,1,0,0,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2023-04-28T18:30:30.892Z,2023-04-28T18:30:32Z,4232442913,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540241525,3,1,1,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,49.9,50.4,2023-04-28T18:30:30.992Z,2023-04-28T18:30:33Z,4232443041,213,3.3,4232443043,279,S,4232443031,140,34.7,4232443035,212,16.2,4232443029,56,Back,4232443033,141,46.3,,,,,,,cd3zg2t4cq4ghoh61kri7vaad,A. Nwakaeme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540241535,4,1,1,0,2,ebcxfnmnxrxvv6lcjsahgd38j,1,34.7,46.3,2023-04-28T18:30:33.183Z,2023-04-28T19:25:57Z,4232443101,212,10.5,4232443099,141,61.7,4232443103,213,1.6,4232443097,140,34.8,4232443095,56,Back,,,,,,,,,,61u0tfe67undvqqutes55k2xh,Ricardo Ryller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540241561,5,1,1,0,3,ebcxfnmnxrxvv6lcjsahgd38j,1,34.8,61.7,2023-04-28T18:30:34.495Z,2023-04-28T18:30:37Z,4232443299,141,93.2,4232443295,56,Back,4232443303,213,1.3,4232443297,140,41.4,4232443301,212,22.5,,,,,,,,,,beeunz2xxmos83md5kmsy4hqt,Víctor Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540241609,6,1,1,0,6,ebcxfnmnxrxvv6lcjsahgd38j,1,41.2,92.7,2023-04-28T18:30:36.911Z,2023-04-28T18:30:46Z,4232443627,141,77.0,4232443629,212,16.6,4232443631,213,3.8,4232443625,140,29.1,4232443623,56,Back,,,,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540241647,7,1,1,0,11,ebcxfnmnxrxvv6lcjsahgd38j,1,29,76.1,2023-04-28T18:30:41.967Z,2023-04-28T18:30:46Z,4232443911,212,16.1,4232443905,56,Back,4232443913,213,4.6,4232443909,141,52.7,4232443907,140,26.9,,,,,,,,,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540241685,8,1,1,0,15,ebcxfnmnxrxvv6lcjsahgd38j,1,26.9,52.7,2023-04-28T18:30:46.784Z,2023-04-28T18:30:51Z,4232444241,56,Back,4232444243,140,31.6,4232444277,212,22.2,4232444281,213,1.3,4232444273,141,84.5,,,,,,,,,,d3hiwrqyxc7ff8vlwk35tnsru,Sami Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540241717,9,1,1,0,20,ebcxfnmnxrxvv6lcjsahgd38j,1,38.4,82.3,2023-04-28T18:30:50.927Z,2023-04-28T18:30:54Z,4232444449,140,28.1,4232444453,212,18.3,4232444447,56,Back,4232444455,213,4.1,4232444451,141,60.5,,,,,,,,,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540241767,10,1,1,0,23,ebcxfnmnxrxvv6lcjsahgd38j,1,28.4,57.9,2023-04-28T18:30:54.575Z,2023-04-28T18:30:58Z,4232444767,213,4.6,4232444757,140,26.9,4232444761,141,27.3,4232444763,212,20.9,4232444753,56,Back,,,,,,,,,,d3hiwrqyxc7ff8vlwk35tnsru,Sami Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540241809,11,1,1,0,27,ebcxfnmnxrxvv6lcjsahgd38j,1,27.8,23.7,2023-04-28T18:30:58.783Z,2023-04-28T18:31:01Z,4232444999,140,24.1,4232445003,212,15.7,4232444997,56,Back,4232445001,141,46.0,4232445005,213,1.8,,,,,,,,,,ettpwvqyj8pyfhwpc7q84svhm,Mukhir Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540241879,12,1,1,0,30,ebcxfnmnxrxvv6lcjsahgd38j,1,24.1,46,2023-04-28T18:31:01.360Z,2023-04-28T18:31:06Z,4232445339,212,23.6,4232445343,213,1.3,4232445335,141,79.4,4232445331,140,30.1,4232445327,56,Back,,,,,,,,,,d3hiwrqyxc7ff8vlwk35tnsru,Sami Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540241921,13,1,1,0,35,ebcxfnmnxrxvv6lcjsahgd38j,0,31.7,80.5,2023-04-28T18:31:06.704Z,2023-04-28T18:31:10Z,4232445567,213,0.2,4232445559,56,Left,4232445557,155,,4232445569,1,,4232445563,141,94.2,4232445565,212,47.7,4232445561,140,76.3,,,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540241927,3,12,1,0,39,7w4300dn2tnd0eqmbtk531tkx,1,30.4,5.2,2023-04-28T18:31:09.987Z,2023-04-28T18:31:12Z,4232445597,213,5.4,4232445607,167,,4232445595,212,6.6,4232445739,15,,4232445591,140,34.6,4232445589,56,Back,4232445593,141,0.0,,,,4xf79nz0hvi8o83ta08cftffu,Omar Al Oudah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
