id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId
2531279861,9,1,1,0,17,57jcqe38hakh2hfit2zsogsb,1,53.6,9.7,2023-04-09T19:00:39.682Z,2023-04-09T19:00:43Z,4177726987,56,Right,4177726995,213,6.0,4177726993,212,18.5,4177726991,141,1.9,4177726989,140,70.5,,,,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279881,10,1,1,0,21,57jcqe38hakh2hfit2zsogsb,1,75.1,3.1,2023-04-09T19:00:43.778Z,2023-04-09T19:00:46Z,4177727117,56,Right,4177727123,212,8.6,4177727125,213,1.5,4177727119,140,75.4,4177727121,141,15.8,,,,,,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279883,11,1,1,0,23,57jcqe38hakh2hfit2zsogsb,0,75.4,15.8,2023-04-09T19:00:46.290Z,2023-04-09T19:00:47Z,4177727141,141,15.5,4177727183,233,3,4177727145,213,6.2,4177727181,236,,4177727187,286,,4177727137,56,Right,4177727139,140,79.1,4177727143,212,3.9,8wxgeu7xdeuvvuhn5ga0vu4q2,Ayman Yahya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279885,3,74,1,0,23,ebcxfnmnxrxvv6lcjsahgd38j,1,14.5,82.1,2023-04-09T19:00:46.291Z,2023-04-09T20:06:54Z,4177727153,285,,4177727151,56,Back,4177727237,233,11,,,,,,,,,,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279891,4,49,1,0,24,ebcxfnmnxrxvv6lcjsahgd38j,1,14.5,81.7,2023-04-09T19:00:47.307Z,2023-04-09T19:00:47Z,,,,,,,,,,,,,,,,,,,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279925,5,1,1,0,25,ebcxfnmnxrxvv6lcjsahgd38j,1,14.7,80.8,2023-04-09T19:00:47.899Z,2023-04-09T19:09:12Z,4177727383,56,Back,4177727385,140,28.3,4177727389,212,21.6,4177727391,213,5.4,4177727387,141,56.9,,,,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279987,6,1,1,0,29,ebcxfnmnxrxvv6lcjsahgd38j,1,31,49,2023-04-09T19:00:51.532Z,2023-04-09T19:09:14Z,4177727753,141,11.4,4177727759,1,,4177727755,212,36.7,4177727749,56,Right,4177727751,140,56.1,4177727757,213,5.5,,,,,,,9k81fwyq8bbyhckt5t80fvwet,Sultan Mandash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279993,7,3,1,0,36,ebcxfnmnxrxvv6lcjsahgd38j,0,86.2,12.8,2023-04-09T19:00:59.099Z,2023-04-10T19:26:12Z,4177727905,233,12,4177727787,56,Right,4177727789,286,,4181557269,464,,,,,,,,,,,,,,9vsqe0uy76u157na942hdokx5,Mohammed Al Baqawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280015,12,7,1,0,36,57jcqe38hakh2hfit2zsogsb,0,13.8,87.2,2023-04-09T19:00:59.100Z,2023-04-10T19:26:15Z,4181557499,385,,4177727889,285,,4177727899,233,7,4177727887,56,Back,,,,,,,,,,,,,cpws4xoaun4lc21p379rpd59l,Abdulrahman Ghareeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280023,13,61,1,0,39,57jcqe38hakh2hfit2zsogsb,1,9.5,85.9,2023-04-09T19:01:01.666Z,2023-04-09T20:02:50Z,4177727911,56,Back,,,,,,,,,,,,,,,,,,,,,,cpws4xoaun4lc21p379rpd59l,Abdulrahman Ghareeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280069,8,1,1,0,40,ebcxfnmnxrxvv6lcjsahgd38j,1,81,5.9,2023-04-09T19:01:02.684Z,2023-04-09T19:01:06Z,4177728121,56,Right,4177728127,212,7.8,4177728123,140,73.6,4177728125,141,7.0,4177728129,213,3.0,,,,,,,,,,9vsqe0uy76u157na942hdokx5,Mohammed Al Baqawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280107,9,1,1,0,44,ebcxfnmnxrxvv6lcjsahgd38j,1,70.3,19.8,2023-04-09T19:01:06.396Z,2023-04-09T19:26:24Z,4177728379,213,1.9,4177728375,141,44.8,4177728373,140,64.7,4177728371,56,Center,4177728377,212,18.0,,,,,,,,,,9k81fwyq8bbyhckt5t80fvwet,Sultan Mandash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280113,10,1,1,0,47,ebcxfnmnxrxvv6lcjsahgd38j,1,64.6,49.1,2023-04-09T19:01:09.836Z,2023-04-09T19:49:21Z,4177728417,141,79.1,4177728421,213,1.6,4177728415,140,63.3,4177728413,56,Left,4177728419,212,20.4,,,,,,,,,,beeunz2xxmos83md5kmsy4hqt,Víctor Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280161,11,1,1,0,51,ebcxfnmnxrxvv6lcjsahgd38j,1,64,80.3,2023-04-09T19:01:13.404Z,2023-04-09T19:01:15Z,4177728655,56,Left,4177728665,213,0.8,4177728659,141,96.3,4177728661,212,14.9,4177728657,140,73.7,,,,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280193,12,1,1,0,53,ebcxfnmnxrxvv6lcjsahgd38j,1,73.6,95.1,2023-04-09T19:01:15.595Z,2023-04-09T19:01:18Z,4177728809,140,78.4,4177728811,141,68.5,4177728813,212,18.8,4177728815,213,5.0,4177728807,56,Center,,,,,,,,,,cd3zg2t4cq4ghoh61kri7vaad,A. Nwakaeme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280209,13,1,1,0,56,ebcxfnmnxrxvv6lcjsahgd38j,0,78.5,65.5,2023-04-09T19:01:18.568Z,2023-04-09T20:02:39Z,4177993559,212,13.0,4177993555,140,68.1,4177728887,56,Center,4177993557,141,55.0,4177993561,213,3.7,,,,,,,,,,6m2uqbr8e3v4hcg8r02ee1ec5,A. Trajkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280219,14,49,1,0,57,57jcqe38hakh2hfit2zsogsb,1,32,69,2023-04-09T19:01:20.242Z,2023-04-09T19:52:47Z,,,,,,,,,,,,,,,,,,,,,,,,,cpws4xoaun4lc21p379rpd59l,Abdulrahman Ghareeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280233,15,1,1,0,58,57jcqe38hakh2hfit2zsogsb,1,32.2,69,2023-04-09T19:01:20.546Z,2023-04-09T19:01:22Z,4177729035,213,0.1,4177729033,212,9.2,4177729027,56,Back,4177729031,141,70.9,4177729029,140,40.9,,,,,,,,,,cpws4xoaun4lc21p379rpd59l,Abdulrahman Ghareeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280249,16,1,1,0,59,57jcqe38hakh2hfit2zsogsb,1,40.9,77.9,2023-04-09T19:01:22.321Z,2023-04-09T20:02:39Z,4177729111,212,14.9,4177729105,56,Back,4177729109,141,76.4,4177729113,213,3.2,4177729107,140,26.7,,,,,,,,,,4lhyi7xvorswax9xwmz4v5tqt,Talisca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280279,17,1,1,1,1,57jcqe38hakh2hfit2zsogsb,1,27.7,75.9,2023-04-09T19:01:23.777Z,2023-04-09T19:01:26Z,4177729283,140,32.0,4177729281,56,Back,4177729287,212,7.7,4177729285,141,66.7,4177729289,213,5.3,,,,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280293,18,1,1,1,3,57jcqe38hakh2hfit2zsogsb,1,31.8,63.4,2023-04-09T19:01:25.954Z,2023-04-09T19:01:28Z,4177729359,56,Back,4177729363,141,52.1,4177729365,212,8.3,4177729367,213,5.1,4177729361,140,34.7,,,,,,,,,,rbhqo1mjhl4j1enpfpbehlgp,Abdullah Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280299,19,1,1,1,5,57jcqe38hakh2hfit2zsogsb,1,34.7,52.2,2023-04-09T19:01:27.986Z,2023-04-09T19:01:28Z,4177729401,212,12.2,4177729395,56,Back,4177729399,141,69.3,4177729403,213,1.9,4177729397,140,31.2,,,,,,,,,,dayca044hynhii8kgr7g1azth,Luiz Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280333,20,1,1,1,6,57jcqe38hakh2hfit2zsogsb,1,31.2,69.3,2023-04-09T19:01:28.833Z,2023-04-09T19:01:32Z,4177729563,141,81.8,4177729565,212,9.6,4177729559,56,Back,4177729561,140,35.4,4177729567,213,1.1,,,,,,,,,,rbhqo1mjhl4j1enpfpbehlgp,Abdullah Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280351,21,1,1,1,9,57jcqe38hakh2hfit2zsogsb,0,35.4,81.8,2023-04-09T19:01:31.969Z,2023-04-09T19:01:34Z,4177729653,56,Center,4177729663,1,,4177729657,141,63.7,4177729661,213,6.0,4177729651,155,,4177729659,212,45.2,4177729655,140,76.8,,,,4lhyi7xvorswax9xwmz4v5tqt,Talisca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280369,14,1,1,1,13,ebcxfnmnxrxvv6lcjsahgd38j,1,24.6,39.8,2023-04-09T19:01:35.436Z,2023-04-09T19:01:36Z,4177729787,3,,4177729795,212,18.5,4177729793,141,12.6,4177729789,56,Back,4177729791,140,25.1,4177729797,213,4.7,,,,,,,d3hiwrqyxc7ff8vlwk35tnsru,Sami Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280375,15,49,1,1,14,ebcxfnmnxrxvv6lcjsahgd38j,1,24.4,12.8,2023-04-09T19:01:36.844Z,2023-04-09T19:01:37Z,,,,,,,,,,,,,,,,,,,,,,,,,ettpwvqyj8pyfhwpc7q84svhm,Mukhir Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280399,16,1,1,1,14,ebcxfnmnxrxvv6lcjsahgd38j,1,24.1,12.8,2023-04-09T19:01:37.215Z,2023-04-09T19:01:40Z,4177729981,140,36.7,4177729979,56,Back,4177729987,213,6.0,4177729985,212,13.9,4177729983,141,6.4,,,,,,,,,,ettpwvqyj8pyfhwpc7q84svhm,Mukhir Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280411,17,1,1,1,18,ebcxfnmnxrxvv6lcjsahgd38j,0,37.7,6.4,2023-04-09T19:01:40.540Z,2023-04-09T20:05:21Z,4177730019,140,62.0,4177730021,141,4.7,4177730017,56,Right,4177730023,212,25.5,4177730025,213,6.2,,,,,,,,,,9vsqe0uy76u157na942hdokx5,Mohammed Al Baqawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280417,22,49,1,1,19,57jcqe38hakh2hfit2zsogsb,1,35,92.7,2023-04-09T19:01:41.857Z,2023-04-09T19:01:41Z,,,,,,,,,,,,,,,,,,,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280481,23,1,1,1,20,57jcqe38hakh2hfit2zsogsb,1,37.6,89.9,2023-04-09T19:01:42.930Z,2023-04-09T19:01:45Z,4177730325,140,57.9,4177730329,212,21.9,4177730327,141,82.6,4177730323,56,Left,4177730333,213,6.1,,,,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280503,24,1,1,1,22,57jcqe38hakh2hfit2zsogsb,1,57.5,82.6,2023-04-09T19:01:45.186Z,2023-04-09T19:01:48Z,4177730455,213,2.2,4177730449,140,53.2,4177730453,212,7.9,4177730447,56,Left,4177730451,141,92.1,,,,,,,,,,cpws4xoaun4lc21p379rpd59l,Abdulrahman Ghareeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280525,25,1,1,1,25,57jcqe38hakh2hfit2zsogsb,0,54,86.3,2023-04-09T19:01:47.922Z,2023-04-09T19:01:51Z,4177730569,212,43.8,4177730559,56,Center,4177730571,213,5.4,4177730555,155,,4177730567,141,37.0,4177730563,140,80.8,4177730573,1,,,,,4lhyi7xvorswax9xwmz4v5tqt,Talisca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280543,18,1,1,1,29,ebcxfnmnxrxvv6lcjsahgd38j,1,32.3,74.4,2023-04-09T19:01:51.580Z,2023-04-09T20:05:25Z,4177730647,213,4.5,4177730641,140,29.9,4177730643,141,54.0,4177730645,212,14.1,4177730639,56,Back,,,,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280545,19,49,1,1,31,ebcxfnmnxrxvv6lcjsahgd38j,1,27.7,54.8,2023-04-09T19:01:53.677Z,2023-04-09T20:05:28Z,,,,,,,,,,,,,,,,,,,,,,,,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280585,20,1,1,1,31,ebcxfnmnxrxvv6lcjsahgd38j,1,27.7,54.8,2023-04-09T19:01:53.852Z,2023-04-09T20:05:31Z,4177730841,141,61.8,4177730837,56,Back,4177730839,140,32.6,4177730845,213,0.7,4177730843,212,7.0,,,,,,,,,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280595,21,61,1,1,32,ebcxfnmnxrxvv6lcjsahgd38j,0,32.6,61.8,2023-04-09T19:01:55.260Z,2023-04-09T20:12:40Z,4177730893,56,Back,,,,,,,,,,,,,,,,,,,,,,beeunz2xxmos83md5kmsy4hqt,Víctor Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280565,26,49,1,1,33,57jcqe38hakh2hfit2zsogsb,1,71.6,48.1,2023-04-09T19:01:56.050Z,2023-04-09T19:01:56Z,,,,,,,,,,,,,,,,,,,,,,,,,dayca044hynhii8kgr7g1azth,Luiz Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280601,27,1,1,1,34,57jcqe38hakh2hfit2zsogsb,1,72.9,48.4,2023-04-09T19:01:56.913Z,2023-04-09T20:03:46Z,4177730921,212,6.5,4177730917,140,70.6,4177730923,213,2.0,4177732541,210,15,4177730915,56,Center,4177730919,141,57.3,,,,,,,dayca044hynhii8kgr7g1azth,Luiz Gustavo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280607,28,15,1,1,35,57jcqe38hakh2hfit2zsogsb,1,73.3,59.3,2023-04-09T19:01:57.841Z,2023-04-09T20:03:46Z,4177732581,78,,4177732589,102,50.8,4177732597,147,56.9,4177732593,215,,4177732595,146,81.0,4177732039,233,22,4177732017,82,,4177730943,22,,4lhyi7xvorswax9xwmz4v5tqt,Talisca,,4177732599,230,97.8,4177732579,72,4177732601,231,50.5,4177730945,18,4177732591,103,19,4177732585,55,27,4177730947,56,Center,4177996313,328,4177732583,29,,,,,
2531280637,22,10,1,1,35,ebcxfnmnxrxvv6lcjsahgd38j,1,27.7,49.9,2023-04-09T19:01:57.941Z,2023-04-09T19:49:46Z,4177732075,233,28,4177731091,56,Back,4177731089,94,,,,,,,,,,,,,,,,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280653,29,43,1,1,39,57jcqe38hakh2hfit2zsogsb,1,0,0,2023-04-09T19:02:01.761Z,2023-04-09T19:02:09Z,4177731621,144,61,4177731167,56,Center,,,,,,,,,,,,,,,,,,,h17s3qts1dz1zqjw19jazzkl,Cristiano Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280717,30,2,1,1,43,57jcqe38hakh2hfit2zsogsb,1,74.6,62.1,2023-04-09T19:02:05.601Z,2023-04-09T19:02:13Z,4177731533,56,Center,4177731535,140,91.0,4177731829,298,,4177731531,7,h17s3qts1dz1zqjw19jazzkl,4177731537,141,70.3,,,,,,,,,,4lhyi7xvorswax9xwmz4v5tqt,Talisca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280829,23,55,1,1,43,ebcxfnmnxrxvv6lcjsahgd38j,1,17.3,38.2,2023-04-09T19:02:05.602Z,2023-04-09T20:02:45Z,,,,,,,,,,,,,,,,,,,,,,,,,ettpwvqyj8pyfhwpc7q84svhm,Mukhir Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531281031,24,1,1,2,12,ebcxfnmnxrxvv6lcjsahgd38j,1,14.3,35.2,2023-04-09T19:02:34.413Z,2023-04-09T19:02:37Z,4177733217,141,86.9,4177733211,241,,4177733223,1,,4177733215,140,19.6,4177733219,212,35.6,4177733209,5,,4177733213,56,Back,4177733221,213,1.4,d3hiwrqyxc7ff8vlwk35tnsru,Sami Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531281105,25,1,1,2,15,ebcxfnmnxrxvv6lcjsahgd38j,1,22.8,88.3,2023-04-09T19:02:37.790Z,2023-04-09T19:02:46Z,4177733589,213,6.3,4177733585,141,86.9,4177733581,56,Left,4177733587,212,79.3,4177733591,1,,4177733583,140,98.3,4177733579,155,,,,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531281113,26,61,1,2,22,ebcxfnmnxrxvv6lcjsahgd38j,0,97.8,86.9,2023-04-09T19:02:44.829Z,2023-04-09T20:09:28Z,4177733619,56,Left,,,,,,,,,,,,,,,,,,,,,,9k81fwyq8bbyhckt5t80fvwet,Sultan Mandash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531281085,31,49,1,2,22,57jcqe38hakh2hfit2zsogsb,1,2.8,5.3,2023-04-09T19:02:44.913Z,2023-04-09T19:02:45Z,,,,,,,,,,,,,,,,,,,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531281133,32,1,1,2,26,57jcqe38hakh2hfit2zsogsb,0,18.4,5.8,2023-04-09T19:02:48.546Z,2023-04-09T19:02:53Z,4177733747,56,Back,4177733751,140,30.5,4177733757,141,0.0,4177733763,213,5.9,4177733759,212,13.6,,,,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531281183,27,5,1,2,27,ebcxfnmnxrxvv6lcjsahgd38j,1,71.8,101.2,2023-04-09T19:02:49.920Z,2023-04-09T19:37:00Z,4177734037,347,,4177734071,233,33,4177734035,56,Left,,,,,,,,,,,,,,,,6m2uqbr8e3v4hcg8r02ee1ec5,A. Trajkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
