id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/12/value,qualifier/18/value
2495478803,1,34,16,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2023-01-07T11:56:54.815Z,2023-01-07T13:10:32Z,3967913737,130,11,3967953613,197,3982,3967913731,30,"85paqhbw10m5ra3set109qz9, dr0tmxtk2sx5am4xmm6qw72ll, 483s97qezyiz91n8qzwjd7uuh, 7qmg0s07y1tkthgu8zwa599ed, d3hiwrqyxc7ff8vlwk35tnsru, 9vsqe0uy76u157na942hdokx5, 9k81fwyq8bbyhckt5t80fvwet, 61u0tfe67undvqqutes55k2xh, cd3zg2t4cq4ghoh61kri7vaad, beeunz2xxmos83md5kmsy4hqt, 5zmh9fz8vr0jcgt8zic0vyve2, dozljiegaplgkxwywguqomeei, 28pvmv8slheuqzsh4eok2t905, 6ryod1z32yns7blzdxvhwmzqi, 576sxo24s5ktc0t9chfh9v4d1, dybfeu5czibo3vri357z8yrpx, 9q7c1bn4dgyhoqto46puqeevp, azjpcg32pigro8iunnll88wyd, 82kieoxo5yd4n8ox13dtl4zbp, 1dtpzd3m6rhsrc1vk1ddzk2jt",3967913733,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3967913743,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3967913739,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3967913735,59,"1, 80, 3, 33, 4, 22, 27, 37, 9, 10, 18, 6, 8, 16, 17, 19, 23, 26, 55, 98",3967913741,194,d3hiwrqyxc7ff8vlwk35tnsru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495485007,1,34,16,0,0,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2023-01-07T12:30:33.905Z,2023-01-07T12:47:17Z,3967954239,197,2937,3967951075,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3967951067,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3967951071,130,11,3967951073,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3967951069,59,"25, 29, 7, 3, 6, 23, 17, 8, 31, 90, 15, 10, 33, 2, 4, 21, 22, 19, 77, 94",3967955687,194,e3q9barjksj9yb3obsi90i9jp,3967951065,30,"e3q9barjksj9yb3obsi90i9jp, ql3ke0589k0ywxw4kzd5wgt0, bgzn0qcq2tcobzu1odwyaeeei, 5etucjhifze9cu3fecy68dg16, 96locb7oipzlke997xnx6ii38, 92x3r5pxmvkgaxups0gdrvq39, 8zbaicqws2ux52rgiy95xetm2, dg7eawa1vjaz1uhrjhr7cucfe, tt0300qkkmgu52dbkxcaywut, 4ymo0battew5mb9h2d91gv9jo, d5sexeurir6iq57sqk1d2xrs9, b07spq4zt9abj441qcwfts5p1, 8pelo35x9cxd3anj7xrfxk1nu, e1ub5vwuoudrjiy0ijh8cy49g, 3wpliz4y0ex8jxtlt2enirc9h, 53jsw38p3m81ohicrlus0j9ck, 92j12068e102fecql9i8bvehg, cznfldjv2fv42m6z68um5lzx0, 8btwu0jixlrcl9gj51uepz21g, 6un0w34djb8ml6r3dmmbzaq96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495485255,2,32,1,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2023-01-07T12:30:39.730Z,2023-01-12T19:49:57Z,3967952409,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495485029,2,32,1,0,0,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2023-01-07T12:30:39.730Z,2023-01-07T12:30:39Z,3967951209,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495504799,360,1,1,0,0,dbhdov3cc47kcr1hjg5qr5qg7,1,49.8,49.9,2023-01-07T12:30:39.774Z,2023-01-13T05:44:24Z,3968058627,140,37.2,3968058633,213,3.1,3968058631,212,13.3,3968058625,56,Back,3968058629,141,51.2,3968058635,279,S,3975008591,178,,,,,8zbaicqws2ux52rgiy95xetm2,Yahya Al Qarani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495504855,361,1,1,0,2,dbhdov3cc47kcr1hjg5qr5qg7,1,35.7,47.6,2023-01-07T12:30:42.232Z,2023-01-13T05:44:26Z,3968058965,141,96.8,3968058969,213,0.8,3968058971,1,,3968058961,56,Left,3975008599,178,,3968058959,155,,3968058967,212,44.7,3968058963,140,63.9,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495504867,362,1,1,0,4,dbhdov3cc47kcr1hjg5qr5qg7,1,63.4,97.1,2023-01-07T12:30:44.559Z,2023-01-13T05:44:36Z,3968059013,141,87.7,3975008687,178,,3968059007,3,,3968059017,213,5.0,3968059011,140,65.2,3968059009,56,Left,3968059015,212,6.7,,,,bgzn0qcq2tcobzu1odwyaeeei,Yousef Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495504883,363,1,1,0,6,dbhdov3cc47kcr1hjg5qr5qg7,0,65.2,85.9,2023-01-07T12:30:46.341Z,2023-01-13T05:44:43Z,3975008739,178,,3968059145,212,2.2,3968059147,213,1.0,3968059141,140,66.4,3968059143,141,88.6,3968059139,56,Left,,,,,,,d5sexeurir6iq57sqk1d2xrs9,Hasan Gazwani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495504991,357,49,1,0,6,ebcxfnmnxrxvv6lcjsahgd38j,1,29.2,11.3,2023-01-07T12:30:46.464Z,2023-01-13T05:44:56Z,,,,,,,,,,,,,,,,,,,,,,,,,dr0tmxtk2sx5am4xmm6qw72ll,Osama Al Khalaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495505011,358,50,1,0,10,ebcxfnmnxrxvv6lcjsahgd38j,1,25.6,7.6,2023-01-07T12:30:50.364Z,2023-01-13T05:45:03Z,3968060427,233,365,3968060291,285,,3968059837,56,Back,,,,,,,,,,,,,,,,dr0tmxtk2sx5am4xmm6qw72ll,Osama Al Khalaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
