id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,assist,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2495528757,1,34,16,0,0,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2023-01-07T14:23:05.426Z,2023-01-10T13:53:35Z,3968189609,194,1imyf62l4rk4oyith29w5bhzp,3968189613,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968189605,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968249283,197,608,3968189589,30,"77988i6l4je97ycm9rthdims5, 2xoesy83pz2opdvnkdbraacph, d597taqcmedln0e50xgdyt8gk, 9kbzdpxg4ud1m8wppt1s1roq, 1x2kly8qv2vxujs6d0tgdt0id, 9brcp1e0kz59x1g4j73a54m50, 1imyf62l4rk4oyith29w5bhzp, 5brwa0y63724t6s3y6gtz28yx, 7rno5g3b18rzi95yfx6u9bs9h, 6q8kbaw3h6n77ekwl6fr0e9qt, 4dgh6inzkttm82amjagcy62mt, dpuogllbip7f2jpamgohjkfyt, a7sgm3cmjoxjjxanrad02l2lm, aervyzt3cfxxktpj81yjxo9d6, 8hw7lxbdh3zllchj5arfyc8np, dvt8h9sh00qsqzhrb3y4fco9h, 1li4roqq55x7nss4ufnjt321g, 8fnnkhu8buuejfilvhgtpv7ro, 7dtg5rnj4yzak8ddgxcvop15g, bia0lpc5wkxjcyc92d12apas5",3968189597,59,"48, 2, 12, 70, 32, 5, 7, 98, 27, 11, 10, 4, 6, 8, 17, 18, 24, 29, 92, 99",3968189593,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3968189601,130,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495529451,1,34,16,0,0,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2023-01-07T14:25:21.914Z,2023-01-07T14:55:55Z,3968249339,197,6795,3968193249,130,8,3968193245,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3968193255,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968193251,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968193243,30,"7qirhp2v0034pkiwvnmsfd785, 9o288vygjpcv3noeqnrnqh3ah, bgac6td6x8qi2o7o5ofrj3t1x, dp5fmyett2g7fvus88m85fsut, dxy1gb64e1hokq26qqnigirpx, jm8cn996mibk0hwauxvsb1lh, 6msbre1fcjcrvqyzoozo43sb8, c706bwqqpdkdk2zqzmop9wm39, bvmo38wfbtnrk5hdbxgczkzpx, 483n2f7a1xkseruh77bj7rxed, 6fy868uh27umb1dafjy7tk2xh, 17rl734wbbzbxvj33id7j9l62, 97gy3oursbjphkf5t85x9wy96, 1qt77p34tr6jf5vl5pzbh8zfu, 61o0q05smyp280htj5g3og5xw, 4fkudkcxt03pqaqz58nofkag9, e16yqzoa6k6vnzj71lbu8of3e, 4jspfn1jca5yzxbhn8p2p06ax, embrr58160gq57nfexeif3xsl, 2ycm47qi7qr17i31a8f6oq9gq",3968193253,194,jm8cn996mibk0hwauxvsb1lh,3968193247,59,"16, 39, 31, 8, 4, 3, 18, 21, 20, 10, 7, 9, 13, 14, 15, 17, 26, 33, 77, 88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541033,2,32,1,0,0,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2023-01-07T15:00:13.455Z,2023-01-12T20:35:55Z,3968256219,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541021,2,32,1,0,0,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2023-01-07T15:00:13.455Z,2023-01-07T15:00:13Z,3968256127,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541047,3,1,1,0,0,7dkxxicrwn77jpdfkwpnlnnyn,1,49.9,49.9,2023-01-07T15:00:13.602Z,2023-01-13T05:53:19Z,3968256293,279,S,3975011135,178,,3968256289,212,5.9,3968256291,213,1.9,3968256285,140,48.1,3968256283,56,Back,3968256287,141,58.1,,,,7rno5g3b18rzi95yfx6u9bs9h,Vitinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541057,4,1,1,0,0,7dkxxicrwn77jpdfkwpnlnnyn,1,48.1,58.1,2023-01-07T15:00:14.358Z,2023-01-13T05:53:24Z,3968256351,213,1.2,3972511263,155,,3968256347,141,86.3,3968256343,56,Left,3975011177,178,,3968256345,140,55.1,3968256349,212,20.5,,,,4dgh6inzkttm82amjagcy62mt,N. Sliti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541063,5,1,1,0,4,7dkxxicrwn77jpdfkwpnlnnyn,1,54.1,85.9,2023-01-07T15:00:18.267Z,2023-01-13T05:53:37Z,3968256387,141,81.8,3968256383,56,Back,3975011275,178,,3968256391,213,3.3,3968256385,140,40.0,3968256389,212,15.1,,,,,,,d597taqcmedln0e50xgdyt8gk,Sanousi Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541077,6,1,1,0,7,7dkxxicrwn77jpdfkwpnlnnyn,1,39.4,80.5,2023-01-07T15:00:20.597Z,2023-01-13T05:53:43Z,3975011307,178,,3968256481,141,65.5,3968256487,213,4.1,3968256483,212,12.3,3968256477,140,32.8,3968256473,56,Back,,,,,,,9kbzdpxg4ud1m8wppt1s1roq,Abdullah Khateeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541117,7,1,1,0,10,7dkxxicrwn77jpdfkwpnlnnyn,1,32.7,62.6,2023-01-07T15:00:24.095Z,2023-01-13T05:53:47Z,3968256661,212,18.2,3968256663,213,4.6,3968256657,140,30.6,3975011341,178,,3968256659,141,36.1,3968256655,56,Back,,,,,,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541155,8,1,1,0,12,7dkxxicrwn77jpdfkwpnlnnyn,1,29.5,36.1,2023-01-07T15:00:26.426Z,2023-01-13T05:53:52Z,3968256871,141,35.5,3968256875,213,6.2,3968256869,140,33.8,3975011381,178,,3968256873,212,4.5,3968256867,56,Back,,,,,,,9brcp1e0kz59x1g4j73a54m50,Saad Al Mosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541169,9,1,1,0,14,7dkxxicrwn77jpdfkwpnlnnyn,1,33.7,31.9,2023-01-07T15:00:27.511Z,2023-01-13T05:54:00Z,3968256951,141,13.7,3975011411,178,,3968256947,56,Back,3968256953,212,13.4,3968256955,213,5.1,3968256949,140,38.5,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541179,10,1,1,0,16,7dkxxicrwn77jpdfkwpnlnnyn,1,38.7,13.7,2023-01-07T15:00:30.268Z,2023-01-13T05:54:05Z,3968257011,213,0.5,3968257005,140,47.7,3968257009,212,10.8,3968257001,155,,3968257007,141,21.5,3975011441,178,,3968257003,56,Back,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541183,11,1,1,0,17,7dkxxicrwn77jpdfkwpnlnnyn,0,47.8,21.5,2023-01-07T15:00:31.121Z,2023-01-13T05:54:11Z,3968257031,168,,3975011455,178,,3968257037,141,27.1,3968257033,56,Center,3968257041,213,0.4,3968257035,140,57.6,3968257039,212,11.0,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541201,3,1,1,0,18,d47tf49ishm9qnfd8zyc8wv0j,1,30.4,59.4,2023-01-07T15:00:32.373Z,2023-01-13T05:54:17Z,3968257129,140,37.5,3975011489,178,,3975011491,21,,3968257125,56,Back,3968257141,213,0.3,3968257133,141,62.9,3968257137,212,7.8,,,,dxy1gb64e1hokq26qqnigirpx,Saad Natiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541203,4,49,1,0,19,d47tf49ishm9qnfd8zyc8wv0j,1,38.4,59.1,2023-01-07T15:00:33.067Z,2023-01-13T06:59:00Z,,,,,,,,,,,,,,,,,,,,,,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541275,5,1,1,0,21,d47tf49ishm9qnfd8zyc8wv0j,1,43.2,50.7,2023-01-07T15:00:34.855Z,2023-01-13T05:54:53Z,3975011619,178,,3968257483,56,Back,3968257487,141,8.2,3968257493,1,,3968257489,212,32.4,3968257485,140,29.2,3968257491,213,4.2,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541437,6,1,1,0,26,d47tf49ishm9qnfd8zyc8wv0j,1,27.1,9.7,2023-01-07T15:00:40.108Z,2023-01-13T05:55:02Z,3968258223,140,4.4,3968258227,212,29.0,3968258221,56,Back,3968258229,213,2.5,3968258225,141,34.0,3975011649,178,,,,,,,,9o288vygjpcv3noeqnrnqh3ah,Saeed Al Hamsal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541493,7,1,1,0,37,d47tf49ishm9qnfd8zyc8wv0j,1,12.7,44.9,2023-01-07T15:00:51.213Z,2023-01-13T05:55:07Z,3968258531,212,32.8,3968258527,140,43.2,3975011681,178,,3968258533,213,6.1,3968258525,56,Back,3968258529,141,34.3,3968258535,1,,,,,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541519,8,1,1,0,39,d47tf49ishm9qnfd8zyc8wv0j,1,43.1,34.2,2023-01-07T15:00:52.942Z,2023-01-13T05:55:14Z,3968258659,140,36.0,3968258657,56,Back,3968258667,213,4.3,3968258663,212,19.5,3968258661,141,7.7,3975011699,178,,,,,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541621,9,1,1,0,42,d47tf49ishm9qnfd8zyc8wv0j,1,35.4,7.4,2023-01-07T15:00:56.174Z,2023-01-13T05:56:00Z,3975011903,178,,3968259093,213,6.3,3968259091,212,9.9,3968259085,56,Back,3968259089,141,7.0,3968259087,140,44.8,,,,,,,9o288vygjpcv3noeqnrnqh3ah,Saeed Al Hamsal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496352605,855,3,1,0,44,d47tf49ishm9qnfd8zyc8wv0j,0,44.6,7.5,2023-01-07T15:00:58.418Z,2023-01-13T05:56:36Z,3975011985,178,,3972512085,286,,3972512087,465,,3972512089,467,d597taqcmedln0e50xgdyt8gk,3972512083,56,Back,,,,,,,,,,6msbre1fcjcrvqyzoozo43sb8,Nawaf Al Saadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541627,10,4,1,0,45,d47tf49ishm9qnfd8zyc8wv0j,1,44.8,6.2,2023-01-07T15:00:59.448Z,2023-01-13T05:56:42Z,3968259113,286,,3968259105,56,Back,3972512481,295,,3968259299,233,12,3968259107,152,,3968259103,13,,,,,,,,6msbre1fcjcrvqyzoozo43sb8,Nawaf Al Saadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541661,12,4,1,0,45,7dkxxicrwn77jpdfkwpnlnnyn,0,55.2,93.8,2023-01-07T15:00:59.449Z,2023-01-13T05:56:42Z,3968259325,233,10,3975012001,178,,3968259269,152,,3972512509,295,,3968259265,13,,3968259273,285,,3968259267,56,Left,,,,d597taqcmedln0e50xgdyt8gk,Sanousi Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541853,11,1,1,1,5,d47tf49ishm9qnfd8zyc8wv0j,1,44.1,7,2023-01-07T15:01:18.620Z,2023-01-13T05:56:47Z,3968260179,56,Back,3968260175,5,,3968260181,140,44.9,3975012023,178,,3968260189,212,6.2,3968260177,152,,3968260185,141,16.1,3968260193,213,1.4,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541907,12,1,1,1,6,d47tf49ishm9qnfd8zyc8wv0j,1,44.3,18.8,2023-01-07T15:01:20.058Z,2023-01-13T05:56:52Z,3968260455,56,Back,3968260459,141,36.9,3968260457,140,32.1,3968260463,213,2.4,3968260461,212,17.8,3975012057,178,,,,,,,,bvmo38wfbtnrk5hdbxgczkzpx,F. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541963,13,1,1,1,9,d47tf49ishm9qnfd8zyc8wv0j,1,32.5,36.9,2023-01-07T15:01:23.105Z,2023-01-13T05:56:58Z,3968260755,140,55.6,3975012075,178,,3968260759,212,34.0,3968260761,213,5.5,3968260757,141,1.9,3968260753,56,Right,3968260763,1,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495542013,14,1,1,1,12,d47tf49ishm9qnfd8zyc8wv0j,1,56,5.5,2023-01-07T15:01:26.299Z,2023-01-13T05:57:06Z,3968261011,140,66.0,3968261017,213,1.0,3968261009,56,Center,3968261013,141,28.8,3968261015,212,19.0,3975012105,178,,,,,,,,9o288vygjpcv3noeqnrnqh3ah,Saeed Al Hamsal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495542033,15,1,1,1,13,d47tf49ishm9qnfd8zyc8wv0j,1,66,28.8,2023-01-07T15:01:27.103Z,2023-01-21T07:11:28Z,3975012141,178,,3968261119,141,19.1,3968261123,213,5.3,3968261113,56,Right,3968261121,212,7.8,3968261117,140,70.0,,,,,,,483n2f7a1xkseruh77bj7rxed,S. Bguir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495542037,16,50,1,1,15,d47tf49ishm9qnfd8zyc8wv0j,1,70.4,22.9,2023-01-07T15:01:28.707Z,2023-01-21T07:11:34Z,3968261129,56,Center,3968261331,233,13,3968261131,286,,,,,,,,,,,,,,,,,6msbre1fcjcrvqyzoozo43sb8,Nawaf Al Saadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
