id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value
2531969621,5,1,1,0,13,cq4rdp1mkan8zhaw7bmzjdaqk,1,30.2,78.5,2023-04-10T19:00:34.289Z,2023-04-10T19:56:47Z,4181451773,56,Back,4181451777,141,93.8,4181451775,140,30.3,4181451779,212,10.4,4181451781,213,1.6,,,,,,,,,,vgyj638vzzteqqyxcdte3sgl,Édson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969639,6,1,1,0,14,cq4rdp1mkan8zhaw7bmzjdaqk,1,36,94.8,2023-04-10T19:00:35.521Z,2023-04-10T19:56:57Z,4181451887,213,3.1,4181451883,141,95.6,4181451885,212,12.8,4181451879,56,Back,4181451881,140,23.8,,,,,,,,,,jtuc25nybu22ifehsg8p9wb9,Pedro Eugénio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969653,7,1,1,0,15,cq4rdp1mkan8zhaw7bmzjdaqk,1,28,93.6,2023-04-10T19:00:36.913Z,2023-04-10T19:00:38Z,4181451957,212,11.4,4181451953,140,31.9,4181451955,141,77.9,4181451951,56,Back,4181451959,213,5.1,,,,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969685,8,1,1,0,17,cq4rdp1mkan8zhaw7bmzjdaqk,1,33,76.9,2023-04-10T19:00:38.370Z,2023-04-10T19:00:40Z,4181452079,141,79.0,4181452081,212,23.9,4181452083,213,3.1,4181452077,140,10.3,4181452075,56,Back,,,,,,,,,,vgyj638vzzteqqyxcdte3sgl,Édson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969703,9,1,1,0,19,cq4rdp1mkan8zhaw7bmzjdaqk,0,10.3,79,2023-04-10T19:00:40.465Z,2023-04-10T19:00:42Z,4181452177,212,39.6,4181452173,140,25.1,4181452175,141,25.5,4181452169,155,,4181452179,213,5.1,4181452181,1,,4181452171,56,Back,,,,idjs50cwxlt56rylhn3znt62,Ali Al Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969711,7,44,1,0,20,4djrvao40r1vgr4psfl5dzc80,1,74.2,80.3,2023-04-10T19:00:41.679Z,2023-04-10T20:42:32Z,4181452267,233,10,4181452253,56,Left,4181452255,286,,,,,,,,,,,,,,,,,g15ldg2cnu1otbiwsm3dppg4,Abdulaziz Makin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969707,10,44,1,0,20,cq4rdp1mkan8zhaw7bmzjdaqk,0,25.8,19.7,2023-04-10T19:00:41.680Z,2023-04-10T19:00:43Z,4181452275,233,7,4181452211,56,Back,4181452213,285,,,,,,,,,,,,,,,,,aonc1y49ulmolyc47knpwtrtg,Arif Al Haydar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969723,8,1,1,0,21,4djrvao40r1vgr4psfl5dzc80,0,73.5,86.1,2023-04-10T19:00:42.240Z,2023-04-10T19:37:29Z,4181452327,3,,4181452333,141,100.0,4181452337,213,1.2,4181452335,212,10.4,4181452331,140,77.4,4181452329,56,Left,,,,,,,g15ldg2cnu1otbiwsm3dppg4,Abdulaziz Makin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969727,9,5,1,0,21,4djrvao40r1vgr4psfl5dzc80,0,81.4,101,2023-04-10T19:00:42.641Z,2023-04-10T20:55:11Z,4181452353,56,Left,4181452355,347,,4181453069,233,11,,,,,,,,,,,,,,,,g15ldg2cnu1otbiwsm3dppg4,Abdulaziz Makin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969839,11,5,1,0,21,cq4rdp1mkan8zhaw7bmzjdaqk,1,18.6,-1,2023-04-10T19:00:42.641Z,2023-04-10T19:00:59Z,4181453031,347,,4181453029,56,Back,4181453053,233,9,,,,,,,,,,,,,,,,aonc1y49ulmolyc47knpwtrtg,Arif Al Haydar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969859,12,1,1,0,37,cq4rdp1mkan8zhaw7bmzjdaqk,0,21.1,0,2023-04-10T19:00:58.769Z,2023-04-10T19:01:02Z,4181453141,212,23.5,4181453135,56,Back,4181453139,141,5.9,4181453145,1,,4181453137,140,43.0,4181453133,107,,4181453143,213,0.2,,,,aonc1y49ulmolyc47knpwtrtg,Arif Al Haydar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969881,10,1,1,0,41,4djrvao40r1vgr4psfl5dzc80,0,51.5,91.5,2023-04-10T19:01:02.392Z,2023-04-10T19:01:04Z,4181453277,3,,4181453285,212,16.1,4181453281,140,66.8,4181453287,213,0.0,4181453283,141,92.0,4181453279,56,Left,,,,,,,cgwl99clcp8j1z4tq5n0bh9ed,A. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969899,13,1,1,0,43,cq4rdp1mkan8zhaw7bmzjdaqk,1,27.7,11.3,2023-04-10T19:01:04.177Z,2023-04-10T19:01:06Z,4181453371,212,11.5,4181453363,3,,4181453367,140,37.0,4181453365,56,Back,4181453369,141,2.5,4181453373,213,5.7,,,,,,,3qf9lidcmozvvpy2jprlx3v11,B. Godál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969907,14,1,1,0,44,cq4rdp1mkan8zhaw7bmzjdaqk,0,37,2.5,2023-04-10T19:01:06.016Z,2023-04-10T19:01:07Z,4181453431,140,38.8,4181453429,56,Back,4181453435,212,10.8,4181453437,213,1.4,4181453433,141,18.2,4181453427,3,,,,,,,,daqggbwzctkpojr1kn1l2sm39,D. Tijanič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969919,11,1,1,0,45,4djrvao40r1vgr4psfl5dzc80,1,63.1,86.3,2023-04-10T19:01:06.728Z,2023-04-10T19:01:08Z,4181453491,140,66.1,4181453495,212,5.3,4181453489,56,Left,4181453487,3,,4181453497,213,0.9,4181453493,141,92.6,,,,,,,evyk938tt0eebkhxrwejaonv9,D. Antolić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969927,12,49,1,0,46,4djrvao40r1vgr4psfl5dzc80,1,68.6,96.2,2023-04-10T19:01:07.960Z,2023-04-10T19:01:08Z,,,,,,,,,,,,,,,,,,,,,,,,,g15ldg2cnu1otbiwsm3dppg4,Abdulaziz Makin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969935,13,3,1,0,47,4djrvao40r1vgr4psfl5dzc80,0,68.6,96.9,2023-04-10T19:01:08.761Z,2023-04-13T12:40:45Z,4181453691,233,15,4181453553,56,Left,4181453555,286,,4186089203,465,,,,,,,,,,,,,,g15ldg2cnu1otbiwsm3dppg4,Abdulaziz Makin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969951,15,7,1,0,47,cq4rdp1mkan8zhaw7bmzjdaqk,1,31.4,3.1,2023-04-10T19:01:08.762Z,2023-04-13T12:40:53Z,4181453659,233,13,4181453647,167,,4181453651,285,,4181453649,56,Back,4186089353,385,,,,,,,,,,,aonc1y49ulmolyc47knpwtrtg,Arif Al Haydar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970003,14,5,1,0,49,4djrvao40r1vgr4psfl5dzc80,1,68.7,101,2023-04-10T19:01:10.359Z,2023-04-10T19:01:14Z,4181453903,56,Left,4181453905,347,,4181453911,233,16,,,,,,,,,,,,,,,,g15ldg2cnu1otbiwsm3dppg4,Abdulaziz Makin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969953,16,5,1,0,49,cq4rdp1mkan8zhaw7bmzjdaqk,0,31.3,-1,2023-04-10T19:01:10.359Z,2023-04-10T20:55:11Z,4181453653,56,Back,4181453655,347,,4181453959,233,14,,,,,,,,,,,,,,,,aonc1y49ulmolyc47knpwtrtg,Arif Al Haydar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970021,15,1,1,0,53,4djrvao40r1vgr4psfl5dzc80,1,69.8,100,2023-04-10T19:01:14.265Z,2023-04-10T19:01:16Z,4181453999,56,Left,4181454003,141,94.5,4181454009,213,3.7,4181454001,140,63.2,4181454019,189,,4181453997,107,,4181454005,212,8.1,,,,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970057,16,1,1,0,55,4djrvao40r1vgr4psfl5dzc80,1,63,94.2,2023-04-10T19:01:16.552Z,2023-04-10T19:01:18Z,4181454179,212,27.6,4181454165,56,Back,4181454181,213,3.3,4181454173,141,87.6,4181454169,140,37.1,,,,,,,,,,evyk938tt0eebkhxrwejaonv9,D. Antolić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970111,17,1,1,0,57,4djrvao40r1vgr4psfl5dzc80,1,33.3,86.1,2023-04-10T19:01:18.152Z,2023-04-10T19:01:22Z,4181454443,56,Back,4181454447,141,64.2,4181454451,213,3.8,4181454445,140,14.9,4181454449,212,24.4,,,,,,,,,,624uaxchaea87v6na4wsd50x5,A. Bedrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970203,18,1,1,1,1,4djrvao40r1vgr4psfl5dzc80,1,11.8,56.7,2023-04-10T19:01:22.216Z,2023-04-10T19:01:30Z,4181454881,212,21.4,4181454871,56,Back,4181454875,140,21.7,4181454885,213,5.2,4181454877,141,29.2,,,,,,,,,,exmyiidka52uylmreef9fpn85,M. Zeghba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970231,19,1,1,1,9,4djrvao40r1vgr4psfl5dzc80,0,27.4,26.2,2023-04-10T19:01:30.713Z,2023-04-10T19:01:32Z,4181455023,140,39.2,4181455035,1,,4181455019,56,Back,4181455025,141,70.8,4181455015,155,,4181455029,212,32.8,4181455031,213,1.2,,,,5376r1hbhrywje7cys1vcyb4l,F. Chafaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970251,17,8,1,1,13,cq4rdp1mkan8zhaw7bmzjdaqk,1,57.7,32.5,2023-04-10T19:01:34.433Z,2023-04-13T12:42:29Z,4186091839,385,,4181455133,56,Center,,,,,,,,,,,,,,,,,,,daqggbwzctkpojr1kn1l2sm39,D. Tijanič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970257,20,1,1,1,13,4djrvao40r1vgr4psfl5dzc80,0,52.5,70.7,2023-04-10T19:01:34.584Z,2023-04-10T20:44:34Z,4181455155,212,1.9,4181455149,56,Center,4181455151,140,52.8,4181670505,236,,4181455153,141,68.0,4181670515,286,,4181455157,213,4.9,4181670509,233,18,g15ldg2cnu1otbiwsm3dppg4,Abdulaziz Makin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970267,18,74,1,1,13,cq4rdp1mkan8zhaw7bmzjdaqk,1,43.4,28.9,2023-04-10T19:01:34.585Z,2023-04-10T21:16:36Z,4181670499,285,,4181670521,233,20,4181455191,56,Back,,,,,,,,,,,,,,,,aonc1y49ulmolyc47knpwtrtg,Arif Al Haydar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970291,19,49,1,1,14,cq4rdp1mkan8zhaw7bmzjdaqk,1,57.6,26.5,2023-04-10T19:01:35.432Z,2023-04-13T12:42:40Z,,,,,,,,,,,,,,,,,,,,,,,,,daqggbwzctkpojr1kn1l2sm39,D. Tijanič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970303,20,3,1,1,15,cq4rdp1mkan8zhaw7bmzjdaqk,1,58.6,27.8,2023-04-10T19:01:36.888Z,2023-04-13T12:42:43Z,4181455363,56,Center,4181455393,233,21,4181455365,286,,4186092215,464,,,,,,,,,,,,,,daqggbwzctkpojr1kn1l2sm39,D. Tijanič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970279,21,45,1,1,15,4djrvao40r1vgr4psfl5dzc80,0,41.4,72.2,2023-04-10T19:01:36.888Z,2023-04-10T19:01:40Z,4181455397,233,20,4181455257,285,,4181455255,56,Back,,,,,,,,,,,,,,,,g15ldg2cnu1otbiwsm3dppg4,Abdulaziz Makin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970315,21,1,1,1,18,cq4rdp1mkan8zhaw7bmzjdaqk,1,54.4,22.4,2023-04-10T19:01:39.618Z,2023-04-10T19:01:40Z,4181455427,213,0.9,4181455423,141,33.1,4181455425,212,9.1,4181455419,56,Center,4181455421,140,59.6,,,,,,,,,,daqggbwzctkpojr1kn1l2sm39,D. Tijanič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970327,22,1,1,1,19,cq4rdp1mkan8zhaw7bmzjdaqk,1,59.1,30.6,2023-04-10T19:01:40.529Z,2023-04-10T19:59:28Z,4181455499,140,66.3,4181455501,141,6.5,4181455505,213,5.1,4181455503,212,18.0,4181455497,56,Right,,,,,,,,,,4w7c7a9rw5id7f0wikw02orth,Khalid Hamithi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970331,23,3,1,1,21,cq4rdp1mkan8zhaw7bmzjdaqk,0,64.4,4.6,2023-04-10T19:01:42.576Z,2023-04-13T12:42:57Z,4181455529,286,,4181455777,233,22,4181455527,56,Right,4186092491,465,,,,,,,,,,,,,,aonc1y49ulmolyc47knpwtrtg,Arif Al Haydar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970375,22,7,1,1,21,4djrvao40r1vgr4psfl5dzc80,0,35.6,95.4,2023-04-10T19:01:42.577Z,2023-04-13T12:42:59Z,4186092517,385,,4181455741,56,Back,4181455755,233,23,4181455743,285,,,,,,,,,,,,,,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970389,25,61,1,1,22,cq4rdp1mkan8zhaw7bmzjdaqk,1,69,3.8,2023-04-10T19:01:43.293Z,2023-04-10T19:01:50Z,4181455819,56,Right,,,,,,,,,,,,,,,,,,,,,,aonc1y49ulmolyc47knpwtrtg,Arif Al Haydar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970401,23,5,1,1,22,4djrvao40r1vgr4psfl5dzc80,1,33.6,101.2,2023-04-10T19:01:43.568Z,2023-04-10T20:55:11Z,4181455873,347,,4181456049,233,24,4181455871,56,Back,,,,,,,,,,,,,,,,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970387,24,5,1,1,22,cq4rdp1mkan8zhaw7bmzjdaqk,0,66.4,-1.2,2023-04-10T19:01:43.568Z,2023-04-10T19:01:52Z,4181455813,56,Right,4181455815,347,,4181456065,233,23,,,,,,,,,,,,,,,,aonc1y49ulmolyc47knpwtrtg,Arif Al Haydar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970429,24,1,1,1,27,4djrvao40r1vgr4psfl5dzc80,1,36.9,100,2023-04-10T19:01:48.152Z,2023-04-10T19:01:51Z,4181456025,212,4.9,4181456021,140,34.7,4181456019,56,Back,4181456023,141,94.4,4181456027,213,4.2,4181456015,107,,,,,,,,820fen2dxh3d2zmcbn9ak0u6t,Abdullah Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970439,25,1,1,1,30,4djrvao40r1vgr4psfl5dzc80,1,31.8,93.8,2023-04-10T19:01:51.624Z,2023-04-10T19:01:53Z,4181456091,140,20.6,4181456097,213,3.1,4181456093,141,94.2,4181456095,212,11.8,4181456089,56,Back,,,,,,,,,,cgwl99clcp8j1z4tq5n0bh9ed,A. Maher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970459,26,1,1,1,32,4djrvao40r1vgr4psfl5dzc80,1,21.6,93.8,2023-04-10T19:01:53.769Z,2023-04-10T19:01:55Z,4181456201,213,5.9,4181456193,56,Back,4181456197,141,79.2,4181456195,140,44.0,4181456199,212,25.5,4181456191,155,,,,,,,,624uaxchaea87v6na4wsd50x5,A. Bedrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970469,27,44,1,1,34,4djrvao40r1vgr4psfl5dzc80,1,45.6,78.1,2023-04-10T19:01:55.544Z,2023-04-10T19:01:56Z,4181456247,285,,4181456245,56,Back,4181456253,233,26,,,,,,,,,,,,,,,,8cfopdu7tyfve6iu3sinme1gp,Bruno Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970471,26,44,1,1,34,cq4rdp1mkan8zhaw7bmzjdaqk,0,54.4,21.9,2023-04-10T19:01:55.545Z,2023-04-10T19:01:56Z,4181456251,286,,4181456269,233,27,4181456249,56,Center,,,,,,,,,,,,,,,,3qf9lidcmozvvpy2jprlx3v11,B. Godál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970479,28,1,1,1,34,4djrvao40r1vgr4psfl5dzc80,0,43.9,79.2,2023-04-10T19:01:55.912Z,2023-04-10T19:01:57Z,4181456313,168,,4181456325,212,15.2,4181456315,56,Center,4181456319,140,57.7,4181456327,213,6.0,4181456323,141,72.5,4181456311,3,,,,,8cfopdu7tyfve6iu3sinme1gp,Bruno Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970503,27,1,1,1,37,cq4rdp1mkan8zhaw7bmzjdaqk,0,33.3,37,2023-04-10T19:01:58.880Z,2023-04-10T19:02:01Z,4181456433,212,31.7,4181456427,56,Right,4181456425,3,,4181456435,213,5.5,4181456429,140,54.9,4181456431,141,4.4,,,,,,,idjs50cwxlt56rylhn3znt62,Ali Al Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970537,29,1,1,1,39,4djrvao40r1vgr4psfl5dzc80,1,47.9,91.7,2023-04-10T19:02:00.921Z,2023-04-10T19:02:04Z,4181456599,213,6.1,4181456591,56,Left,4181456597,212,8.7,4181456593,140,56.0,4181456595,141,89.1,,,,,,,,,,8cfopdu7tyfve6iu3sinme1gp,Bruno Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
